Site,Hole,Core,Core Type,Section,Interval (cm),Ca,Cl,Rh,Fe,Al,K,P,S,Ba,Ti,Si,Cr,Ar,Mn,Br,Cu,Nb,Zr,Y,Ga,Sr,Zn,Mo,Bi,Rb,Pb,Ni,ln(Al/Fe),predicted_ln(Al/Fe),predicted_Al/Fe,ln(Ba/Fe),predicted_ln(Ba/Fe),predicted_Ba/Fe,ln(Br/Fe),predicted_ln(Br/Fe),predicted_Br/Fe,ln(Ca/Fe),predicted_ln(Ca/Fe),predicted_Ca/Fe,ln(Cl/Fe),predicted_ln(Cl/Fe),predicted_Cl/Fe,ln(Cu/Fe),predicted_ln(Cu/Fe),predicted_Cu/Fe,ln(Fe/Fe),predicted_ln(Fe/Fe),predicted_Fe/Fe,ln(K/Fe),predicted_ln(K/Fe),predicted_K/Fe,ln(Mn/Fe),predicted_ln(Mn/Fe),predicted_Mn/Fe,ln(Nb/Fe),predicted_ln(Nb/Fe),predicted_Nb/Fe,ln(Ni/Fe),predicted_ln(Ni/Fe),predicted_Ni/Fe,ln(Rb/Fe),predicted_ln(Rb/Fe),predicted_Rb/Fe,ln(Si/Fe),predicted_ln(Si/Fe),predicted_Si/Fe,ln(Sr/Fe),predicted_ln(Sr/Fe),predicted_Sr/Fe,ln(Ti/Fe),predicted_ln(Ti/Fe),predicted_Ti/Fe,ln(Y/Fe),predicted_ln(Y/Fe),predicted_Y/Fe,ln(Zn/Fe),predicted_ln(Zn/Fe),predicted_Zn/Fe,ln(Zr/Fe),predicted_ln(Zr/Fe),predicted_Zr/Fe
U1456,A,3,H,4,32,950348,87510,54321,342940,7235,34152,-3090,-1684,-3892,20985,104338,871,-26931,886,1082,38,161,4249,-106,72,57999,231,72,25,1447,153,719,-3.858625144667258,0.23210035779179933,1.2612462983705228,-4.478632340426946,-5.206169012468619,0.005482637421701046,-5.758744324326416,-6.48795394892144,0.0015216592176424855,1.0192727285561067,1.4358970642876154,4.203414050629634,-1.3658024322029656,-1.1446698683030063,0.31832899093545675,-9.107724624006456,-7.339416527948374,0.0006494293342859572,0.0,0.0,1.0,-2.306734355295044,-0.9493091381502232,0.3870083003884373,-5.958593833127761,-4.030616744886111,0.017763371106310377,-7.663906418748379,-7.630136447654731,0.00048559459557607603,-6.167449426011796,-6.590886505821416,0.0013728224089589898,-5.468063057101358,-6.122613328572962,0.002192718175884987,-1.1899198754444436,1.116454054841089,3.0540056439335714,-1.7771297357322307,-2.9354986605939573,0.053104231715059964,-2.7937476079651513,-2.697635716754161,0.06736459358953935,-8.081871689620774,-6.468811698147189,0.0015510677749702463,-7.302893073211049,-5.462132387180973,0.004244495180819841,-4.390871843618031,-5.954420886088757,0.002594345821405433
U1456,A,3,H,4,34,1034427,82673,63194,273313,5545,26064,-4263,-1581,-3603,16623,90075,313,-36636,455,853,53,123,4376,-187,94,76324,273,-26,17,1198,140,616,-3.897721037776865,0.227138289642569,1.2550034099134537,-4.328850826813239,-5.257003644957843,0.005210895041601631,-5.769613390069654,-6.495873033346259,0.0015096566572021055,1.330985270625966,1.6782179402178943,5.356002744356017,-1.1957245911137155,-1.0156072151733673,0.3621824403754584,-8.54808102400921,-7.1729943569418175,0.0007670225498670162,0.0,0.0,1.0,-2.350062606719506,-0.9504601825759197,0.3865630929175205,-6.398075518610382,-4.088252583388842,0.01676850954458164,-7.706188582188915,-7.628548594906725,0.00048636626077229786,-6.0951259740278125,-6.562393906442839,0.00141250026625746,-5.429964158885937,-6.114920262381678,0.0022096519547755576,-1.1099750019450383,1.133515510447733,3.1065584646506452,-1.2756302219111,-2.5102689291887454,0.08124638677775615,-2.799830380025873,-2.6986338720299767,0.06729738681202446,-7.287264320706746,-6.358805740962117,0.0017314332574323529,-6.908901142376372,-5.552701395197651,0.0038769698568131843,-4.1344825934595155,-5.915153200345455,0.0026982463949066413
U1456,A,3,H,4,36,540040,85331,52931,288722,6003,23053,-1639,-1029,-5654,38750,117790,1094,-32233,1203,496,54,212,6339,273,67,34227,207,122,44,1335,123,534,-3.8732049431674627,0.2302498832788566,1.2589145523245338,-3.93310102816577,-5.391317921042762,0.004555964975221455,-6.366643639694378,-6.930862853321338,0.0009771573610617135,0.6261789234518769,1.1303115573872373,3.09662112503588,-1.2189264757495628,-1.033213840290033,0.35586143896317873,-8.584235519855032,-7.183745680981508,0.00075882021388318,0.0,0.0,1.0,-2.5276683746197097,-0.9551784004220627,0.3847435000272637,-5.480645850444627,-3.967936242711419,0.01891242353987202,-7.216633291747293,-7.646933219769217,0.0004775062926674282,-6.292823727459111,-6.640279056170068,0.0013066625607054529,-5.376532995584956,-6.104131250226325,0.002233620985150059,-0.8965609094664754,1.1790613335289624,3.2513208641987257,-2.1324494811548265,-3.2367801489004613,0.03929020024243954,-2.0083335316378124,-2.5687528330688587,0.0766310575726376,-6.963747771234346,-6.3140179009769914,0.0018107432167835827,-7.240500773153936,-5.476474835037913,0.004184053209026158,-3.818743260135139,-5.8667956623047,0.0028319332812616915
U1456,A,3,H,4,38,465715,112337,41713,257967,3565,16902,-1939,1222,-4857,32380,93344,1289,-11801,1411,427,44,358,6560,69,53,23607,178,524,51,922,129,568,-4.281667615897819,0.1784076191100209,1.1953124541444695,-3.9724107064004706,-5.377976534658563,0.004617155137494057,-6.403802935517591,-6.957936716682031,0.0009510568512779787,0.5907421892825169,1.1027635466238357,3.012479659087448,-0.8313283876629756,-0.7390871199833022,0.47754966214213257,-8.676397314827954,-7.211151991003332,0.0007383061433429446,0.0,0.0,1.0,-2.7253997116417876,-0.9604312676803125,0.382727792250722,-5.2085329968934015,-3.9322499945698777,0.019599524082023544,-6.580053962345515,-7.67083914499313,0.0004662264279344996,-6.118465530025064,-6.571588774780302,0.0013995720400368215,-5.634041725189622,-6.156128336611364,0.0021204470569462716,-1.0165400760787675,1.1534559490274412,3.169126345220395,-2.3912883915431222,-3.4562539416126308,0.031547720543809256,-2.0752907215145893,-2.5797402039027713,0.07579369237072925,-8.226480444148956,-6.488831427489687,0.0015203245799344566,-7.27880339845413,-5.467670008069696,0.004221055734925051,-3.6718410668080805,-5.844296633351644,0.0028963712073144573
U1456,A,3,H,4,40,783085,144067,58857,191332,707,4177,-4178,-114,-1718,8525,34938,395,-34735,765,655,63,5,4240,-494,90,58238,169,64,26,912,117,562,-5.600734752071625,0.0109910312665219,1.0110516545512336,-4.712849315423997,-5.126677668313694,0.005936249939374554,-5.677130182332946,-6.428490762666682,0.0016148862428265443,1.4092311079455706,1.7390451360415882,5.6919058312721615,-0.2837316698404242,-0.32354630176363963,0.7235784541881867,-8.018630691576664,-7.015550809362606,0.000897811152768765,0.0,0.0,1.0,-3.8244168534710226,-0.9896274044561716,0.37171516463703497,-5.521889584141662,-3.9733451533739905,0.01881040408631319,-10.552327505534098,-7.521665475810949,0.0005412304086399013,-5.830263568074507,-6.458048521698971,0.0015678523567880561,-5.346125427893866,-6.097991245083898,0.0022473776191685767,-1.7004350769030228,1.0075023226669533,2.738751946538262,-1.1894720763466247,-2.4372140127091653,0.08740401906004827,-3.1110071158164803,-2.7496965614485425,0.06394726232768508,-5.959229900780275,-6.17495179843149,0.0020809062179758175,-7.031866703045124,-5.524434651697626,0.003988122733326018,-3.809446869742194,-5.865371859488195,0.002835968267674567
U1456,A,3,H,4,42,602114,136305,40397,270257,2064,15535,-3054,771,-4326,26457,67885,1002,-15406,1483,424,51,132,6842,181,101,41652,231,459,24,868,146,608,-4.874727510507197,0.10313619340357016,1.10864238857481,-4.134730030595647,-5.322886670814338,0.004878650321594411,-6.457395181876693,-6.996983451098686,0.0009146368551363838,0.801073438025069,1.2662720538284706,3.547602608580721,-0.6844783363110938,-0.6276507499170108,0.5338444631718419,-8.575303004384326,-7.181089403634296,0.0007608385302452026,0.0,0.0,1.0,-2.856277815281503,-0.9639081333900413,0.38139940975564807,-5.205306294970719,-3.931826828651808,0.019607819687710446,-7.62432671452228,-7.631622812991951,0.0004848733607432824,-6.096953755142484,-6.563113980410874,0.0014114835276933045,-5.7409369224483005,-6.177712998282984,0.002075168345387807,-1.3815582610742694,1.0755554998014532,2.9316209631605745,-1.8700239714588642,-3.014265219321306,0.0490818866625346,-2.3238525845523603,-2.6205280770107997,0.07276442745856657,-7.308631605842825,-6.361763841711992,0.0017263190712833707,-7.064710926586858,-5.516884576397985,0.004018347315627189,-3.676293271571101,-5.844978517546831,0.002894396890768917
U1456,A,3,H,4,44,722765,121004,45904,375395,4468,29692,-2968,81,-5676,30558,80028,790,-21803,1427,907,92,209,5178,39,111,51767,292,317,30,1609,103,627,-4.431037923730488,0.15944947317742175,1.172864999581822,-4.191732045639647,-5.30354064862511,0.004973951677704426,-6.025591633804443,-6.6823760291822705,0.00125279774940378,0.6551053298079877,1.1527985323391694,3.1670435933667314,-1.1321552020358607,-0.967367926858831,0.3800821266465324,-8.313945506870539,-7.103369079225512,0.0008223297569127202,0.0,0.0,1.0,-2.537101155682142,-0.9554289886573082,0.3846470999114416,-5.572404466442744,-3.9799699290915322,0.018686201240331376,-7.493399831954769,-7.636539605165208,0.0004824951904736331,-6.394787543286659,-6.680448794695943,0.0012552145125173985,-5.452365936927197,-6.119443709760639,0.002199679282865328,-1.5456022314992732,1.040546013934112,2.830762228079746,-1.9812259243216102,-3.108555194175451,0.044665441634199415,-2.5083522878069204,-2.650803640578138,0.07059445768723459,-9.172172437789934,-6.6197536376686745,0.0013337594932389999,-7.158980281651298,-5.495214381385435,0.004106376040592284,-4.283559923608097,-5.937985365688213,0.00263733757322358
U1456,A,3,H,4,46,764381,112532,47799,372791,4915,31532,-3142,-453,-5010,28977,88144,856,-24732,874,872,72,5,5356,-112,104,54340,315,493,44,1558,138,619,-4.328726187289991,0.17243492429016516,1.1881944954988057,-4.309582025792348,-5.2635433199469155,0.005176928667206167,-6.057983795962278,-6.7059766102156395,0.001223577162296528,0.7180484150717945,1.2017295873862313,3.3258643239704986,-1.197780315246853,-1.0171671903531212,0.3616178852184344,-8.552107100855203,-7.174191598274252,0.0007661047882680916,0.0,0.0,1.0,-2.4700150376914594,-0.9536468003710024,0.3853332246874291,-6.055692844215723,-4.043350797536553,0.017538605528991932,-11.219335307437158,-7.4966168480915325,0.0005549587073862847,-6.400667947186662,-6.682765442863458,0.0012523099877970868,-5.4776149934405645,-6.124542089822091,0.002188493022003458,-1.4420461001587603,1.0626464721664348,2.8940198064797484,-1.9257573368909193,-3.061522461571463,0.04681636481851715,-2.5545155290238526,-2.658378818853678,0.07006171245260792,-8.110274348576164,-6.472743780590949,0.0015449808236430943,-7.076200581045625,-5.514243388786399,0.004028974552862083,-4.242800513060195,-5.931742796144101,0.0026538528316274734
U1456,A,3,H,4,48,732905,122477,50916,347855,5249,29388,-3006,-435,-5777,30836,93282,870,-20437,662,845,55,348,5787,-169,70,53623,287,-27,14,1408,144,652,-4.193748144007969,0.18956639760214267,1.2087253777918079,-4.097901209479003,-5.335386074387628,0.004818049627591605,-6.020204377903095,-6.678450932462029,0.0012577247649216926,0.7452303628435272,1.2228604451624356,3.3968904688434813,-1.043862469023587,-0.9003674622383334,0.40642028818927545,-8.752207820027799,-7.233695890121493,0.0007218480558923463,0.0,0.0,1.0,-2.471199298520101,-0.953678261064212,0.3853211020277584,-6.264275449323261,-4.070705369386925,0.01706534688781721,-6.907338525485795,-7.658548390436702,0.00047199206194338333,-6.279496443333616,-6.635028629690477,0.00131354113834537,-5.509615468542282,-6.131003740542752,0.002174397334240817,-1.3161585630824733,1.0895127930603292,2.972825338539722,-1.8698076457627615,-3.014081793186056,0.04909089038905002,-2.4231028876811163,-2.63681460109971,0.07158894609373509,-7.629642290337196,-6.406204768131666,0.0016512796137765622,-7.100058789500648,-5.508758976280162,0.004051131815532766,-4.09617170368643,-5.909285637726407,0.002714125063575477
U1456,A,3,H,4,50,585389,104374,25331,264537,3518,23830,-2115,565,-4932,27888,77185,680,-2591,947,462,93,167,6580,-102,64,37065,194,204,29,1284,104,552,-4.320088481778223,0.17353122571707502,1.1894978291123806,-3.982236542791491,-5.374641725376791,0.00463257817144711,-6.350171515993987,-6.918861441118951,0.0009889552835960912,0.7942954554171016,1.2610029470042905,3.5289590719934103,-0.9300005258067893,-0.8139639402513352,0.44309816580258243,-7.95313691392247,-6.996074813095186,0.000915468306629369,0.0,0.0,1.0,-2.407035836982938,-0.9519737151315313,0.3859784596339514,-5.632437313889648,-3.9878429386266374,0.018539662208315093,-7.367742594658971,-7.641258502527865,0.0004802237088512405,-6.17218836079863,-6.592753459992691,0.0013702618034464884,-5.32800092282582,-6.0943314800065895,0.0022556175622255874,-1.2317759904597843,1.107521321359359,3.0268465087166696,-1.965307999984906,-3.0950581228848906,0.04527238102239137,-2.2497846393159238,-2.608373863509362,0.0736542182451423,-7.860763593791455,-6.438201350603704,0.0015992806403727637,-7.217878248012398,-5.481675194488323,0.004162351106654969,-3.693946382756363,-5.847682206652307,0.00288658191082707
U1456,A,3,H,4,52,527744,69756,39028,224859,3738,18836,-2425,-202,-4253,24127,79206,977,-13994,993,392,42,76,4330,53,61,30597,202,95,31,1045,94,480,-4.096922830066755,0.20185550953008768,1.2236711865123904,-3.96784892282863,-5.379524767052367,0.004610012239203037,-6.3519669782918005,-6.920169595642426,0.000987662423083374,0.8531377785442538,1.3067461281649266,3.694133896583442,-1.1704701005929126,-0.9964429811427759,0.36919032531853924,-8.585559199798896,-7.1841393059420655,0.0007585215820847406,0.0,0.0,1.0,-2.479703606718818,-0.9539041837872558,0.3852340590680035,-5.422498154037091,-3.960310461364535,0.019057196849752447,-7.9924954777959325,-7.6177967044174375,0.0004916238313079136,-6.149442714180327,-6.583792568623104,0.0013825957496590986,-5.371456653683352,-6.103106217060331,0.002235911694566091,-1.043421485573449,1.1477190461509743,3.150997426818312,-1.9945715741636354,-3.119871191382532,0.044162856609844404,-2.2321419937568168,-2.605478785481059,0.07386776191772201,-8.352936904530141,-6.506338141510575,0.0014939403170289914,-7.0149611206810585,-5.528320827288618,0.003972654264167053,-3.949905997085728,-5.886884090866438,0.002775611790974915
U1456,A,3,H,4,54,605229,94762,35847,233733,3359,20430,-2997,-221,-3774,20618,79867,858,-14842,921,453,82,140,4554,-99,64,36108,184,244,22,1002,104,591,-4.2425361276211575,0.18337420501369184,1.201263842937992,-4.126043991304955,-5.325834642192622,0.004864289378306937,-6.246042591750416,-6.842994226619551,0.0010669040597193866,0.9514274605584773,1.3831551224339393,3.9874627342870053,-0.902810953231577,-0.7933312796322702,0.4523354268196701,-7.955215469969197,-6.9966929168488186,0.0009149026270750476,0.0,0.0,1.0,-2.437175029421782,-0.9527743832478572,0.3856695426742171,-5.536474680978143,-3.9752579163254,0.018774458630802987,-7.420292294624145,-7.639285065534416,0.00048117233580331363,-5.980118699827352,-6.51708555763585,0.0014779702907549656,-5.452181435588639,-6.119406454588537,0.0021997612338221194,-1.0738166870641332,1.141232246457781,3.13062368929536,-1.8676649908154044,-3.0122650006216594,0.04918015942079055,-2.42801495757712,-2.6376206494659695,0.07153126519061588,-7.7668148670988595,-6.425195028223051,0.0016202172590210216,-7.146998959624464,-5.497968591220139,0.004095081779837861,-3.938173470609765,-5.8850871779211875,0.0027806038074994406
U1456,A,3,H,4,56,829172,98208,72050,227560,1095,7775,-4890,722,-3206,15740,53290,917,-41021,666,529,98,231,4073,-61,68,56460,204,54,21,894,155,615,-5.336659576613982,0.044507570036134925,1.045512891250865,-4.262389885695085,-5.279559950039275,0.0050946722098011,-6.0641807870062845,-6.710491671253692,0.0012180650897599533,1.2930136726223092,1.6486993625321225,5.200211836427407,-0.8403262614451209,-0.7459151080116775,0.4743000654946324,-7.7502017401940115,-6.9357276346665415,0.0009724152481836971,0.0,0.0,1.0,-3.376500481817149,-0.9777282018384703,0.37616469915244516,-5.8338795483241945,-4.014261086356158,0.018056291662923225,-6.892751508342791,-7.659096187270427,0.0004717335769913907,-5.913546951058065,-6.490858903409853,0.0015172452811147365,-5.539463443691069,-6.1370307507517365,0.0021613316324188767,-1.4516652435737558,1.0605936002164893,2.888084848335288,-1.3938815170571035,-2.610536157944601,0.07349512820064359,-2.6712086968931894,-2.677527637845693,0.06873287682328713,-8.224295354691272,-6.488528922294378,0.0015207845555874476,-7.017049225020368,-5.52784082370518,0.003974561610179453,-4.023034111216171,-5.898084138461645,0.002744698246546303
U1456,A,3,H,4,58,706876,94584,40981,317628,5829,28936,-2883,3,-4424,25919,86965,622,-19756,694,769,63,95,4901,10,94,52904,267,257,32,1419,126,608,-3.998035427632665,0.2144063426470768,1.2391260622727676,-4.273836622476044,-5.275675020294462,0.005114503149370701,-6.023545196172571,-6.680885016729153,0.0012546670797004423,0.7999743748505833,1.2654176578218947,3.544572845572048,-1.2113925581352654,-1.0274967675100988,0.35790175145953634,-8.525501439286682,-7.166279827355544,0.0007721900748062155,0.0,0.0,1.0,-2.3957943920462808,-0.9516750785121035,0.3860937441495406,-6.126164205171411,-4.05259276623122,0.017377261004687818,-8.114759274077674,-7.613205243406208,0.0004938862929891796,-6.258461283712048,-6.6267416030135085,0.001324471717245053,-5.410928488518172,-6.111076511538632,0.0022181616504373526,-1.295375147835961,1.0939482909360678,2.986040585447555,-1.7924019363237165,-2.948448212042177,0.052420989124655044,-2.505904596203154,-2.6504019854999132,0.0706228180048107,-10.366051072684169,-6.785034966702709,0.0011305681706892832,-7.081387507277965,-5.513051042632194,0.004033781350289312,-4.171441620768667,-5.920813716411774,0.002683016074241559
U1456,A,3,H,4,60,724022,91632,45816,330484,7541,36102,-2221,-1467,-4077,26516,117995,1788,-25267,966,930,101,117,4548,120,102,56393,313,230,38,1648,136,646,-3.7802034474016257,0.2420536745025707,1.2738625649207747,-4.395196822785019,-5.2344863513280355,0.005329561302963876,-5.873128939456971,-6.571293349521049,0.001399985570050191,0.7842635320422444,1.253204273125727,3.501544907068505,-1.2827776909706343,-1.0816669908545362,0.3390298945913284,-8.093193008763013,-7.037723532684185,0.0008781233076422303,0.0,0.0,1.0,-2.214209981155866,-0.9468511653128097,0.38796072631766043,-5.835149691391755,-4.0144276593059205,0.018053284223645133,-7.946139590806517,-7.619537540660264,0.0004907687392281243,-6.237514021821671,-6.618489204590202,0.001335447009511844,-5.300995815134856,-6.088878511792268,0.002267950969373646,-1.0299159959355828,1.150601323673174,3.1600925769510204,-1.7682132092960148,-2.9279381903700683,0.05350724624767642,-2.522809922242991,-2.653176072742967,0.0704271756362792,-7.920821782822227,-6.446515845069268,0.0015860385572392128,-6.96211033506412,-5.540469916779075,0.003924682130924238,-4.285870670733846,-5.938339271680411,0.002636404368796029
U1456,A,3,H,4,62,711568,98179,36769,246488,4364,24831,-3117,-253,-3667,18186,77292,454,-16600,602,663,55,136,3435,-43,65,54764,225,-22,24,1258,115,510,-4.033924242785353,0.20985131825913128,1.2334946481904456,-4.207939421666989,-5.298039996481285,0.005001387042686926,-5.918293599552452,-6.604199835208362,0.0013546666966938068,1.0601576749406076,1.4676804373738173,4.339158508984635,-0.920520967551946,-0.8067704285567399,0.4462970895935439,-8.407735404505845,-7.131259540910462,0.0007997114835473093,0.0,0.0,1.0,-2.2952204381848094,-0.9490032631224536,0.38712669466906957,-6.014811144429494,-4.037989365821808,0.01763289008917274,-7.502413704002263,-7.63620110069107,0.00048265854490090056,-6.180657864019944,-6.596090111598782,0.0013656973364520938,-5.277790152477929,-6.084192741148117,0.002278603004454891,-1.1597228534034238,1.12289856001639,3.073750754507741,-1.5042802669846684,-2.7041450837468965,0.06692751681741727,-2.6066612434524568,-2.6669356938193207,0.06946476080199056,-8.653868474044753,-6.547999302288513,0.0014329796914495034,-6.998968187533895,-5.531997207379314,0.003958076090995453,-4.273296385081865,-5.936413437827691,0.002641486537714644
U1456,A,3,H,4,64,571404,60461,46042,239273,6830,26458,-2004,-1146,-4124,22430,109895,1118,-25991,630,523,53,155,3896,-247,41,44592,208,137,22,979,101,424,-3.556280485881118,0.27047407641351245,1.310585621211382,-4.060781593309104,-5.3479841714465515,0.004757732111467347,-6.125778974381031,-6.75537144820599,0.0011646071627257678,0.8704913306583709,1.3202365316016038,3.7443069194399303,-1.3756066303882217,-1.1521097312592508,0.31596945506331797,-8.415068524893831,-7.133440203416434,0.0007979694827477667,0.0,0.0,1.0,-2.2020465894236287,-0.9465280365506125,0.3880861078430342,-5.939640619060375,-4.028131125072635,0.0178075790127496,-7.341935321526707,-7.642227661772029,0.0004797585210614753,-6.335626983213996,-6.657141857721532,0.0012848133068070638,-5.498828795915443,-6.128825656913331,0.00217913851494806,-0.7780797949945798,1.204347010850135,3.3345809218273157,-1.6800506887242246,-2.8531837311740817,0.05766045295554822,-2.3672058109317,-2.6276421446106046,0.0722486133464389,-6.875972101817977,-6.301866180631251,0.0018328810962179685,-7.047822358744636,-5.520766840770892,0.004002777272074385,-4.117654773683528,-5.912575910001574,0.002705209528439714
U1456,A,3,H,4,66,673304,79342,41844,333398,7358,33210,-1893,-1058,-3402,21290,96127,1288,-29116,390,896,83,143,3886,-46,87,46840,291,327,28,1253,122,580,-3.8135488148158783,0.2378214656332972,1.2684827048511849,-4.584973477524791,-5.170077691901537,0.005684127191414285,-5.919151837505668,-6.604825138152391,0.0013538198844048877,0.7028599649232902,1.189922303278991,3.286825821873051,-1.4355693487642749,-1.1976121169487404,0.3019142878523762,-8.298251642683999,-7.0987021680888205,0.0008261764659561329,0.0,0.0,1.0,-2.3064859361098056,-0.9493025387258522,0.3870108544288743,-6.750945511356906,-4.134529728913265,0.016010192490351734,-7.75424762022069,-7.6267437989976266,0.00048724484520437417,-6.354064146940133,-6.6644053760591575,0.001275514852420779,-5.58379629558453,-6.145982599231353,0.0021420700610932,-1.243666737647227,1.1049836545098408,3.019175118506054,-1.9625994327689442,-3.0927614839490705,0.04537647482254789,-2.751099492593073,-2.6906373546690303,0.06783768892251667,-8.888450853991502,-6.580475038424791,0.00138719016966035,-7.043768983309105,-5.521698611610811,0.003999049337993427,-4.451956620543212,-5.9637764180485195,0.002570187519248886
U1456,A,3,H,4,68,775929,100213,32269,394087,8332,47565,-2223,-976,-5174,26278,115220,1077,-10622,568,974,139,190,4728,125,59,48440,329,176,42,1664,130,707,-3.8564681737065274,0.23237412150588183,1.2615916291088936,-4.332925613341415,-5.2556206954159785,0.005218106431857196,-6.002915672444855,-6.665854567571625,0.001273667725865959,0.6774893240466962,1.1701995296000578,3.2226355855724047,-1.3692737763510998,-1.1473040791021023,0.31749154875374413,-7.949853042956699,-6.995098282790128,0.0009163627258167565,0.0,0.0,1.0,-2.114474500446833,-0.9442016245319076,0.3889900070419196,-6.5422055573662385,-4.1071545215390115,0.016454528983153364,-7.637302903926904,-7.631135508740509,0.00048510969917306776,-6.323296310190817,-6.6522840568716015,0.0012910698582176304,-5.467347354706236,-6.12246881137806,0.0021930350842637794,-1.2297283528010161,1.1079583184735495,3.0281695209612884,-2.0962457784203616,-3.206082430626817,0.040515023192519845,-2.707839609885623,-2.6835386043419476,0.06832096503773831,-8.05601323878509,-6.465231837518171,0.0015566303320798636,-7.088269225322018,-5.511469105724553,0.00404016758786534,-4.423069417001456,-5.959352154433804,0.0025815838980758955
U1456,A,3,H,4,70,762332,80699,49862,389529,7373,47490,-1728,-796,-4160,24994,108035,1319,-28694,1235,1012,124,100,4674,37,120,52474,347,63,45,1709,108,745,-3.967113637960451,0.21833094995095725,1.2439987008093365,-4.5394232426947925,-5.18553707264563,0.005596929850033127,-5.9530097461026905,-6.629493646280094,0.0013208317247795662,0.6714438393689991,1.1654998561997032,3.2075257842083817,-1.5742121333425674,-1.3028204468543723,0.27176421456161276,-8.052412030345065,-7.025596423638143,0.0008888372379454865,0.0,0.0,1.0,-2.104419154406934,-0.9439344974352175,0.38909393069293574,-5.753867346888024,-4.003767883857495,0.018246757538581345,-8.26752340996201,-7.607468381022098,0.0004967277935410844,-6.259309377570542,-6.627075718682528,0.0013240292644104764,-5.42902991283451,-6.114731616067763,0.0022100688367922526,-1.282483068270331,1.0966996573909533,2.9942675899094526,-2.0046205081365125,-3.128391848684145,0.04378815864664956,-2.7463025209043725,-2.6898501933959764,0.06789110914649733,-9.261775683305878,-6.632158368829602,0.0013173167599813262,-7.023368816003242,-5.526388105916829,0.0039803397224985595,-4.422923080851298,-5.959329742098054,0.002581641758049372
U1456,A,3,H,4,72,793353,80236,49571,416855,8804,46025,-1658,-2035,-4702,25048,121758,1110,-31571,573,934,117,172,4215,11,74,53957,355,6,37,1684,135,649,-3.8575322758427935,0.23223906518927356,1.2614212546957315,-4.484750489389131,-5.204092562267902,0.0054940336730552874,-6.101017280260303,-6.737330344133584,0.001185808635688037,0.6435298280991036,1.1437999027209855,3.138672383537014,-1.6477661475445573,-1.358636514135367,0.25701096898162457,-8.17831978369139,-7.063037826807154,0.0008561732334198982,0.0,0.0,1.0,-2.203553712387867,-0.9465680742957278,0.38807057006141654,-6.589608001774406,-4.11337111649801,0.016352555134687176,-7.792999241675693,-7.62528853125326,0.00048795443310617074,-6.465061001785055,-6.708133777160349,0.0012209405469199178,-5.511566523686874,-6.13139770459613,0.002173540868572787,-1.2307029712841215,1.1077503200209278,3.027539731886499,-2.044551006451334,-3.1622495785629097,0.04233040831234037,-2.811944455482904,-2.7006217368074763,0.06716374158549177,-10.542598445690775,-6.809476299008303,0.00110327053256313,-7.06837592901373,-5.516042082914737,0.004021734173556566,-4.59408884805319,-5.985544895628632,0.0025148430181010056
U1456,A,3,H,4,74,822668,84244,47485,386257,9021,40588,-2169,-1581,-4698,25993,118862,935,-23920,413,842,118,166,4704,-3,84,59515,302,306,-5,1585,129,607,-3.756947758350581,0.2450052969045728,1.277628080660986,-4.409366064788362,-5.2296774253630565,0.0053552524926996515,-6.1284782157648925,-6.757338086453169,0.001162319052416707,0.7560497660763159,1.2312712946297142,3.4255816928766674,-1.5227856009458456,-1.263795699892213,0.2825794017087676,-8.093573605541554,-7.0378367113967855,0.0008780239284006807,0.0,0.0,1.0,-2.253030494608246,-0.9478824586178243,0.3875608312579922,-6.840810637046187,-4.1463150934514195,0.01582261404682957,-7.752270441650676,-7.626818049418377,0.0004872086684126968,-6.4557294389477216,-6.704457507925315,0.0012254373136885636,-5.495918543695838,-6.128238008345853,0.0021804194589102838,-1.1785397947095386,1.1188827376791457,3.0614318693511335,-1.8702745694052394,-3.014477705464345,0.04907145854969857,-2.698675680021941,-2.6820348450609277,0.0684237806085618,-11.765645941339109,-6.978795783957802,0.0009314241640504115,-7.153831212632349,-5.496398025101863,0.0041015184298019225,-4.408089740428757,-5.957057919274455,0.0025875134579231526
U1456,A,3,H,4,76,787111,58773,65783,324155,8350,30865,-2170,-1350,-4741,27336,126558,569,-42244,749,795,88,164,4767,55,101,51168,270,69,22,1450,113,597,-3.6589602575968585,0.2574419140998775,1.2936166679093917,-4.224973712539641,-5.292258696136978,0.005030385306386365,-6.010634960787428,-6.671478758052061,0.0012665244822774935,0.8871474839436875,1.3331847871543827,3.793104401666618,-1.7075392306856176,-1.4039949961487617,0.24561377524553074,-8.211640260963554,-7.072946393914211,0.0008477316744238901,0.0,0.0,1.0,-2.3515989406137634,-0.9505009963292298,0.38654731614876414,-6.07023809192454,-4.0452583344729485,0.01750518187969018,-7.589110647617561,-7.632945307492198,0.0004842325422232662,-6.297059962049158,-6.641947966208745,0.0013044836771267969,-5.40965824002714,-6.110820018406844,0.0022187306666371378,-0.9405210953464337,1.1696795592259948,3.2209603461166934,-1.8461074598080789,-2.993986013569094,0.05008738927923833,-2.473017281646632,-2.645005326508862,0.07100497552999831,-8.681643890209289,-6.551844548835332,0.0014274801116358007,-7.090555116443385,-5.510943635847903,0.004042291132109781,-4.219504620236934,-5.928174878230507,0.0026633384726169698
