FileName,Site,Hole,Core,Core Type,Section,Interval (cm),Depth (CSF-A),Depth (CCSF),Core_ID , Section_ID , Depth , LiveTime , RealTime , MeasurementDate , MeasurementTime , Sample_ID , User_ID,Ni_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1   40.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,4,0.04,0.04,0,0,40,20,21,08-12-2015 13:22,,40,,659,163,264,45,1477,918,22852,2,2949,206,311,110,40
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1   60.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,6,0.06,0.06,0,0,60,20,21,08-12-2015 13:22,,60,,485,147,243,58,1394,1083,27309,-70,2681,214,264,138,12
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1   70.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,7,0.07,0.07,0,0,70,20,21,08-12-2015 13:23,,70,,603,134,239,59,1551,968,29423,-129,2854,46,393,86,26
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1   90.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,9,0.09,0.09,0,0,90,20,21,08-12-2015 13:23,,90,,554,106,252,43,1478,843,33025,-177,2631,286,339,94,73
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  100.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,10,0.1,0.1,0,0,100,20,21,08-12-2015 13:24,,100,,517,138,228,45,1420,780,27719,-29,2406,42,229,71,34
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  120.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,12,0.12,0.12,0,0,120,20,21,08-12-2015 13:24,,120,,488,122,258,94,1415,554,26304,-135,2010,107,260,99,57
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  140.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,14,0.14,0.14,0,0,140,20,21,08-12-2015 13:25,,140,,533,156,213,60,1361,613,25382,-197,2020,128,167,62,6
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  160.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,16,0.16,0.16,0,0,160,20,21,08-12-2015 13:25,,160,,498,182,225,29,1365,670,30414,52,2193,99,302,99,23
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  180.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,18,0.18,0.18,0,0,180,20,21,08-12-2015 13:26,,180,,474,134,271,59,1408,770,53086,-282,3021,190,173,112,34
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  200.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,20,0.2,0.2,0,0,200,20,21,08-12-2015 13:26,,200,,541,92,175,38,1259,367,55602,-466,2727,117,254,57,42
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  220.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,22,0.22,0.22,0,0,220,20,21,08-12-2015 13:27,,220,,538,112,206,39,1330,524,60791,-294,2612,93,269,110,16
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  240.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,24,0.24,0.24,0,0,240,20,21,08-12-2015 13:27,,240,,606,134,183,61,1249,551,65867,-472,3193,73,271,91,46
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  260.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,26,0.26,0.26,0,0,260,20,21,08-12-2015 13:28,,260,,576,176,215,73,1195,451,83865,-269,3063,-50,141,97,13
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  280.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,28,0.28,0.28,0,0,280,20,21,08-12-2015 13:28,,280,,670,98,150,79,1127,504,120745,-779,4301,-17,125,75,21
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  300.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,30,0.3,0.3,0,0,300,20,21,08-12-2015 13:29,,300,,518,37,227,35,1073,445,128202,-798,4650,6,-231,74,26
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  320.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,32,0.32,0.32,0,0,320,20,21,08-12-2015 13:29,,320,,637,50,125,50,1145,409,117611,-993,4307,-67,34,115,23
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  340.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,34,0.34,0.34,0,0,340,20,21,08-12-2015 13:30,,340,,598,24,139,74,1203,199,126438,-1141,4627,-161,84,47,18
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  380.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,38,0.38,0.38,0,0,380,20,21,08-12-2015 13:30,,380,,679,108,174,66,1185,510,126336,-891,4760,140,210,57,28
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  400.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,40,0.4,0.4,0,0,400,20,21,08-12-2015 13:31,,400,,580,68,168,36,1138,409,85580,-1028,3511,85,232,79,64
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  420.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,42,0.42,0.42,0,0,420,20,21,08-12-2015 13:31,,420,,551,105,229,69,1212,610,56952,-366,2981,-66,64,96,33
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  440.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,44,0.44,0.44,0,0,440,20,21,08-12-2015 13:32,,440,,516,62,242,33,1121,832,53924,-256,3036,129,313,105,23
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  460.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,46,0.46,0.46,0,0,460,20,21,08-12-2015 13:33,,460,,509,85,251,33,1291,870,60763,-186,3146,6,148,106,21
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  480.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,48,0.48,0.48,0,0,480,20,21,08-12-2015 13:33,,480,,582,53,185,37,1133,648,112358,-869,4199,63,38,54,22
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  500.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,50,0.5,0.5,0,0,500,20,21,08-12-2015 13:34,,500,,592,79,251,57,1049,918,60269,-231,3758,175,19,60,28
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  520.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,52,0.52,0.52,0,0,520,20,21,08-12-2015 13:34,,520,,504,66,251,35,1110,1100,38070,-174,2929,295,318,127,20
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  540.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,54,0.54,0.54,0,0,540,20,21,08-12-2015 13:35,,540,,541,70,296,44,1033,1161,28818,-170,2851,410,276,131,23
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  560.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,56,0.56,0.56,0,0,560,20,21,08-12-2015 13:35,,560,,561,71,316,53,994,1095,29244,-169,3071,198,149,126,20
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  580.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,58,0.58,0.58,0,0,580,20,21,08-12-2015 13:36,,580,,551,46,285,36,1095,1175,32194,-137,3222,218,168,90,36
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  600.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,60,0.6,0.6,0,0,600,20,21,08-12-2015 13:36,,600,,578,72,318,41,1133,1222,33251,-22,3664,270,318,102,22
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  620.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,62,0.62,0.62,0,0,620,20,21,08-12-2015 13:37,,620,,523,74,237,39,1441,1107,25781,-132,3030,317,384,128,25
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  640.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,64,0.64,0.64,0,0,640,20,21,08-12-2015 13:37,,640,,631,55,255,67,1542,1083,29733,-138,2873,292,256,73,30
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  660.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,66,0.66,0.66,0,0,660,20,21,08-12-2015 13:38,,660,,535,83,271,34,1940,792,75208,-247,3797,198,369,74,22
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  680.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,68,0.68,0.68,0,0,680,20,21,08-12-2015 13:38,,680,,644,85,292,99,1794,1154,49818,-332,3712,32,128,80,14
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  700.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,70,0.7,0.7,0,0,700,20,21,08-12-2015 13:39,,700,,590,52,217,95,1631,471,98588,-649,4991,-99,253,112,41
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  720.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,72,0.72,0.72,0,0,720,20,21,08-12-2015 13:39,,720,,675,82,212,70,1864,554,102545,-767,4707,153,174,154,22
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  740.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,74,0.74,0.74,0,0,740,20,21,08-12-2015 13:40,,740,,605,83,220,59,1709,664,66816,-174,4469,57,78,68,22
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  760.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,76,0.76,0.76,0,0,760,20,21,08-12-2015 13:40,,760,,654,124,245,98,1996,1016,52470,-311,3172,6,222,121,20
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  780.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,78,0.78,0.78,0,0,780,20,21,08-12-2015 13:41,,780,,639,86,242,66,2202,826,63583,-568,3440,245,46,103,21
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  800.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,80,0.8,0.8,0,0,800,20,21,08-12-2015 13:41,,800,,708,46,248,39,2619,902,92171,-993,3600,108,232,127,46
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  820.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,82,0.82,0.82,0,0,820,20,21,08-12-2015 13:42,,820,,607,119,292,55,1705,1249,30195,-55,3396,241,319,119,19
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  840.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,84,0.84,0.84,0,0,840,20,21,08-12-2015 13:42,,840,,664,23,274,52,1724,1350,21689,-98,3341,394,309,126,28
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  860.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,86,0.86,0.86,0,0,860,20,21,08-12-2015 13:43,,860,,586,43,287,78,1713,1203,21729,-3,2856,411,283,126,11
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  880.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,88,0.88,0.88,0,0,880,20,21,08-12-2015 13:43,,880,,703,123,290,42,1685,1366,23360,-121,2835,280,345,128,43
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  900.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,90,0.9,0.9,0,0,900,20,21,08-12-2015 13:44,,900,,611,79,297,96,1959,1415,37027,-139,2987,212,-13,177,26
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  920.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,92,0.92,0.92,0,0,920,20,21,08-12-2015 13:44,,920,,715,57,264,68,2200,1371,68857,-616,3547,222,142,109,9
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  940.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,94,0.94,0.94,0,0,940,20,21,08-12-2015 13:45,,940,,614,91,265,59,2029,1226,65132,-276,3491,191,-118,144,25
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  960.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,96,0.96,0.96,0,0,960,20,21,08-12-2015 13:45,,960,,636,5,250,35,2153,1336,74726,-561,3768,303,-47,200,53
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1  980.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,98,0.98,0.98,0,0,980,20,21,08-12-2015 13:46,,980,,643,49,268,66,1712,1242,64975,-330,4102,124,2,165,41
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1000.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,100,1,1,0,0,1000,20,21,08-12-2015 13:46,,1000,,588,80,301,61,1560,1031,29086,-157,3066,183,616,134,7
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1020.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,102,1.02,1.02,0,0,1020,20,21,08-12-2015 13:47,,1020,,496,29,223,75,1823,914,32776,-560,2334,200,100,71,56
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1040.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,104,1.04,1.04,0,0,1040,20,21,08-12-2015 13:47,,1040,,667,77,203,59,1954,699,63000,-779,3036,226,144,101,34
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1060.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,106,1.06,1.06,0,0,1060,20,21,08-12-2015 13:48,,1060,,631,77,258,69,2144,704,97162,-756,3569,-14,115,87,49
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1080.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,108,1.08,1.08,0,0,1080,20,21,08-12-2015 13:48,,1080,,624,74,250,66,2020,439,118064,-667,4389,-39,-83,115,38
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1100.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,110,1.1,1.1,0,0,1100,20,21,08-12-2015 13:49,,1100,,650,81,260,56,1800,937,54330,-284,2796,195,195,120,-1
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1120.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,112,1.12,1.12,0,0,1120,20,21,08-12-2015 13:49,,1120,,538,64,194,49,1796,319,145123,-1146,4912,-117,-163,89,48
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1140.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,114,1.14,1.14,0,0,1140,20,21,08-12-2015 13:50,,1140,,728,61,204,39,1645,238,139104,-933,5157,14,34,156,7
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1160.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,116,1.16,1.16,0,0,1160,20,21,08-12-2015 13:50,,1160,,591,93,238,67,1635,558,100253,-518,4296,43,-7,119,43
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1180.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,118,1.18,1.18,0,0,1180,20,21,08-12-2015 13:51,,1180,,649,79,251,85,1731,733,102702,-546,4516,-54,28,87,26
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1200.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,120,1.2,1.2,0,0,1200,20,21,08-12-2015 13:51,,1200,,652,91,236,70,1620,810,76358,-557,4188,-14,-86,69,31
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1220.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,122,1.22,1.22,0,0,1220,20,21,08-12-2015 13:52,,1220,,622,81,224,25,1505,620,86387,-657,3975,265,103,105,21
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1240.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,124,1.24,1.24,0,0,1240,20,21,08-12-2015 13:52,,1240,,556,63,251,66,1569,829,81905,-360,4184,57,26,106,13
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1260.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,126,1.26,1.26,0,0,1260,20,21,08-12-2015 13:53,,1260,,544,63,253,85,1419,1149,49421,-202,3689,143,72,93,39
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1280.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,128,1.28,1.28,0,0,1280,20,21,08-12-2015 13:53,,1280,,731,112,324,73,1441,1227,24831,186,3471,318,289,125,48
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1300.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,130,1.3,1.3,0,0,1300,20,21,08-12-2015 13:54,,1300,,581,111,326,18,1672,976,38019,209,3386,203,224,97,22
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1320.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,132,1.32,1.32,0,0,1320,20,21,08-12-2015 13:54,,1320,,593,112,292,59,1586,1006,28092,115,2978,88,456,83,44
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1340.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,134,1.34,1.34,0,0,1340,20,21,08-12-2015 13:55,,1340,,552,48,303,61,1761,1119,28930,30,3246,327,207,79,33
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1360.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,136,1.36,1.36,0,0,1360,20,21,08-12-2015 13:55,,1360,,628,72,223,76,1954,654,104643,-568,4456,17,-196,81,9
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1380.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,138,1.38,1.38,0,0,1380,20,21,08-12-2015 13:56,,1380,,603,36,195,55,1836,630,82630,-664,3666,201,59,98,38
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1400.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,140,1.4,1.4,0,0,1400,20,21,08-12-2015 13:56,,1400,,555,74,290,64,1746,1108,35479,-305,2848,270,199,129,21
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1420.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,142,1.42,1.42,0,0,1420,20,21,08-12-2015 13:57,,1420,,615,36,259,45,1788,825,61613,-476,3406,220,352,105,43
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1440.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,144,1.44,1.44,0,0,1440,20,21,08-12-2015 13:57,,1440,,645,77,232,62,1837,936,57218,-519,3173,76,380,77,18
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 2 at  30kV\U1456C-1H-1 1460.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,1,146,1.46,1.46,0,0,1460,20,20,08-12-2015 13:58,,1460,,419,47,103,41,747,322,46821,-666,1975,32,133,59,34
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 2 at  30kV\U1456C-1H-2   40.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,2,4,1.54,1.54,0,0,40,20,21,20-10-2015 13:03,,40,,621,74,144,54,1554,496,107795,-1128,3684,87,202,88,32
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 2 at  30kV\U1456C-1H-2   60.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,2,6,1.56,1.56,0,0,60,20,21,20-10-2015 13:03,,60,,580,74,145,41,1704,261,145829,-1231,4895,22,46,100,41
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 2 at  30kV\U1456C-1H-2   80.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,2,8,1.58,1.58,0,0,80,20,21,20-10-2015 13:04,,80,,674,64,236,51,1512,673,85291,-733,4113,181,182,96,58
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 2 at  30kV\U1456C-1H-2  100.0mm  20s  30kV 1000uA Pd-Thick   0.0mm Run2 Rep0.wax,U1456,C,1,H,2,10,1.6,1.6,0,0,100,20,21,20-10-2015 13:04,,100,,567,91,249,41,1655,1221,20465,-28,2841,127,166,95,51
