Site,Hole,Core,Type,Section,Interval,Depth CSF,TotalCPS,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Mo,Ag,Ba
U1523,B,5,F,2,64,58.25,138313,149,3540,118793,300,3519,47117,-4064,34691,24432,12171,326,1967,131622,4500,318,868,1876,5334,6267,1272,6752,9,212520,1550
U1523,B,5,F,2,66,58.27,133180,159,2179,80106,107,4208,66552,-4732,28918,22581,10768,362,1857,122428,4514,280,865,1922,5037,6594,1204,8518,499,205686,1927
U1523,B,5,F,2,68,58.29,134500,115,2574,91227,189,3975,62264,-4353,31071,21331,11104,58,1861,123527,4560,268,894,2039,5112,6045,1094,6549,152,194403,3461
U1523,B,5,F,2,70,58.31,136051,77,3078,101537,256,3951,58637,-4583,31044,22873,11289,276,1730,126423,4460,268,957,1886,5147,6407,1218,7704,291,504930,4415
U1523,B,5,F,2,72,58.33,141361,118,4184,130714,380,3728,48944,-4380,34218,24373,12047,684,1665,131210,4529,232,850,1919,5244,6417,1165,7013,15,213682,1586
U1523,B,5,F,2,74,58.35,138920,96,3542,121561,314,3848,50899,-4483,33012,24672,11668,174,1920,126302,4395,319,913,1949,4949,6512,1294,7494,192,216863,1633
U1523,B,5,F,2,76,58.37,136603,136,3069,104671,241,3985,55797,-4403,32494,23139,11862,343,1859,127694,4504,301,849,1909,5088,6534,1297,7216,524,504340,4714
U1523,B,5,F,2,78,58.39,137364,121,3814,119804,325,3613,47564,-4193,33373,24473,11978,515,1885,128487,4522,327,932,1789,5253,6324,1256,6727,33,213891,1473
U1523,B,5,F,2,80,58.41,137874,87,3818,124822,299,3707,48608,-4046,33520,26003,11433,740,2149,123302,4487,266,847,1764,5135,6965,1259,8391,236,217467,1601
U1523,B,5,F,2,82,58.43,138607,164,3844,125935,223,3579,48199,-4489,34013,25375,11778,834,1944,124361,4373,333,817,1860,5129,6789,1140,7874,214,212755,1565
U1523,B,5,F,2,84,58.45,138698,112,3772,121337,290,3879,51078,-4100,33271,23498,11187,578,1787,126287,4534,299,900,1942,5023,6762,1338,7391,462,216261,1628
U1523,B,5,F,2,86,58.47,140140,197,3759,123955,227,3728,51763,-4168,33162,24406,11429,448,1928,128165,4474,288,869,2037,5212,6481,1300,7412,-32,213154,1504
U1523,B,5,F,2,88,58.49,140152,192,3845,131216,397,3530,48454,-4176,33925,23791,11936,817,1690,128045,4494,309,859,1913,5220,6148,1104,6981,181,212186,1532
U1523,B,5,F,2,90,58.51,137658,142,3106,106367,315,3756,59087,-4523,31198,22346,11328,461,1817,125743,4513,337,880,2009,5372,6359,1322,7097,111,211182,1718
U1523,B,5,F,2,92,58.53,139795,123,4199,128458,370,3517,51111,-4271,34022,22806,11992,536,1892,125501,4656,254,923,1909,5404,6048,1216,6942,13,213723,1505
U1523,B,5,F,2,94,58.55,136643,162,2744,95592,216,3929,63142,-4499,30790,22532,11333,314,1711,124820,4467,294,878,1965,5241,6514,1375,7336,-63,210799,1799
U1523,B,5,F,2,96,58.57,139079,95,3297,107852,241,4085,59048,-4422,32102,21891,11688,399,1910,130756,4455,251,960,1961,5164,6349,1301,7111,-15,500302,4389
U1523,B,5,F,2,98,58.59,137418,81,2826,101301,279,4288,60606,-4394,31004,23216,11120,289,2025,126892,4606,344,876,1855,5259,6778,1249,7599,38,213131,1636
U1523,B,5,F,2,100,58.61,142061,64,3580,121499,289,4013,53190,-5036,34316,26495,11688,488,2265,131652,4576,285,929,1900,5411,7027,1173,7370,247,210696,1552
U1523,B,5,F,2,102,58.63,142198,166,3914,126822,306,3558,49885,-4603,35403,25807,12290,822,2049,131678,4514,282,906,1960,5446,6463,980,7101,-84,213020,1463
U1523,B,5,F,2,104,58.65,141838,112,3804,126556,285,3285,50538,-4550,35289,25187,12062,815,2061,131572,4532,226,947,1943,5472,6375,1162,6809,302,502996,4734
U1523,B,5,F,2,106,58.67,143531,148,4295,135360,432,3374,48227,-4335,35951,24184,12454,612,2094,131737,4726,284,903,2237,5487,6335,1217,6482,539,209457,1602
U1523,B,5,F,2,108,58.69,141411,198,3264,113192,259,3665,56211,-4835,33982,24923,11943,470,2034,131190,4417,264,902,1987,5297,6575,1149,6864,235,263731,1539
U1523,B,5,F,2,110,58.71,146834,195,5157,157046,408,2793,41426,-4222,37832,25524,12962,903,2303,133852,4553,381,990,2279,5296,6253,993,6126,333,215264,1362
U1523,B,5,F,2,112,58.73,144161,114,4628,149452,359,2813,42028,-4237,37234,25069,12587,861,2390,131667,4574,315,942,2066,5506,6164,1109,6599,37,210733,1616
U1523,B,5,F,2,114,58.75,140457,180,3836,127372,277,3268,48803,-3933,35259,25007,12314,651,1558,129306,4424,302,971,1992,5336,6279,1076,6562,35,215720,1547
U1523,B,5,F,2,116,58.77,138696,114,3789,129934,289,3116,42544,-3375,35577,26072,12210,787,1912,127011,4571,305,938,1899,5197,6556,1232,6951,156,214077,1589
U1523,B,5,F,2,118,58.79,137951,106,3530,123267,370,3573,44838,-2983,34883,24479,11826,413,1946,127393,4447,315,923,1979,5391,6506,1361,6709,147,211882,1482
U1523,B,5,F,2,120,58.81,136718,118,3313,117815,213,3122,45824,-3674,34085,22894,11302,486,2036,127567,4486,325,867,2164,5219,6093,1187,6555,346,212502,1573
U1523,B,5,F,2,122,58.83,143428,149,4274,140504,298,3478,44163,-4164,36268,24038,12177,537,2047,134380,4467,314,929,2116,5239,6279,1172,6701,252,211397,1442
U1523,B,5,F,2,124,58.85,140506,197,3427,115939,172,3737,54582,-3908,33610,23970,12255,726,1813,128778,4486,353,966,2035,5336,6542,1133,6871,92,217149,1828
U1523,B,5,F,2,126,58.87,140048,154,3312,115802,247,3448,53443,-3861,33774,24180,11756,496,2010,128655,4647,292,955,2086,5376,6398,1135,7033,180,215608,1638
U1523,B,5,F,2,128,58.89,140087,176,3213,108781,246,3547,55079,-3780,33918,24869,11375,485,2025,130292,4369,262,916,2041,5403,6629,1182,7214,443,213142,1630
U1523,B,5,F,2,130,58.91,138818,85,3246,114321,272,3454,48478,-3034,34091,25832,11741,624,1921,129680,4514,273,950,2064,5396,6646,1379,7048,137,213476,1657
U1523,B,5,F,2,132,58.93,137679,115,3252,114562,291,3426,47275,-3328,34316,23824,11958,123,1838,127418,4491,317,965,1996,5133,6265,1174,6409,56,213686,1518
U1523,B,5,F,2,134,58.95,137975,123,3657,119657,277,3338,46192,-3044,34267,27265,12013,687,2118,128324,4498,304,950,2014,5200,6796,1113,7382,-17,211931,1619
U1523,B,5,F,2,136,58.97,137667,164,4060,133982,208,2924,38153,-2849,35257,26693,12050,793,2098,126786,4531,310,902,1927,5277,6637,1128,7104,148,218756,1507
U1523,B,5,F,2,138,58.99,132635,116,3124,113197,280,3054,40861,-1474,33487,24394,11771,793,1810,122932,4339,261,899,1897,5054,6480,1094,6458,-18,513621,3903
U1523,B,5,F,2,140,59.01,129116,122,2728,104134,232,3205,40279,-825,31863,23790,10934,512,1757,119945,4562,240,903,1976,4910,6285,1072,6382,-44,220417,1591
U1523,B,5,F,2,142,59.03,131171,135,3324,114789,264,3063,36237,-962,32827,26394,11632,608,1930,122471,4412,339,912,1937,5258,6513,1241,6742,157,514861,4029
U1523,B,5,F,2,144,59.05,134871,126,3596,127340,280,3240,39773,-2105,33979,24161,11500,623,2011,123990,4428,332,969,2025,5025,6242,1121,6273,-62,216553,1503
U1523,B,5,F,3,5,59.18,137082,100,3348,113496,387,3954,50630,-2484,31847,23105,11088,537,1945,123578,4441,344,982,1862,4809,6147,1234,6456,421,213336,1459
U1523,B,5,F,3,6,59.19,140070,174,3494,118149,280,3808,52064,-3647,33780,24679,11739,666,2264,127925,4433,284,901,1995,5182,6181,1145,6460,57,213364,1487
U1523,B,5,F,3,8,59.21,140540,143,3750,127734,343,3590,46520,-3643,34392,25104,12191,1087,2201,130431,4527,266,907,2120,5163,6012,1098,6558,184,216349,1520
U1523,B,5,F,3,10,59.23,137697,147,3428,117131,303,3438,48626,-3613,33252,24837,11487,440,1930,126013,4364,305,998,2042,5057,6463,1124,6314,533,506939,4074
U1523,B,5,F,3,12,59.25,143858,195,4823,148061,378,3014,38465,-2911,37360,27142,12759,715,2263,134483,4514,299,895,2087,5061,5946,1110,5893,100,214385,1417
U1523,B,5,F,3,14,59.27,140711,131,4112,133234,309,3615,41145,-3301,35529,28787,12293,704,2220,131862,4511,298,1019,1943,5277,6589,1283,6994,160,209501,1343
U1523,B,5,F,3,16,59.29,144702,106,4415,144487,722,3526,39020,-3556,38044,29213,12462,854,2333,137589,4507,330,965,1930,5254,6635,1268,6723,176,505500,4230
U1523,B,5,F,3,18,59.31,146138,105,4850,155039,432,2860,36797,-3831,38261,28698,12781,651,2383,136605,4530,187,927,2145,5226,6082,1076,6439,206,214352,1479
U1523,B,5,F,3,20,59.33,147033,192,5403,161650,402,2777,34997,-3541,39306,28467,13373,786,2374,136570,4472,317,1016,2100,5289,6159,1038,5757,267,214881,1388
U1523,B,5,F,3,22,59.35,142461,79,4212,138748,473,2980,38585,-3028,37359,27012,12579,752,1925,134359,4360,325,1003,2016,5489,6455,1202,6346,266,217209,1678
U1523,B,5,F,3,24,59.37,142474,112,3967,130335,353,3392,40965,-3080,35897,30867,12619,661,2120,136088,4381,340,1004,2049,5321,6689,1238,6662,243,212094,1353
U1523,B,5,F,3,26,59.39,145967,189,4476,143170,379,3356,40875,-3903,37858,30709,12840,1065,2535,138846,4549,286,901,2086,5131,6840,1246,6379,214,216782,1604
U1523,B,5,F,3,28,59.41,146199,106,4767,150977,401,3291,39170,-3337,38258,29498,13014,329,2010,137828,4452,341,974,1995,5289,6479,1217,6351,69,211325,1721
U1523,B,5,F,3,30,59.43,144721,134,4444,144249,362,2828,39223,-3173,38856,26993,13379,880,2079,136749,4570,211,966,1986,5570,6128,1200,5964,-94,212483,1539
U1523,B,5,F,3,32,59.45,147976,189,5136,160531,461,2752,39485,-4069,38351,27709,12862,1055,2363,136436,4423,311,895,2207,5300,6026,1137,5800,22,506413,4276
U1523,B,5,F,3,34,59.47,144673,125,4437,140602,332,3143,44127,-4444,36855,26213,12600,914,2241,136532,4650,262,962,2067,5403,6106,992,6188,62,211610,1293
U1523,B,5,F,3,36,59.49,144060,121,4620,141419,304,3202,44266,-4280,36139,26299,12289,824,2479,137008,4602,264,965,2124,5332,6100,1132,6398,-100,212817,1359
U1523,B,5,F,3,38,59.51,141048,95,3561,122925,294,3269,50303,-4590,34772,25967,12051,793,2126,131450,4444,224,936,2138,5175,6625,1197,6324,253,213359,1662
U1523,B,5,F,3,40,59.53,142393,141,3733,125539,307,3559,50317,-4595,35715,26721,11977,595,2470,133613,4439,301,942,1952,5201,6376,1110,6283,81,210952,1499
U1523,B,5,F,3,42,59.55,139840,178,4533,140275,416,2754,40269,-3829,35786,25848,12359,858,2050,128495,4431,202,920,2037,5119,6092,962,5667,-103,217479,1563
U1523,B,5,F,3,46,59.59,141502,169,3999,135445,407,2909,41816,-4018,36244,27451,12482,965,2360,132248,4515,244,882,2086,5145,6345,1122,6441,-164,215835,1614
U1523,B,5,F,3,48,59.61,141836,156,3951,126305,291,3381,49828,-4554,34826,26605,12073,721,2085,130137,4453,310,898,2143,5368,6225,1113,6312,613,506088,4284
U1523,B,5,F,3,50,59.63,143867,112,4468,141274,377,3314,43913,-4100,36432,27131,12657,630,2304,132188,4558,254,914,2144,5272,6332,1010,6262,385,211973,1732
U1523,B,5,F,3,52,59.65,140687,103,4199,137925,387,3318,43989,-4022,34460,28228,11640,473,2038,127864,4481,255,919,1972,4986,6487,1182,6484,106,209968,1652
U1523,B,5,F,3,54,59.67,142569,106,3971,123501,334,3826,53759,-4440,33849,27239,12085,140,2004,131659,4582,342,890,2070,5343,6708,1077,6696,338,209115,1681
U1523,B,5,F,3,56,59.69,141887,135,3794,126080,458,3563,50834,-4482,34483,27484,12125,790,2226,131708,4507,310,873,1895,5185,6479,1056,6432,32,212092,1485
U1523,B,5,F,3,58,59.71,133478,114,3555,115811,363,3348,50955,-3393,29333,22599,10259,409,1983,114307,4597,324,880,2312,4731,5714,1224,5941,111,218091,1550
U1523,B,5,F,3,60,59.73,143750,118,4271,135880,390,3488,47806,-4647,35354,28162,12270,781,2267,131676,4629,335,932,2044,5028,6130,1096,5900,-35,213541,1468
U1523,B,5,F,3,62,59.75,135708,116,3949,125907,383,3834,41309,-3724,33210,33889,11181,652,2019,119770,4512,359,872,1871,4835,7424,1116,6918,12,211889,1431
U1523,B,5,F,3,64,59.77,140169,127,3847,127733,304,3927,43889,-3888,34730,30053,11980,1079,2138,129560,4543,362,894,2103,5033,6845,1160,6489,108,505805,4393
U1523,B,5,F,3,66,59.79,145685,159,3710,123257,359,4914,50265,-4507,34051,28020,11858,785,1902,151208,4562,336,1001,2131,5045,6411,1020,6447,333,207975,1595
U1523,B,5,F,3,68,59.81,139344,113,3437,116474,370,4886,46639,-4275,32323,26820,11372,429,2118,140410,4438,292,824,2106,5000,6425,1069,6135,150,212599,1639
U1523,B,5,F,3,70,59.83,143784,141,3720,123321,469,4300,50892,-4307,33532,27509,11629,889,2295,140043,4630,324,973,2175,4948,6468,1105,5931,361,212342,1563
U1523,B,5,F,3,72,59.85,138691,112,3377,111207,234,4505,51388,-4602,32557,27544,11451,392,1994,132201,4524,249,858,1903,5137,6839,982,6984,60,213245,1600
U1523,B,5,F,3,74,59.87,144308,81,4445,146448,407,4596,39623,-3873,36035,30442,12050,642,2125,137282,4444,330,933,1932,5122,6953,983,7215,275,211639,1581
U1523,B,5,F,3,76,59.89,141131,141,3526,120740,226,3996,51305,-4372,34143,27275,11871,787,2070,132944,4436,339,1015,2027,5328,6540,1076,6654,268,504183,4770
U1523,B,5,F,3,78,59.91,137780,134,3266,115356,284,3716,48218,-3797,34242,28692,11859,640,2120,127563,4422,282,891,1865,4992,6833,1144,6857,199,213513,1588
U1523,B,5,F,3,80,59.93,138129,106,3588,119166,269,3699,45111,-3610,34501,27763,11946,751,1887,129854,4314,295,960,1867,5088,6484,1222,6781,96,504489,4355
U1523,B,5,F,3,82,59.95,135388,93,3964,131764,317,3233,38315,-3064,32861,27565,11298,594,1931,122661,4421,362,853,2049,4873,6560,1110,6784,162,214789,1621
U1523,B,5,F,3,84,59.97,138382,140,3862,125065,301,3858,42866,-3746,33808,33589,11872,499,2196,126111,4480,270,804,1887,4804,6905,1070,7661,-71,505831,4247
U1523,B,5,F,3,86,59.99,142898,177,4333,139358,430,3655,41718,-4087,34949,31815,11963,959,2320,132335,4434,290,801,2131,4846,6343,1123,6822,218,216943,1450
U1523,B,5,F,3,88,60.01,137882,196,3410,114583,234,3951,52649,-4571,31758,33307,11136,516,2103,118373,4559,258,837,2075,4746,7365,930,6655,41,212341,1487
U1523,B,5,F,3,90,60.03,135268,86,3694,120992,314,4768,45683,-4083,31251,42191,11010,555,1502,109778,4431,257,782,1715,4341,8693,1332,9876,280,214382,1397
U1523,B,5,F,3,92,60.05,141737,184,4802,150829,455,3478,34318,-2794,35477,30211,12168,747,1895,129877,4321,376,893,1965,4869,6470,982,6349,-4,221715,1654
U1523,B,5,F,3,94,60.07,140673,168,4837,150789,360,3786,33970,-2792,35321,31799,11826,608,2221,125640,4399,257,896,1984,4755,6582,960,6664,226,214613,1669
U1523,B,5,F,3,96,60.09,139233,124,3600,122961,286,4244,46262,-4131,33643,29741,12173,776,1957,130175,4409,225,884,1988,4939,6370,1255,7022,519,506865,4547
U1523,B,5,F,3,98,60.11,135109,121,2743,95763,135,4605,58320,-4099,30353,28590,11006,551,1944,122164,4369,309,850,1776,4800,7232,1002,7398,333,217474,1558
U1523,B,5,F,3,100,60.13,137064,158,3101,110262,291,4217,52786,-4139,32996,28173,11712,667,2140,124168,4378,291,929,1977,5099,6647,1175,6737,16,225321,2377
U1523,B,5,F,3,102,60.15,138608,101,3447,118596,354,4060,47675,-4582,33723,28977,11611,569,2110,127554,4547,316,865,2005,5042,6748,1230,7411,49,215890,1408
U1523,B,5,F,3,104,60.17,145170,163,5326,164324,464,3567,34701,-3867,37662,30043,12678,524,2161,129511,4599,315,907,1944,4951,6635,1047,6860,429,216450,1424
U1523,B,5,F,3,106,60.19,143383,151,4418,142555,283,3978,41981,-4544,35696,31931,12759,747,2213,126650,4533,328,868,1948,4774,7302,1202,7769,148,216879,1634
U1523,B,5,F,3,108,60.21,142793,176,4967,148048,389,4399,39228,-3917,36017,37180,12258,341,1956,121264,4466,316,775,1859,4840,7789,1225,7905,165,222263,1528
U1523,B,7,F,1,8,65.58,121407,138,5326,113403,329,1320,24096,-1163,39658,23402,13884,646,1339,111863,4196,789,848,1153,5646,9475,1449,12948,96,208974,2050
U1523,B,7,F,1,10,65.6,126205,116,5957,122173,351,1439,26302,-2408,41995,28254,13705,628,1773,113968,4289,411,832,1085,6328,10143,1628,14579,-15,212300,2194
U1523,B,7,F,1,12,65.62,135648,183,6171,130386,448,1422,29377,-2921,45235,33119,14774,724,2129,125694,4437,323,821,1154,6228,10481,1290,14024,289,209778,2188
U1523,B,7,F,1,14,65.64,130140,153,5680,119821,441,1269,29211,-2897,43485,29447,14444,474,1707,123106,4215,238,754,1097,6045,9918,1254,13081,175,211787,2238
U1523,B,7,F,1,16,65.66,138692,166,6538,137022,372,1299,30991,-3123,47479,33064,15479,910,2064,129089,4210,326,796,1221,6645,10213,1685,14399,240,500280,6594
U1523,B,7,F,1,18,65.68,132795,113,6189,129168,371,1112,26717,-2258,44401,40108,14142,652,2079,119776,4368,335,756,1216,6473,10292,1463,12504,327,214692,2121
U1523,B,7,F,1,20,65.7,111935,193,4855,101071,263,748,21679,-1200,35905,23775,11634,502,1584,98627,4132,354,795,931,5797,11131,1273,13416,90,210700,2215
U1523,B,7,F,1,22,65.72,129910,180,6092,125234,367,825,25050,-2162,43687,29745,14540,643,1740,123499,4379,291,902,1078,6116,9673,1309,12564,106,502040,5811
U1523,B,7,F,1,24,65.74,126467,200,5924,118144,414,811,23394,-2331,42349,32340,14038,741,1680,120611,4214,225,731,1129,5873,9201,1480,13519,-101,211849,1964
U1523,B,7,F,1,26,65.76,118790,179,5254,103863,277,437,21349,-1708,40647,23012,13081,577,1446,118927,4286,297,874,1191,6418,9891,1230,12718,211,500974,5220
U1523,B,7,F,1,28,65.78,120744,164,5500,108363,263,512,21229,-1910,40604,32401,13352,955,1785,118983,4335,251,830,1005,6176,11337,1552,12817,56,211329,1958
U1523,B,7,F,1,30,65.8,139032,188,7139,137584,493,703,26125,-3062,47887,34087,15577,707,1661,139387,4371,280,800,1224,6243,9990,1538,12471,218,503029,5178
U1523,B,7,F,1,32,65.82,121324,151,4833,111126,303,781,21242,-15,39066,26315,13228,818,1554,118862,4236,277,826,1143,5360,7907,1350,10055,-779,210815,1645
U1523,B,7,F,1,38,65.88,97403,73,3587,87922,197,341,16530,-197,28594,22392,8523,396,1485,72401,4280,290,681,827,5485,9854,1201,12293,315,211033,1908
U1523,B,7,F,1,40,65.9,92082,98,3140,82029,241,371,16613,79,26855,20770,8267,244,667,64106,4143,253,636,657,5315,10324,1179,11639,-6,214392,2072
U1523,B,7,F,1,42,65.92,114560,142,4142,99978,258,791,21904,-2284,32745,54902,10531,666,1624,92671,4265,197,621,785,4743,9861,1112,12079,-25,212242,1677
U1523,B,7,F,1,46,65.96,117553,135,5074,113756,258,533,22062,-1457,38291,28524,11481,988,1305,102309,4275,188,695,1008,5461,9756,1366,13370,365,501865,5968
U1523,B,7,F,1,48,65.98,114304,118,4787,109251,248,696,21262,-2256,35826,25657,11348,579,1184,103436,4369,222,692,1084,5745,9931,1251,12261,244,210574,2160
U1523,B,7,F,1,50,66,116916,124,4929,115246,285,584,21182,-1696,37290,28034,11975,713,1421,104498,4388,173,616,1059,5866,9842,1194,13390,67,209112,2157
U1523,B,7,F,1,52,66.02,100102,74,3205,80601,157,537,14852,99,28623,19519,9751,304,1041,103281,4275,216,700,1022,5134,8545,1455,11550,-77,212051,1819
U1523,B,7,F,1,54,66.04,141715,179,6554,139138,514,1171,23445,-2040,49226,28004,16051,639,1978,160613,4416,229,932,1286,6096,8200,1594,10313,-12,495804,4682
U1523,B,7,F,1,60,66.1,108626,51,4648,100259,296,695,15242,-1122,38200,17796,10588,538,1301,108488,4080,178,644,918,5689,7912,1291,10319,-48,209886,1785
U1523,B,7,F,1,72,66.22,151631,154,5932,153493,377,1279,31449,-3622,42687,33041,13779,1214,2274,177418,4383,151,952,1738,5035,6654,1304,7124,45,504660,4112
U1523,B,7,F,1,74,66.24,148481,190,5843,155001,494,1279,30567,-3742,41307,33863,13504,675,1926,163016,4476,158,813,1715,5198,7212,1154,8460,84,504651,3922
U1523,B,7,F,1,76,66.26,154985,230,6398,171524,470,1604,28805,-3799,42960,32713,13381,1029,2238,177558,4324,333,980,1890,4999,5935,1171,6951,253,500766,3691
U1523,B,7,F,1,78,66.28,150817,175,6574,167831,552,2916,29681,-4092,42508,27339,13586,710,1989,163779,4491,613,999,2027,5097,5963,1182,7377,47,207386,1281
U1523,B,7,F,1,80,66.3,145751,208,6214,164114,391,2445,30143,-3627,41697,25500,14056,780,1680,146981,4501,583,822,2108,5043,6223,1261,6942,180,209832,1465
U1523,B,7,F,1,82,66.32,144598,176,6762,171813,473,2043,26633,-3569,42178,24217,13939,969,1754,141324,4467,348,890,2020,5197,6198,1238,7266,329,499689,3892
U1523,B,7,F,1,84,66.34,144264,188,6819,174406,391,1828,24660,-3772,42407,25611,14146,746,1727,137862,4417,307,839,1891,5190,6515,1178,7815,-33,211280,1414
U1523,B,7,F,1,86,66.36,146693,143,6843,180403,441,1903,26534,-3457,43475,23907,14873,929,2176,139641,4299,213,931,1894,5434,6375,1111,7535,171,207189,1645
U1523,B,7,F,1,88,66.38,143528,214,6172,163972,428,2261,31341,-3916,41681,23183,14398,863,2040,136492,4405,304,927,1874,5407,6263,1228,6995,205,207055,1674
U1523,B,7,F,1,90,66.4,146036,257,7570,187508,425,1883,23199,-3523,43755,24196,14646,865,2196,137268,4533,271,918,1787,5343,6465,1262,7128,177,208624,1330
U1523,B,7,F,1,92,66.42,142136,196,6166,159411,406,2226,29281,-3177,41702,24773,14454,630,1810,139374,4344,231,883,1919,5466,6413,1147,7873,77,210654,1378
U1523,B,7,F,1,94,66.44,138502,158,6247,153814,400,1828,26313,-3626,40858,24946,13862,718,1993,136818,4415,236,1370,1654,5632,6710,1189,8830,81,205228,1351
U1523,B,7,F,1,96,66.46,137040,168,6156,157121,460,1911,23831,-2226,40523,23749,14485,872,2026,132189,4357,321,978,1715,5286,6669,1168,7750,482,209480,1578
U1523,B,7,F,1,98,66.48,139885,196,6849,164970,385,2005,23628,-2616,42739,25724,14376,823,2125,134317,4327,330,915,1756,5168,6644,1257,7572,214,498672,4037
U1523,B,7,F,1,100,66.5,141681,231,6961,147917,471,2288,28323,-3294,47712,25962,15955,689,2295,142523,4486,212,897,1451,6246,7913,1330,10094,-188,210033,1578
U1523,B,7,F,1,102,66.52,139879,144,5488,150268,491,2641,30436,-2830,39696,25124,13737,408,1923,137520,4419,276,822,1867,5044,6530,1296,7629,-67,208551,1417
U1523,B,7,F,1,104,66.54,144711,193,6608,168266,398,2274,27350,-3751,43216,30675,14970,614,2423,135317,4388,294,919,1615,5156,7618,1390,9506,120,210267,1408
U1523,B,7,F,1,106,66.56,145213,183,6662,167905,468,2121,26998,-3653,42088,30070,15111,1212,2249,140692,4435,215,835,1907,5211,6884,1283,8548,33,211410,1575
U1523,B,7,F,1,108,66.58,140788,165,6122,155156,352,2128,27323,-3491,41566,30488,14077,859,2380,134789,4469,310,920,1651,5263,7398,1452,9224,-1,211690,1478
U1523,B,7,F,1,110,66.6,141759,144,6206,155240,387,2614,28556,-4047,40908,33565,14014,844,2426,133928,4465,279,1063,1561,5332,7851,1427,9353,83,212513,1562
U1523,B,7,F,1,112,66.62,138519,194,6403,163967,494,1978,24142,-3187,39770,28003,13524,694,2254,128538,4484,215,890,1606,5256,7430,1155,8851,-9,208500,1511
U1523,B,7,F,1,114,66.64,143545,218,7100,172639,532,1838,24106,-2921,42690,32376,14759,984,2199,131660,4481,264,912,1663,5364,7396,1169,8477,133,501073,4352
U1523,B,7,F,1,116,66.66,143812,188,6497,165404,408,2286,27345,-3072,41706,32905,14674,918,2188,133826,4369,338,865,1638,5122,7041,1341,8276,-92,502078,4063
U1523,B,7,F,1,118,66.68,142318,128,6096,162896,470,1851,26344,-3159,40668,30200,13824,811,2559,136120,4466,347,823,1895,5152,6693,1266,7782,-42,209980,1500
U1523,B,7,F,1,120,66.7,140778,164,6164,160795,345,1954,24692,-2979,40078,31177,13446,1171,2171,133595,4428,262,816,1746,5080,7058,1089,7566,-19,210620,1509
U1523,B,7,F,1,122,66.72,140448,76,5496,152191,370,2544,29154,-2609,39163,31568,13508,742,2273,132184,4351,270,884,1760,5050,6637,1072,7328,498,499332,3502
U1523,B,7,F,1,124,66.74,141014,161,5406,150893,502,2654,31078,-2379,38728,29492,13299,673,2327,136387,4365,288,845,2005,4845,6276,1110,6694,40,208295,1469
U1523,B,7,F,1,126,66.76,141189,219,6412,163826,437,2214,24603,-2321,39889,34687,14015,914,2404,132693,4500,233,850,1785,4979,6981,1168,7867,-23,211742,1435
U1523,B,7,F,1,128,66.78,140932,160,5730,153471,444,2326,30055,-2668,38736,31278,13386,701,2432,134574,4386,313,801,1894,4978,6667,1272,7058,591,207103,1322
U1523,B,7,F,1,130,66.8,136318,105,4756,137814,407,2359,31427,-2342,38078,30746,13111,550,2192,129096,4593,293,928,1816,5009,6836,1389,7620,141,497877,3959
U1523,B,7,F,1,132,66.82,137201,99,4955,137013,377,2515,30869,-2641,39101,34028,13360,711,2413,129184,4478,272,880,1748,5145,7250,1287,8239,179,209478,1442
U1523,B,7,F,1,134,66.84,135721,262,5677,144366,325,1887,26459,-2652,38723,35615,13267,702,2353,126413,4191,311,863,1545,5138,7691,1289,8881,159,202773,2018
U1523,B,7,F,1,136,66.86,141679,171,5935,152289,396,2229,29287,-2756,39930,34712,13831,754,2478,134986,4352,267,827,1727,4963,7167,1228,7707,272,210103,1417
U1523,B,7,F,1,138,66.88,141551,54,5892,157952,431,2048,25640,-2584,39983,34710,14251,933,2274,133656,4343,256,785,1735,5136,7105,1342,8049,436,502126,4036
U1523,B,7,F,1,140,66.9,141409,224,5922,153320,419,1889,26097,-2549,39847,35720,13694,940,2797,135699,4343,273,810,1811,5149,7242,1284,8160,160,503542,4004
U1523,B,7,F,1,142,66.92,139725,192,5934,150197,322,2139,25216,-2576,40130,41030,13781,1082,2443,129744,4439,272,852,1521,5103,8479,1608,9937,243,215389,1780
U1523,B,7,F,1,144,66.94,141984,222,5653,147410,495,2648,29322,-2346,40210,36208,14054,945,2548,137461,4375,323,828,1828,5127,7233,1335,7806,189,218116,1548
U1523,B,7,F,1,146,66.96,138397,139,5557,142859,351,2333,27373,-2176,38932,34098,13769,916,2452,134430,4314,305,783,1819,5161,7297,1296,8072,102,219149,1563
U1523,B,7,F,1,148,66.98,147361,126,6085,157000,357,3631,31449,-3662,40821,36774,13967,545,2489,145292,4470,300,978,1930,5066,7304,1308,7707,26,509694,4240
U1523,B,7,F,2,2,67.02,145935,196,6505,161179,539,3324,25029,-2625,42554,42650,15098,869,2607,138167,4340,290,898,1476,4943,9182,1503,10134,205,211497,1194
U1523,B,7,F,2,4,67.04,143483,207,5684,149430,387,2808,29742,-2922,40955,36383,14219,890,2461,137397,4406,299,931,1671,5563,8132,1121,9210,285,209625,1515
U1523,B,7,F,2,6,67.06,145551,193,6523,162824,412,3097,26493,-3307,41154,37201,14583,876,2661,137948,4410,245,853,1681,5078,8135,1489,8680,92,206279,1551
