Site,Hole,Core,Type,Section,Interval,Depth CSF,TotalCPS,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Mo,Ag,Ba
U1523,B,7,F,2,8,67.08,149033,171,6307,165734,534,3449,30550,-3543,41821,33945,13902,762,2449,144468,4462,244,908,1828,5225,7560,1315,7754,-4,208881,1487
U1523,B,7,F,2,10,67.1,127876,216,5297,140460,311,2249,24669,-2564,34662,27075,11932,645,1994,118157,4234,315,792,1578,4627,6475,1234,7157,10,199684,1737
U1523,B,7,F,2,12,67.12,148764,194,6837,173687,362,2155,27268,-4267,42213,30748,14342,823,2501,142824,4660,343,852,1853,5463,7259,1232,7816,22,207427,1482
U1523,B,7,F,2,14,67.14,151233,147,7023,175334,498,2707,27719,-3919,44463,34259,15051,780,2614,145160,4410,268,942,1776,5464,7698,1492,8192,87,209484,1661
U1523,B,7,F,2,16,67.16,144946,159,6755,169690,426,2416,24389,-4101,41362,34664,14149,768,2127,134910,4413,331,818,1654,5407,8094,1431,8910,-162,214211,1441
U1523,B,7,F,2,18,67.18,151381,200,6786,171827,520,3326,29765,-3776,43865,37805,14980,757,2302,144480,4533,302,968,1973,5267,7583,1344,7855,598,209076,1631
U1523,B,7,F,2,20,67.2,149019,174,6567,165711,542,3297,28420,-3987,41939,39165,14545,704,2427,142264,4524,268,862,1812,5159,7942,1107,8303,206,212615,1450
U1523,B,7,F,2,22,67.22,153098,160,6473,167468,493,3811,31273,-4299,43946,38827,14998,678,2505,148504,4492,261,913,1815,5311,7731,1278,8554,84,211214,1697
U1523,B,7,F,2,24,67.24,152748,186,7338,177550,579,3713,28489,-4093,43922,42976,15204,990,2931,140146,4492,286,860,1659,5434,8948,1343,9803,178,212071,1621
U1523,B,7,F,2,26,67.26,150034,138,6377,159461,431,4042,31044,-4299,42398,43326,14823,686,2645,142757,4441,247,866,1691,5110,8394,1502,9454,391,210781,1613
U1523,B,7,F,2,28,67.28,133349,246,5822,147742,312,2530,21585,-2293,37191,30314,12346,431,2167,127390,4295,281,897,1535,5369,7790,1140,7547,252,214527,1367
U1523,B,7,F,2,30,67.3,152838,195,6892,183255,479,3178,28659,-3755,42795,31926,14088,786,2483,145722,4410,318,931,1951,5475,6685,1232,7039,287,210037,1578
U1523,B,7,F,2,32,67.32,148072,175,6550,172618,573,3791,28327,-3782,41347,32471,13776,1025,2506,140968,4433,317,891,1890,5152,7367,1465,8117,195,207105,1582
U1523,B,7,F,2,34,67.34,146925,122,6372,167979,449,3075,30212,-4019,41486,33907,14143,760,2481,133897,4371,296,999,1743,5492,7676,1365,8362,70,210442,1694
U1523,B,7,F,2,36,67.36,149708,168,6318,170824,459,3231,31758,-4104,42784,33708,14291,710,2477,139292,4572,304,969,1978,5259,7420,1475,7979,111,209878,1455
U1523,B,7,F,2,38,67.38,151503,240,6640,173273,497,3453,30807,-4092,43087,37218,14350,516,2431,141328,4533,277,859,1907,5432,7538,1377,8431,459,214097,1427
U1523,B,7,F,2,40,67.4,148012,163,6509,171613,518,2583,28466,-3997,41878,33422,13920,908,2612,136851,4501,300,899,1917,5318,7229,1332,7825,-113,210368,1600
U1523,B,7,F,2,42,67.42,152204,206,6529,174398,438,3214,31274,-4317,42334,33803,14157,944,2535,144257,4549,297,891,2037,5163,6574,1243,7573,212,212717,1430
U1523,B,7,F,2,44,67.44,149993,137,6310,171821,394,3201,29401,-4081,41695,33600,13976,778,2635,143615,4451,232,896,2093,5237,7045,1251,7598,233,210312,1403
U1523,B,7,F,2,46,67.46,149097,129,6281,167357,498,3526,28929,-3750,41888,35207,14018,833,2459,143067,4510,261,904,1884,5470,7208,1196,7821,-87,214003,1590
U1523,B,7,F,2,48,67.48,150218,252,6178,164055,478,3481,33473,-4251,41135,35139,13833,687,2741,142097,4510,307,916,1982,5410,7333,1365,8534,185,213705,1519
U1523,B,7,F,2,50,67.5,145771,113,6095,164453,451,3375,31395,-4161,40299,31762,13445,670,2193,132583,4391,282,841,1961,5368,7306,1068,8585,120,213383,1610
U1523,B,7,F,2,52,67.52,149487,196,6147,170384,548,4120,31174,-3715,41541,32873,13966,697,2565,140958,4596,276,931,1946,5361,7168,1300,7525,-154,212064,1447
U1523,B,7,F,2,54,67.54,149433,221,6808,177530,356,3760,27464,-3831,41846,34459,13757,865,2681,138363,4537,285,901,1903,5370,6936,1306,7302,59,215094,1569
U1523,B,7,F,2,56,67.56,152446,136,6612,181687,495,4099,28545,-3713,42157,34197,13736,760,2875,142529,4518,236,875,2050,5423,7057,1262,7149,96,212602,1555
U1523,B,7,F,2,58,67.58,151501,161,6499,176320,508,4270,27947,-3433,41015,34008,13644,687,2834,146667,4617,230,998,1926,5273,6737,1314,6895,360,216774,1472
U1523,B,7,F,2,60,67.6,153278,203,6550,177605,528,4479,29724,-3792,42103,33472,13801,629,2704,147901,4468,326,868,2162,5380,6888,1241,6847,482,212172,1516
U1523,B,7,F,2,62,67.62,148835,237,6631,174724,456,3378,28047,-3596,41660,31606,13754,946,2593,139988,4395,275,974,2060,5585,7665,1283,7094,189,213662,1641
U1523,B,7,F,2,64,67.64,148649,201,6120,170063,560,4002,29115,-3051,40722,32782,13428,1163,2919,142669,4401,337,966,1956,5246,6574,1249,6118,170,213865,1494
U1523,B,7,F,2,66,67.66,147532,167,6552,174627,488,3096,26641,-3272,41494,32052,13528,1043,2848,136763,4432,280,857,1990,5444,6813,1253,7123,113,504400,4475
U1523,B,7,F,2,68,67.68,147392,158,5919,170345,448,2977,29411,-3379,40873,30128,13460,932,2381,137921,4406,280,903,2115,5404,6411,1031,6383,103,212606,1554
U1523,B,7,F,2,70,67.7,148269,130,6046,171107,478,3325,29886,-3496,41605,32783,13499,1158,2513,137547,4302,225,915,1907,5468,6937,1100,6981,125,209123,1485
U1523,B,7,F,2,72,67.72,151015,235,6392,175989,456,3074,30229,-3961,41445,32665,13961,979,2503,139862,4816,266,921,2171,5378,6599,1294,6404,70,213270,1414
U1523,B,7,F,2,74,67.74,146502,211,6214,168515,433,2983,29085,-3280,40767,32280,13714,992,2829,134255,4641,290,998,2111,5243,6891,1104,6804,-37,211423,1581
U1523,B,7,F,2,76,67.76,148057,135,5800,173685,584,3218,28590,-3112,40254,32136,13180,1139,2351,137184,4467,303,939,2091,5272,6731,1143,6684,72,214713,1478
U1523,B,7,F,2,78,67.78,145908,175,5834,165871,422,3263,28027,-2577,39886,32539,13445,800,2625,136525,4509,317,837,1962,5166,6739,1266,7098,476,208559,1453
U1523,B,7,F,2,80,67.8,145288,199,5981,168163,403,2923,28038,-2499,39407,30400,12858,911,2178,137306,4257,280,963,2014,4682,5553,1267,5747,-1473,211476,1411
U1523,B,7,F,2,82,67.82,132304,124,4852,144334,315,2537,26192,-1417,35938,28530,11946,677,2129,118565,4421,355,931,1716,5074,6654,1226,7335,-42,213053,1434
U1523,B,7,F,2,84,67.84,144943,114,5244,153243,525,3206,31964,-2772,38631,32429,13024,625,2534,136668,4457,297,938,2062,5238,6633,1225,6442,-62,213938,1382
U1523,B,7,F,2,86,67.86,139858,96,4948,149112,371,2943,30339,-1808,37455,31292,12723,776,2683,127450,4411,293,883,1799,5255,6600,952,7114,58,212360,1484
U1523,B,7,F,2,88,67.88,138639,133,5222,151166,486,3247,28883,-2569,36513,30415,12287,633,2149,126199,4408,353,849,1694,5103,7031,1376,7663,-73,208618,1719
U1523,B,7,F,2,90,67.9,145882,184,5137,154411,373,3473,34194,-3428,38177,29806,12804,662,2508,138736,4412,257,887,2195,5173,6140,1044,6110,-131,214111,1372
U1523,B,7,F,2,94,67.94,137752,223,5569,156303,323,3269,25409,-2877,36316,33407,12704,934,2515,123982,4487,289,816,1650,5155,7211,1367,8466,245,213052,1763
U1523,B,7,F,2,96,67.96,106882,122,3763,109293,260,2442,19335,-308,25668,21788,8722,226,1869,90643,4063,306,717,1428,3546,4834,953,4867,508,498165,2561
U1523,B,7,F,2,98,67.98,135140,172,4853,142668,446,3049,24226,-739,36038,30590,11996,827,2362,127142,4343,288,888,1990,4699,6005,996,5567,238,199089,1476
U1523,B,7,F,2,100,68,139503,163,5041,148183,521,3348,26890,-1789,37748,32529,12304,797,2292,132751,4388,294,933,1980,4769,6421,1058,6402,124,212787,1268
U1523,B,7,F,2,102,68.02,137172,119,5474,157303,589,3166,24237,-1502,37080,33824,12579,635,2461,121441,4371,233,858,1837,5007,6971,1255,7095,-3,500426,3664
U1523,B,7,F,2,104,68.04,145632,240,6035,166612,697,3254,27973,-2703,39374,34602,13118,905,2774,135403,4543,366,942,2151,5120,6682,1164,5915,41,214084,1342
U1523,B,7,F,2,106,68.06,144753,145,5729,162500,666,3671,27734,-2705,39294,37552,13216,991,2742,132445,4499,277,866,1975,5183,7143,1276,7127,-29,209006,1582
U1523,B,7,F,2,108,68.08,146153,182,5779,161810,616,3526,28254,-2777,39446,37113,13188,520,2897,137005,4365,286,888,2028,5184,6726,1299,6724,293,502350,4204
U1523,B,7,F,2,110,68.1,146461,103,5867,168797,621,3082,27883,-2822,40347,33107,12610,617,2642,134661,4547,357,949,2115,5413,6535,1113,6129,217,212057,1484
U1523,B,7,F,2,112,68.12,147445,222,6280,168854,643,3348,27449,-3169,40251,35446,13775,1233,2782,137602,4398,308,949,1961,5125,6504,1154,6638,-116,214315,1677
U1523,B,7,F,2,114,68.14,149214,157,6210,171070,605,3601,28434,-3582,40459,36945,13595,668,2708,138393,4534,269,907,1996,5094,6942,1421,6610,414,217173,1697
U1523,B,7,F,2,116,68.16,143842,131,5703,160041,572,3429,25913,-2611,39272,35405,13064,844,2727,133867,4573,256,918,2077,5083,6743,1106,6897,32,211634,1570
U1523,B,7,F,2,118,68.18,146300,191,6238,171896,501,2923,28560,-3697,40376,30858,12947,949,2690,133573,4407,270,1004,2074,5462,6658,1211,6621,228,212021,1532
U1523,B,7,F,2,120,68.2,153022,122,6315,178543,577,3803,31103,-4223,42049,35529,13758,1026,3165,140974,4530,304,1013,2158,5306,6775,1091,6596,49,212021,1583
U1523,B,7,F,2,122,68.22,149877,211,6297,171612,525,3586,30339,-3997,40708,36011,13665,913,2734,139546,4243,240,888,2019,5312,7050,1323,6676,197,213691,1413
U1523,B,7,F,2,124,68.24,149040,129,6254,177270,505,2882,29598,-4132,41040,30495,13519,1030,2520,135861,4558,345,942,2127,5493,6392,1179,6327,109,214375,1573
U1523,B,7,F,2,126,68.26,149715,181,5912,168148,540,3931,32270,-3869,39967,32385,12879,827,2577,142416,4551,359,1015,2026,5259,6475,1197,6182,332,212739,1401
U1523,B,7,F,2,128,68.28,148909,171,6096,172680,541,3322,31587,-4007,39779,30300,12814,401,2475,139002,4396,251,833,2188,5223,6346,1316,6397,246,212616,1494
U1523,B,7,F,2,130,68.3,149105,192,5831,167349,455,4078,33659,-4072,39675,33189,13131,633,2574,138840,4599,330,951,1972,5334,6690,1260,6766,4,211133,1590
U1523,B,7,F,2,132,68.32,148975,224,5514,160517,525,4233,35150,-4411,39598,33492,13286,454,2557,140645,4525,250,823,2030,5206,6713,1259,6497,176,212115,1536
U1523,B,7,F,2,134,68.34,147968,112,5771,166481,565,3841,33018,-4262,40198,31924,13383,858,2498,136745,4734,219,944,2068,5304,6384,911,6152,-61,212819,1517
U1523,B,7,F,2,136,68.36,146011,170,5374,159360,387,5706,31950,-3759,37907,22557,12491,808,2067,150860,4550,294,905,2018,5068,6147,1211,6446,112,211358,1727
U1523,B,7,F,2,138,68.38,148290,147,5675,166930,486,4071,33622,-4329,39193,30968,13091,894,2739,136456,4492,251,893,2015,5092,6643,1187,6628,199,211482,1543
U1523,B,7,F,2,139,68.39,149308,240,6176,174040,417,4014,31373,-4295,39384,32578,13201,913,2605,137010,4471,285,960,1990,5251,6550,1283,6787,50,497117,4727
U1523,B,7,F,3,4,68.55,138985,189,5990,176547,451,2569,22402,-2396,36747,26699,12067,724,2579,127050,4372,317,874,1997,4684,5421,1028,5276,92,212249,1418
U1523,B,7,F,3,6,68.57,133624,198,5932,173343,322,2122,20214,-2460,36056,23939,11746,970,2084,117442,4401,312,807,1872,4758,5915,1083,6928,291,499920,3919
U1523,B,7,F,3,8,68.59,141460,109,6218,184486,494,2538,21950,-2836,37863,27275,12575,752,2367,129708,4544,335,845,1885,4980,5872,1037,5870,520,209829,1334
U1523,B,7,F,3,10,68.61,139666,202,6086,178382,487,2449,21245,-2812,36824,26533,12005,756,1866,123108,4480,241,778,1925,4890,6079,1057,6626,109,210313,1611
U1523,B,7,F,3,12,68.63,143651,125,6324,187871,535,2519,23361,-3502,38398,26175,12536,811,2349,128666,4609,333,917,1966,5129,5648,923,5814,231,212251,1548
U1523,B,7,F,3,14,68.65,143141,234,6573,188882,488,2883,21312,-2743,37887,26079,12565,1058,2544,132975,4434,294,914,1824,4749,5728,1162,6076,27,215169,1347
U1523,B,7,F,3,16,68.67,144051,150,6485,191609,479,2860,23120,-3060,39134,27754,12872,745,2448,128880,4563,311,929,1894,4904,6241,1154,6171,94,201922,1821
U1523,B,7,F,3,18,68.69,137718,187,5862,176013,415,3204,21935,-3155,36865,27428,12074,631,2215,122220,4455,266,881,1771,4982,6283,1060,6876,21,211986,1720
U1523,B,7,F,3,20,68.71,137364,128,5962,170667,343,3398,21715,-2907,36427,27555,11822,625,2289,126973,4511,288,911,1714,4925,7192,973,6905,70,214978,1649
U1523,B,7,F,3,22,68.73,143234,255,6181,181872,513,3145,24640,-3574,37613,28601,12462,1009,2229,129594,4465,255,881,2001,4969,5973,1188,6300,230,200311,1737
U1523,B,7,F,3,24,68.75,145515,187,6420,187980,507,3160,24264,-3589,38707,29301,12908,863,2411,128644,4360,278,947,2056,4957,6111,1091,6274,443,213464,1469
U1523,B,7,F,3,26,68.77,141857,182,6169,177845,509,3760,24084,-3365,37771,21902,11948,902,2376,133560,4467,337,978,1925,4930,5774,1050,5947,316,208417,1453
U1523,B,7,F,3,28,68.79,138612,68,5760,170129,549,3825,22948,-3100,35762,27977,12223,825,2100,126153,4452,312,862,1853,4741,5820,1065,6125,-5,215236,1456
U1523,B,7,F,3,30,68.81,143174,153,6008,179804,438,3347,25068,-2674,37807,27799,12340,788,2308,127893,4589,334,812,2081,5003,6086,1133,5750,-43,194247,1861
U1523,B,7,F,3,32,68.83,145834,236,6301,184061,487,3359,25493,-3580,38405,27994,12524,949,2407,133774,4471,292,872,2133,5060,5752,1105,5396,13,207408,1611
U1523,B,7,F,3,34,68.85,144093,201,6155,179887,428,3218,25237,-3327,38792,28922,12518,770,2322,133010,4462,310,817,1918,5005,6133,1212,6292,-83,210275,1538
U1523,B,7,F,3,36,68.87,144641,170,6216,180763,536,3688,25447,-3959,37841,28587,12410,790,2155,133602,4486,298,924,1967,4955,5919,1197,6080,1,209815,1599
U1523,B,7,F,3,38,68.89,140466,148,6072,176912,567,3143,23596,-3235,37009,26690,12046,964,2317,128251,4350,285,921,1996,4910,5615,1064,5716,31,499805,4262
U1523,B,7,F,3,40,68.91,145773,139,6255,184601,534,3533,25451,-3703,38757,29241,12942,973,2447,133210,4461,235,854,1951,4997,5998,1018,6006,241,203262,1476
U1523,B,7,F,3,42,68.93,143994,149,6190,176934,428,3234,25250,-3177,38195,28863,12977,1023,2192,131966,4434,249,804,2077,4783,6080,1262,6280,170,207838,1487
U1523,B,7,F,3,44,68.95,138016,179,5756,168536,409,2959,23217,-3005,36453,29537,11835,729,2126,123781,4535,341,812,1844,5084,6631,1103,6635,183,504215,4169
U1523,B,7,F,3,46,68.97,143878,178,6312,180669,458,2873,24659,-3206,38696,30237,12463,845,2523,128435,4511,348,924,1959,4869,5713,1073,6547,217,213339,1263
U1523,B,7,F,3,48,68.99,146020,185,6677,191072,555,3142,23337,-3259,39756,28776,12542,621,2743,131494,4416,328,887,1989,4926,5946,996,6073,421,215570,1487
U1523,B,7,F,3,50,69.01,146793,223,6706,186289,495,4252,24654,-3716,39236,28536,12544,766,2286,136605,4358,308,886,1956,4971,6040,1139,5835,473,208885,1712
U1523,B,7,F,3,52,69.03,142281,87,6280,176566,479,3540,23791,-3341,38432,30904,12609,972,2265,128224,4385,326,931,1822,5006,6451,1241,6797,37,502482,4630
U1523,B,7,F,3,54,69.05,143777,142,6248,180406,485,3324,24688,-3267,38551,30249,12338,617,2466,130068,4407,264,913,1910,5095,6241,1163,6390,4,212139,1620
U1523,B,7,F,3,56,69.07,138907,156,5591,166284,420,3007,23116,-2709,36965,30607,11914,778,2294,126698,4335,310,836,1690,4862,6572,1202,7424,177,502566,4658
U1523,B,7,F,3,58,69.09,140003,180,6147,173969,433,2742,23124,-2899,37289,28740,12238,773,2279,127366,4343,259,837,1860,4961,5986,972,6570,138,500810,6077
U1523,B,7,F,3,60,69.11,139749,138,5990,168858,396,2677,23837,-2812,37606,28831,12477,732,2409,127615,4513,267,944,1802,5133,6292,1068,6203,228,211107,1519
U1523,B,7,F,3,62,69.13,144233,207,6270,179501,516,2845,24667,-2886,39414,28839,13037,857,2399,131090,4285,224,920,1891,5022,5973,1003,5899,60,200658,1783
U1523,B,7,F,3,70,69.21,133522,125,5260,156742,413,2711,22020,-1429,35611,26842,12126,997,2515,122391,4287,301,870,1672,4591,5296,967,4911,-1430,211202,1370
U1523,B,7,F,3,72,69.23,141628,233,6279,176914,527,2992,23956,-3637,37937,28275,12250,1010,2368,127931,4274,320,917,2025,5341,6561,1241,7110,118,501368,4540
U1523,B,7,F,3,74,69.25,150321,178,6675,194592,543,3293,26158,-4139,40612,28856,13193,853,2520,136092,4366,270,882,2115,5295,6161,1248,5898,228,208182,1517
U1523,B,7,F,3,76,69.27,150130,175,6831,191438,491,3358,26257,-3941,41009,29880,13173,815,2180,136958,4467,340,852,2048,5223,6305,1250,6223,191,214610,1417
U1523,B,7,F,3,78,69.29,146068,183,6731,185992,518,3591,23985,-3363,40293,33353,13363,728,2230,128961,4620,293,783,1767,5142,7192,1157,7814,-35,497381,1983
U1523,B,7,F,3,80,69.31,146823,123,6633,187600,497,3003,23976,-3299,40030,30059,13164,698,2550,132466,4427,336,896,1943,5109,6255,1196,6531,245,210070,1639
U1523,B,7,F,3,82,69.33,139349,170,5769,167028,395,3782,23389,-3156,37302,30913,12319,903,2347,127495,4398,277,880,1793,5103,6962,1182,7629,364,209150,1519
U1523,B,7,F,3,84,69.35,145194,125,5962,173581,506,4882,25176,-2782,38627,31185,12568,856,2379,137404,4435,262,833,1867,4844,6448,1201,6434,-175,211879,1569
U1523,B,7,F,3,86,69.37,143131,158,6026,172064,482,5125,23822,-2146,37882,31381,12243,811,2529,134796,4428,339,845,1783,4925,6435,1186,6065,72,503800,4006
U1523,B,7,F,3,88,69.39,138310,89,5279,158130,394,4215,23878,-1914,36410,30321,11829,760,2570,130813,4379,272,840,1747,4787,6165,1191,5955,269,189297,1408
U1523,B,7,F,3,90,69.41,133909,169,5059,147812,517,4513,23049,-1369,35042,29400,12171,879,2588,127977,4344,317,780,1740,4402,5947,1022,6167,-1520,214358,1373
U1523,B,7,F,3,92,69.43,135040,119,5136,148872,391,5455,22470,-1835,35041,31054,11917,629,2156,131069,4450,228,733,1661,4637,6423,1061,7050,321,307082,278
U1523,B,7,F,3,94,69.45,133013,131,5390,156838,404,3316,22072,-1965,35283,27859,11921,734,2216,121502,4263,256,873,1639,4692,5902,1186,7079,394,495334,2295
U1523,B,7,F,3,96,69.47,130260,132,4900,146781,431,2492,21418,-742,34402,27298,11613,1000,2209,118802,4351,309,860,1689,4652,5561,925,5455,-1546,213241,1455
U1523,B,7,F,3,98,69.49,131686,101,4931,153212,353,2337,21568,-1088,35181,27066,11878,943,2395,117762,4173,252,755,1673,4746,5569,964,5562,-1714,209618,1325
U1523,B,7,F,3,102,69.53,129030,156,4873,143856,300,2524,21462,-280,34206,27324,11535,888,1972,117032,4268,243,692,1534,4427,5729,975,6253,-1524,137815,2591
U1523,B,7,F,3,104,69.55,129098,-29,4696,146476,334,2625,21657,-724,34228,26361,11202,569,2075,115847,4429,287,834,1734,4482,5545,904,5550,-1645,503050,3635
U1523,B,7,F,3,106,69.57,131838,82,4845,152098,339,2673,22231,-948,34470,26413,11539,888,2053,121203,4255,296,773,1710,4480,5270,837,5436,-1742,203135,1567
U1523,B,7,F,3,108,69.59,127253,144,4963,146562,393,2759,20863,-662,33224,25915,11118,961,2259,114496,4125,275,749,1633,4231,5480,840,5618,-1327,211503,1507
U1523,B,7,F,3,110,69.61,129327,101,5188,149752,443,2948,21342,-1252,33745,27051,11290,785,2373,117770,4144,221,731,1679,4365,5721,875,5729,-1640,198632,1875
U1523,B,7,F,3,112,69.63,131326,144,4979,152296,313,2975,21495,-931,34361,28097,11752,966,2197,117943,4194,254,769,1584,4280,5790,966,5929,-1681,187266,1142
U1523,B,7,F,3,114,69.65,131064,150,5118,152929,254,2694,21019,-521,34745,28508,11408,676,2238,116671,4338,308,780,1606,4431,5665,883,5623,-1722,214944,1379
U1523,B,7,F,3,116,69.67,131357,127,5074,152723,341,2495,20607,-883,34911,27309,11652,916,2331,117799,4372,316,778,1714,4384,5681,1202,5919,-1512,212632,1419
U1523,B,7,F,3,118,69.69,136123,184,5589,166924,302,2785,21924,-1380,35981,27822,11985,965,2432,121448,4461,291,858,1892,4554,5726,1136,6116,-86,211676,1546
U1523,B,7,F,3,120,69.71,131027,105,5373,149984,316,3303,20331,-1804,35619,28341,11601,733,2276,123023,4352,302,843,1508,4824,6889,1169,7314,129,183168,1256
U1523,B,7,F,3,122,69.73,131360,191,5019,153834,379,3789,18653,-1091,34799,29405,11661,899,2011,120532,4407,292,877,1674,4553,6765,1244,6890,21,205420,1469
U1523,B,7,F,3,124,69.75,131013,137,5359,156507,429,2788,19743,-1838,35067,30676,11938,823,2185,115253,4212,339,820,1578,4717,6989,950,7585,319,211660,1580
U1523,B,7,F,3,126,69.77,130800,118,5244,147400,416,2750,20239,-614,35686,30125,12376,715,2320,117622,4247,264,784,1603,4658,6554,1058,6969,-1499,215927,1442
U1523,B,7,F,3,132,69.83,129600,97,4789,144174,352,2966,21228,-615,33603,29766,11780,809,1978,117929,4271,251,702,1595,4240,5841,1070,6785,-1294,215751,1403
U1523,B,7,F,3,134,69.85,128032,133,4800,144345,301,2456,20396,-559,34004,26779,11274,606,2209,117312,4317,245,764,1593,4488,5647,1012,5910,-1539,212061,1183
U1523,B,7,F,CC,2,69.98,145105,145,6611,180575,500,3545,25677,-3682,39133,30271,13244,663,2172,127669,4549,341,1020,2117,5535,6772,1222,7710,30,213403,1719
U1523,B,7,F,CC,4,70,150711,195,6285,180762,490,4916,28851,-4499,40299,32360,13017,835,2358,139097,4456,312,961,2088,5429,7093,1373,7063,-89,213359,1471
U1523,B,7,F,CC,6,70.02,143913,93,6158,169925,485,4804,23890,-3629,39571,37471,12836,840,2124,128288,4494,264,853,1843,5223,8443,1289,8643,226,212678,1664
U1523,B,7,F,CC,8,70.04,153140,212,6670,189750,484,4816,30767,-3946,41132,30290,13552,853,2756,139944,4496,310,982,2024,5257,6628,1171,6419,202,211556,1755
U1523,B,7,F,CC,10,70.06,148179,219,6310,184443,507,3450,26745,-3666,40150,28088,13117,967,2680,133942,4469,361,938,2164,5459,6147,1205,6270,53,500426,4065
U1523,B,7,F,CC,16,70.12,131894,134,5093,146252,333,2543,21326,-583,36242,32575,13013,453,2223,114282,4421,320,755,2074,4973,6883,1236,8059,198,213635,1320
U1523,B,7,F,CC,18,70.14,138013,87,5352,159746,415,2834,24317,-1267,37424,26323,12179,919,2391,126607,4519,351,1009,2069,5083,5880,1151,5739,135,212130,1312
U1523,B,7,F,CC,19,70.15,137544,180,5809,160221,440,3137,22758,-2023,37570,31614,12812,883,2158,120187,4339,270,1140,1954,5172,6783,1314,7535,127,210687,1353
U1523,B,7,F,CC,20,70.16,119766,123,4949,133018,258,3649,18412,-1161,32178,29441,9365,689,1931,100059,4527,282,735,1698,4736,7408,1181,6607,599,203952,1779
U1523,B,7,F,CC,21,70.17,147855,152,6146,183253,507,3705,27292,-2962,39274,25310,13053,735,2125,136291,4463,320,946,2363,5171,5398,1023,5614,-180,211245,1294
U1523,B,7,F,CC,22,70.18,149819,146,6236,186746,387,4042,27941,-3876,39701,27942,13183,836,2410,138487,4596,236,930,2323,5210,5944,1017,5491,304,214775,1553
U1523,B,7,F,CC,24,70.2,143658,222,6415,175085,495,4080,23918,-3919,39442,33567,12542,757,2563,129043,4482,314,1026,1915,5193,7529,1254,6831,-140,499104,4553
U1523,B,7,F,CC,26,70.22,153859,223,6711,192325,555,3433,29537,-4614,41206,29067,13529,717,2508,140463,4567,348,927,2347,5433,6243,1347,6671,133,210300,1462
U1523,B,8,F,1,24,70.44,127627,171,5246,115699,339,1396,32125,-1026,41195,31591,13728,719,1552,113212,4193,280,809,928,5941,9621,1188,11030,136,211383,1913
U1523,B,8,F,1,26,70.46,127478,163,5915,115238,361,1600,32809,-2039,42874,33378,14343,728,1945,113184,4217,277,815,842,6236,10071,1402,12812,162,212296,2093
U1523,B,8,F,1,31,70.51,118464,139,5311,110273,298,1192,27362,-483,39187,22024,13275,608,1580,106438,4195,232,819,998,5810,9037,1399,12421,338,506703,6501
U1523,B,8,F,1,32,70.52,131364,199,6333,127376,335,1282,31329,-1546,44746,24757,15079,971,1912,121505,4091,359,777,954,6279,9470,1476,13353,-7,211605,2420
U1523,B,8,F,1,34,70.54,127586,114,4836,107756,284,1646,40002,-1681,40970,23845,13874,769,1829,116141,4163,298,797,916,5724,10154,1210,10792,103,211630,1945
U1523,B,8,F,1,38,70.58,128426,204,5100,109717,229,1535,38672,-753,41595,24036,14077,656,1825,116606,4158,315,860,985,6098,9818,1217,11836,217,200284,2490
U1523,B,8,F,1,42,70.62,116633,119,4857,103763,244,941,25422,9,37020,29934,13317,528,1534,103804,4115,238,822,800,5050,10364,1036,9549,-1115,212846,1998
U1523,B,8,F,1,48,70.68,127452,114,6097,120529,301,1005,27279,-996,43196,35105,14435,719,1727,114300,4093,258,735,827,5880,9301,1315,11417,92,213564,2058
U1523,B,8,F,1,50,70.7,126436,98,6476,127607,389,830,25239,-1942,43613,30846,14003,524,1778,113543,4146,297,806,903,6034,10670,1464,13325,31,213533,2939
U1523,B,8,F,1,54,70.74,122211,123,5745,119138,318,976,24364,-26,40805,31366,13275,717,1810,107153,4186,208,767,864,5724,9125,1342,12165,95,199781,2246
U1523,B,8,F,1,56,70.76,127469,168,5822,115805,333,1166,31404,-828,43266,32970,14389,582,1894,114838,4124,291,907,852,6028,9442,1431,12296,204,500408,5770
U1523,B,8,F,1,58,70.78,118238,138,5216,102878,312,1002,26185,-90,40551,31702,13614,1037,2219,104876,4094,280,902,776,5840,9769,1188,12417,78,211713,2297
U1523,B,8,F,1,60,70.8,118965,170,5897,113923,292,1070,27638,-862,40519,28891,12900,781,1160,102072,4083,261,754,774,5678,9293,1272,11327,167,196227,2544
U1523,B,8,F,1,62,70.82,135795,209,7499,138660,382,895,30211,-3287,49196,28119,15892,810,2109,124267,4345,357,914,804,6445,10593,1551,13645,263,499894,6865
U1523,B,8,F,1,64,70.84,132302,208,7263,137377,383,873,28097,-3737,47714,26807,15306,892,1813,119276,4481,321,815,879,6529,10288,1490,12992,130,207606,2117
U1523,B,8,F,1,66,70.86,136674,206,7489,138269,451,1033,29835,-3252,49670,28331,16412,665,2116,126643,4209,262,830,963,7079,10611,1463,14295,91,179323,4038
U1523,B,8,F,1,68,70.88,128680,159,6837,123970,364,994,28378,-3358,45763,32022,15089,467,1893,114576,4371,302,882,778,6734,11146,1476,14321,174,207982,2246
U1523,B,8,F,1,70,70.9,114450,170,5930,107141,328,758,21522,-1739,39662,24193,13246,601,1514,103767,4229,294,799,818,6302,10213,1643,12173,259,207557,2655
