Site,Hole,Core,Type,Section,Interval,Depth (CSF-A),Depth (CCSF), Sample_ID ,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Rh,Ni,Cu,Zn,Ga,Br,Rb,Sr,Y,Zr,Nb,Mo,Pb,Bi,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,Si/Ca,ln(Si/Ca),ln(Si/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Ni/Ca,ln(Ni/Ca),ln(Ni/Ca) predicted,Zn/Ca,ln(Zn/Ca),ln(Zn/Ca) predicted,Br/Ca,ln(Br/Ca),ln(Br/Ca) predicted,Rb/Ca,ln(Rb/Ca),ln(Rb/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Cl/Ca,ln(Cl/Ca),Cu/Ca,ln(Cu/Ca),ln(Cu/Ca) predicted
U1456,C,5,H,3,8,30.88,32.65,80,2297,56262,-5181,344,116558,-46183,24703,967512,11407,552,533,258588,72074,709,66,363,103,1713,1509,52955,-245,3856,127,89,157,47,0.002374131,-6.043123904,0.978330135,0.058151217,-2.844708476,-0.912085985,0.0255325,-3.667803134,-2.511713797,0.011790035,-4.440500626,-4.52075573,0.000550898,-7.503961683,-5.915499727,0.267271104,-1.319491766,-1.759649255,0.000732807,-7.21862758,-8.213782957,0.000375189,-7.888080273,-7.201079303,0.001770521,-6.336481609,-7.735928165,0.001559671,-6.463280648,-7.661697967,0.054733171,-2.905285332,-4.436608013,0.00398548,-5.525097451,-7.859010878,0.120471891,-2.116338825,6.82E-05,-9.592828365,-8.867836995
U1456,C,5,H,3,10,30.9,32.67,100,2014,64843,-4935,1642,136048,-21011,21772,807297,13539,222,899,226704,52017,597,34,335,102,960,1448,49125,7,4872,77,60,95,11,0.002494745,-5.993568836,0.97838247,0.080321121,-2.521722667,-0.63564243,0.026969009,-3.61306689,-2.486967541,0.01677078,-4.088117221,-4.335120152,0.001113593,-6.800163875,-5.631306173,0.280818583,-1.270046428,-1.721245061,0.000739505,-7.209529796,-8.205781455,0.000414965,-7.787316377,-7.130655416,0.001189153,-6.734513625,-7.962846218,0.00179364,-6.323508336,-7.570524488,0.060851211,-2.79932356,-4.35304656,0.006034954,-5.1101871,-7.482728681,0.168522861,-1.780683866,4.21E-05,-10.07508638,-9.193505836
U1456,C,5,H,3,12,30.92,32.69,120,1886,60878,-4522,1953,152914,-23660,15523,633564,14994,1103,977,217249,46518,501,50,226,94,864,1420,44717,21,4691,128,479,118,48,0.002976811,-5.816902836,0.978591638,0.096088162,-2.342489159,-0.482236471,0.024501076,-3.709038226,-2.530356182,0.023666117,-3.7437109,-4.153686902,0.00154207,-6.474629648,-5.499855452,0.342899849,-1.07031686,-1.566115105,0.000790765,-7.142510199,-8.14683772,0.000356712,-7.9385813,-7.236374471,0.001363714,-6.597543531,-7.884759567,0.002241289,-6.100704149,-7.425189316,0.070580083,-2.651007278,-4.23608434,0.007404145,-4.905715241,-7.297293152,0.241355254,-1.421485349,7.89E-05,-9.447093294,-8.769422102
U1456,C,5,H,3,14,30.94,32.71,140,575,37573,-5404,6448,169860,-10727,9747,642721,9272,744,416,247018,42840,649,34,184,72,631,975,36857,-403,3271,238,514,84,26,0.000894634,-7.019095965,0.977688182,0.058459269,-2.839425019,-0.907563874,0.015165212,-4.188751181,-2.747234409,0.014426166,-4.23871162,-4.414453282,0.000647248,-7.342780745,-5.850414865,0.384331615,-0.956249518,-1.477519001,0.001009769,-6.898033289,-7.931820277,0.000286283,-8.158530248,-7.39009679,0.000981763,-6.926160143,-8.072103897,0.001516988,-6.491028534,-7.679797913,0.057345256,-2.858665167,-4.39984335,0.0050893,-5.280614978,-7.637289723,0.264282636,-1.330736158,5.29E-05,-9.847105481,-9.039550331
U1456,C,5,H,3,16,30.96,32.73,160,987,51326,-5121,1519,144587,-25193,7408,748665,11205,366,777,187949,53850,553,42,196,33,771,1155,38570,-444,3604,220,-3,97,42,0.001318347,-6.63137686,0.977872031,0.068556698,-2.680094174,-0.771192604,0.009894946,-4.615731123,-2.940272041,0.014966641,-4.201931513,-4.395077521,0.001037847,-6.870606549,-5.659750925,0.251045528,-1.382120971,-1.808293358,0.000738648,-7.210688898,-8.206800886,0.000261799,-8.24793224,-7.452579843,0.001029833,-6.878358526,-8.044852196,0.001542746,-6.474191276,-7.66881497,0.051518369,-2.965816848,-4.484343167,0.004813902,-5.336247281,-7.687742659,0.193126432,-1.644410218,5.61E-05,-9.788377281,-8.999891178
U1456,C,5,H,3,18,30.98,32.75,180,3024,85403,-4012,-418,103606,-18107,15678,842411,17400,394,1371,216794,47791,561,38,234,81,771,1089,28263,-85,4882,137,297,119,27,0.003589697,-5.62968756,0.978857569,0.101379255,-2.28888679,-0.436358203,0.018610868,-3.984009563,-2.654670723,0.020655001,-3.879797812,-4.225377488,0.001627472,-6.420727618,-5.478089812,0.257349441,-1.357320425,-1.789030774,0.000665946,-7.314302392,-8.297928954,0.000277774,-8.188702182,-7.411183955,0.00091523,-6.996334924,-8.11211054,0.001292718,-6.651008175,-7.784152632,0.033550132,-3.39471449,-4.822571847,0.005795271,-5.150713047,-7.519481662,0.122987473,-2.095672775,4.51E-05,-10.00643714,-9.147146999
U1456,C,5,H,3,20,31,32.77,200,3359,72935,-5192,-1880,89184,-20751,18761,1227467,9091,31,512,218368,54278,489,86,258,37,1399,869,31572,103,2809,190,90,125,34,0.00273653,-5.901064665,0.97848738,0.059419113,-2.823139342,-0.893624963,0.015284321,-4.180927728,-2.743697426,0.007406309,-4.905423062,-4.765676869,0.000417119,-7.782138629,-6.027827579,0.17790132,-1.726526262,-2.075792948,0.000398381,-7.828100765,-8.749814623,0.000210189,-8.467503669,-7.606038315,0.001139746,-6.77695028,-7.987039354,0.000707962,-7.253120129,-8.17691026,0.025721262,-3.660437324,-5.032120873,0.002288453,-6.079879427,-8.362142653,0.072656943,-2.622006324,7.01E-05,-9.566115958,-8.849798107
U1456,C,5,H,3,22,31.02,32.79,220,3636,75239,-5229,-1409,86982,-23078,18358,1235875,8794,763,771,222653,49331,503,64,201,54,1434,976,42907,-390,2705,128,322,111,16,0.002942045,-5.828650324,0.978576553,0.060879134,-2.798864787,-0.872848371,0.014854253,-4.209469053,-2.756600959,0.007115606,-4.945464829,-4.786770872,0.000623849,-7.379601406,-5.865283048,0.180158188,-1.713919994,-2.06600166,0.000406999,-7.806699609,-8.730992306,0.000162638,-8.723984871,-7.785293026,0.001160312,-6.759066758,-7.976843959,0.000789724,-7.143827193,-8.105618478,0.034717912,-3.360499517,-4.795589919,0.002188733,-6.124432588,-8.402547914,0.070380904,-2.6538333,5.18E-05,-9.868406696,-9.053935042
U1456,C,5,H,3,24,31.04,32.81,240,3272,69913,-6408,-1526,78297,-31708,15612,1246328,8601,428,87,228997,63565,544,77,210,44,1484,1068,58765,-100,3427,101,163,120,23,0.002625312,-5.942555488,0.978439123,0.056095185,-2.880705295,-0.942895662,0.012526398,-4.379917058,-2.833660502,0.006901073,-4.976078432,-4.802898118,6.98E-05,-9.569804067,-6.749686882,0.183737347,-1.694248004,-2.050722425,0.000436482,-7.736762939,-8.669483005,0.000168495,-8.688604655,-7.760565794,0.001190698,-6.733215762,-7.962106306,0.000856917,-7.062169167,-8.052352947,0.047150509,-3.054410467,-4.554208095,0.002749677,-5.896271664,-8.195628772,0.062822146,-2.767447619,6.18E-05,-9.691906764,-8.934744638
U1456,C,5,H,3,26,31.06,32.83,260,1520,53181,-5207,-1346,77720,-58111,8649,1194615,8241,306,239,225874,88581,514,52,208,76,1605,927,58711,-697,2748,81,77,70,22,0.001272376,-6.666868902,0.977852084,0.044517271,-3.111878047,-1.14075642,0.007239989,-4.928135529,-3.081510073,0.006898457,-4.976457541,-4.803097833,0.000200064,-8.516870964,-6.324512495,0.189076816,-1.665601915,-2.028473007,0.000430264,-7.75111125,-8.682102345,0.000174115,-8.655796436,-7.737636129,0.001343529,-6.61245548,-7.893260869,0.000775982,-7.16138095,-8.117068794,0.049146378,-3.012952134,-4.521514053,0.002300323,-6.074705862,-8.357450747,0.065058617,-2.732466612,4.35E-05,-10.0420908,-9.171223915
U1456,C,5,H,3,28,31.08,32.85,280,1821,52638,-5845,-959,91381,-28557,13937,1150383,9580,457,316,220015,59361,592,114,243,54,1574,842,57219,-85,3357,44,126,80,33,0.001582951,-6.448464409,0.977986842,0.045756935,-3.084411917,-1.11724816,0.012115096,-4.413303035,-2.848754302,0.008327661,-4.788172617,-4.703909335,0.000274691,-8.199863275,-6.19650479,0.191253696,-1.654154484,-2.019581787,0.000514611,-7.572098853,-8.524660942,0.000211234,-8.462544045,-7.602572033,0.00136824,-6.594230059,-7.882870557,0.00073193,-7.219825474,-8.155192157,0.049739087,-3.000964198,-4.512060367,0.002918159,-5.836802491,-8.141696179,0.079435284,-2.53281263,9.91E-05,-9.21940704,-8.615665574
U1456,C,5,H,3,30,31.1,32.87,300,1864,50112,-5590,-584,97026,-39664,8789,1049572,9978,432,1189,208708,65925,579,47,259,35,1328,865,51598,-422,3088,251,262,106,58,0.001775962,-6.333413025,0.97807059,0.047745176,-3.041877241,-1.08084273,0.00837389,-4.782636801,-3.015730098,0.009506732,-4.655755072,-4.634151772,0.001132843,-6.783025123,-5.624385545,0.198850579,-1.615201595,-1.989327079,0.000551653,-7.502590542,-8.463528382,0.000246767,-8.307064958,-7.493907699,0.001265278,-6.67246369,-7.92747155,0.000824145,-7.101163513,-8.07778896,0.049160991,-3.012654829,-4.521279598,0.002942152,-5.828614109,-8.134270135,0.092443396,-2.381158757,4.48E-05,-10.01374542,-9.152082281
U1456,C,5,H,3,32,31.12,32.89,320,3221,85481,-3068,-941,61412,-31549,7523,666475,14611,833,636,207164,54104,459,80,170,90,591,859,18637,-8,2732,190,22,130,17,0.004832889,-5.332310759,0.979396991,0.128258374,-2.053708501,-0.235069106,0.011287745,-4.484037635,-2.880733415,0.021922803,-3.82022796,-4.193996089,0.000954274,-6.954559345,-5.693651064,0.310835365,-1.168491879,-1.642367643,0.000688698,-7.280707698,-8.268382421,0.000255073,-8.273959471,-7.470770275,0.000886755,-7.027941891,-8.130129672,0.001288871,-6.653988987,-7.786097016,0.02796354,-3.576853777,-4.966206889,0.004099179,-5.496968688,-7.833500903,0.092144492,-2.384397374,0.000120035,-9.027731274,-8.486226929
U1456,C,5,H,3,34,31.14,32.91,340,3498,112477,-1078,-723,74368,-19440,9789,363534,27010,1079,993,278736,42863,607,66,187,70,390,886,12417,217,3606,181,258,134,42,0.009622209,-4.643681451,0.981475076,0.309398846,-1.173124071,0.518623107,0.02692733,-3.614613521,-2.487666773,0.074298415,-2.59966566,-3.55100387,0.002731519,-5.902897443,-5.268989987,0.766739837,-0.26560773,-0.941097524,0.00166972,-6.395099316,-7.489489848,0.000514395,-7.57251949,-6.980533871,0.001072802,-6.837481368,-8.021548128,0.002437186,-6.016911156,-7.370531147,0.034156365,-3.376806326,-4.808449469,0.009919292,-4.613273703,-7.032077921,0.204569586,-1.586847086,0.000181551,-8.613973365,-8.206816213
U1456,C,5,H,3,36,31.16,32.93,360,2354,72517,-4496,-2343,89846,-34094,8800,1208397,26377,684,1970,237307,81039,558,92,262,27,935,959,23825,121,4266,167,339,119,61,0.001948035,-6.240933958,0.978145253,0.060010907,-2.81322895,-0.885142658,0.007282375,-4.922298245,-3.078871037,0.021828091,-3.824557549,-4.196276917,0.001630259,-6.419016424,-5.477398832,0.196381653,-1.627695305,-1.999030944,0.000461769,-7.680446283,-8.619952506,0.000216816,-8.436460742,-7.584342413,0.000773752,-7.164258717,-8.207843894,0.000793613,-7.138914171,-8.102413714,0.019716203,-3.926314517,-5.241791628,0.003530297,-5.646373347,-7.968995988,0.074351393,-2.598952873,7.61E-05,-9.483016669,-8.793681156
U1456,C,5,H,3,38,31.18,32.95,380,949,52083,-5593,-3411,103309,-36171,6387,1466183,6340,-475,2085,183657,87855,596,110,310,83,1268,777,27971,-195,2414,255,182,107,17,0.000647259,-7.342764184,0.977580846,0.035522851,-3.337579104,-1.333933955,0.004356209,-5.43615303,-3.311184785,0.004324153,-5.443538936,-5.049156311,0.00142206,-6.555648849,-5.532571005,0.12526199,-2.077347817,-2.348276049,0.000406498,-7.807932316,-8.732076472,0.000211433,-8.461600686,-7.601912719,0.000864831,-7.052976848,-8.144402101,0.000529947,-7.542732633,-8.365824496,0.019077428,-3.959249445,-5.267764112,0.001646452,-6.409132581,-8.660742338,0.070461191,-2.652693207,7.50E-05,-9.497692617,-8.803591824
U1456,C,5,H,3,40,31.2,32.97,400,860,47533,-5619,-3487,109298,-45458,3578,1453154,5211,-426,2413,171320,88696,525,74,223,49,1201,658,28756,-120,2399,112,363,101,26,0.000591816,-7.432314535,0.977556789,0.032710229,-3.420067439,-1.404535721,0.00246223,-6.00668766,-3.569123491,0.003585993,-5.63071987,-5.147763227,0.001660526,-6.400620859,-5.469970703,0.117895282,-2.137958493,-2.395352361,0.000361283,-7.925848662,-8.835783898,0.000153459,-8.782075153,-7.825892324,0.000826478,-7.098337102,-8.170261982,0.000452808,-7.700041993,-8.468437392,0.01978868,-3.922645204,-5.238898008,0.001650892,-6.406439662,-8.658300129,0.075214327,-2.587413549,5.09E-05,-9.885181831,-9.065263291
U1456,C,5,H,3,42,31.22,32.99,420,1212,52526,-5570,-4056,112415,-29601,6612,1497828,5078,-426,1761,172441,76113,564,127,303,50,1306,699,29341,46,2559,257,310,75,14,0.000809172,-7.11949945,0.9776511,0.035068112,-3.350463053,-1.344961327,0.004414392,-5.422885158,-3.30518638,0.003390242,-5.686853854,-5.177334611,0.001175702,-6.745889508,-5.609390183,0.115127371,-2.161716189,-2.413804964,0.000376545,-7.884472365,-8.799393445,0.000202293,-8.505793811,-7.632799295,0.000871929,-7.044802307,-8.139741795,0.000466676,-7.669875874,-8.448760033,0.019589032,-3.932785482,-5.246894631,0.001708474,-6.372154781,-8.62720717,0.075052009,-2.589573957,8.48E-05,-9.37533953,-8.720966785
U1456,C,5,H,3,44,31.24,33.01,440,617,46960,-6524,-1556,113243,-35421,5646,1388913,7515,41,596,248538,83724,580,29,233,20,1176,635,51247,-263,3333,192,222,81,40,0.000444232,-7.719162961,0.977492752,0.033810613,-3.38698053,-1.376216636,0.004065049,-5.505329376,-3.342459411,0.005410706,-5.219375683,-4.93106711,0.000429113,-7.753791318,-6.016380934,0.178944254,-1.720680954,-2.071252897,0.000417593,-7.781003881,-8.708392914,0.000167757,-8.692993531,-7.763633179,0.000846705,-7.074157856,-8.156477394,0.000457192,-7.690406986,-8.462152477,0.036897199,-3.299619626,-4.747580037,0.002399718,-6.032403906,-8.319087103,0.081533545,-2.506740754,2.09E-05,-10.77673615,-9.667329925
U1456,C,5,H,3,46,31.26,33.03,460,210,35314,-5614,-344,145256,-36784,-1497,1089357,12118,117,1544,191677,86419,636,44,216,65,935,411,70767,-630,4118,85,-18,116,31,0.000192774,-8.553990641,0.977383645,0.032417288,-3.429063407,-1.41223537,-0.001374205,#NUM!,#NUM!,0.011123993,-4.498650942,-4.551389316,0.00141735,-6.558966441,-5.533910649,0.175954256,-1.737531229,-2.084340506,0.000583831,-7.445899609,-8.413668706,0.000198282,-8.525819764,-7.646795433,0.000858304,-7.060551643,-8.148720491,0.000377287,-7.882504957,-8.587457984,0.064962175,-2.733950103,-4.301493051,0.003780212,-5.577975284,-7.906965785,0.133341044,-2.01484519,4.04E-05,-10.11690854,-9.221748336
U1456,C,5,H,3,48,31.28,33.05,480,1091,50883,-5730,-3931,104979,-35815,3402,1600905,5285,-393,3185,157187,82500,534,115,223,74,1164,737,35951,-316,2345,-70,221,99,29,0.00068149,-7.291229666,0.977595698,0.031783897,-3.448795494,-1.429124063,0.002125048,-6.153960879,-3.635705714,0.003301258,-5.713451754,-5.191346384,0.0019895,-6.219872084,-5.396984348,0.098186338,-2.320888194,-2.53743386,0.000333561,-8.005683813,-8.905998914,0.000139296,-8.878907881,-7.893568718,0.000727089,-7.226462024,-8.243306,0.000460365,-7.68349176,-8.457641675,0.022456673,-3.796167473,-5.139157669,0.001464796,-6.526038971,-8.766764743,0.065574784,-2.724564043,7.18E-05,-9.541147524,-8.832936923
U1456,C,5,H,3,50,31.3,33.07,500,978,51091,-5851,-4350,92986,-41498,995,1667056,3609,-720,2668,133154,93670,510,97,177,42,1237,636,31622,-296,2499,168,306,77,33,0.000586663,-7.441060084,0.977554553,0.030647441,-3.485206119,-1.460287917,0.000596861,-7.423827017,-4.209812195,0.002164894,-6.13538375,-5.413620159,0.001600426,-6.437485347,-5.484856583,0.079873741,-2.527308122,-2.697760219,0.000305929,-8.092159029,-8.982053866,0.000106175,-9.150420022,-8.083328553,0.000742027,-7.206125382,-8.23171208,0.000381511,-7.871371191,-8.580195428,0.018968769,-3.964961395,-5.272268556,0.00149905,-6.502923824,-8.745801616,0.05577857,-2.886365531,5.82E-05,-9.751858776,-8.975230231
U1456,C,5,H,3,52,31.32,33.09,520,258,46468,-5923,-4839,92524,-48496,-1072,1660943,2553,-651,1525,133748,105314,517,100,221,49,1217,524,40490,-155,2367,140,82,83,27,0.000155333,-8.769936486,0.977367399,0.027976878,-3.576376889,-1.538320979,-0.000645416,#NUM!,#NUM!,0.001537079,-6.477871654,-5.594042787,0.000918153,-6.993146382,-5.709232509,0.08052534,-2.51918336,-2.691449716,0.000311269,-8.074853197,-8.966833387,0.000133057,-8.92473337,-7.925596152,0.000732716,-7.218751978,-8.238910503,0.000315483,-8.061404387,-8.704154082,0.024377718,-3.714085762,-5.074428032,0.001425094,-6.553517462,-8.791684986,0.055705705,-2.887672722,6.02E-05,-9.717725885,-8.95218029
U1456,C,5,H,3,54,31.34,33.11,540,46,40730,-5645,-4216,110161,-49381,219,1593874,6373,-427,732,168047,96305,638,57,223,43,1190,498,116058,-708,5047,-59,77,74,44,2.89E-05,-10.45303669,0.977312523,0.02555409,-3.666957888,-1.615849256,0.000137401,-8.892606359,-4.873847335,0.003998434,-5.521852493,-5.090411894,0.000459258,-7.685897575,-5.988965441,0.105433052,-2.249679108,-2.482125763,0.000400283,-7.823339805,-8.745627359,0.000139911,-8.874506317,-7.890492465,0.000746609,-7.199969503,-8.228202613,0.000312446,-8.071078012,-8.710464187,0.072815041,-2.619832744,-4.211500102,0.003166499,-5.755128802,-8.067626311,0.06911525,-2.671979878,3.58E-05,-10.23862682,-9.303944692
U1456,C,5,H,3,56,31.36,33.13,560,1263,43174,-4742,-3280,128602,-42346,6788,1252077,5586,-193,2675,186627,82785,483,65,318,32,1029,888,28524,-179,2877,193,158,90,22,0.001008724,-6.899069208,0.977737685,0.034481905,-3.367320589,-1.359389692,0.005421392,-5.217402704,-3.212287762,0.004461387,-5.412295584,-5.032697314,0.00213645,-6.148609671,-5.368208585,0.149053932,-1.903447079,-2.213207346,0.000385759,-7.860297677,-8.778131807,0.000253978,-8.278262948,-7.473777974,0.000821834,-7.103971595,-8.173474206,0.000709222,-7.251342587,-8.17575077,0.022781347,-3.781813213,-5.1278379,0.002297782,-6.075810967,-8.358452966,0.102710936,-2.275836688,5.19E-05,-9.86592706,-9.052260544
U1456,C,5,H,3,58,31.38,33.15,580,1938,60025,-5200,-3184,115900,-19025,14823,1407415,6196,-238,2399,175800,60318,469,97,222,42,1063,880,25824,-143,2514,214,499,88,26,0.001376993,-6.587853454,0.977897477,0.042649112,-3.154748825,-1.17744952,0.010532075,-4.553329939,-2.912060465,0.004402397,-5.425606045,-5.039709264,0.001704543,-6.374457984,-5.459406134,0.124909852,-2.080162982,-2.350462588,0.000333235,-8.006662478,-8.906859649,0.000157736,-8.754587865,-7.806681459,0.000755285,-7.188414868,-8.221615316,0.00062526,-7.377343339,-8.25794106,0.018348533,-3.998205675,-5.298484996,0.001786254,-6.327634857,-8.586832052,0.082349556,-2.496782217,6.89E-05,-9.582554268,-8.860898897
U1456,C,5,H,3,60,31.4,33.17,600,2051,61278,-5513,-3206,110381,-24805,12734,1444444,5378,-523,3077,167647,66985,551,148,286,61,1004,830,28212,189,2617,321,429,64,14,0.001419924,-6.557152272,0.977916105,0.042423244,-3.160058864,-1.181994381,0.008815849,-4.73120417,-2.992477405,0.003723232,-5.593163194,-5.12797837,0.002130231,-6.151524655,-5.369385656,0.116063343,-2.153619173,-2.407516012,0.000381462,-7.871500221,-8.787984445,0.000198,-8.52724322,-7.647790286,0.000695077,-7.27148773,-8.268975155,0.000574616,-7.46180933,-8.313038226,0.019531391,-3.935732332,-5.249218517,0.00181177,-6.313451128,-8.573968828,0.076417639,-2.571541734,0.000102462,-9.186022757,-8.593121168
U1456,C,5,H,3,62,31.42,33.19,620,1673,58006,-4903,-3338,112289,-23056,13284,1406440,5180,-383,2944,175196,68799,516,78,228,62,1062,1007,26761,-83,2614,237,43,84,27,0.001189528,-6.734198546,0.977816136,0.041243139,-3.188270514,-1.206140733,0.009445124,-4.662256664,-2.961306238,0.003683058,-5.604011912,-5.133693475,0.002093228,-6.169047767,-5.376461488,0.124566992,-2.082911621,-2.352597456,0.000366884,-7.910465481,-8.822254391,0.000162111,-8.727226618,-7.787558683,0.000755098,-7.188663045,-8.221756802,0.000715992,-7.241841354,-8.169553115,0.019027474,-3.961871364,-5.269831758,0.001858593,-6.287935353,-8.550828571,0.079839168,-2.527741063,5.55E-05,-9.79986342,-9.007647768
U1456,C,5,H,3,64,31.44,33.21,640,1879,55949,-5339,-3364,107036,-38621,8249,1415404,5882,-546,2053,163762,84138,519,99,212,32,1156,792,28514,-78,2615,179,175,82,15,0.001327536,-6.624430561,0.977876018,0.039528643,-3.23072972,-1.242481568,0.005828018,-5.145078301,-3.1795899,0.004155704,-5.483273442,-5.070088449,0.001450469,-6.535868144,-5.524583556,0.115699828,-2.156756127,-2.409952484,0.00036668,-7.911021678,-8.822743565,0.000149781,-8.806339286,-7.842850527,0.000816728,-7.110204511,-8.177027592,0.000559558,-7.488364169,-8.330359947,0.020145485,-3.904775087,-5.224805634,0.001847529,-6.293906184,-8.556243518,0.075622225,-2.582005055,6.99E-05,-9.567805711,-8.850939196
U1456,C,5,H,3,66,31.46,33.23,660,1548,59949,-4470,-4242,102343,-49685,7001,1387403,6588,-398,2017,179700,95352,611,70,222,15,1126,854,32294,-312,2846,279,347,80,23,0.001115754,-6.798225158,0.977784126,0.043209507,-3.141694732,-1.166276522,0.005046119,-5.289135937,-3.244718357,0.00474844,-5.349939121,-4.999847929,0.001453795,-6.533577674,-5.523658665,0.129522568,-2.043900139,-2.322297238,0.000440391,-7.727847253,-8.661641659,0.000160011,-8.74026683,-7.796672488,0.000811588,-7.116517404,-8.180626572,0.000615539,-7.393013018,-8.268162392,0.023276582,-3.760307479,-5.110878478,0.002051315,-6.189274434,-8.461352984,0.073765878,-2.606859016,5.05E-05,-9.89444897,-9.07152139
U1456,C,5,H,3,68,31.48,33.25,680,1073,50553,-5773,-4021,107481,-35385,6055,1561805,4822,-291,1660,164609,82789,531,89,234,83,1090,621,69986,-343,3561,84,65,129,34,0.000687026,-7.283139019,0.9775981,0.032368317,-3.430575192,-1.413529307,0.003876924,-5.552713106,-3.363881595,0.003087453,-5.780408703,-5.226619305,0.001062873,-6.84677988,-5.650129716,0.10539664,-2.250024518,-2.482394043,0.000339991,-7.98659074,-8.889206556,0.000149827,-8.806031646,-7.842635518,0.00069791,-7.267419786,-8.26665602,0.000397617,-7.83002168,-8.553223142,0.044810972,-3.105302261,-4.594341363,0.002280054,-6.083556078,-8.365477007,0.06881845,-2.676283395,5.70E-05,-9.772716392,-8.989315379
U1456,C,5,H,3,70,31.5,33.27,700,624,49598,-5537,-4356,106673,-31429,4420,1623510,3935,-726,2030,137473,79658,593,121,246,46,1116,590,63971,-391,3221,137,231,90,6,0.000384352,-7.863950662,0.977466771,0.030549858,-3.488395241,-1.463017487,0.002722496,-5.906206055,-3.523695757,0.002423761,-6.022434869,-5.354118689,0.001250377,-6.684309958,-5.584524361,0.084676411,-2.468918217,-2.652408779,0.000365258,-7.914906631,-8.826160382,0.000151524,-8.794769494,-7.834764399,0.0006874,-7.282594887,-8.275307345,0.00036341,-7.919978493,-8.611901971,0.039402899,-3.233915895,-4.695766075,0.001983973,-6.222653881,-8.491624804,0.06570517,-2.722577671,7.45E-05,-9.504310484,-8.80806087
U1456,C,5,H,3,72,31.52,33.29,720,1681,56832,-5411,-3967,105157,-22616,10842,1588335,5288,-645,1651,157015,69523,470,44,233,63,1000,704,58611,-573,2831,44,104,62,48,0.001058341,-6.851052722,0.977759214,0.035780865,-3.330342029,-1.327739743,0.006826016,-4.987014096,-3.108129073,0.003329272,-5.705001474,-5.186894777,0.001039453,-6.869060412,-5.659126594,0.09885509,-2.314100235,-2.532161652,0.000295907,-8.125464161,-9.01134573,0.000146694,-8.827158402,-7.857401007,0.00062959,-7.370441577,-8.325388743,0.000443231,-7.7214185,-8.482381287,0.036900906,-3.299519184,-4.747500829,0.00178237,-6.329811571,-8.588806113,0.066205807,-2.714987105,2.77E-05,-10.49400722,-9.476403077
U1456,C,5,H,3,74,31.54,33.31,740,233,38792,-6629,-5497,79149,-82209,-8846,1905911,1682,-769,326,117747,131255,672,91,199,62,1228,525,120786,-1019,4271,-43,70,77,84,0.000122251,-9.009432214,0.977353045,0.020353521,-3.894501349,-1.810603704,-0.00464135,#NUM!,#NUM!,0.000882518,-7.032731827,-5.886343126,0.000171047,-8.673573286,-6.387788893,0.061779905,-2.784177134,-2.89727038,0.000352587,-7.950212327,-8.857211742,0.000104412,-9.167165843,-8.095032207,0.000644311,-7.347328559,-8.312212011,0.000275459,-8.197072405,-8.79265033,0.063374418,-2.758695004,-4.32100688,0.002240923,-6.100867397,-8.381176642,0.041528172,-3.181383236,4.77E-05,-9.949611161,-9.108772417
U1456,C,5,H,3,76,31.56,33.33,760,152,38292,-5929,-5366,93912,-49806,-2046,1925476,1968,-782,757,105484,102129,574,60,206,45,1148,538,122106,-1046,4113,-80,246,82,55,7.89E-05,-9.446803247,0.977334253,0.019887031,-3.917687492,-1.830448724,-0.001062594,#NUM!,#NUM!,0.001022085,-6.88591069,-5.808997752,0.00039315,-7.841320514,-6.051725224,0.054783337,-2.904369206,-2.990623562,0.000298108,-8.118054372,-9.00482882,0.000106987,-9.142807599,-8.078008231,0.000596216,-7.424907191,-8.35643959,0.000279411,-8.182825208,-8.783356883,0.063416007,-2.758038969,-4.320489531,0.002136095,-6.1487758,-8.424624773,0.048773394,-3.020570315,3.12E-05,-10.37633921,-9.396941866
U1456,C,5,H,3,78,31.58,33.35,780,116,36875,-6837,-4930,88539,-58409,-5989,1884419,1832,-522,-55,103509,111437,449,49,200,83,1160,356,120523,-843,4183,-217,-101,71,41,6.16E-05,-9.695539917,0.97732671,0.019568366,-3.933841015,-1.844274525,-0.003178168,#NUM!,#NUM!,0.000972183,-6.935966563,-5.835367186,-2.92E-05,#NUM!,#NUM!,0.054928867,-2.901716264,-2.988563022,0.00023827,-8.342107221,-9.201883301,0.000106134,-9.150812742,-8.083603025,0.000615574,-7.392954824,-8.338223545,0.000188918,-8.574199378,-9.038650254,0.063957644,-2.749534223,-4.313782689,0.002219782,-6.110346137,-8.389772912,0.046984774,-3.057931697,2.60E-05,-10.55730981,-9.519151315
