Site,Hole,Core,Type,Section,Interval,Depth (CSF-A),Depth (CCSF), Sample_ID ,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Rh,Ni,Cu,Zn,Ga,Br,Rb,Sr,Y,Zr,Nb,Mo,Pb,Bi,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,Si/Ca,ln(Si/Ca),ln(Si/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Ni/Ca,ln(Ni/Ca),ln(Ni/Ca) predicted,Zn/Ca,ln(Zn/Ca),ln(Zn/Ca) predicted,Br/Ca,ln(Br/Ca),ln(Br/Ca) predicted,Rb/Ca,ln(Rb/Ca),ln(Rb/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Cl/Ca,ln(Cl/Ca),Cu/Ca,ln(Cu/Ca),ln(Cu/Ca) predicted
U1456,C,1,H,4,96,5.46,5.46,960,99,24643,-6030,-1035,152900,-24472,1414,1395850,3741,-163,631,125803,75292,670,78,204,105,1436,647,140431,-1425,4841,-342,-205,73,63,7.09E-05,-9.553894257,0.977330774,0.017654476,-4.036765943,-1.932367971,0.001013003,-6.89483626,-3.970655473,0.002680087,-5.921905872,-5.301160014,0.000452054,-7.701708244,-5.995349789,0.090126446,-2.406541636,-2.603960889,0.000479994,-7.641736394,-8.585907159,0.000146148,-8.830894113,-7.860011895,0.001028764,-6.879397357,-8.045444433,0.000463517,-7.676667812,-8.453190414,0.100606082,-2.296542563,-3.956553465,0.003468138,-5.664137517,-7.985106314,0.109538991,-2.211474715,5.59E-05,-9.79230528,-9.002543756
U1456,C,1,H,4,98,5.48,5.48,980,-521,16298,-6871,-703,165051,-38862,-4443,1256287,3586,-170,634,111615,95392,626,62,195,77,1528,440,147059,-872,5141,-100,57,69,50,-0.000414714,#NUM!,0.977120056,0.01297315,-4.344873423,-2.196077163,-0.003536612,#NUM!,#NUM!,0.002854443,-5.858878449,-5.267957167,0.000504662,-7.591622149,-5.950897024,0.088845144,-2.420860375,-2.615082253,0.000498294,-7.604320732,-8.553000084,0.000155219,-8.770671545,-7.817922342,0.001216283,-6.711956133,-7.949986192,0.000350238,-7.956896376,-8.635983506,0.117058443,-2.145081957,-3.837111632,0.004092218,-5.498668211,-7.835042201,0.131380011,-2.029661307,4.94E-05,-9.916536718,-9.086437246
U1456,C,1,H,4,100,5.5,5.5,1000,-636,18843,-7444,-1860,160196,-54583,-10491,1266346,3594,-203,262,89673,114392,602,76,145,91,1282,274,150713,-1276,5979,2,32,101,28,-0.000502232,#NUM!,0.977082081,0.01487982,-4.207749375,-2.07871269,-0.008284466,#NUM!,#NUM!,0.002838087,-5.864625079,-5.270984491,0.000206894,-8.483301642,-6.310957203,0.0708124,-2.647721147,-2.791285015,0.000475384,-7.651388701,-8.594396362,0.000114503,-9.074912404,-8.030556279,0.001012362,-6.895469509,-8.054607167,0.000216371,-8.43851804,-8.950145317,0.119014077,-2.128513501,-3.824045747,0.004721458,-5.355637537,-7.705327682,0.126502551,-2.067492802,6.00E-05,-9.720912806,-8.954332418
U1456,C,1,H,4,102,5.52,5.52,1020,-616,17568,-6991,-1942,159382,-39238,-6673,1540170,2562,-71,429,91537,96774,544,11,118,60,1472,556,159943,-2017,5324,-182,-230,65,67,-0.000399956,#NUM!,0.977126459,0.011406533,-4.473569014,-2.306227719,-0.004332639,#NUM!,#NUM!,0.001663453,-6.398859875,-5.552419382,0.000278541,-8.185946439,-6.190885172,0.05943305,-2.822904817,-2.927350171,0.000353208,-7.948454111,-8.855665391,7.66E-05,-9.476718733,-8.311378723,0.000955739,-6.953026059,-8.087420156,0.000360999,-7.926635064,-8.616244052,0.103847627,-2.264830577,-3.931545393,0.003456761,-5.667423178,-7.98808608,0.103483382,-2.268344242,7.14E-06,-11.84950809,-10.39177281
U1456,C,1,H,4,104,5.54,5.54,1040,-436,13990,-7117,-1543,160959,-54793,-11394,1411212,1592,-31,75,87149,112206,572,38,122,65,1520,317,160330,-1574,5606,-35,-220,90,15,-0.000308954,#NUM!,0.977165945,0.009913464,-4.6138614,-2.426303972,-0.008073911,#NUM!,#NUM!,0.001128108,-6.787213101,-5.757003862,5.31E-05,-9.842471354,-6.859789933,0.061754719,-2.784584891,-2.897587085,0.000405325,-7.810820476,-8.734616609,8.65E-05,-9.355938423,-8.226965364,0.001077088,-6.833493854,-8.019274846,0.00022463,-8.401057694,-8.925709934,0.113611562,-2.174969997,-3.86068134,0.003972472,-5.528366736,-7.861975793,0.114057278,-2.171054514,2.69E-05,-10.52237331,-9.495558695
U1456,C,1,H,4,106,5.56,5.56,1060,-308,17431,-7042,-2778,150050,-32637,-6116,1582087,2185,-164,10,93621,94338,572,25,157,82,1644,342,157022,-1799,4920,-302,-283,71,65,-0.00019468,#NUM!,0.977215529,0.011017725,-4.50824991,-2.335911098,-0.00386578,#NUM!,#NUM!,0.001381087,-6.584884312,-5.650417056,6.32E-06,-11.97167033,-7.719560478,0.059175633,-2.827245423,-2.93072152,0.000361548,-7.925116428,-8.835139899,9.92E-05,-9.218009614,-8.130566919,0.001039134,-6.869367844,-8.039726608,0.00021617,-8.439444682,-8.950749766,0.099249915,-2.310114218,-3.967256072,0.003109816,-5.77319161,-8.084007471,0.094843078,-2.355531569,1.58E-05,-11.05537959,-9.85549784
U1456,C,1,H,4,108,5.58,5.58,1080,-485,12571,-7136,-2387,146477,-67292,-13457,1471499,1293,-164,559,85810,120950,645,63,138,43,1572,278,159449,-1431,4941,-34,16,95,41,-0.000329596,#NUM!,0.977156988,0.008542989,-4.762644314,-2.553647268,-0.009145096,#NUM!,#NUM!,0.000878696,-7.037071788,-5.888629418,0.000379885,-7.875642694,-6.06558452,0.058314685,-2.841901338,-2.942104769,0.000438329,-7.73254185,-8.665770557,9.38E-05,-9.274538482,-8.170074945,0.001068298,-6.841688194,-8.023946439,0.000188923,-8.574171053,-9.038631778,0.108358212,-2.222312766,-3.898015847,0.0033578,-5.696469148,-8.014427871,0.099542711,-2.307168469,4.28E-05,-10.05865744,-9.18241137
U1456,C,1,H,4,110,5.6,5.6,1100,-462,14592,-7058,-2252,158774,-33807,-7695,1566976,2198,-239,611,86754,94551,556,13,141,56,1663,436,164392,-2166,4923,-176,-105,62,19,-0.000294835,#NUM!,0.977172071,0.009312204,-4.676429493,-2.479856003,-0.004910733,#NUM!,#NUM!,0.001402702,-6.56935507,-5.642236251,0.000389923,-7.849561246,-6.055052831,0.055363962,-2.893826399,-2.982434964,0.000354824,-7.943889911,-8.851651177,9.00E-05,-9.315898315,-8.198981332,0.00106128,-6.848279726,-8.027704272,0.000278243,-8.187015962,-8.786090512,0.10491035,-2.254649107,-3.923516286,0.00314172,-5.762984826,-8.074750938,0.1013251,-2.289421119,8.30E-06,-11.69970885,-10.29061338
U1456,C,1,H,4,112,5.62,5.62,1120,-689,12691,-6728,-931,181122,-47253,-10087,1301352,3424,3,503,85528,100576,559,25,100,42,1508,117,163600,-2191,5347,-125,-101,74,33,-0.000529449,#NUM!,0.977070272,0.009752165,-4.630265922,-2.440344603,-0.00775117,#NUM!,#NUM!,0.00263111,-5.940349545,-5.31087614,0.000386521,-7.858324112,-6.058591276,0.065722418,-2.722315195,-2.849222212,0.000429553,-7.752764809,-8.683556649,7.68E-05,-9.473744096,-8.309299749,0.001158795,-6.760374733,-7.977589636,8.99E-05,-9.316740347,-9.523009728,0.12571541,-2.073734579,-3.780847089,0.004108804,-5.494623347,-7.831373913,0.139179868,-1.971988166,1.92E-05,-10.86003846,-9.72358397
U1456,C,1,H,4,114,5.64,5.64,1140,-324,31256,-6320,-1873,136598,-54847,-8710,1375568,6535,-594,260,105036,114341,519,33,137,60,1009,538,140257,-1312,6602,-126,-27,66,48,-0.000235539,#NUM!,0.9771978,0.02272225,-3.784410658,-1.716377082,-0.00633193,#NUM!,#NUM!,0.004750765,-5.349449669,-4.999590085,0.000189013,-8.573695664,-6.347458309,0.076358275,-2.572318867,-2.732720064,0.000377299,-7.882473412,-8.797635365,9.96E-05,-9.214396369,-8.128041622,0.000733515,-7.217662274,-8.238289263,0.000391111,-7.846518735,-8.563984171,0.101962971,-2.283145562,-3.94598859,0.004799472,-5.339249382,-7.690465265,0.099302979,-2.30957971,2.40E-05,-10.63786973,-9.573553431
U1456,C,1,H,4,116,5.66,5.66,1160,-669,14225,-6979,-2461,146706,-39165,-9734,1490316,1261,-257,481,62875,92701,484,22,80,52,981,317,158517,-1663,5182,-184,15,79,65,-0.000448898,#NUM!,0.977105223,0.009544956,-4.651742477,-2.458726386,-0.006531501,#NUM!,#NUM!,0.000846129,-7.0748384,-5.908524869,0.00032275,-8.038631466,-6.131399386,0.042189039,-3.165594829,-3.193517503,0.000324763,-8.032413829,-8.929507963,5.37E-05,-9.832472101,-8.560014752,0.00065825,-7.325926276,-8.30001057,0.000212707,-8.455596962,-8.961285898,0.10636469,-2.240881614,-3.912659241,0.003477115,-5.661552375,-7.982761849,0.098439526,-2.318312873,1.48E-05,-11.12345628,-9.901470028
U1456,C,1,H,4,118,5.68,5.68,1180,-708,23118,-6956,-2215,144719,-36388,-2880,1571372,2374,-146,366,109385,86937,577,40,174,79,1151,611,132941,-1155,4695,-161,-135,88,33,-0.000450562,#NUM!,0.977104501,0.014711984,-4.219092867,-2.088421585,-0.001832793,#NUM!,#NUM!,0.001510782,-6.495128106,-5.603133486,0.000232917,-8.364826348,-6.263116879,0.069611142,-2.664830633,-2.804573953,0.000367195,-7.909617415,-8.821508516,0.000110731,-9.108404382,-8.053963822,0.000732481,-7.219073272,-8.239093673,0.000388832,-7.852362722,-8.567796203,0.084601864,-2.469798981,-4.093183477,0.002987835,-5.813206289,-8.120296784,0.092097225,-2.384910471,2.55E-05,-10.57858023,-9.533515227
U1456,C,1,H,4,120,5.7,5.7,1200,-646,26077,-7162,-3407,117086,-58390,-8264,1603121,3915,-148,119,108402,111738,543,77,171,54,1295,412,139708,-831,5157,-58,-101,78,17,-0.000402964,#NUM!,0.977125154,0.016266395,-4.118653933,-2.002455902,-0.005154945,#NUM!,#NUM!,0.002442111,-6.014892304,-5.350145266,7.42E-05,-9.508339419,-6.724867457,0.06761935,-2.693861094,-2.827121912,0.000338714,-7.990353592,-8.892515984,0.000106667,-9.145799356,-8.08009917,0.000807799,-7.121196938,-8.183294374,0.000256999,-8.266439563,-8.837898527,0.087147508,-2.440153103,-4.069804737,0.00321685,-5.739352618,-8.053318889,0.073036284,-2.616798926,4.80E-05,-9.94365749,-9.104751903
U1456,C,1,H,4,122,5.72,5.72,1220,-567,18748,-7134,-3051,131424,-44956,-7040,1575183,1574,-398,362,98983,97539,565,47,177,86,1410,174,149491,-1052,5242,-132,-137,73,49,-0.000359958,#NUM!,0.977143814,0.011902109,-4.431039655,-2.269826841,-0.004469322,#NUM!,#NUM!,0.000999249,-6.908506585,-5.820901269,0.000229815,-8.378237802,-6.268532425,0.062839048,-2.767178617,-2.884067632,0.000358688,-7.933056283,-8.842123001,0.000112368,-9.093732281,-8.043709491,0.000895134,-7.018537031,-8.124767961,0.000110463,-9.110826715,-9.388692266,0.094903894,-2.354890545,-4.002566684,0.003327867,-5.70542363,-8.02254869,0.083434115,-2.483697997,2.98E-05,-10.41973441,-9.426246649
U1456,C,1,H,4,124,5.74,5.74,1240,201,36318,-6909,-3734,120620,-37076,1101,1498018,4763,56,591,139656,88153,531,61,205,70,1300,734,115188,-811,4169,-73,43,115,29,0.000134177,-8.916348551,0.97735822,0.024244034,-3.719584694,-1.660892539,0.000734971,-7.215679322,-4.115708622,0.003179535,-5.751020458,-5.211137577,0.000394521,-7.837837442,-6.050318759,0.093227184,-2.372715924,-2.577688458,0.000354468,-7.944891438,-8.85253202,0.000136847,-8.89664348,-7.905964128,0.000867813,-7.049533916,-8.142439285,0.000489981,-7.62114443,-8.416972512,0.076893602,-2.565332604,-4.168521291,0.002783011,-5.884221981,-8.184700915,0.080519727,-2.519253072,4.07E-05,-10.10877959,-9.21625886
U1456,C,1,H,4,126,5.76,5.76,1260,-8,29859,-6125,-2033,123687,-38434,896,1405150,4010,24,343,141524,86466,577,59,129,52,1193,725,115640,-1331,4355,-103,-168,73,29,-5.69E-06,#NUM!,0.97729753,0.021249689,-3.851413036,-1.773724417,0.000637654,-7.357714204,-4.179922591,0.002853788,-5.859108096,-5.268078145,0.000244102,-8.317924169,-6.24417778,0.100718073,-2.295430024,-2.517660499,0.000410632,-7.79781235,-8.723175962,9.18E-05,-9.295842212,-8.184964122,0.00084902,-7.071428195,-8.154921214,0.000515959,-7.569482962,-8.383273736,0.082297264,-2.49741742,-4.114963378,0.003099313,-5.776574727,-8.08707562,0.088024054,-2.430145157,4.20E-05,-10.07811717,-9.195552527
U1456,C,1,H,4,128,5.78,5.78,1280,-102,29529,-5801,-2304,121451,-42142,2957,1306711,5189,-82,124,159479,91524,537,31,203,41,1193,784,125020,-876,4959,231,-19,73,26,-7.81E-05,#NUM!,0.97726613,0.022597958,-3.789895741,-1.721071765,0.002262933,-6.091093331,-3.607283295,0.003971039,-5.528727572,-5.094033685,9.49E-05,-9.262742285,-6.625695335,0.122046114,-2.10335632,-2.368476854,0.000410955,-7.797025757,-8.722484153,0.000155352,-8.769817872,-7.817325711,0.000912979,-6.998797429,-8.113514414,0.00059998,-7.418614831,-8.284862454,0.095675325,-2.346794848,-3.996182417,0.003795024,-5.574064465,-7.903419063,0.09294404,-2.375757683,2.37E-05,-10.64903665,-9.581094447
U1456,C,1,H,4,130,5.8,5.8,1300,-246,17020,-6021,3243,174238,-22982,2066,935031,5433,676,460,168148,61658,652,71,164,52,1170,783,119163,-1090,4515,-36,126,99,36,-0.000263093,#NUM!,0.977185844,0.018202605,-4.006190561,-1.906198501,0.002209552,-6.114965313,-3.618075818,0.005810503,-5.148088216,-4.893512872,0.000491962,-7.617108473,-5.961188402,0.179831471,-1.71573514,-2.067411483,0.000697303,-7.268290401,-8.257461408,0.000175395,-8.648468535,-7.732514659,0.001251295,-6.683575935,-7.933806641,0.000837405,-7.085202267,-8.067377439,0.127442833,-2.06008738,-3.770084908,0.004828717,-5.333174497,-7.684955951,0.186344624,-1.680157503,7.59E-05,-9.485655086,-8.795462879
U1456,C,1,H,4,132,5.82,5.82,1320,67,35578,-5211,-1466,126777,-35589,10071,1208278,9000,115,812,181026,88854,494,45,253,99,1126,948,100054,70,5331,-19,-22,86,43,5.55E-05,-9.800014144,0.97732406,0.02944521,-3.525224015,-1.494539235,0.008335002,-4.787291478,-3.017834477,0.007448617,-4.899726907,-4.762676135,0.000672031,-7.305206423,-5.835242354,0.149821481,-1.898310817,-2.209218012,0.000408846,-7.802171246,-8.727009611,0.000209389,-8.471317275,-7.608703643,0.000931905,-6.978279955,-8.101817402,0.000784588,-7.150352261,-8.10987478,0.082807102,-2.491241444,-4.110093003,0.004412064,-5.423412647,-7.766792929,0.104923701,-2.254521847,3.72E-05,-10.19804427,-9.276539298
U1456,C,1,H,4,134,5.84,5.84,1340,-289,25665,-6415,-1546,144577,-32070,1364,1378453,4551,-29,312,141530,78667,550,33,159,57,1213,689,127093,-1277,4732,-23,27,82,17,-0.000209655,#NUM!,0.977209031,0.018618698,-3.983588939,-1.886853773,0.000989515,-6.918295575,-3.98126143,0.003301527,-5.713370146,-5.191303393,0.000226341,-8.393469226,-6.274682873,0.102673069,-2.276205426,-2.502728754,0.000398998,-7.826554136,-8.748454362,0.000115347,-9.067568212,-8.025423423,0.000879972,-7.035620505,-8.13450725,0.000499836,-7.601231143,-8.403983074,0.092199734,-2.383798033,-4.025363129,0.003432834,-5.674369189,-7.994385417,0.104883518,-2.254904897,2.39E-05,-10.63996485,-9.574968265
U1456,C,1,H,4,136,5.86,5.86,1360,-603,22397,-6187,-2423,138378,-61382,-8363,1403854,4279,-92,184,104023,111705,572,70,142,47,1249,452,144246,-1043,5334,-5,82,95,17,-0.000429532,#NUM!,0.977113626,0.015953938,-4.138049569,-2.019056626,-0.005957172,#NUM!,#NUM!,0.003048038,-5.793257253,-5.233387921,0.000131068,-8.939796112,-6.49528967,0.074098161,-2.602364562,-2.756056555,0.00040745,-7.805592878,-8.730018936,0.00010115,-9.198904812,-8.117214573,0.000889694,-7.024633359,-8.128243478,0.000321971,-8.04104969,-8.690876713,0.102750001,-2.275456415,-3.939924929,0.00379954,-5.572875165,-7.902340487,0.098570079,-2.31698752,4.99E-05,-9.906236628,-9.079481595
U1456,C,1,H,4,138,5.88,5.88,1380,1066,40931,-4820,-1186,131998,-29927,14247,1025004,10646,401,343,204083,65929,584,24,244,38,1175,883,97015,-618,4978,214,92,118,34,0.001039996,-6.868538468,0.977751254,0.039932527,-3.220564072,-1.233780789,0.013899458,-4.275905436,-2.786636848,0.010386301,-4.567267559,-4.58753655,0.000334633,-8.002476626,-6.116800062,0.199104589,-1.61392502,-1.988335563,0.000569754,-7.47030609,-8.435134206,0.000238048,-8.343038848,-7.519049851,0.001146337,-6.771183646,-7.983751797,0.00086146,-7.056881872,-8.048904045,0.094648411,-2.357586188,-4.004692468,0.004856566,-5.32742359,-7.679740454,0.128778034,-2.049665023,2.34E-05,-10.66215324,-9.589952085
U1456,C,1,H,4,140,5.9,5.9,1400,1417,40293,-3738,87,138227,-28571,23643,813527,12114,413,589,265498,60170,581,68,337,87,1390,1332,67918,-42,4255,136,49,81,61,0.001741798,-6.352837155,0.978055766,0.04952878,-3.005201359,-1.049451844,0.029062342,-3.538312028,-2.453170868,0.014890717,-4.207017307,-4.397756718,0.000724008,-7.230708211,-5.805159976,0.326354257,-1.119771808,-1.604526764,0.000714174,-7.244383638,-8.23643541,0.000414246,-7.789051465,-7.131868069,0.00170861,-6.372075369,-7.756220168,0.001637315,-6.414697544,-7.630007208,0.083485858,-2.483078021,-4.103655327,0.005230312,-5.253284354,-7.612503581,0.169910771,-1.772481855,8.36E-05,-9.38962669,-8.730614904
U1456,C,1,H,4,142,5.92,5.92,1420,878,33928,-5194,15,163536,-12325,16675,954836,9676,368,989,218127,53870,519,64,251,48,1538,1240,86717,-116,4557,85,224,111,16,0.00091953,-6.991648283,0.977698984,0.035532804,-3.337298966,-1.333694185,0.017463732,-4.047629006,-2.683433074,0.010133677,-4.591891005,-4.600508182,0.00103578,-6.872600545,-5.6605561,0.228444466,-1.476462136,-1.881568141,0.000543549,-7.517390994,-8.476545379,0.000262872,-8.243841938,-7.44972113,0.001610748,-6.431056727,-7.78984544,0.001298652,-6.646428218,-7.781165127,0.090818737,-2.398889655,-4.037264382,0.004772547,-5.344875086,-7.695567215,0.171271297,-1.764506448,6.70E-05,-9.610411794,-8.879711084
U1456,C,1,H,4,144,5.94,5.94,1440,350,31901,-5665,315,150228,-25143,10906,1036248,7205,220,1309,187114,65947,563,51,245,45,1340,1095,91084,-619,4658,137,309,127,20,0.000337757,-7.993183901,0.977446553,0.030785102,-3.480724419,-1.45645203,0.010524508,-4.55404868,-2.912385408,0.006952969,-4.968586547,-4.798951393,0.001263211,-6.674098289,-5.580400889,0.180568744,-1.71164372,-2.064233677,0.000543306,-7.517837427,-8.476938017,0.00023643,-8.349858845,-7.523816347,0.001293127,-6.650692162,-7.915059602,0.001056697,-6.852607413,-7.915655816,0.087897878,-2.431579619,-4.063043687,0.004495063,-5.404775605,-7.749890996,0.144973018,-1.931207636,4.92E-05,-9.919291423,-9.088297498
U1456,C,1,H,4,146,5.96,5.96,1460,-42,11570,-3575,-218,87137,-2888,-426,656896,2042,406,523,67297,38849,411,46,124,16,723,205,59703,-784,1885,121,74,59,19,-6.39E-05,#NUM!,0.977272258,0.017613138,-4.039110169,-1.934374394,-0.000648504,#NUM!,#NUM!,0.003108559,-5.773595991,-5.223030368,0.000796169,-7.135699526,-5.766795468,0.102446963,-2.278410052,-2.504441087,0.00062567,-7.376687775,-8.352796898,0.000188767,-8.574999424,-7.681167097,0.001100631,-6.811871767,-8.006948095,0.000312074,-8.072271011,-8.71124238,0.090886533,-2.39814344,-4.036675917,0.002869556,-5.85359789,-8.156927926,0.132649613,-2.020044118,7.00E-05,-9.566639593,-8.850151717
U1456,C,1,H,5,4,6.04,6.04,40,709,37237,-6014,-2035,131021,-55154,2763,1305431,5766,193,287,179403,96090,605,62,291,89,1297,861,110777,-618,4712,-84,-44,121,47,0.000543116,-7.518188286,0.977535658,0.028524679,-3.556985643,-1.521724012,0.002116542,-6.157971487,-3.637518909,0.004416932,-5.422309934,-5.037972873,0.000219851,-8.422561597,-6.286430373,0.137428175,-1.984653862,-2.276280654,0.000463448,-7.676815354,-8.616759104,0.000222915,-8.408720545,-7.564954789,0.000993542,-6.914234628,-8.065305161,0.000659552,-7.323949308,-8.223112134,0.084858564,-2.466769362,-4.090794319,0.003609536,-5.624176087,-7.948865293,0.100366086,-2.298930918,4.75E-05,-9.954909427,-9.112350336
U1456,C,1,H,5,6,6.06,6.06,60,-255,21490,-6127,-1406,157382,-64991,-7898,1165724,3548,-350,1374,124956,116775,596,25,203,89,1373,538,128658,-1217,5235,-144,-82,108,29,-0.000218748,#NUM!,0.977205085,0.018434895,-3.993509922,-1.895345142,-0.006775189,#NUM!,#NUM!,0.003043602,-5.794713568,-5.234155107,0.001178667,-6.743371438,-5.608373387,0.107191754,-2.233135957,-2.469276698,0.00051127,-7.578612244,-8.530389469,0.000174141,-8.655646932,-7.737531641,0.001177809,-6.744099505,-7.968311128,0.000461516,-7.680994351,-8.456012615,0.110367463,-2.203939911,-3.883527014,0.004490771,-5.405730788,-7.750757252,0.135007944,-2.002421661,2.14E-05,-10.74997709,-9.649259526
U1456,C,1,H,5,8,6.08,6.08,80,-326,23070,-6801,-2326,148131,-64408,-9042,1305886,3281,-103,245,124877,111965,623,19,191,38,1342,452,135495,-1373,5281,137,-137,84,40,-0.000249639,#NUM!,0.977191682,0.017666167,-4.036103944,-1.931801366,-0.006924035,#NUM!,#NUM!,0.00251247,-5.986488763,-5.33518228,0.000187612,-8.581134085,-6.350461944,0.095626264,-2.347307764,-2.55795394,0.000477071,-7.647845777,-8.591280361,0.000146261,-8.830118868,-7.859470077,0.001027655,-6.880475978,-8.046059355,0.000346125,-7.968710116,-8.643689608,0.103757143,-2.265702277,-3.932232816,0.004043998,-5.510521543,-7.845791987,0.113433332,-2.176539999,1.45E-05,-11.13795332,-9.911259875
U1456,C,1,H,5,10,6.1,6.1,100,-228,29255,-6559,-2218,136156,-42806,-2697,1411912,3303,76,83,130461,96826,678,84,196,46,1459,434,139960,-1011,5223,-18,54,124,32,-0.000161483,#NUM!,0.977229932,0.02072013,-3.876649594,-1.795324387,-0.001910176,#NUM!,#NUM!,0.002339381,-6.057868947,-5.372785361,5.88E-05,-9.741614764,-6.819064042,0.092400235,-2.381625762,-2.584608729,0.0004802,-7.641308084,-8.58553046,0.000138819,-8.882340713,-7.895967924,0.001033351,-6.874948824,-8.042908324,0.000307385,-8.087410838,-8.72111809,0.099127991,-2.311343426,-3.968225425,0.003699239,-5.599628144,-7.926602764,0.096433772,-2.338898806,5.95E-05,-9.729638573,-8.960224929
U1456,C,1,H,5,12,6.12,6.12,120,-414,28969,-6357,-2980,136456,-46827,-5005,1473652,2410,-193,341,129802,103562,562,38,125,60,1485,420,138406,-1823,4980,-133,54,71,30,-0.000280935,#NUM!,0.977178102,0.019657965,-3.92927266,-1.84036447,-0.003396324,#NUM!,#NUM!,0.001635393,-6.415872205,-5.561381478,0.000231398,-8.371371754,-6.265759914,0.088081854,-2.42948874,-2.621783904,0.000381365,-7.871752382,-8.78820622,8.48E-05,-9.374940494,-8.240245911,0.001007701,-6.90008418,-8.057237991,0.000285006,-8.16299952,-8.770424587,0.09392041,-2.365307558,-4.01078154,0.00337936,-5.690069062,-8.008623632,0.092597167,-2.379496734,2.58E-05,-10.56566807,-9.524795649
U1456,C,1,H,5,14,6.14,6.14,140,-512,12304,-6654,-1979,173441,-47912,-8829,1364005,1362,-300,449,99408,101178,571,46,120,31,1534,118,159526,-1647,5113,119,-96,75,45,-0.000375365,#NUM!,0.977137129,0.009020495,-4.708256091,-2.507096389,-0.00647285,#NUM!,#NUM!,0.00099853,-6.909226296,-5.821280413,0.000329178,-8.018912895,-6.123437027,0.072879498,-2.618947911,-2.768936842,0.00041862,-7.778546573,-8.706231711,8.80E-05,-9.33844404,-8.21473854,0.001124629,-6.790301801,-7.994651057,8.65E-05,-9.355251159,-9.548130331,0.116954117,-2.145973586,-3.83781477,0.00374852,-5.586394188,-7.914600889,0.127155692,-2.06234302,3.37E-05,-10.29729439,-9.343562899
U1456,C,1,H,5,16,6.16,6.16,160,-352,23630,-6757,-2362,143041,-61190,-10184,1321648,3173,-411,319,119901,108222,588,32,152,90,1386,494,137440,-1079,5275,-107,-36,84,25,-0.000266334,#NUM!,0.977184438,0.017879193,-4.024117631,-1.92154228,-0.007705531,#NUM!,#NUM!,0.002400791,-6.031957209,-5.359135058,0.000241365,-8.329198898,-6.248730515,0.090720827,-2.399968319,-2.598855394,0.000444899,-7.717663053,-8.652684655,0.000115008,-9.07050948,-8.027479075,0.001048691,-6.860212821,-8.034507329,0.000373776,-7.891854484,-8.59355668,0.10399138,-2.263447263,-3.930454512,0.003991229,-5.523656042,-7.857703665,0.108229271,-2.223503419,2.42E-05,-10.6286541,-9.567330112
U1456,C,1,H,5,18,6.18,6.18,180,1777,65145,-5637,-2498,104546,-47493,8432,1351689,11134,-375,814,193189,94721,598,28,251,69,1026,858,95097,-454,5407,78,-5,102,38,0.001314652,-6.634183651,0.977870427,0.048195258,-3.032494646,-1.072812167,0.006238121,-5.077076209,-3.148846154,0.008237102,-4.799106711,-4.709669415,0.00060221,-7.414905114,-5.879538685,0.142924149,-1.945441216,-2.245824193,0.000442409,-7.723274726,-8.657620121,0.000185694,-8.59141254,-7.692638224,0.00075905,-7.183442454,-8.218780543,0.000634761,-7.36226138,-8.248103098,0.070354201,-2.654212777,-4.238612196,0.004000181,-5.52141579,-7.85567198,0.077344715,-2.559483035,2.07E-05,-10.78466097,-9.672681553
U1456,C,1,H,5,20,6.2,6.2,200,5409,93263,-4188,-1788,105028,-27870,32376,1030181,14656,212,896,267172,54569,557,65,306,75,964,1304,36691,33,3853,224,216,91,23,0.005250534,-5.249425561,0.979578207,0.090530693,-2.402066335,-0.533228576,0.031427487,-3.460072386,-2.417798726,0.014226626,-4.252639986,-4.421790745,0.00086975,-7.04730466,-5.731101622,0.259344717,-1.349597148,-1.783032105,0.000540682,-7.522679833,-8.481196913,0.000297035,-8.121659971,-7.364328154,0.000935758,-6.974153778,-8.099465069,0.001265797,-6.67205333,-7.797880387,0.035616071,-3.334958301,-4.775448116,0.003740119,-5.588637728,-7.916635556,0.101951016,-2.283262813,6.31E-05,-9.670857803,-8.920530274
U1456,C,1,H,5,22,6.22,6.22,220,4714,86669,-4598,-2214,92028,-33554,26600,1185498,13730,78,749,255467,73035,609,57,305,95,1028,1257,60345,-153,4296,139,332,118,43,0.003976388,-5.527381414,0.979025355,0.073107673,-2.615821953,-0.71618201,0.022437828,-3.797007003,-2.570126866,0.011581631,-4.458334999,-4.530150877,0.000631802,-7.366934514,-5.860168157,0.215493404,-1.534824976,-1.926898559,0.000513708,-7.57385523,-8.526205675,0.000257276,-8.265361721,-7.464761307,0.000867146,-7.050303051,-8.14287777,0.001060314,-6.849190289,-7.913426825,0.050902659,-2.977840124,-4.493824722,0.003623794,-5.620233861,-7.945290089,0.077628136,-2.55582534,4.81E-05,-9.94262223,-9.104052792
