Site,Hole,Core,Type,Section,Interval,Rh,Ca,Ti,Mn,Cl,Cr,Ar,Si,K,Fe,P,S,Al,Ba,Br,Pb,Ga,Sr,Cu,Y,Ni,Nb,Zr,Rb,Zn,Bi,Mo,ln(Al/Ca),predicted_ln(Al/Ca),predicted_Al/Ca,ln(Ba/Ca),ln(Br/Ca),predicted_ln(Br/Ca),predicted_Br/Ca,ln(Cl/Ca),predicted_ln(Cl/Ca),predicted_Cl/Ca,ln(Cu/Ca),predicted_ln(Cu/Ca),predicted_Cu/Ca,ln(Fe/Ca),predicted_ln(Fe/Ca),predicted_Fe/Ca,ln(K/Ca),predicted_ln(K/Ca),predicted_K/Ca,ln(Mn/Ca),predicted_ln(Mn/Ca),predicted_Mn/Ca,ln(Nb/Ca),predicted_ln(Nb/Ca),predicted_Nb/Ca,ln(Ni/Ca),predicted_ln(Ni/Ca),predicted_Ni/Ca,ln(Rb/Ca),predicted_ln(Rb/Ca),predicted_Rb/Ca,ln(Si/Ca),predicted_ln(Si/Ca),predicted_Si/Ca,ln(Sr/Ca),predicted_ln(Sr/Ca),predicted_Sr/Ca,ln(Ti/Ca),predicted_ln(Ti/Ca),predicted_Ti/Ca,ln(Y/Ca),predicted_ln(Y/Ca),predicted_Y/Ca,ln(Zn/Ca),predicted_ln(Zn/Ca),predicted_Zn/Ca,ln(Zr/Ca),predicted_ln(Zr/Ca),predicted_Zr/Ca
U1456,A,2,H,1,96,54308,684091,21283,596,106192,1101,-20520,102735,40366,357180,-2347,-1147,6783,-4028,1610,114,100,24347,106,357,715,203,3796,1561,486,30,200,-4.61367146774512,-0.965323945734585,0.380859801845023,,-6.051856770712691,-7.558587601144248,0.0005216114472674867,-1.8628421733054934,-2.4231841626100374,0.08863892687508985,-8.772407134579133,-8.230305047391237,0.00026645503644026776,-0.6498510933157089,-1.2165365836653255,0.29625444463282924,-2.8301031032311355,-2.090908941105025,0.12357476257361441,-7.04560556162585,-5.684594521846281,0.0033979107489171675,-8.122640249649413,-8.8789556238975,0.00013928956031326024,-6.863563685997192,-7.884970827499894,0.0003763575906736155,-6.082764308175768,-7.378610199304896,0.0006244681694802662,-1.8959380923910845,-0.06935974815700141,0.9329909779129018,-3.3356823110560327,-4.793556782935038,0.008282944292299073,-3.470182317728396,-3.9708715555280665,0.01885699105630211,-7.55811044691156,-7.477886268393175,0.0005654513657068896,-7.249637604790706,-6.835264697035252,0.0010751826799148827,-5.194143068961381,-7.517180383647091,0.0005436633287616265
U1456,A,2,H,1,98,44604,816201,20650,509,105637,607,-13536,89798,29868,280592,-3134,-1101,5284,-3780,1214,148,73,57877,81,16,566,185,4823,1426,305,17,84,-5.0399772615007805,-1.1611865064813824,0.3131144480724689,,-6.510739955523553,-7.82160863262305,0.00040097614042174947,-2.0446519594691326,-2.4554228568137413,0.08582689527935121,-9.217966772470557,-8.586482252118238,0.00018661138620033402,-1.0677589912339225,-1.5316384326020933,0.2161811787013131,-3.307872974987404,-2.309704032548161,0.0992906340072457,-7.379967910592473,-5.799450172353392,0.0030292198363910303,-8.392060102064672,-8.980353815123834,0.00012585830904974357,-7.273821848939813,-8.222860560405774,0.0002684460593681324,-6.349787326168755,-7.556291285204437,0.0005228106082475336,-2.207097944815646,-0.3202472621099681,0.7259695101266533,-2.6463405791161274,-4.274455341776678,0.013919628094572917,-3.6769453287538174,-4.094082695438665,0.016671031684558912,-10.839827204903216,-8.547264820168827,0.00019407520484698924,-7.892104150535585,-7.1501249488190375,0.0007847660195973424,-5.131264507074024,-7.464880055906501,0.0005728537806610112
U1456,A,2,H,1,100,43281,532930,18945,756,91541,977,-16128,105242,27220,221491,-2090,-255,5052,-3403,535,137,47,29920,40,-15,553,316,2879,1367,203,27,209,-4.658605878970235,-0.9859686777019037,0.373077659833779,,-6.903878615544611,-8.046946451256682,0.00032007780494965537,-1.7616031241065042,-2.4052323525481616,0.09024452462829312,-9.49726590832668,-8.809751994329812,0.00014927027122224132,-0.8780081268529698,-1.3885666014602722,0.2494325848108798,-2.97443808623516,-2.157007260969194,0.11567077599858354,-6.5581039862610835,-5.517134546957327,0.004017342972634389,-7.430403148853705,-8.618426975799741,0.00018074434643188198,-6.870787360918282,-7.890920265707727,0.00037412512199607806,-5.965771525716668,-7.300761462570568,0.0006750245734990845,-1.6221276232860453,0.1514130390544004,1.163477120339753,-2.8798629303522034,-4.45030685845216,0.011674983853194473,-3.3368500389879157,-3.8914181660217952,0.020416371692954675,,,,-7.87293938339883,-7.140732672371305,0.0007921714816342898,-5.220947071828441,-7.539475075074963,0.000531676638880144
U1456,A,2,H,1,102,22999,360286,18132,666,143346,1208,-1062,34546,20569,251985,-2390,2118,1433,-3153,1206,89,60,14410,135,136,588,307,3699,1241,260,40,229,-5.5271280116446135,-1.3850037634609622,0.2503228577096204,,-5.699589062185655,-7.356676049097196,0.0006383166704467009,-0.9216368722827104,-2.2562886916739036,0.10473848111938794,-7.889378661034356,-7.5244183676867085,0.0005397425087983955,-0.3575285985603615,-0.9961259165253491,0.3693074010671019,-2.8631130724946225,-2.106025882692384,0.12172073899613015,-6.293363768932396,-5.426194553352617,0.0043998072169267955,-7.067805691885589,-8.481960691113466,0.00020717210373771532,-6.417926491574159,-7.517942828552844,0.0005432489734078046,-5.670980654268178,-7.104603234167897,0.0008213155005824258,-2.344606391219556,-0.4311200241227857,0.6497809167097275,-3.218975750479218,-4.7056721518717595,0.00904383334498596,-2.989219827412046,-3.6842635380097315,0.02511566464638802,-7.881998553736734,-7.583428281965982,0.0005088138720982504,-7.233971808457258,-6.827587197544249,0.0010834691634259682,-4.578835647640331,-7.005387829390545,0.0009069821127383258
U1456,A,2,H,1,104,61549,718287,24995,840,98906,1270,-32981,106818,39738,349345,-2153,-1583,7746,-4092,1671,143,72,22393,109,243,651,201,3645,1865,397,55,365,-4.529692629536796,-0.9267405848210086,0.395841822830378,,-6.0634469610160995,-7.5652308251924225,0.0005181577501008926,-1.9826993065001304,-2.4444373500579157,0.086774945086747,-8.79327660738235,-8.246987955480382,0.00026204666602082843,-0.7208092380275793,-1.2700389048878091,0.28082069626817047,-2.894561301898459,-2.120427624273208,0.11998031104663134,-6.7512225977741345,-5.583472051221529,0.0037594896911819073,-8.181319581552417,-8.90104003254072,0.00013624715129845788,-7.006114847402924,-8.002376349689449,0.00033466639782611646,-5.953608157533577,-7.292667776553492,0.000680510179892899,-1.9057427589785758,-0.07726522955540838,0.925644312816043,-3.468120800606662,-4.8932881753709765,0.0074967313355015774,-3.3581934057638225,-3.904136787872713,0.020158347913487022,-7.991563046270945,-7.619130911715166,0.0004909683405819377,-7.500688208924303,-6.9582996736445475,0.0009507117212095281,-5.283512845168735,-7.591515235549735,0.000504715711085317
U1456,A,2,H,1,106,64943,670871,27438,623,91658,1189,-45530,113876,40827,385038,-1617,-1917,9238,-4752,1174,88,112,35272,58,138,655,216,4284,1801,419,31,157,-4.2852514561082184,-0.8144341726611164,0.44288985566523487,,-6.348160146710727,-7.728421716154972,0.0004401382322639481,-1.9905126090424188,-2.445822812725779,0.0866548048839239,-9.35588913655235,-8.696736408757001,0.00016713036710252436,-0.555234837400799,-1.14519608656829,0.31816152447187757,-2.7992332408703415,-2.076772063169966,0.12533413059253076,-6.981785628311315,-5.662671957960677,0.0034732241798673454,-8.041053739414604,-8.84824992610977,0.00014363288460925568,-6.931696911463517,-7.941085536320575,0.00035582001303620245,-5.920234801922813,-7.270460649581436,0.0006957914039068043,-1.7734667310163403,0.02938864481954573,1.029824752765573,-2.9454874200609953,-4.4997246807088365,0.01111205548036832,-3.1966479542126587,-3.8078710238258546,0.022195382131725498,-8.489078461941563,-7.78125103174085,0.00041748955508748086,-7.378461227176631,-6.898398627430188,0.001009400561860383,-5.05368971553113,-7.400355885818616,0.0006110352636447275
U1456,A,2,H,1,108,67576,636888,41192,1313,79331,1152,-34508,136128,37859,350146,-1206,-1805,9083,-5883,949,173,115,29669,91,443,577,220,7149,1701,347,3,515,-4.25018928141738,-0.7983251555637902,0.45008215079199315,,-6.508940296309666,-7.820577110356786,0.0004013899696391671,-2.082964843131332,-2.462216535891808,0.08524579104940669,-8.853489588402743,-8.295121784140488,0.00024973210762565276,-0.5982436055767483,-1.1776246251057136,0.3080095083848429,-2.8227250836060103,-2.0875301711700045,0.12399299943130006,-6.184279220616798,-5.38872329860224,0.004567801332983866,-7.970721548567233,-8.821779876211899,0.00014748562033192113,-7.006506828411494,-8.002699186308567,0.0003345583726958821,-5.925377502523732,-7.273882679015809,0.0006934144545573326,-1.5429981963596846,0.21521492431493772,1.2401284020730725,-3.066491086280915,-4.5908452013589365,0.010144280789079077,-2.7383497531936167,-3.534768772671318,0.0291655000704458,-7.270779324874458,-7.384256695269335,0.0006209520487042719,-7.5150243149727345,-6.965325518009369,0.0009440555785121213,-4.489621329152742,-6.9311822821260725,0.0009768452787005338
U1456,A,2,H,1,110,60549,612700,32182,705,91078,1495,-30793,122800,48359,400769,-1119,-1755,9092,-5266,973,113,78,24478,98,306,602,361,4650,2022,425,52,90,-4.210480513741312,-0.7800813009527221,0.45836874397472616,,-6.445246616527741,-7.784069393557733,0.00041631457500373157,-1.906159137494777,-2.430865170281837,0.08796069867026332,-8.740663220043174,-8.204929187943964,0.0002733030820450606,-0.4244902182616378,-1.0466148646423385,0.35112434301603124,-2.5392230724452998,-1.9577002004600381,0.14118273984398821,-6.767432895901477,-5.589040394493683,0.0037386137382300986,-7.436752740380865,-8.620816692407884,0.00018031293434700495,-6.925373253404925,-7.935877354435588,0.00035767802260841297,-5.713788299133329,-7.133088077465718,0.0007982505179875182,-1.6073184040185668,0.163353680421374,1.1774530581471945,-3.2201006647714623,-4.70651925658518,0.009036175515081865,-2.9464681296946504,-3.6587875818280624,0.025763730212898947,-7.602045596761365,-7.492202953952347,0.000557413650315718,-7.2735415297893296,-6.84697954179026,0.0010626605722185674,-4.881008200132344,-7.256725058728814,0.0007054144477511516
U1456,A,2,H,1,112,45822,581673,33520,349,94409,1343,-23799,136525,54364,425001,-831,-1674,10752,-5335,1130,138,121,23379,55,398,643,258,4672,2097,440,9,153,-3.9908166503804967,-0.6791586125642943,0.5070434329133829,,-6.243690801437041,-7.668542348461154,0.0004672984858554696,-1.8182720265712564,-2.415280939348524,0.08934223564619125,-9.266330527910956,-8.625143894147534,0.0001795343696219972,-0.3138169122984652,-0.9631673789387658,0.3816820377321807,-2.3702062640681896,-1.880298819103865,0.15254451573014763,-7.418591790941,-5.812717727496038,0.002989294933752918,-7.72070412822181,-8.72768393647014,0.0001620373106703061,-6.807518988905808,-7.83881226335294,0.00039413689358951424,-5.625400682241508,-7.074273643161693,0.0008466072695447716,-1.4494006861230728,0.29068239376022587,1.3373397690363285,-3.2140702506317567,-4.701978117516328,0.00907730335769488,-2.853766158547408,-3.603546001236034,0.027227004076797786,-7.287211707858989,-7.389611343221639,0.000617635955267982,-7.1868889862311205,-6.804512829923091,0.001108760194357151,-4.8243211886353645,-7.209574659754393,0.0007394716156204057
U1456,A,2,H,1,114,54056,592342,28449,166,98378,2200,-27877,124654,52476,447447,-1018,-1709,10348,-4763,1369,112,69,26581,146,267,728,338,3852,1993,411,34,243,-4.047290906456959,-0.705105227818944,0.49405658302406114,,-6.07000362447443,-7.568988950229365,0.0005162141030091438,-1.7952669689554226,-2.4112016593864,0.08970743200049786,-8.308232828054543,-7.859247408987485,0.00038616438588520355,-0.2805260758340894,-0.9380661444925353,0.391383984054805,-2.423728248561958,-1.9048092543234094,0.14885103260534654,-8.179851661406335,-6.074215464599158,0.002301451047863753,-7.46879355427986,-8.632875494109586,0.00017815163396416974,-6.701538401566193,-7.7515263649017285,0.0004300855717946658,-5.694443129550084,-7.12021551402794,0.0008085924693246735,-1.5585422714744586,0.20268177027254963,1.2246826757948843,-3.103887495930957,-4.619006168908159,0.009862592943671275,-3.0359711602110417,-3.71212289727296,0.02442561512158009,-7.704590791362629,-7.5256182788511845,0.0005390952541378518,-7.273246235266644,-6.846834823737034,0.0010628143695161736,-5.035491676844862,-7.385219353446378,0.0006203545717662058
U1456,A,2,H,1,116,40778,591522,30478,518,106067,1156,-16007,120304,52518,442239,-1343,-1454,9736,-4828,1659,100,73,30107,148,172,789,317,4123,2193,388,31,460,-4.106868520617207,-0.7324776544749585,0.48071646406815394,,-5.876483865094126,-7.458067982958104,0.000576769424086073,-1.718627906394233,-2.3976119437055017,0.09093485174857703,-8.293241881520455,-7.847263752976828,0.00039081988629314504,-0.2908484163813684,-0.9458491718246466,0.3883496552586868,-2.421542908324077,-1.903808476029408,0.14900007405410162,-7.040478913025087,-5.682833484571056,0.0034038998683874,-7.531552381407289,-8.656495251514839,0.00017399304139802148,-6.619687834438696,-7.6841140163782145,0.00046007823061879484,-5.5974284068666815,-7.055660475274381,0.000862512880485203,-1.5926770036667617,0.17515900976072074,1.191435651448816,-2.97794117344552,-4.52416363365819,0.010843780017458882,-2.965693764434764,-3.6702442362851926,0.02547024842809264,-8.142959678471117,-7.668464941195824,0.000467334659553388,-7.329448815661296,-6.874378605948202,0.0010339399231892594,-4.96611782257767,-7.327516454304028,0.0006572037575498576
U1456,A,2,H,1,118,50528,603579,30552,78,105174,1259,-29132,120212,50416,438820,-1304,-1758,9601,-4845,1487,107,137,30033,161,356,734,189,4258,2071,468,61,395,-4.141009675320492,-0.7481635167948846,0.47323484303801755,,-6.006116267557961,-7.532370222259303,0.0005354675742168618,-1.7472608135675145,-2.402689159613405,0.09047432595642568,-8.229227849033654,-7.796091390815945,0.0004113396067702607,-0.31878762882217526,-0.9669152907991636,0.3802542044640624,-2.4825683500210602,-1.931755125422279,0.144893668621722,-8.953923387328524,-6.34011415772274,0.0017641008396044973,-8.068885198958474,-8.858724505587258,0.00014213624257567492,-6.712123185403601,-7.760244021506134,0.0004263525288044988,-5.6748453526225315,-7.107174861907845,0.0008192060963216389,-1.6136200843072663,0.15827264927600293,1.1714855558575503,-3.0005801579305227,-4.5412116795373425,0.010660481637217917,-2.983446785112764,-3.68082335246146,0.025202215983909666,-7.435701483166086,-7.437998145795232,0.000588462034423015,-7.162163918100469,-6.792395559026188,0.0011222770704285264,-4.9540773685646915,-7.317501599127277,0.0006638186261913557
U1456,A,2,H,1,120,37551,611625,28588,1022,105785,1124,-12867,119404,51967,426301,-1394,-1226,9662,-4266,1581,115,93,31778,93,178,850,356,4255,2055,396,20,454,-4.147918683477073,-0.7513378016617329,0.47173504249372505,,-5.958061791381953,-7.504826528549549,0.0005504213244477753,-1.7547106171740068,-2.4040101662842512,0.09035488767504904,-8.791275135438168,-8.245387993047089,0.0002624662664251628,-0.3609736800749817,-0.9987235021665928,0.36834933832859823,-2.4655104478660537,-1.9239434456105877,0.14602996397720272,-6.394357857827775,-5.460886682455376,0.0042497858631541895,-7.448943897739394,-8.625404926326166,0.00017948751149036171,-6.578638279107063,-7.650305491552224,0.00047589872377353567,-5.6958435016610895,-7.1211473424493885,0.0008078393508234944,-1.6336066483744054,0.14215752602924048,1.1527582236608729,-2.9573451231431123,-4.508653997582535,0.011013274097342452,-3.063132300251555,-3.7283083600840596,0.024033457424369676,-8.14209107829934,-7.668181899586122,0.00046746695342915007,-7.3424604173369445,-6.8807553367007035,0.0010273677434652943,-4.96802458758395,-7.329102438966518,0.0006561622685813268
U1456,A,2,H,1,122,63897,648441,28776,402,98067,1624,-36833,117245,45976,412823,-1820,-1329,9399,-4761,1664,130,129,32352,88,223,722,225,4012,1922,344,18,248,-4.233967719796748,-0.7908722974397229,0.4534490802450981,,-5.965346678035895,-7.509002053967233,0.0005481278178469371,-1.8889201018931951,-2.4278083271445485,0.08822999211255379,-8.904989484938843,-8.33629043505053,0.00023965972934237814,-0.4515520907654331,-1.067019470786695,0.3440323894075038,-2.646451499229472,-2.0068055434932948,0.13441738003819176,-7.385874210798028,-5.801479025046573,0.0030230802258564256,-7.966225897212629,-8.820087903955013,0.00014773537313763943,-6.800301160524223,-7.8328676403708615,0.0003964868667570998,-5.821204709886811,-7.204564554098947,0.0007431857428597396,-1.7103052579410425,0.08031560353222389,1.083629010856329,-2.9978951775968516,-4.539189783725568,0.010682057825443608,-3.1150293140415894,-3.759234057070742,0.02330158122286729,-7.9751545279569305,-7.613784040292245,0.0004936005158521777,-7.541684642043651,-6.978391221351875,0.0009318010596712396,-5.0852811503352235,-7.426632606285116,0.0005951883747625277
U1456,A,2,H,1,124,38627,506356,35825,700,103279,1466,-10540,131275,59787,435088,-894,-1191,10785,-5020,1166,124,93,18442,128,312,699,301,4590,2110,527,51,121,-3.849083699378177,-0.614040617143792,0.5411598258023479,,-6.073660891290996,-7.571085209413241,0.0005151331178632324,-1.5898059151445159,-2.3747690986076377,0.09303596886547776,-8.282964994281818,-7.8390484824301625,0.0003940438019316569,-0.15169166973969123,-0.8409252199748559,0.4313112809514855,-2.1364517331999733,-1.7732507464228613,0.16978017848122612,-6.583914923158029,-5.526000772346217,0.0039818817403138775,-7.427884993452558,-8.617479249043104,0.00018091572388177632,-6.585344515967623,-7.655828766373536,0.0004732774500065562,-5.480552031731322,-6.977889197703853,0.0009322689632779575,-1.3499456196953739,0.3708727980545008,1.448998746203962,-3.3126093071023472,-4.776181903322708,0.008428116979070789,-2.6485940055050614,-3.4812828617659326,0.030767914722599585,-7.391992070391951,-7.423755018804598,0.0005969035479752342,-6.867794709660072,-6.648130984161083,0.0012964429148377,-4.703359955146843,-7.108963068689556,0.0008177424954251128
U1456,A,2,H,1,126,68200,470090,35075,770,89979,1801,-39814,130092,52888,480369,-440,-1544,10150,-4770,1462,118,73,17528,93,203,685,457,4168,2132,417,60,226,-3.8354504602462622,-0.6077769417099537,0.5445601133406391,,-5.773118804406472,-7.398821565175021,0.0006119735072629149,-1.6533478559635846,-2.3860364194840398,0.09199358620889274,-8.52807995156294,-8.034991635482196,0.00032392723993849583,0.021630392830947105,-0.7102406776400505,0.491525883934057,-2.184747695702782,-1.7953679207295887,0.16606634185595842,-6.414288929868467,-5.467733135866212,0.004220789277388063,-6.935996053821991,-8.432353140793653,0.0002177085882014835,-6.53126060645397,-7.611285112180286,0.0004948355305210702,-5.395863659430461,-6.921536295745877,0.0009863135067395903,-1.2846822732669037,0.4234944926918571,1.5272893426868384,-3.289124563440893,-4.758496967513603,0.008578493466850145,-2.595435539745534,-3.4496054590736076,0.031758163801981674,-7.747473465674409,-7.539592005267434,0.0005316144734630049,-7.027593222917394,-6.726445100984926,0.0011987869589692968,-4.725487861282993,-7.127368336055673,0.0008028293870209491
U1456,A,2,H,1,128,37216,544477,31346,670,113118,1632,-12247,118250,52662,472820,-1092,-705,9627,-4569,1687,148,86,29827,139,339,812,274,4173,1899,333,32,308,-4.035254050097332,-0.6995749968334155,0.496796398972883,,-5.77687389732933,-7.400973895978504,0.0006106577543080632,-1.5713941792406603,-2.371504311072881,0.09334020790458886,-8.273107046744606,-7.831168109300393,0.0003971612814382068,-0.1411109345115095,-0.8329473634899256,0.4347659826853648,-2.3359315680551256,-1.8646026948991354,0.15495776316610552,-6.700303267490287,-5.565980928727585,0.003825825841522757,-7.594452873487228,-8.680168325592252,0.00016992246289243963,-6.50808063971362,-7.592194028862196,0.0005043732296861297,-5.658498269063013,-7.096297269481629,0.0008281657276159555,-1.527024673521119,0.22809434112533844,1.2562038315253776,-2.904411677320073,-4.468793030606269,0.011461140751815698,-2.854739033661285,-3.6041257425116955,0.0272112240333351,-7.381580872494848,-7.420362431159019,0.0005989320345413316,-7.399438489894854,-6.908679172409439,0.000999076533230825,-4.871190499283745,-7.248559016812005,0.0007111984758663037
U1456,A,2,H,1,130,47714,541044,32169,1032,109623,1683,-16952,121156,51924,420725,-1411,-612,9498,-4926,1557,172,118,23192,141,428,753,197,4059,2145,477,33,520,-4.042419356281137,-0.7028670356427666,0.4951636150158058,,-5.850739713556206,-7.443312041759603,0.0005853433020415784,-1.5964533998958272,-2.37594783729186,0.09292636837780939,-8.252495995012035,-7.81469178117666,0.00040375924688962626,-0.25152119280893037,-0.9161965116979647,0.40003768984602023,-2.3437194953773193,-1.8681691823889142,0.15440609259019625,-6.262001939348696,-5.415421560074332,0.004447462544869128,-7.918052156652216,-8.80195735376117,0.00015043832570252674,-6.577190657590311,-7.649113226554654,0.0004764664595427691,-5.530361054028087,-7.011032861631417,0.000901876593438416,-1.4964216349901156,0.2527695047000216,1.2875864600011557,-3.149693214788713,-4.653499677092325,0.00952819789706029,-2.822497350501949,-3.5849127579696507,0.027739087538936988,-7.142132689808408,-7.342335968270966,0.0006475361289953705,-7.033739394501863,-6.729457219118405,0.001195181503786456,-4.892563968551307,-7.266336768307808,0.000698666689641372
U1456,A,2,H,1,132,41896,539123,28991,753,111044,1453,-19315,94942,43132,407946,-2218,-329,7186,-4730,1516,119,97,32248,133,-67,799,339,3731,2022,352,14,276,-4.317809056554983,-0.8293924844848806,0.43631427351209745,,-5.873868458026131,-7.456568893238692,0.0005776347016024637,-1.5800172260818757,-2.3730333584145242,0.09319759536627073,-8.307349896006693,-7.8585415993897945,0.00038643704062489456,-0.2788089325427487,-0.936771421352135,0.39189104613741615,-2.5256785642264847,-1.9514974821860827,0.14206117814062633,-6.573633796428554,-5.522469138171169,0.0039959691510976225,-7.371698916847997,-8.596333195815276,0.0001847821127693029,-6.514338078462173,-7.597347672344286,0.0005017805564735752,-5.585856624648031,-7.04796043935292,0.0008691798958356191,-1.7366775664086413,0.059051668429154214,1.060830050746495,-2.816487719431446,-4.402582831603967,0.012245670517504697,-2.9229583082543447,-3.644777958518801,0.026127210534425214,,,,-7.33406784863035,-6.876642303401814,0.00103160204314284,-4.97326745100729,-7.333463280994538,0.0006533070786242253
U1456,A,2,H,1,134,36224,327902,18122,1682,140924,1059,-16752,70991,41124,232944,-1862,1905,4089,-2666,1101,178,144,16657,86,319,541,146,4378,2740,336,38,150,-4.384414341870051,-0.8599937147101429,0.42316474202245125,,-5.696495925512013,-7.3549031360218535,0.00063944935419617,-0.8444940452831294,-2.242609647975946,0.1061810473488291,-8.246122765981186,-7.809597067229869,0.0004058215336757833,-0.34191670192158613,-0.9843545728374378,0.37368033255698035,-2.0761228905720843,-1.7456231051257949,0.174536200675782,-5.2727312217018,-5.075600607882391,0.006247333115090392,-7.716863440526357,-8.726238464720776,0.00016227170038626832,-6.407050783388212,-7.508985565867919,0.0005481368555073415,-4.784756862852578,-6.514896748216684,0.0014812088290271988,-1.5301616748094202,0.22556498379226175,1.253030458141733,-2.9798842347575856,-4.525626835261426,0.010827924983536467,-2.8955881134526873,-3.6284679189021274,0.026556840490068914,-6.935278959449849,-7.274930717022043,0.0006926881105394366,-6.883358902271489,-6.655758689660924,0.0012865916491265116,-4.316122784151885,-6.7868718765809195,0.0011284933250841655
U1456,A,2,H,1,136,23017,311794,14545,2153,145454,922,-7640,81217,62762,244281,-1785,2041,4730,-2354,1373,248,124,9396,102,587,611,450,3244,4186,325,8,398,-4.18841751083013,-0.7699446424525445,0.4630387002885848,,-5.425344586548137,-7.199485576124703,0.000746969968743627,-0.7624828279115002,-2.228067336399067,0.10773644736770147,-8.025125179031837,-7.632933168445094,0.00048423842038058327,-0.24402351132440642,-0.9105432725266513,0.402305603072165,-1.60299291854541,-1.5289528594413324,0.21676252935314239,-4.9754804949517455,-4.973493041973415,0.0069189376358195385,-6.540850409551743,-8.283637100602927,0.00025261673465890396,-6.2350010331445125,-7.367284926106371,0.0006315806414259812,-4.310597089310163,-6.199383785753243,0.0020306815857534795,-1.3452181284730913,0.3746845639708012,1.4545325302819871,-3.5020586465373045,-4.9188447083881055,0.007307568344376633,-3.0650954213868062,-3.729478194048352,0.024005358708215983,-6.275073172488011,-7.059796395446034,0.000858952962906568,-6.866272809986371,-6.6473851309837855,0.0012974102315982138,-4.565535577080804,-6.99432526643813,0.0009170713630469699
U1456,A,2,H,1,138,49998,607904,20833,1118,115204,1662,-19321,82182,35377,345893,-2956,-428,5272,-3030,1666,174,49,15481,113,222,719,226,3507,1932,425,31,330,-4.747607177562433,-1.0268595651995516,0.3581298799567992,,-5.8995914310179876,-7.4713126953935,0.0005691806454543739,-1.663312504881428,-2.3878033610557132,0.09183118243833288,-8.590384435032435,-8.084797396320731,0.00030818897858214103,-0.5638874960870226,-1.1517201765982454,0.31609256641501676,-2.843955083294925,-2.0972524663540835,0.12279334404155179,-6.2984756000297315,-5.427950500718644,0.004392088166140031,-7.89723725447249,-8.794123508509394,0.00015162146447838024,-6.739910896023729,-7.783130055149331,0.00041670581900049846,-5.751461238972312,-7.1581562117034725,0.0007784885989406684,-2.001080674781899,-0.1541359842333503,0.8571554534587618,-3.67040350920431,-5.045615012249046,0.006437500004784586,-3.373478706816394,-3.913245377253492,0.01997556749933554,-7.915094871872496,-7.594213031341728,0.0005033559261994904,-7.265683084820359,-6.84312827205809,0.0010667610556815558,-5.155256003604598,-7.4848353967074575,0.0005615355929725314
U1456,A,2,H,1,140,31784,641877,20203,993,126660,1304,-11452,80772,34737,348437,-3049,775,4792,-2469,1547,125,72,21967,103,219,649,140,3834,1720,370,56,194,-4.897448835736291,-1.0957030369664382,0.3343044958937503,,-6.028079124958509,-7.544958814735393,0.000528769042147042,-1.6228903654611544,-2.3806356666244755,0.09249176489173377,-8.73742298730194,-8.202338968942307,0.0002740119145007228,-0.6109392574395085,-1.1871971251597713,0.30507515430833543,-2.9165912952511928,-2.1305162771896944,0.11877595670315656,-6.471421311486403,-5.487358482069303,0.004138762362603424,-8.430509552922272,-8.994824555626643,0.0001240501602974914,-6.896719258827486,-7.912277846981518,0.0003662194379513134,-5.9220724057240774,-7.271683418469735,0.0006949411317744576,-2.0727663257328626,-0.21193596907409273,0.8090164979835079,-3.3748553693173897,-4.823055636777568,0.008042175588769407,-3.458565588318033,-3.9639490868254423,0.018987980849996883,-7.983080245715075,-7.6163667106453,0.0004923273532210105,-7.458648969893305,-6.937697067215053,0.0009705020265421373,-5.120488051925986,-7.455916553574277,0.000578011638561959
U1456,A,2,H,1,142,55579,661205,21073,2084,135453,862,-22386,77001,32176,324008,-3146,65,4576,-4265,1511,114,68,21544,63,65,640,262,3924,1665,331,36,322,-4.97323867384925,-1.13052403163464,0.3228640211230449,,-6.081292244636145,-7.575459321376501,0.0005128847887361266,-1.5854392112466733,-2.3739947902790752,0.09310803528824123,-9.258684480517351,-8.619031698256649,0.0001806350793081071,-0.7132957210812192,-1.2643737258050267,0.2824161106899192,-3.0228430948964506,-2.1791743730506266,0.11313489931308741,-5.759774804035627,-5.242903259174178,0.0052848911326885415,-7.833474703147787,-8.770125991940587,0.00015530401236229407,-6.940351030555166,-7.948213092217182,0.00035329290276254495,-5.98423880449434,-7.313049864415059,0.0006667803581433735,-2.1502455191444065,-0.2744072746317918,0.7600224743454697,-3.423966572417449,-4.860038304625804,0.007750187017437299,-3.446071327711671,-3.956503692777371,0.019129881447024676,-9.227431937013247,-8.021850519173118,0.0003282120977193219,-7.599700831531821,-7.006823817804975,0.0009056806316118932,-5.12695238622363,-7.461293375057522,0.0005749121134301547
