Site,Hole,Core,Type,Section,Interval,Rh,Ca,Ti,Mn,Cl,Cr,Ar,Si,K,Fe,P,S,Al,Ba,Br,Pb,Ga,Sr,Cu,Y,Ni,Nb,Zr,Rb,Zn,Bi,Mo,ln(Al/Ca),predicted_ln(Al/Ca),predicted_Al/Ca,ln(Ba/Ca),ln(Br/Ca),predicted_ln(Br/Ca),predicted_Br/Ca,ln(Cl/Ca),predicted_ln(Cl/Ca),predicted_Cl/Ca,ln(Cu/Ca),predicted_ln(Cu/Ca),predicted_Cu/Ca,ln(Fe/Ca),predicted_ln(Fe/Ca),predicted_Fe/Ca,ln(K/Ca),predicted_ln(K/Ca),predicted_K/Ca,ln(Mn/Ca),predicted_ln(Mn/Ca),predicted_Mn/Ca,ln(Nb/Ca),predicted_ln(Nb/Ca),predicted_Nb/Ca,ln(Ni/Ca),predicted_ln(Ni/Ca),predicted_Ni/Ca,ln(Rb/Ca),predicted_ln(Rb/Ca),predicted_Rb/Ca,ln(Si/Ca),predicted_ln(Si/Ca),predicted_Si/Ca,ln(Sr/Ca),predicted_ln(Sr/Ca),predicted_Sr/Ca,ln(Ti/Ca),predicted_ln(Ti/Ca),predicted_Ti/Ca,ln(Y/Ca),predicted_ln(Y/Ca),predicted_Y/Ca,ln(Zn/Ca),predicted_ln(Zn/Ca),predicted_Zn/Ca,ln(Zr/Ca),predicted_ln(Zr/Ca),predicted_Zr/Ca
U1456,C,4,H,4,130,39328,608612,21239,1101,75975,910,-12970,102312,24620,241395,-2054,-769,5606,-3488,525,96,47,33851,64,-111,545,272,3135,1306,238,29,424,-4.68734350191005,-0.999171933442768,0.3681841959949943,,-7.055537971043159,-8.133874021141553,0.00029342924496221533,-2.080776615849789,-2.4618285172286414,0.08527887442535884,-9.160053150275111,-8.540186514544683,0.000195453801770228,-0.9247463587140782,-1.4238071493150362,0.24079552507035099,-3.2076218338963387,-2.263793943028142,0.10395533502241462,-6.314962096912103,-5.433613720066937,0.004367285106332624,-7.713134167338786,-8.724834924660833,0.00016249961512467378,-7.018150438971539,-8.01228889546627,0.00033136538956476805,-6.144211923798407,-7.419498356257923,0.0005994497803331996,-1.783153986521627,0.021577831721998564,1.0218123166546713,-2.8892124136332322,-4.457347387148443,0.011593074475357191,-3.3553418403665365,-3.902437525410889,0.02019263135742404,,,,-7.846665559963308,-7.1278563868790545,0.0008024376610764388,-5.268551780567762,-7.579071112171391,0.000511035697452889
U1456,C,4,H,4,132,42113,556536,19231,1214,109128,879,-19119,43489,22272,252067,-3371,1504,1748,-2934,755,117,84,49259,64,-47,586,103,4384,1449,312,20,373,-5.7632595814169,-1.4934923990981055,0.2245869371002867,,-6.602769388383356,-7.874357735572142,0.00038037317959617066,-1.629210353459425,-2.38175633325495,0.09238817051544818,-9.070604054272708,-8.468681543559729,0.00020994151971852028,-0.7920369334609146,-1.3237444668988465,0.2661368930911772,-3.2184015744982353,-2.268730533780621,0.10344341468709017,-6.127811166012938,-5.369326153067039,0.004657268539279663,-8.594758149402745,-9.056640752337024,0.0001166140548444962,-6.856167348055369,-7.878879183561066,0.00037865722427295954,-5.950858195311699,-7.290837910808439,0.0006817565621685778,-2.5492238260967346,-0.5961026179495854,0.5509547382447896,-2.424639766610519,-4.107505908795485,0.016448748087083503,-3.3652082983215337,-3.9083169983663573,0.020074257655943544,,,,-7.486483949822899,-6.951338444882223,0.0009573529316618155,-4.84377030900453,-7.225751800882331,0.0007276053190941137
U1456,C,4,H,4,134,41632,627079,9840,502,117760,875,-8700,32468,4700,165620,-3825,1237,964,-1852,504,129,35,46307,41,-542,502,230,2874,632,145,49,106,-6.477736513877788,-1.8217527315544664,0.16174201201929603,,-7.126251540416965,-8.174405373284937,0.00028177395871683685,-1.6724238745256306,-2.3894189982880896,0.09168293634909007,-9.635255741784025,-8.920060085507403,0.00013368021230669843,-1.3313765219006426,-1.7304056053189036,0.17721251705129604,-4.893510020790184,-3.03584777442276,0.04803392367729161,-7.130227688796604,-5.713662775175434,0.0033005611643106138,-7.9107484995651385,-8.799208567391762,0.00015085241738570782,-7.130227688796604,-8.10459602163432,0.00030214726661915287,-6.899938414341476,-7.922369998156104,0.00036254208344121383,-2.9608175406072674,-0.9279697370126092,0.3953555718857456,-2.60577939193678,-4.243911172253327,0.01435135132453005,-4.154616818442035,-4.3787295887848,0.012541281089040434,,,,-8.37209406606776,-7.385358591191682,0.0006202682010075183,-5.385367741849364,-7.676234801622571,0.00046371760467884453
U1456,C,4,H,4,136,38818,542071,15172,1006,71892,761,-20839,65028,26706,238983,-1944,-507,4136,-2648,867,62,54,14645,72,-50,478,293,2667,1225,200,12,242,-4.875667851964214,-1.085695949754228,0.33766670504158575,,-6.438113291371937,-7.779980739620399,0.0004180202257617078,-2.0202319962805535,-2.4510926843719028,0.08619934634275696,-8.926486149136423,-8.353474715478361,0.00023557653321969226,-0.8190045694757818,-1.344078018889772,0.26078003131890765,-3.0105087299085698,-2.173525840828417,0.11377575367665546,-6.2894149174927945,-5.424838097094151,0.0044057794125575865,-7.5229796591354114,-8.653268842902179,0.0001745553206288438,-7.033541535661023,-8.024965044338574,0.0003271914631025029,-6.092456145173652,-7.385059291728047,0.0006204538747320269,-2.1205790427983646,-0.2504872591149847,0.7784213977280856,-3.6112980088906452,-5.001106245447904,0.0067304972972486166,-3.5759453653436895,-4.033896298650506,0.017705210598115775,,,,-7.904834901604442,-7.156364040198169,0.0007798850349775651,-5.3144427439704645,-7.617241712042814,0.0004918967545136163
U1456,C,4,H,4,138,54394,711918,17097,1316,91713,907,-29747,79530,36895,302729,-2044,-1078,4821,-3221,1155,153,97,18188,125,156,552,156,3307,1695,365,21,103,-4.994981360816759,-1.140513523706646,0.3196548293287405,,-6.4238623922664875,-7.771812459966045,0.0004214487152347024,-2.0492986003954483,-2.456246803857841,0.08575620758813775,-8.64740427792008,-8.13037865307416,0.0002944566827656718,-0.8551247203746972,-1.3713125516392601,0.25377364983745043,-2.9598866957299146,-2.15034344015413,0.11644415930533072,-6.2933659033371185,-5.426195286534578,0.004399803991068693,-8.425862007972844,-8.993075417071001,0.0001242673310912363,-7.162169968945286,-8.130903769980943,0.0002943020991740174,-6.040279995407831,-7.3503405059914115,0.0006423735910550638,-2.1918284272712008,-0.30793548324088715,0.7349627338931521,-3.6672007002774802,-5.04320317113652,0.006453044970416219,-3.729059726719272,-4.125137932771656,0.01616126526630949,-8.425862007972844,-7.760651350239137,0.0004261788985338278,-7.57582066163989,-6.995120614961789,0.0009163422616755648,-5.3719213022405885,-7.665050493690357,0.0004689330765184057
U1456,C,4,H,4,140,37612,831571,19114,555,113609,1120,-18025,88901,38895,358762,-2287,-1303,5771,-3102,1435,91,78,44200,137,152,595,206,3822,1596,406,27,47,-4.970471307112095,-1.129252588591632,0.32327478541290305,,-6.36215183362934,-7.7364414214901736,0.0004366225694669445,-1.990553954339923,-2.44583014411553,0.08665416958610428,-8.711091035994937,-8.181289394398435,0.0002798408821397762,-0.8406574668491629,-1.3604042669247534,0.2565570384609856,-3.062450975182187,-2.1973128332200185,0.1111013053345152,-7.312103848076627,-5.776138423675939,0.0031006657773100226,-8.30319579303348,-8.946909062929208,0.0001301387898296319,-7.2425105562774315,-8.19707249505993,0.0002754587977340834,-6.255816183813307,-7.4937614900488185,0.0005565455776580357,-2.235793291790405,-0.3433842581215616,0.7093655796979045,-2.934591893757272,-4.491519920798936,0.011203602273858462,-3.7728956319969362,-4.151259973805436,0.015744566241045286,-8.607191440976784,-7.819739266948538,0.00040172641250290253,-7.624718802221329,-7.019084634500551,0.0008946440444473664,-5.382542837022843,-7.673885138337846,0.00046480846598553985
U1456,C,4,H,4,142,42308,872425,20444,710,119005,765,-17004,74242,37671,344511,-2871,-1411,3743,-4219,1402,112,85,59681,131,-76,668,150,4634,1586,359,21,61,-5.451389261574141,-1.3502062407581228,0.2591868002510456,,-6.433376901884034,-7.7772659527425425,0.0004191566033989015,-1.9921111814608619,-2.4461062731953613,0.08663024515326076,-8.803834646277418,-8.255427976661029,0.00025984429371736495,-0.9291506702186645,-1.4271279927480078,0.2399972071103637,-3.142386122821496,-2.233919197436692,0.10710782973441488,-7.113766999443209,-5.708008420881887,0.0033192765684002677,-8.668396675382315,-9.084355166371346,0.00011342653873885331,-7.174743795941924,-8.14125960791242,0.00029127008097356357,-6.3100615672837765,-7.5298571746550165,0.0005368149219868757,-2.463946662726181,-0.527343826131524,0.5901704850377377,-2.6822629787091365,-4.301506321769027,0.013548135782226176,-3.7535872495903995,-4.1397540095890095,0.015926768855093015,,,,-7.795709580990291,-7.1028838611100555,0.0008227288630265812,-5.237856264486248,-7.553539587546103,0.0005242512061098847
U1456,C,4,H,4,144,66165,973358,10422,724,118065,-2,-33666,43649,2703,190660,-5625,701,1032,-2139,972,104,36,48876,41,-432,544,214,2993,546,185,56,159,-6.849253281679485,-1.992442941652151,0.13636189406177457,,-6.909151423260554,-8.04996870042628,0.0003191119103916581,-2.1095166284763334,-2.4669247251832767,0.08484538107148883,-10.074935161016686,-9.27153668527168,9.406385617932932e-05,-1.6302602116734242,-1.955763402416287,0.1414564472707732,-5.8863896814445456,-3.490537801959121,0.030484473152516355,-7.203715835335277,-5.7389064334442175,0.003218285761329331,-8.422531212699141,-8.991821847176016,0.00012442320655640525,-7.489557980865051,-8.400541422308724,0.00022474560894567943,-7.485888251976088,-8.312269731205753,0.0002454862228097237,-3.1045715762231176,-1.0438783040572952,0.3520865319973318,-2.9914654702845804,-4.534347961190563,0.010733903867122963,-4.536832992251833,-4.60649416927634,0.009986768927909442,,,,-8.568151402642668,-7.481442446089471,0.0005634440913992834,-5.784475719868294,-8.008199742100505,0.00033272316765225313
U1456,C,4,H,4,146,49933,849602,14418,579,97416,516,-21451,58380,11191,222238,-5515,1466,2273,-2849,904,127,53,35455,60,37,467,287,2947,909,229,19,163,-5.923667459663462,-1.5671904305523516,0.20863052163573814,,-6.845693923123829,-8.013596356236096,0.00033093242542092796,-2.1657775363291614,-2.4769009659685643,0.08400315124940964,-9.558178721293904,-8.858445263669463,0.00014217593851476707,-1.3410191248483854,-1.7376761116494432,0.1759287647438149,-4.329658120697978,-2.777631349876015,0.0621856290666678,-7.291220805943009,-5.768964962321103,0.0031229882524206635,-7.9930410677563835,-8.830179995410736,0.00014625191244208385,-7.506194025847107,-8.414242913962852,0.00022168725868610084,-6.840178189338526,-7.882604656007197,0.0003772491716765245,-2.677794639107899,-0.699768985547903,0.4967000354251068,-3.176503717777908,-4.67368904050241,0.00933775854047336,-4.076290578551481,-4.332054580261929,0.013140521479969167,-10.04160537087178,-8.287156659769687,0.00025172919790000765,-8.218801279961765,-7.310232803631783,0.0006686613671557711,-5.66398030077831,-7.907975600191287,0.00036779839845618424
U1456,C,4,H,5,4,76351,1193991,5230,434,125112,-105,-34405,41078,2491,169757,-5829,-1150,1137,-944,1189,123,17,79616,84,-249,693,164,3652,646,147,11,72,-6.9566635414672975,-2.04179166935107,0.12979595099902175,,-6.911944138527052,-8.05156941902817,0.0003186015106327872,-2.255847420101782,-2.4928722483795953,0.0826721702265945,-9.56199523637452,-8.861496158673429,0.0001417428356658691,-1.9506887535337154,-2.1973659815856577,0.11109540063863016,-6.172372519955654,-3.6215038695204633,0.026742429112773764,-7.919767501117429,-5.984874856995159,0.0025165286247279704,-8.892945607393635,-9.16886584865269,0.00010423466059859085,-7.4517820360279305,-8.36942905194239,0.0002318478890581163,-7.522012531435232,-8.336307363803433,0.00023965567223638035,-3.3695840578522396,-1.257557293053976,0.2843477571059072,-2.707841678559037,-4.3207680889591185,0.013289671970936959,-5.430645478158866,-5.139121618977153,0.005862837257239011,,,,-9.002379448439097,-7.694249093745388,0.0004554388520995674,-5.789781793502975,-8.012613160311416,0.0003312579568373039
U1456,C,4,H,5,6,53821,916257,7767,912,134226,255,-18578,33660,-371,133710,-5869,931,434,-1915,866,116,16,71669,90,-533,617,72,3605,355,174,23,72,-7.6550076378897,-2.362639907895292,0.09417129122691646,,-6.964167263427669,-8.081502483984707,0.0003092061090070885,-1.9207719465501447,-2.43345632828567,0.08773307363545463,-9.228242501659839,-8.594696596928486,0.00018508477456978726,-1.924623617381393,-2.1777129129662347,0.11330036233193336,,,,-6.912412181915773,-5.638841726063138,0.003556985985279296,-9.45138605297405,-9.379039117555699,8.447633537515416e-05,-7.303183148084717,-8.247042605815137,0.00026203234547412374,-7.855934382514689,-8.558503927797556,0.00019190618449032668,-3.303986704245307,-1.2046662891532494,0.29979202667331417,-2.5482385959388836,-4.200580689353575,0.01498687157643323,-4.770412903570457,-4.745685637765091,0.008689102386218063,,,,-8.568996872775575,-7.48185679441731,0.0005632106776428203,-5.537975122271055,-7.8031686209103865,0.00040843873888894076
U1456,C,4,H,5,10,58600,866185,15355,647,81160,533,-30537,98099,32343,287543,-3063,-2115,6537,-2965,1029,110,61,17815,189,362,547,315,3328,1361,340,34,184,-4.886620166983137,-1.0907278974714143,0.3359718516190966,,-6.735511054761817,-7.950442131703301,0.00035250627596891747,-2.3676759966561156,-2.5127018040863804,0.0810489647317874,-8.430106775536224,-7.956672575567875,0.00035031683308762323,-1.1027260973426953,-1.5580035715279885,0.21055601188759773,-3.287700897388639,-2.300466213623758,0.10021211257815253,-7.1995074960949665,-5.737460841431558,0.003222941453825544,-7.9192811517702335,-8.802419895332905,0.00015036875781316778,-7.3674049881738854,-8.299935887057387,0.000248532760763798,-6.455878787944401,-7.626886121090313,0.000487175504432833,-2.178121338774287,-0.29688348752316274,0.7431305913038848,-3.8840577125559306,-5.206505032003481,0.00548079545791003,-4.032657357720944,-4.306053319930891,0.013486672276848147,-7.780209578770096,-7.550259378412232,0.0005259736832027009,-7.84290817298566,-7.126014965224235,0.0008039166484639721,-5.561726988654768,-7.822924645205985,0.0004004487978463384
U1456,C,4,H,5,12,64182,766453,22249,767,83878,1158,-40634,113810,39467,376514,-2245,-2123,7954,-3849,965,107,52,17173,105,274,761,303,3499,1828,390,19,144,-4.568098431968608,-0.9443858031643035,0.3889183699916164,,-6.6774005563972585,-7.917134562967931,0.00036444512630400943,-2.2124100165907263,-2.485169884286084,0.08331140001208975,-8.89556830757872,-8.328759212893054,0.00024147147376773698,-0.7108181476105353,-1.2625056395942176,0.28294418141926386,-2.9663084990620323,-2.1532843100798864,0.11610221523216827,-6.907041856368988,-5.636996984165561,0.0035635537624197134,-7.835795852226875,-8.7709995738837,0.00015516840082392127,-6.9148952998745585,-7.927247683561079,0.0003607780229756319,-6.038550905722149,-7.349189944008858,0.0006431131070354342,-1.9072429874603087,-0.07847486052550479,0.9245253017196515,-3.798434995752382,-5.142027758063405,0.0058458237704829994,-3.5394763149720863,-4.0121642042809285,0.018094193301001562,-7.936400551348174,-7.601155689207253,0.0004998734011973773,-7.583381918612552,-6.998826238686452,0.0009129529257310613,-5.389296165368556,-7.679502335602208,0.00046220486445956754
U1456,C,4,H,5,14,22495,545712,26170,369,135584,1210,-11473,82842,42561,416131,-1610,-244,5732,-4247,1049,154,51,16996,218,368,725,196,3709,1954,411,34,219,-4.556026854088935,-0.9388396196725486,0.39108137530255016,,-6.2542540346407005,-7.6745969448921,0.00046447772999696547,-1.3924999896107118,-2.339782613379951,0.09634858084642503,-7.825351580247909,-7.473235574807916,0.0005680872312968386,-0.27109124951925284,-0.9309523013921495,0.39417815517318755,-2.5511530230569024,-1.9631635307980995,0.14041351507600983,-7.299049998996471,-5.771654341265474,0.003114600637364214,-7.93173198380648,-8.807105859772498,0.00014966578350387782,-6.623674988182323,-7.687397846988252,0.00045856988956577535,-5.63221281043427,-7.078806534534408,0.0008427783752934884,-1.88515618489279,-0.060666319532324264,0.9411372264973631,-3.4691133418022955,-4.894035597935417,0.007491130202809105,-3.037477647512806,-3.7130206207912555,0.024403697511885418,-7.301763704868066,-7.394353249557436,0.0006147141164364725,-7.1912534285407625,-6.806651757488442,0.0011063911711018404,-4.991329065547407,-7.348486340231557,0.0006435657630733506
