Site,Hole,Core,Core Type,Section,Interval (cm),Depth (CSF-A),Depth (CCSF), Sample_ID ,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ni_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,Si/Ca,ln(Si/Ca),ln(Si/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Ni/Ca,ln(Ni/Ca),ln(Ni/Ca) predicted,Zn/Ca,ln(Zn/Ca),ln(Zn/Ca) predicted,Br/Ca,ln(Br/Ca),ln(Br/Ca) predicted,Rb/Ca,ln(Rb/Ca),ln(Rb/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Cl/Ca,ln(Cl/Ca),Cu/Ca,ln(Cu/Ca),ln(Cu/Ca) predicted
U1456,A,4,H,3,78,27.28,30.24,780,963,46140,-6544,-2803,99052,-30023,4218,1694481,3404,-541,137,134001,73225,597,44,185,57,1188,482,122770,-957,4496,60,-42,85,29,0.000568316,-7.472833645,-2.265162519,0.027229576,-3.603451525,-1.561494161,0.002489258,-5.995770696,-3.564187932,0.002008875,-6.210180568,-5.453023123,8.08507E-05,-9.422906131,-6.690369496,0.079080851,-2.537284516,-2.705508883,0.00035232,-7.950969944,-8.857878066,0.000109178,-9.122531232,-8.063837078,0.0007011,-7.262860557,-8.264056804,0.000284453,-8.164942943,-8.771692282,0.072452863,-2.624819092,-4.215432336,0.00265332,-5.931943666,-8.22797971,0.058455657,-2.839486813,2.59667E-05,-10.55869742,-9.52008837
U1456,A,4,H,3,80,27.3,30.26,800,791,41252,-6681,-3402,106171,-38223,2977,1662101,3246,-397,355,130205,75434,636,15,203,51,1213,587,126813,-1545,4596,174,-9,82,26,0.000475904,-7.650295055,-2.342163024,0.02481919,-3.696138147,-1.64082464,0.001791107,-6.324921662,-3.712997083,0.00195295,-6.238414275,-5.46789664,0.000213585,-8.451475233,-6.298105699,0.078337598,-2.546727612,-2.712843336,0.000382648,-7.868394459,-8.785252927,0.000122135,-9.010387044,-7.985459505,0.000729799,-7.222741114,-8.241184709,0.000353167,-7.948568203,-8.630551039,0.076296807,-2.573124183,-4.174665731,0.002765175,-5.890651384,-8.19053174,0.063877586,-2.750786742,9.02472E-06,-11.61554282,-10.23377607
U1456,A,4,H,3,82,27.32,30.28,820,267,43003,-7313,-3357,97522,-37499,3674,1691984,3249,-415,-85,129533,80405,552,47,204,105,1200,540,131952,-1022,4413,-190,86,83,34,0.000157803,-8.754163704,-2.821131631,0.025415725,-3.672387203,-1.620496207,0.002171415,-6.132376097,-3.625947233,0.001920231,-6.255309827,-5.476797217,-5.02369E-05,#NUM!,#NUM!,0.076556871,-2.569721409,-2.730702618,0.000326244,-8.027864317,-8.925506666,0.000120569,-9.023292369,-7.994479037,0.000709227,-7.251335527,-8.257486384,0.000319152,-8.049843223,-8.696612735,0.077986553,-2.551218864,-4.157391196,0.002608181,-5.949102354,-8.243540924,0.057637661,-2.85357909,2.7778E-05,-10.49126476,-9.474551093
U1456,A,4,H,3,84,27.34,30.3,840,287,39348,-6170,-3547,89178,-61540,-2351,1643130,2937,-630,55,129328,104483,590,41,176,53,1238,534,129802,-992,4684,-34,-162,102,54,0.000174667,-8.652631302,-2.777076722,0.023946979,-3.731913091,-1.671444414,-0.001430806,#NUM!,#NUM!,0.001787442,-6.326969586,-5.514547578,3.34727E-05,-10.30478033,-7.046470298,0.078708319,-2.542006425,-2.709176391,0.000359071,-7.931990981,-8.841186067,0.000107113,-9.141629522,-8.077184873,0.00075344,-7.190861064,-8.223009893,0.00032499,-8.031717678,-8.684789442,0.078996793,-2.538348026,-4.147241253,0.002850657,-5.860205793,-8.162920633,0.054273247,-2.913723866,2.49524E-05,-10.59854145,-9.546995042
U1456,A,4,H,3,86,27.36,30.32,860,191,38275,-6778,-3380,106797,-34706,3194,1652749,3031,-542,-146,125396,77272,608,29,158,79,1207,697,132961,-1294,4741,76,-129,85,37,0.000115565,-9.065677092,-2.95629729,0.023158386,-3.7653983,-1.700104405,0.001932538,-6.248921191,-3.678637271,0.001833914,-6.301302643,-5.501026232,-8.83377E-05,#NUM!,#NUM!,0.07587117,-2.578718511,-2.737690668,0.000367872,-7.907775638,-8.819888674,9.55983E-05,-9.255355487,-8.15666795,0.000730298,-7.222057299,-8.240794866,0.000421722,-7.771165109,-8.514831001,0.080448392,-2.520139389,-4.132881922,0.002868554,-5.853947157,-8.157244677,0.064617797,-2.739265405,1.75465E-05,-10.95065469,-9.784777112
U1456,A,4,H,3,88,27.38,30.34,880,454,39036,-6291,-3332,101175,-44194,1069,1666986,3724,-593,158,130144,86798,602,57,184,59,1222,465,133315,-1161,4607,-52,26,79,34,0.000272348,-8.208430565,-2.584338022,0.023417113,-3.754288187,-1.690595259,0.000641277,-7.352048852,-4.177361286,0.002233972,-6.103974125,-5.397073569,9.47818E-05,-9.26393273,-6.626176037,0.078071442,-2.550130955,-2.715486712,0.000361131,-7.926270318,-8.836154745,0.000110379,-9.111592006,-8.056191653,0.00073306,-7.218283624,-8.238643494,0.000278947,-8.184490358,-8.78444306,0.079973677,-2.526057735,-4.13754913,0.00276367,-5.891195598,-8.191025288,0.060693371,-2.801920794,3.41934E-05,-10.2834765,-9.334231677
U1456,A,4,H,3,90,27.4,30.36,900,379,40004,-6838,-4134,91779,-53896,-1134,1706939,3367,-561,-34,133086,102733,524,47,182,59,1248,463,133435,-942,5091,-63,-100,110,40,0.000222035,-8.412676061,-2.672960143,0.023436104,-3.753477538,-1.689901425,-0.000664347,#NUM!,#NUM!,0.001972537,-6.228434847,-5.462639477,-1.99187E-05,#NUM!,#NUM!,0.077967637,-2.551461451,-2.716520109,0.000306982,-8.088720582,-8.979029752,0.000106624,-9.146205579,-8.080383079,0.000731133,-7.220914717,-8.24014348,0.000271246,-8.212485212,-8.802704104,0.078172096,-2.548842519,-4.155517211,0.002982532,-5.814982712,-8.121907822,0.053768178,-2.923073474,2.75347E-05,-10.50006466,-9.480493668
U1456,A,4,H,3,92,27.42,30.38,920,228,33332,-6688,-2978,112895,-40952,-459,1567960,2934,-344,586,124435,89072,577,48,156,56,1208,543,135830,-1354,4033,-67,30,96,46,0.000145412,-8.83594034,-2.856614514,0.021258195,-3.851012794,-1.77338185,-0.000292737,#NUM!,#NUM!,0.001871221,-6.281164011,-5.490417201,0.000373734,-7.89196618,-6.072175943,0.079361081,-2.533747199,-2.70276145,0.000367994,-7.907443703,-8.819596737,9.94923E-05,-9.215429962,-8.128764001,0.000770428,-7.168564591,-8.210298673,0.00034631,-7.968176649,-8.643341628,0.086628485,-2.446126587,-4.074515426,0.002572132,-5.963020174,-8.256162996,0.072001199,-2.631072507,3.0613E-05,-10.39408496,-9.408925572
U1456,A,4,H,3,94,27.44,30.4,940,228,31455,-5916,-2374,117969,-47781,-2529,1522930,2917,-443,48,127274,93584,626,64,228,55,1246,429,133858,-871,4709,43,-138,87,59,0.000149711,-8.80680104,-2.843970971,0.020654265,-3.879833437,-1.798049439,-0.001660615,#NUM!,#NUM!,0.001915387,-6.257835699,-5.478127846,3.15182E-05,-10.36494566,-7.070765057,0.083571799,-2.482049147,-2.662607573,0.00041105,-7.796796298,-8.722282344,0.000149711,-8.80680104,-7.843173247,0.00081816,-7.10845297,-8.176029038,0.000281694,-8.17468975,-8.778050124,0.087895044,-2.431611853,-4.063069108,0.003092066,-5.778915819,-8.089198756,0.077461866,-2.557969512,4.20243E-05,-10.07726359,-9.194976099
U1456,A,4,H,3,96,27.46,30.42,960,128,30093,-6082,-3261,121231,-41704,-748,1547437,2212,-432,-48,121856,87241,553,37,179,48,1157,557,134957,-1416,4599,-129,-35,63,48,8.27174E-05,-9.400080308,-3.101394846,0.019446995,-3.940062706,-1.84959967,-0.00048338,#NUM!,#NUM!,0.00142946,-6.550458209,-5.632281385,-3.1019E-05,#NUM!,#NUM!,0.078746986,-2.541515273,-2.708794913,0.000357365,-7.93675257,-8.845373886,0.000115675,-9.064724766,-8.023436139,0.000747688,-7.198524845,-8.227379014,0.00035995,-7.929545332,-8.61814242,0.087213244,-2.439399084,-4.069210117,0.002972011,-5.818516404,-8.125112527,0.078343092,-2.546657476,2.39105E-05,-10.64119266,-9.575797403
U1456,A,4,H,3,98,27.48,30.44,980,-378,28324,-6111,-3463,122836,-45236,-1110,1532999,2606,-199,266,120446,89758,522,17,199,48,1180,473,136456,-1108,5080,-55,-19,96,26,-0.000246576,#NUM!,#NUM!,0.018476203,-3.991271725,-1.893429469,-0.000724071,#NUM!,#NUM!,0.001699936,-6.377164748,-5.540990389,0.000173516,-8.659240197,-6.382001191,0.078568871,-2.543779707,-2.710553698,0.000340509,-7.985068918,-8.887868113,0.000129811,-8.949431681,-7.942857802,0.000769733,-7.169466788,-8.210813016,0.000308546,-8.083641117,-8.718659101,0.089012452,-2.418979008,-4.053106846,0.003313766,-5.709669965,-8.026399691,0.080127906,-2.524131094,1.10894E-05,-11.40952316,-10.09465099
U1456,A,4,H,3,100,27.5,30.46,1000,118,36913,-6725,-3389,105558,-48096,-843,1645184,2673,-539,-56,125023,94714,614,28,152,39,1218,359,137591,-1670,5095,-32,-84,70,28,7.17245E-05,-9.542678166,-3.163268056,0.022437004,-3.797043719,-1.727189719,-0.000512405,#NUM!,#NUM!,0.001624742,-6.422406074,-5.56482352,-3.40387E-05,#NUM!,#NUM!,0.075993324,-2.577109791,-2.736441174,0.000373211,-7.893367862,-8.807217035,9.23909E-05,-9.289482269,-8.180519158,0.000740343,-7.208397342,-8.233007325,0.000218213,-8.430040402,-8.944615354,0.083632591,-2.481321995,-4.102270525,0.003096918,-5.777347844,-8.08777676,0.06416182,-2.746346946,1.70194E-05,-10.98115828,-9.805376186
U1456,A,4,H,3,102,27.52,30.48,1020,2428,66142,-4725,-3103,91214,-28738,8533,1370693,7858,-215,1245,185255,65295,617,133,194,27,985,555,61736,-176,3475,224,271,92,30,0.001771367,-6.336003857,-1.771892074,0.048254423,-3.031267784,-1.071762097,0.006225318,-5.079130731,-3.149775003,0.005732867,-5.161539609,-4.900599066,0.0009083,-7.0039362,-5.713589438,0.135154261,-2.001338476,-2.289239594,0.000450137,-7.705957985,-8.642390048,0.000141534,-8.86296885,-7.882428929,0.000718615,-7.238185368,-8.249989478,0.000404905,-7.811858896,-8.541375558,0.045039991,-3.100204501,-4.59032127,0.002535214,-5.977477251,-8.269274119,0.066545901,-2.709863336,9.70312E-05,-9.240477881,-8.629894713
U1456,A,4,H,3,104,27.54,30.5,1040,1682,50802,-4633,-3508,107101,-41606,3990,1395999,5581,15,1340,165553,80391,482,170,196,28,1089,642,67899,33,3425,167,220,67,41,0.001204872,-6.721382005,-1.939107652,0.036391144,-3.313429843,-1.313264603,0.002858168,-5.857574336,-3.501709357,0.003997854,-5.521997595,-5.090488333,0.000959886,-6.948695953,-5.691283426,0.118591059,-2.132074182,-2.390782017,0.000345272,-7.971176732,-8.875649936,0.000140401,-8.871006187,-7.888046224,0.000780087,-7.156105723,-8.203195873,0.000459886,-7.684532542,-8.458320577,0.048638287,-3.02334426,-4.529709283,0.00245344,-6.010264095,-8.299008508,0.076719969,-2.567593253,0.000121777,-9.013322409,-8.476496623
U1456,A,4,H,3,106,27.56,30.52,1060,1293,55981,-5267,-3511,110476,-12737,8681,1655903,5029,-663,202,163182,50008,569,71,183,84,1018,489,117417,-823,4675,33,122,81,19,0.000780843,-7.155136659,-2.127313796,0.033806932,-3.387089411,-1.376309827,0.005242457,-5.250965029,-3.22746129,0.003037014,-5.796880601,-5.235296701,0.000121988,-9.01158934,-6.524279775,0.098545627,-2.317235616,-2.534596903,0.000343619,-7.975976603,-8.879871423,0.000110514,-9.110370884,-8.055338211,0.00061477,-7.39426184,-8.338968675,0.000295307,-8.127494548,-8.747264694,0.070908139,-2.646370057,-4.232427427,0.002823233,-5.869872596,-8.171687457,0.066716468,-2.707303456,4.28769E-05,-10.05717716,-9.181411736
U1456,A,4,H,3,108,27.58,30.54,1080,445,43324,-5537,-4635,106763,-50864,-892,1478371,6714,136,446,175024,98339,451,50,171,32,946,457,114048,-549,5427,171,-8,50,47,0.000301007,-8.108377082,-2.540924816,0.029305229,-3.529989331,-1.498617868,-0.000603367,#NUM!,#NUM!,0.004541485,-5.394501186,-5.023323225,0.000301683,-8.106132412,-6.158656268,0.118389768,-2.133772978,-2.392101472,0.000305066,-8.094984024,-8.984538449,0.000115668,-9.064787807,-8.023480199,0.000639894,-7.354208795,-8.316134434,0.000309124,-8.081767973,-8.717437249,0.07714437,-2.562076672,-4.165953664,0.003670932,-5.60730959,-7.933569067,0.072216649,-2.62808466,3.3821E-05,-10.29442836,-9.34162747
U1456,A,4,H,3,110,27.6,30.56,1100,270,45836,-5137,-4318,95753,-42882,-1774,1770727,4274,-525,1,160785,91545,590,16,146,37,1131,424,142423,-1098,5229,-40,116,82,20,0.00015248,-8.788478796,-2.836020949,0.025885413,-3.654075667,-1.604823364,-0.001001848,#NUM!,#NUM!,0.002413698,-6.026595319,-5.356310414,5.6474E-07,-14.38690075,-8.694830525,0.090801688,-2.399077407,-2.598163422,0.000333196,-8.006778218,-8.906961443,8.2452E-05,-9.403294133,-8.26006227,0.000638721,-7.356043279,-8.317180273,0.00023945,-8.337167299,-8.884034229,0.080431936,-2.520343973,-4.133043257,0.002953024,-5.82492542,-8.130924864,0.054075529,-2.917373517,9.03584E-06,-11.61431203,-10.23294492
U1456,A,4,H,3,112,27.62,30.58,1120,-367,30736,-5468,-4589,118037,-43498,-7586,1678779,3320,47,422,108913,86979,585,56,145,86,1005,134,150836,-1276,5300,-84,73,82,49,-0.000218611,#NUM!,#NUM!,0.018308544,-4.000387416,-1.90123159,-0.00451876,#NUM!,#NUM!,0.001977628,-6.22585724,-5.461281594,0.000251373,-8.288571987,-6.232325369,0.064876318,-2.735272624,-2.859286247,0.000348468,-7.961965454,-8.867548617,8.63723E-05,-9.356843559,-8.227597963,0.000598649,-7.420834481,-8.354117738,7.98199E-05,-9.435737501,-9.600631572,0.089848634,-2.409628869,-4.045733326,0.003157056,-5.758115202,-8.070334677,0.07031122,-2.654823888,3.33576E-05,-10.30822561,-9.350944755
U1456,A,4,H,3,114,27.64,30.6,1140,1040,44437,-5270,-4205,107583,-23402,-1390,1637218,5014,-390,365,123878,71649,545,12,128,63,940,270,134722,-1417,4549,-138,-126,81,9,0.000635224,-7.361533026,-2.21686918,0.027141773,-3.606681283,-1.56425851,-0.000849001,#NUM!,#NUM!,0.003062512,-5.788519739,-5.230892199,0.000222939,-8.408611664,-6.28079739,0.075663717,-2.581456529,-2.739817286,0.000332882,-8.007723223,-8.907792575,7.81814E-05,-9.456478754,-8.297233001,0.000574145,-7.462629143,-8.377944874,0.000164914,-8.710087059,-9.127289789,0.082287148,-2.497540343,-4.115060314,0.002778494,-5.88584631,-8.186174019,0.065710858,-2.722491096,7.32951E-06,-11.82360237,-10.37427868
U1456,A,4,H,3,116,27.66,30.62,1160,1658,58040,-4646,-3685,101331,-33629,5093,1522818,7460,-382,751,185291,69864,545,48,149,25,1095,529,105272,-491,4705,276,166,72,23,0.001088771,-6.822705788,-1.983072041,0.03811355,-3.267185417,-1.273683998,0.003344457,-5.700450797,-3.430673805,0.004898813,-5.318762431,-4.983424048,0.000493165,-7.614667472,-5.960202725,0.121676392,-2.106390283,-2.370833332,0.000357889,-7.935287329,-8.844085206,9.78449E-05,-9.232126818,-8.140433433,0.000719062,-7.237563482,-8.249634941,0.000347382,-7.965084692,-8.641324745,0.069129732,-2.671770368,-4.252458112,0.003089667,-5.779692072,-8.08990274,0.066541767,-2.709925459,3.15205E-05,-10.36487211,-9.389198138
U1456,A,4,H,3,118,27.68,30.64,1180,1063,52386,-5237,-4452,96584,-44995,3144,1658709,6129,-311,20,194588,86193,569,22,165,65,1108,603,129819,-1465,4603,-121,50,51,34,0.00064086,-7.352699769,-2.21303643,0.031582393,-3.455155488,-1.434567582,0.00189545,-6.268298993,-3.687397975,0.003695042,-5.600763263,-5.131982087,1.20576E-05,-11.32581787,-7.458765257,0.117312922,-2.142910365,-2.399198481,0.000343038,-7.977669713,-8.881360512,9.9475E-05,-9.215604673,-8.128886106,0.000667989,-7.31123828,-8.291636943,0.000363536,-7.91963295,-8.611676573,0.078265084,-2.547653695,-4.154579704,0.00277505,-5.887086603,-8.18729884,0.058228417,-2.843381772,1.32633E-05,-11.23050769,-9.973761845
U1456,A,4,H,3,120,27.7,30.66,1200,1327,49988,-5246,-4012,105499,-35522,2785,1619321,5833,-169,239,180092,79053,649,70,118,27,1107,590,132519,-1544,4644,-11,-16,75,19,0.000819479,-7.106841449,-2.106358505,0.030869729,-3.477979228,-1.454102421,0.001719857,-6.365514331,-3.731349029,0.003602127,-5.626230757,-5.145398363,0.000147593,-8.821053932,-6.447341578,0.111214515,-2.196294373,-2.44066184,0.000400785,-7.822084767,-8.744523552,7.287E-05,-9.526832859,-8.346403485,0.00068362,-7.288108551,-8.278450685,0.00036435,-7.917394947,-8.610216724,0.081836152,-2.503036173,-4.119394326,0.002867869,-5.854186141,-8.157461411,0.065150146,-2.73106073,4.3228E-05,-10.04902224,-9.17590472
U1456,A,4,H,3,122,27.72,30.68,1220,1173,45507,-5251,-3980,106919,-47798,625,1597699,6552,-214,297,181057,89463,577,94,160,59,1273,530,132671,-941,4618,-31,151,67,42,0.000734181,-7.216755178,-2.154050072,0.028482837,-3.558453588,-1.522980426,0.000391188,-7.846323377,-4.400822799,0.004100898,-5.496549402,-5.077082225,0.000185892,-8.590342888,-6.354180458,0.113323599,-2.177507849,-2.426070347,0.000361144,-7.926232761,-8.836121713,0.000100144,-9.208901212,-8.124201057,0.000796771,-7.134943429,-8.191131249,0.000331727,-8.011198021,-8.671404469,0.083038795,-2.488447369,-4.107889595,0.002890407,-5.846358037,-8.150362104,0.066920615,-2.70424821,5.88346E-05,-9.740780245,-8.967748899
U1456,A,4,H,3,124,27.74,30.7,1240,987,52325,-5660,-3448,115866,-29532,6059,1521196,9798,-94,134,187959,71501,676,126,136,100,1190,638,125529,-816,5021,-56,77,118,4,0.000648832,-7.340337386,-2.207672392,0.034397277,-3.369777878,-1.361492886,0.00398305,-5.525707377,-3.351672305,0.006440985,-5.045073863,-4.839244911,8.80886E-05,-9.337167626,-6.655748287,0.123560015,-2.091028293,-2.358901675,0.000444387,-7.718814349,-8.65369722,8.94033E-05,-9.32235254,-8.20349219,0.000782279,-7.153298839,-8.201595668,0.000419407,-7.776669142,-8.518421281,0.082519938,-2.494715339,-4.112832516,0.003300692,-5.713623029,-8.029984725,0.0761677,-2.574817796,8.28296E-05,-9.398725519,-8.736759343
U1456,A,4,H,3,126,27.76,30.72,1260,728,44330,-4992,-1799,104025,-39590,-4086,1141107,15649,163,411,152110,86013,518,28,199,76,554,527,87509,-574,5246,30,69,117,32,0.000637977,-7.357208354,-2.214992705,0.038848241,-3.248092474,-1.257342349,-0.003580733,#NUM!,#NUM!,0.013713876,-4.289347106,-4.441128055,0.000360177,-7.928916187,-6.087096356,0.133300383,-2.01515018,-2.299967144,0.000453945,-7.69753416,-8.634981293,0.000174392,-8.654204577,-7.736523579,0.000485493,-7.630344715,-8.473559522,0.000461832,-7.680308853,-8.455565465,0.076687813,-2.568012478,-4.17063464,0.00459729,-5.382288241,-7.729497206,0.091161477,-2.395122868,2.45376E-05,-10.61530489,-9.558315393
U1456,A,4,H,3,128,27.78,30.74,1280,2111,52170,-4903,-2990,96160,-47860,24,1184321,14361,1,935,195375,88619,605,75,128,57,837,624,101506,-689,5240,51,62,97,43,0.001782456,-6.329763125,-1.76918422,0.044050557,-3.122417277,-1.149776947,2.02648E-05,-10.80662634,-5.739175769,0.012125935,-4.412408694,-4.5059569,0.000789482,-7.144133643,-5.770201165,0.164967944,-1.802004105,-2.134416588,0.000510841,-7.579451715,-8.531127783,0.000108079,-9.132649909,-8.070909021,0.000706734,-7.254856102,-8.259493464,0.000526884,-7.548529804,-8.369605991,0.085708182,-2.456806984,-4.082937987,0.004424476,-5.420603395,-7.764245219,0.081194203,-2.510911423,6.33274E-05,-9.667192059,-8.918054797
U1456,A,4,H,3,130,27.8,30.76,1300,3061,72877,-3888,-2816,114752,-24866,21150,1276302,18197,-144,650,297430,57575,625,80,183,81,962,678,97024,-375,5200,-81,172,85,36,0.002398335,-6.032980453,-1.640410219,0.057100122,-2.862949024,-0.92769807,0.016571313,-4.100082208,-2.707147166,0.014257597,-4.250465368,-4.420645156,0.000509284,-7.582505029,-5.947215531,0.233040456,-1.45654321,-1.866097111,0.000489696,-7.621725742,-8.56830779,0.000143383,-8.849991239,-7.873358877,0.00075374,-7.190462941,-8.222782923,0.000531222,-7.540330104,-8.364257327,0.076019625,-2.576763742,-4.177535887,0.004074271,-5.503063487,-7.839028277,0.089909755,-2.408948835,6.26811E-05,-9.677450757,-8.924982496
U1456,A,4,H,3,132,27.82,30.78,1320,2037,61887,-5640,-1847,122802,-24229,17987,1263090,13918,-159,228,283851,59138,557,62,168,68,1028,874,96722,-598,5133,50,-9,77,54,0.001612712,-6.429838241,-1.812606813,0.048996509,-3.016006237,-1.058699738,0.014240474,-4.251667104,-2.775678698,0.011019009,-4.508133412,-4.556384682,0.00018051,-8.619726029,-6.36604537,0.224727454,-1.492866926,-1.894309742,0.000440982,-7.726506418,-8.660462394,0.000133007,-8.925107678,-7.925857756,0.000813877,-7.113701212,-8.179021061,0.000691954,-7.275991282,-8.191829113,0.076575699,-2.569475494,-4.171788375,0.004063843,-5.505626095,-7.841352306,0.097223476,-2.330743076,4.9086E-05,-9.921937273,-9.09008424
U1456,A,4,H,3,134,27.84,30.8,1340,2997,71533,-4192,-4022,92456,-32521,12612,1399182,12904,-393,270,250838,72567,573,44,190,64,884,665,104299,-592,4712,196,62,113,38,0.002141966,-6.146031271,-1.689462968,0.051124872,-2.973484177,-1.022305107,0.009013838,-4.708994317,-2.982436331,0.009222531,-4.686105718,-4.650140492,0.00019297,-8.552976379,-6.339091862,0.179274748,-1.718835747,-2.069819724,0.000409525,-7.800512621,-8.725550851,0.000135794,-8.904374266,-7.911367174,0.000631798,-7.366941275,-8.323393221,0.000475278,-7.651611297,-8.436846049,0.07454284,-2.596381285,-4.193006281,0.003367682,-5.693530613,-8.011762913,0.066078609,-2.716910203,3.14469E-05,-10.3672087,-9.390776038
U1456,A,4,H,3,136,27.86,30.82,1360,1161,53634,-4879,-3336,106941,-35347,4991,1434848,8980,53,218,182788,74314,489,78,155,36,883,605,109792,-397,4538,103,34,98,50,0.000809145,-7.119532497,-2.11186515,0.037379569,-3.286631004,-1.290327476,0.003478417,-5.661177909,-3.412918533,0.006258503,-5.073814317,-4.854385382,0.000151932,-8.792074415,-6.435639649,0.127391891,-2.060487188,-2.335180399,0.000340803,-7.984206989,-8.887110047,0.000108025,-9.133144361,-8.071254594,0.000615396,-7.393244278,-8.338388563,0.000421647,-7.77134102,-8.514945747,0.07651821,-2.570226533,-4.172380644,0.003162704,-5.756327813,-8.068713694,0.07453124,-2.596536919,5.43612E-05,-9.819860652,-9.021151898
U1456,A,4,H,3,138,27.88,30.84,1380,53,30858,-5077,-3928,115815,-44092,-5172,1657494,2279,-553,30,114876,89933,516,34,137,44,1308,347,149253,-1292,4598,-56,-51,62,42,3.1976E-05,-10.35052547,-3.513793,0.018617262,-3.983666066,-1.886919786,-0.003120373,#NUM!,#NUM!,0.001374967,-6.589325352,-5.652756595,1.80996E-05,-10.91962,-7.294742556,0.069307038,-2.669208816,-2.807974488,0.000311313,-8.074710616,-8.966707986,8.26549E-05,-9.400836455,-8.258344599,0.000789143,-7.144562849,-8.19661528,0.000209352,-8.471492601,-8.971654624,0.090047385,-2.40741925,-4.04399082,0.002774067,-5.887440676,-8.187619949,0.069873556,-2.661068012,2.05129E-05,-10.79445686,-9.679296715
U1456,A,4,H,3,140,27.9,30.86,1400,-419,29629,-5842,-3881,136601,-21552,-1188,1690211,1803,-432,565,117909,62732,599,13,117,46,1298,161,152560,-1920,4796,-59,-51,63,29,-0.000247898,#NUM!,#NUM!,0.017529764,-4.043855041,-1.938435529,-0.000702871,#NUM!,#NUM!,0.001066731,-6.843156708,-5.786474954,0.000334278,-8.0035382,-6.117228725,0.069759929,-2.662695512,-2.802915604,0.000354394,-7.945102333,-8.852717502,6.92221E-05,-9.578189996,-8.382296988,0.000767951,-7.171784034,-8.212134078,9.52544E-05,-9.258959566,-9.485319325,0.09026092,-2.405050691,-4.042122975,0.002837516,-5.864826415,-8.167111076,0.080818904,-2.515544384,7.69135E-06,-11.77541457,-10.34173746
U1456,A,4,H,3,142,27.92,30.88,1420,579,47310,-5217,-4348,112649,-36601,-1670,1679793,7528,-397,270,128119,90229,506,53,149,50,973,435,146220,-734,5669,78,64,116,14,0.000344685,-7.972878652,-2.482132047,0.028164185,-3.569704161,-1.532609791,-0.00099417,#NUM!,#NUM!,0.004481505,-5.407796448,-5.030327169,0.000160734,-8.735759171,-6.412899553,0.076270707,-2.573466331,-2.733611299,0.000301228,-8.10764446,-8.995673303,8.87014E-05,-9.330234824,-8.209001118,0.000579238,-7.453797047,-8.372909697,0.00025896,-8.258835098,-8.832938135,0.08704644,-2.441313514,-4.070719837,0.003374821,-5.691413115,-8.009842554,0.067061239,-2.702149061,3.15515E-05,-10.36388922,-9.388534388
U1456,A,4,H,3,144,27.94,30.9,1440,447,35491,-5889,-4266,113570,-39282,-3884,1813153,3166,-499,-92,123239,87977,556,44,135,62,1194,363,147878,-1556,4630,-33,116,66,40,0.000246532,-8.308019282,-2.627549566,0.019574189,-3.933543454,-1.844019843,-0.002142125,#NUM!,#NUM!,0.00174613,-6.350353636,-5.526866296,-5.07403E-05,#NUM!,#NUM!,0.067969443,-2.688697038,-2.82311099,0.000306648,-8.089809582,-8.979987528,7.44559E-05,-9.505303098,-8.331356335,0.000658521,-7.325513583,-8.299775294,0.000200204,-8.516175042,-9.00080098,0.081558479,-2.506434988,-4.122074632,0.002553563,-5.97026573,-8.26273399,0.062636744,-2.770403211,2.42671E-05,-10.62638824,-9.56579998
U1456,A,4,H,3,146,27.96,30.92,1460,31,17596,-4447,-3078,65595,-42745,-9051,1127429,2383,-37,267,67935,78654,467,54,70,57,776,128,92752,-1198,2436,-68,-64,72,24,2.74962E-05,-10.50146317,-3.579284871,0.015607191,-4.160023495,-2.037864109,-0.008028,#NUM!,#NUM!,0.002113659,-6.1593349,-5.426237625,0.000236822,-8.348201719,-6.256403854,0.060256566,-2.809143733,-2.916661937,0.000414217,-7.78912112,-8.715532025,6.20882E-05,-9.686955135,-8.458312944,0.000688292,-7.281297857,-8.274567908,0.000113533,-9.083420113,-9.37081494,0.082268595,-2.497765834,-4.115238136,0.002160668,-6.137337748,-8.414251604,0.058181047,-2.844195625,4.78966E-05,-9.946466331,-9.106648713
