Site,Hole,Core,Core Type,Section,Interval (cm),Depth (CSF-A),Depth (CCSF), Sample_ID ,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ni_Area,Cu_Area,Zn_Area,Ga_Area,Br_Area,Rb_Area,Sr_Area,Y_Area,Zr_Area,Nb_Area,Mo_Area,Pb_Area,Bi_Area,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,Si/Ca,ln(Si/Ca),ln(Si/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Ni/Ca,ln(Ni/Ca),ln(Ni/Ca) predicted,Zn/Ca,ln(Zn/Ca),ln(Zn/Ca) predicted,Br/Ca,ln(Br/Ca),ln(Br/Ca) predicted,Rb/Ca,ln(Rb/Ca),ln(Rb/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Cl/Ca,ln(Cl/Ca),Cu/Ca,ln(Cu/Ca),ln(Cu/Ca) predicted
U1456,A,3,H,2,80,16.3,18.25,800,7798,117964,-2190,-2328,84030,-41024,35804,885783,26447,1070,498,377607,73236,671,52,291,99,926,1722,56895,140,4788,172,392,141,33,0.008803511,-4.732604709,-1.076177183,0.13317483,-2.016092506,-0.202873576,0.040420735,-3.208412381,-2.304023237,0.0298572,-3.511329269,-4.031268259,0.000562214,-7.483627202,-5.907288664,0.426297411,-0.852618027,-1.397028422,0.000757522,-7.185458142,-8.184610436,0.000328523,-8.020904011,-7.293909814,0.001045403,-6.863353044,-8.03629757,0.001944043,-6.242985594,-7.517999503,0.064231307,-2.745264536,-4.310415613,0.005405387,-5.220359212,-7.582643769,0.094865221,-2.355298122,5.87051E-05,-9.74298356,-8.969236798
U1456,A,3,H,2,82,16.32,18.27,820,8024,121483,-3135,-1377,87933,-17133,34064,854231,23880,1080,1312,306126,48458,612,92,253,60,709,1276,54433,-94,4630,253,277,160,33,0.009393244,-4.667764598,-1.048043059,0.142213289,-1.950427314,-0.146670738,0.039876801,-3.221960541,-2.310148361,0.027954968,-3.57716036,-4.065948078,0.001535884,-6.478648958,-5.501478449,0.358364424,-1.026204867,-1.53185332,0.000716434,-7.241224645,-8.233657076,0.000296173,-8.124567439,-7.366360183,0.000829986,-7.094101401,-8.167847209,0.001493741,-6.506471464,-7.689871336,0.06372164,-2.753231061,-4.316698015,0.00542008,-5.217644781,-7.580182052,0.102938198,-2.273626488,0.000107699,-9.136168351,-8.559454487
U1456,A,3,H,2,84,16.34,18.29,840,8705,116859,-2637,-2186,87488,-41051,38284,875286,25309,949,633,392945,72426,752,31,271,65,991,1732,65083,82,4730,204,174,104,53,0.009945321,-4.610653117,-1.023262387,0.133509504,-2.01358261,-0.200725356,0.043738847,-3.129518636,-2.268355375,0.02891512,-3.543390626,-4.048158182,0.000723192,-7.231835547,-5.805615194,0.448933263,-0.800881037,-1.356844302,0.000859148,-7.059569645,-8.073891503,0.000309613,-8.080187148,-7.335342798,0.001132201,-6.783591435,-7.990825477,0.001978782,-6.22527388,-7.506446152,0.074356268,-2.598887312,-4.194982534,0.005403948,-5.220625488,-7.582885255,0.099953615,-2.303049049,3.5417E-05,-10.24831876,-9.310489662
U1456,A,3,H,2,86,16.36,18.31,860,7487,111604,-2881,-1480,97339,-25428,37521,887481,26370,449,1048,364129,54524,690,71,277,100,895,1689,63612,-152,5025,216,141,161,31,0.008436237,-4.775218929,-1.094667493,0.125753678,-2.073430221,-0.251948926,0.042278088,-3.163486336,-2.283712173,0.029713312,-3.516160112,-4.033813147,0.00118087,-6.741503527,-5.607619124,0.410294981,-0.890878912,-1.426745651,0.000777481,-7.159450794,-8.161736973,0.000312119,-8.072124885,-7.329708082,0.001008472,-6.899318673,-8.056801576,0.001903139,-6.264250475,-7.531870585,0.071677027,-2.635584981,-4.223922316,0.005662093,-5.173961659,-7.540565828,0.109680095,-2.210187382,8.00017E-05,-9.433462515,-8.760217236
U1456,A,3,H,2,88,16.38,18.33,880,7082,103121,-2680,-2314,91051,-37769,32875,916375,25350,851,529,338794,64896,649,97,272,36,818,1308,63110,-124,5414,313,214,114,6,0.007728277,-4.862869316,-1.132698996,0.112531442,-2.184522614,-0.347032905,0.035875051,-3.327713179,-2.357959128,0.027663347,-3.58764694,-4.071472408,0.000577275,-7.457192517,-5.896614338,0.36971109,-0.995033416,-1.507642455,0.000708225,-7.252748232,-8.24379207,0.000296822,-8.122378882,-7.364830601,0.000892648,-7.021318612,-8.126353741,0.001427363,-6.551926417,-7.719521601,0.068869186,-2.675546434,-4.255435918,0.005908062,-5.131437478,-7.502000649,0.099359978,-2.30900588,0.000105852,-9.15346997,-8.571138271
U1456,A,3,H,2,90,16.4,18.35,900,6479,108795,-2427,-2491,101158,-34326,32022,972111,25226,375,803,342764,66684,701,116,330,74,894,1527,72735,-210,5014,100,-41,132,70,0.006664877,-5.010903818,-1.196931167,0.111916232,-2.190004618,-0.351724953,0.032940683,-3.413046829,-2.396538471,0.025949712,-3.651594787,-4.105160134,0.000826037,-7.098870561,-5.751923932,0.352597594,-1.042427832,-1.544453697,0.000721111,-7.234717387,-8.227933942,0.000339467,-7.98813262,-7.271005888,0.000919648,-6.991519499,-8.109365267,0.001570808,-6.456164969,-7.657056409,0.074821702,-2.592647296,-4.190061658,0.005157847,-5.267235996,-7.625156325,0.104060133,-2.262786345,0.000119328,-9.033635083,-8.490213772
U1456,A,3,H,2,92,16.42,18.37,920,7044,116868,-2834,-1376,87641,-25357,30281,834020,23090,964,220,278654,65212,590,46,258,77,601,1185,58753,-104,4525,81,19,141,28,0.008445841,-4.774081192,-1.094173829,0.140126136,-1.96521229,-0.159325199,0.036307283,-3.31573693,-2.352544666,0.027685187,-3.58685776,-4.071056668,0.000263783,-8.240385116,-6.21286751,0.334109494,-1.096286514,-1.586285735,0.000707417,-7.253890125,-8.244796365,0.000309345,-8.081053077,-7.335947995,0.000720606,-7.235417727,-8.248411646,0.001420829,-6.556514608,-7.722514479,0.070445553,-2.652915167,-4.237588901,0.005425529,-5.216639806,-7.57927064,0.105082612,-2.253008458,5.51546E-05,-9.805371265,-9.011367216
U1456,A,3,H,2,94,16.44,18.39,940,6003,98593,-2928,-2641,107628,-27771,34279,913189,25797,569,1056,376579,59601,781,137,319,82,928,1596,69873,-38,5080,238,216,113,54,0.006573667,-5.024683525,-1.202910181,0.107965602,-2.225942604,-0.382484275,0.037537684,-3.282409947,-2.337477537,0.028249355,-3.566684663,-4.06042948,0.001156387,-6.762454684,-5.616079201,0.412377941,-0.885815016,-1.422812523,0.000855245,-7.064122998,-8.077896177,0.000349325,-7.959507045,-7.250999474,0.001016219,-6.891666415,-8.052439023,0.001747721,-6.34944237,-7.587441258,0.076515376,-2.570263561,-4.172409844,0.005562923,-5.191631607,-7.556590705,0.117859501,-2.138262032,0.000150024,-8.804717222,-8.33562554
U1456,A,3,H,2,96,16.46,18.41,960,4722,89653,-4633,-1944,111945,-30859,29713,1011399,22557,939,1044,338831,60089,660,62,265,68,862,1535,77158,-206,5105,12,159,161,7,0.004668781,-5.366857361,-1.351379409,0.088642563,-2.423143137,-0.551268211,0.029378119,-3.527505139,-2.448285074,0.022302771,-3.803044361,-4.184943769,0.001032234,-6.87603031,-5.661941039,0.335012196,-1.093588342,-1.584190065,0.000652561,-7.334605244,-8.315785312,0.000262013,-8.247115253,-7.45200885,0.000852285,-7.067589808,-8.15273295,0.0015177,-6.490559419,-7.679491909,0.076288389,-2.573234532,-4.174752752,0.005047464,-5.288869348,-7.644775612,0.110683321,-2.201082121,6.13012E-05,-9.699710694,-8.940014632
U1456,A,3,H,2,98,16.48,18.43,980,4250,71348,-3744,-1253,96980,-41922,18433,934133,17483,164,647,264701,72291,567,56,190,43,688,852,82073,-256,4727,60,129,192,35,0.004549673,-5.392699843,-1.362592462,0.076378845,-2.572049514,-0.678717179,0.019732736,-3.92547629,-2.628207831,0.01871575,-3.978389846,-4.277315771,0.000692621,-7.275027811,-5.82305623,0.283365431,-1.261017939,-1.714232633,0.00060698,-7.407014802,-8.379469518,0.000203397,-8.500350033,-7.628994638,0.000736512,-7.213585267,-8.235964961,0.000912076,-6.999787579,-8.011661437,0.08786008,-2.432009731,-4.063382874,0.005060307,-5.286328075,-7.642470931,0.103818193,-2.265114055,5.99486E-05,-9.722022415,-8.955081737
U1456,A,3,H,2,100,16.5,18.45,1000,6894,101012,-2562,-2003,105870,-29327,36109,892134,26745,1216,413,390564,56423,645,110,304,64,930,1721,53563,246,5165,208,222,142,37,0.007727539,-4.862964877,-1.13274046,0.113225143,-2.178377024,-0.341772895,0.040474861,-3.207074204,-2.303418248,0.02997868,-3.507268806,-4.029129207,0.000462935,-7.677924032,-5.985745724,0.437786252,-0.826024497,-1.376373227,0.000722986,-7.232121308,-8.22565069,0.000340756,-7.984343923,-7.268357968,0.001042444,-6.866187038,-8.037913231,0.001929082,-6.250710828,-7.523038673,0.060039187,-2.812757814,-4.363640812,0.005789489,-5.151711243,-7.520386926,0.118670514,-2.131404419,0.0001233,-9.000891259,-8.468101867
U1456,A,3,H,2,102,16.52,18.47,1020,7464,112472,-1919,-1516,108209,-26068,37448,790188,31925,1463,720,375289,52787,772,124,365,86,698,1801,52828,194,5786,252,195,118,31,0.009445853,-4.662179428,-1.045619654,0.142335748,-1.94956659,-0.145934044,0.047391254,-3.049317588,-2.232096481,0.040401778,-3.20888149,-3.871938769,0.000911176,-7.000774959,-5.712312928,0.474936344,-0.744574496,-1.313111011,0.000976983,-6.931041621,-7.960851105,0.000461915,-7.680128817,-7.05574203,0.000883334,-7.031807068,-8.132333209,0.002279204,-6.083928826,-7.414246773,0.066854976,-2.705229539,-4.278844014,0.007322308,-4.916829685,-7.307372842,0.136940829,-1.98820635,0.000156925,-8.759744605,-8.305255532
U1456,A,3,H,2,104,16.54,18.49,1040,7366,124425,-2533,-942,86637,-15373,31720,716800,33729,907,925,311355,45613,522,37,249,51,509,1157,49444,-232,5399,233,529,136,45,0.010276228,-4.577922044,-1.009060375,0.173583984,-1.751093737,0.023938871,0.044252232,-3.117849465,-2.263079743,0.047054967,-3.05643886,-3.791631992,0.001290458,-6.652758403,-5.571783843,0.434368025,-0.833863121,-1.382461486,0.000728237,-7.224884553,-8.219285964,0.000347377,-7.965099244,-7.254907862,0.0007101,-7.250104124,-8.256784361,0.001614118,-6.428966413,-7.639314791,0.068978795,-2.673956146,-4.254181816,0.007532087,-4.88858311,-7.281756023,0.12086635,-2.113069886,5.16183E-05,-9.871634228,-9.056114594
U1456,A,3,H,2,106,16.56,18.51,1060,9983,127513,-1873,-2022,72334,-34235,40811,785243,30656,1161,958,387563,66135,637,76,332,82,932,1634,51745,222,4880,194,156,117,20,0.012713262,-4.365109578,-0.916721046,0.162386675,-1.817774904,-0.03313354,0.051972447,-2.957041571,-2.190378494,0.039040144,-3.243164822,-3.889999228,0.001220005,-6.708900725,-5.594454113,0.493558045,-0.706114808,-1.283239371,0.000811214,-7.116978847,-8.124382896,0.000422799,-7.768613534,-7.117583999,0.001186894,-6.736415688,-7.963930584,0.002080885,-6.174962228,-7.473627861,0.065896799,-2.719665415,-4.290228146,0.006214637,-5.080848004,-7.456121055,0.092116708,-2.384698943,9.67853E-05,-9.243015163,-8.631608139
U1456,A,3,H,2,108,16.58,18.53,1080,10598,133891,-1126,-2354,90676,-25257,51331,785910,33996,1340,342,455324,57695,726,68,383,92,1123,2070,48450,165,5072,127,153,206,21,0.013485005,-4.306176978,-0.891150191,0.170364291,-1.769816246,0.007914275,0.065314094,-2.728547424,-2.08707629,0.043256861,-3.140599411,-3.83596777,0.000435164,-7.739786824,-6.01072592,0.57935896,-0.545833029,-1.158748513,0.00092377,-6.987047546,-8.010108317,0.000487333,-7.626562572,-7.018304581,0.001428917,-6.550838606,-7.858133089,0.002633889,-5.939293675,-7.319901264,0.06164828,-2.786309944,-4.342784022,0.006453665,-5.043107065,-7.421893797,0.115377079,-2.159549569,8.65239E-05,-9.355089856,-8.70729218
U1456,A,3,H,2,110,16.6,18.55,1100,7561,99639,-1848,-395,125380,-17465,39374,549563,27272,1025,556,377556,42634,686,49,270,69,954,1776,42305,74,4673,310,129,170,31,0.013758204,-4.28611996,-0.882447451,0.181305874,-1.707569763,0.06119104,0.071646017,-2.636017717,-2.04524361,0.049624884,-3.003262882,-3.763618886,0.001011713,-6.896110402,-5.67004938,0.687011316,-0.375404515,-1.026376687,0.001248265,-6.686001068,-7.745337939,0.000491299,-7.618456737,-7.012639413,0.001735925,-6.356215024,-7.747178185,0.003231659,-5.734759772,-7.1864838,0.076979345,-2.564218135,-4.167642421,0.00850312,-4.767322153,-7.171784461,0.228144908,-1.477774291,8.91618E-05,-9.325058398,-8.687011936
U1456,A,3,H,2,112,16.62,18.57,1120,5646,96767,-1894,-594,74587,-32073,25229,554496,27154,1082,1045,271079,62818,538,34,236,98,466,1342,35239,11,4494,70,243,123,35,0.01018222,-4.587112263,-1.013048011,0.174513432,-1.745753566,0.028509523,0.045498976,-3.090065467,-2.250518597,0.048970597,-3.016535228,-3.770610758,0.001884594,-6.274042708,-5.418858445,0.488874582,-0.715649302,-1.290644813,0.00097025,-6.937956312,-7.966932576,0.000425612,-7.761983067,-7.112949966,0.000840403,-7.081629238,-8.160736829,0.002420216,-6.023898555,-7.375089027,0.063551405,-2.755906169,-4.318807605,0.008104657,-4.815316419,-7.215310461,0.134513143,-2.006093364,6.13169E-05,-9.699454347,-8.939841521
U1456,A,3,H,2,114,16.64,18.59,1140,7443,124195,-1257,-1084,77607,-26354,26697,539615,46026,1266,1260,313417,52093,548,62,214,49,406,887,26062,500,10780,238,156,121,10,0.013793167,-4.283581929,-0.881346199,0.230154833,-1.469003011,0.265380323,0.049474162,-3.006304723,-2.212650365,0.085294145,-2.461649468,-3.47829694,0.002334998,-6.059744201,-5.332324709,0.580815952,-0.54332135,-1.156797693,0.001015539,-6.892335914,-7.926809437,0.000396579,-7.832635186,-7.162328732,0.000752388,-7.192258042,-8.22380631,0.001643765,-6.410766219,-7.627442805,0.048297397,-3.030377608,-4.535255781,0.019977206,-3.913163357,-6.397147848,0.143819204,-1.939198293,0.000114897,-9.071476816,-8.515768294
U1456,A,3,H,2,116,16.66,18.61,1160,10571,136657,-1180,-2691,72392,-42392,44715,725655,32643,1405,1068,431985,68910,786,39,324,67,991,1986,46902,-39,4811,408,246,112,45,0.014567529,-4.228960292,-0.857645871,0.188322274,-1.669600558,0.093688882,0.061620191,-2.786765679,-2.113396764,0.044984187,-3.101444258,-3.815340835,0.001471774,-6.521286955,-5.518695672,0.595303553,-0.51868383,-1.137661731,0.001083159,-6.827873182,-7.870114463,0.000446493,-7.714086458,-7.079475026,0.001365663,-6.59611544,-7.883945412,0.002736838,-5.90095213,-7.294891074,0.06463402,-2.739014377,-4.305486738,0.006629872,-5.016169733,-7.39746433,0.099760906,-2.304978899,5.37445E-05,-9.831268328,-9.028855502
U1456,A,3,H,2,118,16.68,18.63,1180,10370,145224,-800,-2141,73060,-32126,43589,689067,33787,1139,1299,365258,61843,659,64,346,81,626,1862,39594,51,4985,286,326,137,26,0.015049335,-4.196421486,-0.843527283,0.210754542,-1.557061131,0.190011378,0.063258,-2.760533684,-2.101537278,0.049032968,-3.015262396,-3.76994023,0.001885158,-6.273743771,-5.418737735,0.530076175,-0.634734555,-1.227798329,0.000956366,-6.952370253,-7.979609638,0.000502128,-7.596655013,-6.997402188,0.000908475,-7.003743417,-8.116334122,0.002702205,-5.91368733,-7.303198245,0.057460305,-2.856660917,-4.398262799,0.00723442,-4.928905105,-7.31832404,0.106027425,-2.244057487,9.28792E-05,-9.284210704,-8.659427489
U1456,A,3,H,2,120,16.7,18.65,1200,11583,140953,-1260,-2090,79121,-29283,50908,724168,33234,1601,775,470480,49565,806,78,332,72,1090,1971,44313,126,4469,158,388,146,17,0.015994907,-4.135484904,-0.8170869,0.194641299,-1.636596908,0.121936706,0.070298605,-2.655003328,-2.053827004,0.045892666,-3.081449961,-3.80480784,0.001070194,-6.839915659,-5.647357943,0.649683499,-0.43126996,-1.069767378,0.001113001,-6.800694946,-7.846211205,0.000458457,-7.68764372,-7.060994196,0.001505176,-6.498845713,-7.828491941,0.002721744,-5.906482381,-7.298498457,0.061191602,-2.793745322,-4.348647561,0.00617122,-5.08785874,-7.462479091,0.109257797,-2.214045083,0.00010771,-9.136069862,-8.559387978
U1456,A,3,H,2,122,16.72,18.67,1220,9967,141950,-1741,-1556,80198,-29690,41408,773845,34847,938,1111,376997,63018,550,55,323,64,649,1732,44622,42,5613,164,-41,161,44,0.01287984,-4.352091959,-0.911072701,0.183434667,-1.695896712,0.071182004,0.053509424,-2.927897496,-2.177202458,0.045030982,-3.100404545,-3.814793114,0.001435688,-6.546111084,-5.528719656,0.487173788,-0.719134365,-1.293351662,0.000710737,-7.249208596,-8.24067896,0.000417396,-7.781474551,-7.126572564,0.000838669,-7.083694157,-8.161914039,0.002238174,-6.102094785,-7.426096428,0.05766271,-2.853144584,-4.395489819,0.007253391,-4.926286259,-7.315949008,0.103635741,-2.266873018,7.10737E-05,-9.551793689,-8.840126278
U1456,A,3,H,2,124,16.74,18.69,1240,9297,126904,-1822,-2085,75782,-33968,39675,823313,27060,1109,891,363099,65625,675,78,258,54,905,1551,52734,-135,4503,267,213,112,25,0.011292182,-4.483644677,-0.968153425,0.15413822,-1.869905549,-0.07775216,0.048189449,-3.032615178,-2.224545322,0.032867208,-3.415279822,-3.98066941,0.001082213,-6.828747296,-5.642848158,0.441021823,-0.81866092,-1.370653937,0.000819858,-7.106379032,-8.115060359,0.000313368,-8.068132138,-7.326917551,0.001099217,-6.81315678,-8.00768068,0.001883852,-6.27443656,-7.538514968,0.064050975,-2.748076035,-4.312632762,0.005469366,-5.208592603,-7.571972632,0.092045188,-2.385475647,9.47392E-05,-9.264382897,-8.64603777
U1456,A,3,H,2,126,16.76,18.71,1260,7643,116604,-2245,-2283,86694,-29635,37186,881750,27363,761,1234,384502,67594,717,95,382,96,902,1684,61827,121,4797,242,178,127,54,0.00866799,-4.748118373,-1.082908562,0.132241565,-2.02312499,-0.208892679,0.042172952,-3.165976223,-2.28483785,0.031032606,-3.472716833,-4.010927228,0.00139949,-6.571647644,-5.539031318,0.436066912,-0.829959579,-1.379429605,0.000813156,-7.114588007,-8.122280153,0.000433229,-7.744243239,-7.1005516,0.001022966,-6.885049328,-8.048666622,0.001909838,-6.260736653,-7.529578519,0.070118514,-2.657568407,-4.241258446,0.005440318,-5.213917847,-7.576802095,0.098320386,-2.319523892,0.00010774,-9.135786956,-8.559196932
U1456,A,3,H,2,128,16.78,18.73,1280,7146,108767,-3176,-1975,88183,-39967,33244,884193,27741,805,954,359852,76119,633,84,316,97,784,1476,60874,38,5131,107,-33,165,0,0.008081946,-4.818122605,-1.113283398,0.123012736,-2.095467385,-0.270810535,0.037598126,-3.280801065,-2.336750161,0.031374372,-3.461763901,-4.005157223,0.00107895,-6.831766972,-5.644067503,0.406983543,-0.898982529,-1.43303973,0.000715907,-7.241960221,-8.234304015,0.000357388,-7.93668843,-7.235051544,0.000886684,-7.028021623,-8.130175127,0.001669319,-6.395339638,-7.617380046,0.06884696,-2.67586921,-4.255690459,0.005803032,-5.149374793,-7.518267999,0.099732751,-2.305261164,9.50019E-05,-9.261613845,-8.644167829
U1456,A,3,H,2,130,16.8,18.75,1300,6019,108142,-3055,-1629,92739,-35536,31035,811705,31259,909,924,338522,74836,577,97,305,51,700,1532,56937,162,4970,174,347,148,24,0.007415256,-4.904215841,-1.150639253,0.133228205,-2.015691795,-0.202530608,0.038234334,-3.264021374,-2.329164063,0.038510296,-3.256829639,-3.897197854,0.001138345,-6.778180181,-5.622429157,0.417050529,-0.874547891,-1.414061347,0.000710849,-7.249049986,-8.240539463,0.000375752,-7.886580476,-7.200031095,0.000862382,-7.055811918,-8.146018374,0.001887385,-6.272562902,-7.537292781,0.070144942,-2.65719158,-4.24096128,0.006122914,-5.095717134,-7.469605868,0.114252099,-2.169347878,0.000119502,-9.032181274,-8.489232014
U1456,A,3,H,2,132,16.82,18.77,1320,5877,98887,-2315,-788,93807,-20897,29411,730822,26748,1050,764,286960,51284,516,83,258,110,589,1252,49574,16,5378,25,326,89,34,0.00804163,-4.8231235,-1.115453287,0.135309282,-2.000192144,-0.189264456,0.040243726,-3.212801174,-2.306007411,0.036599883,-3.307710224,-3.924001746,0.001045398,-6.863357418,-5.656823725,0.392653752,-0.934827095,-1.460880205,0.000706054,-7.255818442,-8.246492319,0.000353027,-7.948965622,-7.243632073,0.000805942,-7.123499023,-8.184606793,0.001713139,-6.369427655,-7.60047766,0.067833207,-2.690703425,-4.267388721,0.007358837,-4.91185337,-7.302859821,0.128358205,-2.052930448,0.000113571,-9.083084599,-8.52360703
U1456,A,3,H,2,134,16.84,18.79,1340,7433,114875,-1811,-773,75526,-17796,30545,695437,39467,1195,995,311095,47192,538,71,271,97,474,1104,42698,121,6884,81,235,139,4,0.010688244,-4.538610879,-0.99200326,0.165183906,-1.800695844,-0.018515573,0.043922023,-3.125339419,-2.266465951,0.056751366,-2.869075545,-3.692928997,0.001430755,-6.549552967,-5.530109488,0.44733743,-0.804442093,-1.359610174,0.000773614,-7.164437144,-8.166122468,0.000389683,-7.850176883,-7.174588624,0.000681586,-7.291088382,-8.280149487,0.001587491,-6.445600477,-7.650165191,0.061397366,-2.790388344,-4.346000248,0.009898812,-4.615340547,-7.033952342,0.108602217,-2.220063457,0.000102094,-9.189615827,-8.595547568
U1456,A,3,H,2,136,16.86,18.81,1360,7621,115074,-2300,-1905,88132,-42292,34475,830501,34389,1270,896,379620,75205,709,83,344,109,949,1719,58234,57,5092,155,355,147,23,0.009176389,-4.691121538,-1.058177636,0.138559737,-1.976453733,-0.16894675,0.041511088,-3.181794709,-2.291989388,0.041407536,-3.184292387,-3.85898523,0.001078867,-6.831843999,-5.644098607,0.457097583,-0.782858381,-1.342846104,0.000853702,-7.065928886,-8.079484455,0.000414208,-7.789142755,-7.131931871,0.001142684,-6.774375614,-7.985571537,0.002069835,-6.180286407,-7.477100823,0.070119121,-2.657559757,-4.241251624,0.006131239,-5.094358452,-7.468373681,0.106119078,-2.243193443,9.99397E-05,-9.210943804,-8.609950351
U1456,A,3,H,2,138,16.88,18.83,1380,8648,114592,-2556,-1912,97179,-34250,45428,788954,29214,834,1120,438296,66421,713,89,388,104,939,1863,57225,277,4977,243,330,156,17,0.010961349,-4.513379937,-0.981055555,0.145245477,-1.929330024,-0.128613567,0.057580036,-2.854579362,-2.14405533,0.037028775,-3.296059971,-3.917864393,0.001419601,-6.557379332,-5.533269774,0.555540627,-0.587813536,-1.191354774,0.000903728,-7.008981876,-8.02939956,0.00049179,-7.617457957,-7.011941366,0.001190183,-6.733647817,-7.962352621,0.002361354,-6.048519926,-7.391149548,0.072532746,-2.623717152,-4.214563346,0.006308353,-5.065880718,-7.442547223,0.123174482,-2.094153379,0.000112808,-9.089826927,-8.528160124
U1456,A,3,H,2,140,16.9,18.85,1400,8276,115312,-2363,-1309,100162,-27981,40253,793345,28772,703,719,375958,61460,693,167,336,42,832,1710,54305,-17,4911,99,122,118,17,0.010431779,-4.562898424,-1.002541626,0.145349123,-1.928616686,-0.128003021,0.050738329,-2.981073649,-2.201243396,0.036266694,-3.316855492,-3.928819473,0.000906289,-7.006152105,-5.71448422,0.47388967,-0.746780749,-1.314824608,0.000873517,-7.042983464,-8.059303956,0.000423523,-7.766902303,-7.116388019,0.001048724,-6.860181022,-8.034489201,0.00215543,-6.139764813,-7.450668588,0.068450674,-2.68164188,-4.260242787,0.006190245,-5.084780597,-7.459687523,0.126252765,-2.069469309,0.000210501,-8.46601965,-8.10690307
U1456,A,3,H,2,142,16.92,18.87,1420,8772,120459,-1901,-2193,88923,-33462,41539,821459,29076,1691,732,400966,66045,625,70,335,66,993,1735,56423,170,4606,138,-55,126,29,0.010678561,-4.539517197,-0.992396512,0.146640307,-1.919772581,-0.120433352,0.050567344,-2.984449283,-2.202769521,0.035395558,-3.341168936,-3.941627795,0.000891097,-7.023056793,-5.721310333,0.48811444,-0.717205392,-1.291853428,0.000760841,-7.181085657,-8.180764835,0.000407811,-7.804706775,-7.142809565,0.001208825,-6.718106642,-7.953492597,0.002112096,-6.160074614,-7.463916671,0.068686325,-2.678205151,-4.257532582,0.005607097,-5.183722226,-7.549417687,0.108250077,-2.223311201,8.52142E-05,-9.370342064,-8.717591996
U1456,A,3,H,2,144,16.94,18.89,1440,8225,121857,-2376,-1990,71825,-28573,34098,853450,26291,786,672,320981,65403,573,38,267,48,558,1337,51894,89,5162,487,379,131,53,0.009637354,-4.642108662,-1.036910948,0.142781651,-1.946438732,-0.143256911,0.039953131,-3.220048227,-2.309283803,0.030805554,-3.480060283,-4.014795757,0.000787392,-7.146783897,-5.771271337,0.37609819,-0.977905027,-1.494338834,0.000671393,-7.30615652,-8.29076466,0.000312848,-8.069793579,-7.328078732,0.000653817,-7.332683275,-8.303862735,0.001566583,-6.45885866,-7.658813504,0.060804968,-2.800083782,-4.35364607,0.006048392,-5.107962857,-7.480711515,0.084158416,-2.475054353,4.45252E-05,-10.01945608,-9.155938689
U1456,A,3,H,2,146,16.96,18.91,1460,7993,106144,-2378,-1672,99129,-14085,38515,825567,24141,1040,583,348711,51413,664,75,246,82,944,1520,60791,-70,4500,248,390,64,48,0.009681831,-4.637504264,-1.0349131,0.128571031,-2.05127376,-0.232985211,0.046652785,-3.065022647,-2.239196739,0.029241721,-3.532158783,-4.042241247,0.000706181,-7.255638516,-5.815226833,0.422389703,-0.861826924,-1.404180972,0.000804296,-7.125543553,-8.131915554,0.000297977,-8.118494166,-7.362115573,0.001143457,-6.773699536,-7.985186105,0.001841159,-6.297360088,-7.553467985,0.073635453,-2.608628671,-4.20266457,0.005450799,-5.211993026,-7.575056475,0.12007384,-2.119648391,9.08467E-05,-9.306337588,-8.674369773
U1456,A,3,H,2,148,16.98,18.93,1480,3446,54014,-1914,-437,47449,-8940,13214,498501,15526,586,853,172985,28976,391,27,155,43,388,573,35086,-164,2660,114,59,76,27,0.006912724,-4.974391457,-1.181088453,0.108352842,-2.222362323,-0.379419912,0.026507469,-3.630328722,-2.494771615,0.031145374,-3.469089557,-4.009016379,0.00171113,-6.370601327,-5.457848816,0.347010337,-1.05840071,-1.556859831,0.000784351,-7.150653314,-8.15399959,0.000310932,-8.075935757,-7.332371501,0.000778333,-7.158355535,-8.20447849,0.001149446,-6.768475158,-7.860776345,0.070383008,-2.653803405,-4.238289365,0.005335997,-5.233279473,-7.594361154,0.09518336,-2.351950145,5.41624E-05,-9.823524008,-9.023625763
U1456,A,3,H,3,4,17.04,18.99,40,4842,99607,-3386,-888,89267,-24138,22744,851395,20653,838,931,264698,57555,613,71,206,72,589,1076,60935,-247,4157,70,150,116,71,0.005687137,-5.169548322,-1.265767017,0.1169927,-2.145643737,-0.313756475,0.026713805,-3.622574806,-2.49126607,0.024257836,-3.719015593,-4.140677415,0.001093499,-6.818372182,-5.638658687,0.310899171,-1.168286627,-1.642208223,0.000719995,-7.236266524,-8.229296408,0.000241956,-8.326755291,-7.507669273,0.000691806,-7.276205276,-8.271664628,0.001263808,-6.673625719,-7.798906056,0.071570775,-2.637068458,-4.225092186,0.004882575,-5.32208252,-7.674896638,0.104847926,-2.255244302,8.33925E-05,-9.391951583,-8.732184904
