Site,Hole,Core,Core Type,Section,Interval (cm),Ar,Ba,Cr,S,Mn,Ca,Si,K,P,Ti,Al,Fe,Rh,Cl,Zn,Rb,Cu,Zr,Mo,Ni,Br,Ga,Pb,Nb,Y,Sr,Bi,ln(Al/Al),predicted_ln(Al/Al),predicted_Al/Al,ln(Ba/Al),predicted_ln(Ba/Al),predicted_Ba/Al
U1456,C,4,H,2,122,-27176,-4202,691,-2164,429,981680,120686,42539,-2179,23724,9253,384644,50287,83592,316,1503,115,4724,128,630,961,90,175,102,11,68872,41,0.0,0.0,1.0,-0.7893872208440845,-5.517320032974633,0.00401659788079044
U1456,C,4,H,2,124,-38896,-4283,451,-2440,666,936210,120675,32644,-2224,24291,8265,326196,70223,68447,294,1477,102,4761,193,617,814,65,131,178,-139,64911,54,0.0,0.0,1.0,-0.6573760326397536,-5.482140363386364,0.004160415360636754
U1456,C,4,H,2,126,-39402,-4391,913,-2373,483,988560,112219,31224,-2606,23349,7280,319644,69967,67320,211,1422,81,4646,573,604,1030,49,81,344,-15,47876,7,0.0,0.0,1.0,-0.5055738706290143,-5.441686595982524,0.004332170484279871
U1456,C,4,H,2,128,-29942,-5091,168,-1919,1037,907626,122434,30749,-2991,28105,7562,313610,60065,79449,294,1420,54,5793,139,600,537,88,145,312,27,54724,15,0.0,0.0,1.0,-0.39566143054854214,-5.412396023128301,0.004460938883414744
U1456,C,4,H,2,132,-28323,-4439,1042,-991,804,738328,114350,25964,-2683,26898,6072,283921,51981,76289,239,1240,61,4222,75,506,554,68,145,188,-4,45900,30,0.0,0.0,1.0,-0.3132589142414306,-5.390436571536674,0.004559982142706372
U1456,C,4,H,2,134,-25683,-6735,1164,-434,1836,628576,113773,21080,-1989,50832,5731,315402,54002,74629,288,1072,104,7015,361,607,490,114,124,245,40,38475,22,0.0,0.0,1.0,0.16142777429272695,-5.26393728698563,0.005174889529652376
U1456,C,4,H,2,136,-25508,-3350,654,-541,1360,659547,93294,23093,-2269,23695,5221,263979,51777,71556,270,1040,36,4736,27,465,463,101,118,18,78,40628,38,0.0,0.0,1.0,-0.4437286085914402,-5.425205448333779,0.0044041612412656665
U1456,C,4,H,2,138,-22675,-3564,1053,28,672,541950,82658,19613,-2415,22056,3799,229334,45341,80504,219,1097,22,4566,108,430,415,75,138,300,-30,33555,6,0.0,0.0,1.0,-0.06385436459692559,-5.323972737905209,0.004873354656276709
U1456,C,4,H,2,140,-10226,-4924,1084,1074,844,462038,74074,16066,-2214,31804,2881,235609,33456,110621,191,971,64,7174,406,541,445,33,92,398,342,28906,36,0.0,0.0,1.0,0.5359837522198156,-5.1641218416054215,0.005718082016587373
U1456,C,4,H,2,142,-17895,-2982,1057,772,1209,703867,56954,11811,-3882,23250,2139,232313,44732,127412,166,962,57,6267,143,521,530,71,122,121,-166,51515,23,0.0,0.0,1.0,0.3322557862422781,-5.218413319672314,0.005415915639415396
U1456,C,4,H,2,144,-815,-3036,734,1884,1009,598485,60292,14251,-3485,20149,1488,226202,24521,140886,168,952,56,5581,248,555,517,94,119,127,-301,41745,14,0.0,0.0,1.0,0.7131079231224835,-5.116920010509052,0.005994457357122067
U1456,C,4,H,2,146,-17896,-3788,974,-290,543,713348,77792,22283,-3052,23459,4846,255139,44120,82711,251,987,91,3950,-39,517,630,73,106,97,-204,53618,51,0.0,0.0,1.0,-0.24631544707050212,-5.372596802891299,0.004642061127366017
U1456,C,4,H,2,148,-14693,-3878,595,-451,1346,706043,70228,22589,-3106,21431,3738,241974,32978,76905,195,1019,34,4308,34,545,599,124,97,-101,-315,61353,41,0.0,0.0,1.0,0.03676884778708906,-5.297157651905827,0.005005801936856339
U1456,C,4,H,2,150,-27679,-4741,944,-1452,1116,896074,112445,34443,-3315,28294,7516,329379,49897,85439,284,1438,102,5421,433,638,837,64,120,39,-34,63060,26,0.0,0.0,1.0,-0.4607859976312377,-5.429751072978334,0.004384187009462403
U1456,C,4,H,3,4,-43787,-4936,1053,-2431,859,793200,113807,38611,-2138,26309,8543,398334,63720,80770,341,1757,93,4801,44,682,1013,82,126,102,75,56353,29,0.0,0.0,1.0,-0.548556947566395,-5.453141158774608,0.004282830488957217
U1456,C,4,H,3,6,-35856,-4685,1362,-1958,1176,852150,114545,43172,-2242,24994,8298,416287,63509,91194,287,1792,114,4283,218,617,984,87,135,9,-39,60864,51,0.0,0.0,1.0,-0.5716486062202906,-5.459294856296304,0.004256556170608256
U1456,C,4,H,3,8,-31214,-5234,713,-814,661,742449,103746,36385,-2550,28135,6838,352118,52854,100795,296,1528,87,5324,126,671,810,92,126,150,124,56568,46,0.0,0.0,1.0,-0.26731948710915543,-5.378194170801017,0.0046161503869998005
U1456,C,4,H,3,10,-10386,-4791,1620,-1332,842,710185,121676,52441,-1146,30084,9949,445056,29838,99757,333,2062,69,4679,311,729,1073,87,148,266,344,46189,25,0.0,0.0,1.0,-0.7307328857062375,-5.501689235629827,0.004079873746093338
U1456,C,4,H,3,12,-38296,-4190,1430,-1659,1250,717498,109615,41029,-2132,28191,8174,412597,57509,91869,284,1864,93,5175,161,724,868,45,151,209,-131,48715,34,0.0,0.0,1.0,-0.6682576512080391,-5.485040206581664,0.004148368284221948
U1456,C,4,H,3,14,-20936,-4331,676,-1416,795,934292,106903,38479,-2851,22736,7533,370919,50267,88839,303,1336,111,4243,344,779,1202,73,112,289,-290,62371,15,0.0,0.0,1.0,-0.553494906611068,-5.454457075781302,0.004277198346009093
U1456,C,4,H,3,16,-39719,-4505,735,-1663,740,954026,107490,25256,-2957,22851,6317,288345,70462,69751,257,1273,53,4605,131,580,789,51,141,108,-147,55896,21,0.0,0.0,1.0,-0.33805652085626214,-5.397044887234427,0.004529947689007072
U1456,C,4,H,3,18,-21306,-5180,921,-708,1181,739508,118106,29408,-2109,32999,6918,309144,44409,77667,266,1216,70,5744,62,578,601,59,113,239,-111,45358,42,0.0,0.0,1.0,-0.2893216542435853,-5.384057529661305,0.004589163435134698
U1456,C,4,H,3,20,-22913,-6435,1984,656,1055,614850,103411,18375,-2614,38616,4551,288685,49014,92548,243,953,36,6329,432,482,443,45,111,152,147,36303,33,0.0,0.0,1.0,0.3464048520135852,-5.214642734272789,0.0054363753601724355
U1456,C,4,H,3,22,-20688,-4036,927,-2042,393,984665,104361,38930,-3293,21552,7170,385545,46764,97091,311,1721,83,4490,95,752,1265,56,109,180,-42,59068,19,0.0,0.0,1.0,-0.5746515521201665,-5.460095111532137,0.004253151201849861
U1456,C,4,H,3,24,-20598,-4263,948,-1847,749,975646,116518,42425,-2629,23134,8518,391274,45497,93045,340,1499,100,4394,182,736,1209,88,141,206,126,58690,16,0.0,0.0,1.0,-0.6922084337179485,-5.491422852072098,0.004121975039064559
U1456,C,4,H,3,26,-50314,-4520,660,-2468,706,949060,110624,34974,-2867,23145,7680,387104,79029,78993,305,1585,151,4201,149,656,1243,81,143,35,112,57125,30,0.0,0.0,1.0,-0.530107553315441,-5.4482245785765135,0.004303939217387788
U1456,C,4,H,3,28,-24901,-4339,1230,-1459,885,880377,104223,36801,-3404,23204,7206,361249,46872,87820,257,1513,61,4443,184,627,1135,77,118,314,-36,53131,30,0.0,0.0,1.0,-0.5072701055096878,-5.442138625719229,0.004330212656927926
U1456,C,4,H,3,30,-33976,-2748,319,-415,438,847175,71356,19595,-4185,13288,3891,222411,59303,81971,225,1211,64,3150,246,581,710,32,103,257,-339,60601,13,0.0,0.0,1.0,-0.34779281964231357,-5.399639514091174,0.0045182093998988706
U1456,C,4,H,3,32,-13688,-4361,1458,57,1294,526506,88276,18255,-2398,21466,3819,237976,38022,105845,194,923,46,4189,-46,476,488,48,126,100,-128,36891,23,0.0,0.0,1.0,0.13271278061725028,-5.271589547399868,0.005135441054856406
U1456,C,4,H,3,34,-19238,-2475,418,2270,584,764201,63717,13275,-4654,14823,2383,223907,46855,100368,146,577,45,3751,-50,534,553,45,130,167,-463,53432,42,0.0,0.0,1.0,0.03788019790404845,-5.296861488145442,0.0050072846935402615
U1456,C,4,H,3,36,-34562,-5397,1670,-2561,748,684887,138561,54902,-521,32573,11802,472581,52445,73379,323,1862,97,5243,153,685,1028,67,126,203,-23,43225,19,0.0,0.0,1.0,-0.7824257649984713,-5.51546487418216,0.0040240562237309945
U1456,C,4,H,3,38,-25141,-5916,1162,-1833,1116,747731,138968,53033,-852,33452,11518,455640,50546,92187,403,2052,118,4822,82,655,1011,80,189,277,305,46937,16,0.0,0.0,1.0,-0.6662504842359273,-5.484505316532966,0.004150587798680697
U1456,C,4,H,3,40,-30300,-5177,1120,-969,946,663679,145366,39478,-2185,31543,10049,347221,58887,68563,329,1567,81,4538,110,619,693,82,125,105,-50,40831,28,0.0,0.0,1.0,-0.6632473891470574,-5.483705021539748,0.004153910822837329
U1456,C,4,H,3,42,-26563,-5295,1464,-2173,1022,774081,130031,51123,-1677,29193,11041,450430,51878,83024,374,2062,88,4692,282,792,929,65,157,272,304,50586,25,0.0,0.0,1.0,-0.7348526374036302,-5.502787108510689,0.004075397021237225
U1456,C,4,H,3,44,-23579,-4988,1272,-829,718,725121,106616,35521,-2650,26100,6975,353398,48442,99411,293,1598,69,4764,-23,671,755,78,119,188,-200,50443,40,0.0,0.0,1.0,-0.3352972998896393,-5.3963095822709075,0.00453327980693858
U1456,C,4,H,3,46,-28835,-3760,1281,-790,808,772516,106763,35000,-2834,23260,7280,339947,49604,88634,305,1493,88,4376,374,724,857,93,122,193,146,48396,32,0.0,0.0,1.0,-0.6607119048067913,-5.483029340163419,0.00415671849145713
U1456,C,4,H,3,48,-30367,-5041,1196,-2098,626,756960,110684,40694,-1317,27908,8285,423338,53645,100621,380,1731,115,4959,215,653,953,108,106,157,358,51884,31,0.0,0.0,1.0,-0.49684217577803247,-5.439359686089646,0.004342262792029004
U1456,C,4,H,3,50,-15419,-4485,1102,-182,734,744690,108711,32576,-3376,27405,6107,317579,48331,93667,231,1547,52,4862,259,611,662,74,97,176,33,50926,31,0.0,0.0,1.0,-0.3086971587302383,-5.389220909032541,0.004565528912833909
U1456,C,4,H,3,52,-23117,-4529,576,314,820,760267,82222,19660,-3450,25261,3769,264569,48790,109655,204,773,118,5458,273,661,586,45,119,381,-229,58111,58,0.0,0.0,1.0,0.1836914502890784,-5.258004238612794,0.005205683660758487
U1456,C,4,H,3,54,-29104,-5390,1206,-1173,886,562836,118826,51764,-1278,31545,9609,449719,47545,83102,390,1904,127,4165,183,694,1021,76,130,142,277,38238,54,0.0,0.0,1.0,-0.578154774374225,-5.461028685444079,0.004249182423706391
U1456,C,4,H,3,56,-21038,-4445,1777,-1012,730,731004,121698,49248,-1758,26525,9877,411108,37374,85782,322,1938,74,4468,144,701,962,87,97,262,4,48009,30,0.0,0.0,1.0,-0.7984289529601224,-5.519729564717166,0.004006931411209162
U1456,C,4,H,3,58,-21238,-4626,1157,-1540,775,858955,120205,43940,-2679,23988,9240,376173,47266,73884,347,1392,83,4617,158,628,903,65,116,58,32,59317,25,0.0,0.0,1.0,-0.6918493218443453,-5.4913271523270195,0.0041223695299010535
U1456,C,4,H,3,60,-39719,-5235,1159,-2320,920,828035,129549,43496,-1719,29251,9995,402455,58680,67955,295,1552,69,5042,384,693,1013,70,156,104,12,52162,30,0.0,0.0,1.0,-0.6467181236298631,-5.479300136564912,0.004172248680634
U1456,C,4,H,3,62,-28570,-5109,920,-851,686,759835,121023,35867,-2386,28366,8090,355281,51501,66338,229,1452,93,4735,106,663,809,76,107,177,-41,45848,40,0.0,0.0,1.0,-0.45962504072173943,-5.429441689500782,0.004385543614330373
U1456,C,4,H,3,64,-26160,-4799,698,-1016,1190,801671,125309,36921,-2576,28796,7800,340072,53570,70989,245,1567,49,4626,361,624,657,59,132,216,46,46420,36,0.0,0.0,1.0,-0.4857161708194377,-5.436394716350302,0.004355156575200298
U1456,C,4,H,3,66,-28673,-6892,2123,-304,1787,560684,129365,25899,-1699,47353,7772,307396,57330,73986,250,1300,71,7570,-40,591,427,133,129,79,227,28155,50,0.0,0.0,1.0,-0.12016621284951046,-5.3389792857772305,0.004800768422898213
U1456,C,4,H,3,68,-38292,-5180,1575,4216,946,549491,88249,17645,-3781,28777,4666,287850,61779,74535,186,1110,26,4936,337,566,556,73,137,158,-102,33278,32,0.0,0.0,1.0,0.10450288267215348,-5.27910720482214,0.005096979320504213
U1456,C,4,H,3,70,-25812,-4201,952,542,1011,589424,90676,23338,-3112,26509,4304,281679,47850,89241,254,1326,82,5233,259,521,446,115,102,141,258,36031,24,0.0,0.0,1.0,-0.02422223067223831,-5.313411168120758,0.004925097694437778
U1456,C,4,H,3,72,-26447,-4702,1357,-1946,258,705983,122159,48206,-1121,27690,10303,425163,40429,75557,320,1814,123,4300,84,616,1021,83,77,268,192,47717,21,0.0,0.0,1.0,-0.7844471648450532,-5.5160035571504435,0.004021889116924023
U1456,C,4,H,3,74,-29780,-5259,808,-2288,1318,780950,131029,50714,-1715,29959,10793,446511,49657,81759,321,2011,154,4640,277,774,1086,50,115,174,99,52290,29,0.0,0.0,1.0,-0.7189568812360021,-5.498551047481018,0.004092697268320626
U1456,C,4,H,3,76,-34950,-5079,1496,-2057,1051,770027,136875,48081,-1874,31868,10168,424557,57417,71509,348,1818,52,5204,16,603,897,71,140,80,271,47859,42,0.0,0.0,1.0,-0.6941311420680449,-5.491935234737469,0.0041198635514984585
U1456,C,4,H,3,78,-35234,-4820,933,-2463,502,773919,120893,45881,-1315,25636,9437,417802,57131,76134,321,1774,55,4240,103,679,1024,74,162,147,-224,53495,11,0.0,0.0,1.0,-0.671864204976687,-5.486001317315226,0.004144383158317625
U1456,C,4,H,3,80,-32301,-4432,925,-2230,656,902306,109802,37102,-1969,22801,8053,375302,54099,80324,285,1410,88,4100,123,704,1146,80,98,140,-208,56264,47,0.0,0.0,1.0,-0.5971937433684251,-5.4661023814514245,0.004227677963487059
U1456,C,4,H,3,82,-31537,-3363,382,-140,504,833859,82810,22146,-3843,18617,4523,250470,61308,80656,225,1205,58,3692,-101,581,654,75,134,54,-456,56007,49,0.0,0.0,1.0,-0.2963420577375736,-5.385928397416185,0.004580585743607207
U1456,C,4,H,3,84,-31472,-3124,319,-415,911,761765,68969,16346,-3721,17757,3576,229415,53696,91018,192,1194,34,3949,194,530,705,48,114,211,-543,61534,30,0.0,0.0,1.0,-0.1351306253338282,-5.342967152971987,0.004781661718815409
U1456,C,4,H,3,86,-26017,-3914,806,-553,903,668713,86400,17023,-2956,22479,3465,227202,53675,83054,155,992,54,4218,218,521,585,82,106,133,-425,42468,35,0.0,0.0,1.0,0.12184723633201802,-5.274485106958498,0.00512059258710805
U1456,C,4,H,3,88,-21412,-2846,991,508,261,624231,52904,11006,-3685,15059,1908,193214,45136,88622,163,796,21,3908,149,520,513,77,129,66,-164,43887,16,0.0,0.0,1.0,0.3998589266415659,-5.200397754668118,0.005514370617837041
U1456,C,4,H,3,90,-15567,-1958,633,1554,763,643306,26149,4514,-4404,8996,365,151835,47610,129932,160,744,47,3036,82,458,823,55,107,98,-490,49527,21,0.0,0.0,1.0,1.6797814695079643,-4.8593111182315,0.007755824897636134
U1456,C,4,H,3,92,-37505,-5470,860,-264,1418,810409,56616,4880,-4369,32072,1920,230525,81026,105131,177,745,105,8804,264,537,553,54,137,133,-332,65182,63,0.0,0.0,1.0,1.0469534303941996,-5.027953500934361,0.006552205942404918
U1456,C,4,H,3,94,-35280,-4061,728,-1669,1158,932673,105850,39454,-2664,22180,7660,390721,54827,91306,331,1554,79,4832,55,685,1115,135,61,15,26,68040,30,0.0,0.0,1.0,-0.6345827350483392,-5.476066176122388,0.0041857634090935085
U1456,C,4,H,3,96,-43494,-3726,179,-1390,745,900739,102982,20686,-3483,20671,5644,255303,72493,70499,196,916,43,4640,321,529,725,74,122,74,-177,65083,65,0.0,0.0,1.0,-0.41525776181117086,-5.417618250640522,0.004437703568503279
U1456,C,4,H,3,98,-19406,-3791,954,-1773,386,908658,88802,35473,-2521,18397,6040,332928,45792,92613,296,1524,74,4443,6,656,978,61,105,173,-84,68917,46,0.0,0.0,1.0,-0.4657741754125258,-5.431080372779209,0.004378362982340379
U1456,C,4,H,3,100,-18829,-3868,1601,-1955,918,885221,105860,40599,-2756,22674,7418,361240,40676,93892,341,1638,113,4280,166,711,1007,71,117,217,89,58625,16,0.0,0.0,1.0,-0.6511719014763511,-5.480487024094599,0.004167299628269445
U1456,C,4,H,3,102,-26688,-4924,1267,-1232,741,695744,114170,45925,-2172,29739,8412,419136,48780,89389,347,1879,93,4448,218,645,1041,56,159,174,165,37818,51,0.0,0.0,1.0,-0.5355380495182462,-5.44967175184049,0.0042977151763417595
U1456,C,4,H,3,104,-26799,-5589,1449,-1378,603,642605,132275,44376,-1175,34458,9961,398102,46368,73822,321,1689,87,5176,473,561,762,53,157,277,306,39911,17,0.0,0.0,1.0,-0.5778770878754674,-5.460954684752106,0.004249496877780832
U1456,C,4,H,3,106,-39956,-5616,1530,-681,1128,551953,126029,30297,-1824,34776,7694,314506,64020,71912,258,1508,50,5544,429,614,486,54,143,292,133,29127,47,0.0,0.0,1.0,-0.3148211376065933,-5.390852888536446,0.0045580841397345724
U1456,C,4,H,3,108,4502,-3868,588,1929,1155,547736,85910,28756,-2803,25705,4379,288227,16213,112510,180,1290,58,3912,236,509,590,73,142,225,-94,34306,33,0.0,0.0,1.0,-0.12408281022821346,-5.340023020051327,0.004795760310377222
U1456,C,4,H,3,110,-21975,-5176,1348,-1162,1024,597543,124281,52286,-1225,30941,10330,451006,38701,76666,321,1906,109,4011,90,614,1058,85,136,307,66,34950,12,0.0,0.0,1.0,-0.6910197259329477,-5.491106073262043,0.004123281000252005
U1456,C,4,H,3,112,-12264,-4813,1076,-592,930,604625,141593,47295,-1667,31037,10242,350253,30166,67391,304,1648,82,4428,196,608,676,108,124,145,44,31335,46,0.0,0.0,1.0,-0.7551763227193862,-5.508203168648846,0.004053384091369373
U1456,C,4,H,3,114,-15392,-3827,760,-875,224,900555,105403,40528,-2654,19648,7548,335638,36678,80771,287,1527,147,3848,266,660,1032,77,88,118,-153,55644,34,0.0,0.0,1.0,-0.6792014210627386,-5.487956612477069,0.00413628758317803
U1456,C,4,H,3,116,-36152,-2694,420,-2270,694,1097008,95713,27848,-3480,14627,6653,301689,60680,67787,253,1214,101,4159,146,627,1046,53,73,226,-72,76039,40,0.0,0.0,1.0,-0.9040408027715782,-5.547874073008555,0.0038957304847956837
U1456,C,4,H,3,118,-30262,-2119,291,-1454,503,1090080,95012,17513,-5206,13157,5427,206799,62563,60828,197,789,63,3920,-63,605,717,38,95,92,-357,82213,39,0.0,0.0,1.0,-0.9404422157951058,-5.5575746877832035,0.003858122210703605
U1456,C,4,H,3,120,-33632,-4624,1283,-1398,906,674049,124890,45973,-1628,30227,10429,428184,48952,63993,390,1615,86,4332,56,554,963,75,113,118,168,40883,36,0.0,0.0,1.0,-0.8133302557689995,-5.523700613810669,0.003991051241196487
U1456,C,4,H,3,122,-24983,-5066,1244,-51,1331,514975,133678,34850,-1710,33841,8307,308328,44355,66665,276,1424,93,4505,328,576,543,73,88,310,52,27979,54,0.0,0.0,1.0,-0.49454698127745095,-5.4387480395673355,0.004344919534375489
U1456,C,4,H,3,124,-19139,-4836,1323,186,746,561028,109901,38686,-1938,28693,8088,341258,36248,75684,295,1535,96,4230,285,565,737,95,107,122,111,29262,28,0.0,0.0,1.0,-0.514293548965624,-5.444010303593753,0.004322115473729113
U1456,C,4,H,3,126,-11025,-5052,1009,-942,490,625033,123553,50377,-1404,26867,10688,379284,26145,70336,344,1727,136,3491,284,590,886,109,131,98,183,26314,57,0.0,0.0,1.0,-0.7493374123060452,-5.506647157057019,0.004059696113517946
U1456,C,4,H,3,128,-29017,-4635,1180,-1588,797,642333,127201,47846,-1399,27794,10737,387715,50905,54338,319,1733,77,4095,376,631,801,95,103,111,236,36259,12,0.0,0.0,1.0,-0.84005952143418,-5.530823697446449,0.003962723659053556
U1456,C,4,H,3,130,-12642,-3806,613,-972,285,710714,118992,42780,-1746,23449,9199,335090,29106,69930,267,1427,57,3982,32,524,790,94,135,38,121,42736,33,0.0,0.0,1.0,-0.8825160136210625,-5.542137930636287,0.0039181411634734405
U1456,C,4,H,3,132,-8652,-4300,1266,-1004,771,647890,118341,46314,-2136,26727,9150,357577,26638,69132,262,1435,84,4227,159,665,690,68,77,216,-42,39729,29,0.0,0.0,1.0,-0.7551388565879131,-5.508193184297187,0.004053424561983588
U1456,C,4,H,3,134,-23095,-3648,1444,15,543,654549,101309,28060,-2418,23339,6644,273457,47937,56362,213,1301,62,3904,281,483,455,91,95,119,-52,37072,14,0.0,0.0,1.0,-0.5995351195389635,-5.466726334929776,0.004225040911900701
U1456,C,4,H,3,136,-19808,-5220,1534,476,1349,540732,104443,21154,-2052,32986,5031,262778,42282,75832,164,924,82,5063,184,540,409,48,103,68,-93,31278,35,0.0,0.0,1.0,0.03687863038536578,-5.297128395934523,0.005005948388596441
U1456,C,4,H,3,138,-21125,-4583,1453,-562,974,639898,94634,28996,-2153,30271,6540,319333,42166,76574,220,1147,72,5196,431,543,827,53,77,295,-85,39753,32,0.0,0.0,1.0,-0.35558335994212026,-5.401715615650362,0.004508838868771879
U1456,C,4,H,3,140,-8786,-4346,862,-172,1059,705417,101892,38706,-2647,25590,7035,336594,26495,82579,230,1431,79,4469,288,603,793,49,124,198,247,44159,23,0.0,0.0,1.0,-0.4816418087321146,-5.435308939349392,0.0043598878721469
U1456,C,4,H,3,142,-9543,-4286,933,620,1137,508432,92527,21440,-2272,29747,4464,249291,32320,76698,186,1091,83,5684,227,503,443,58,78,191,110,28515,30,0.0,0.0,1.0,-0.04069132802762454,-5.317800018878488,0.0049035295400155785
U1456,C,4,H,3,144,-11264,-4115,1007,989,1092,480352,94488,20337,-2140,30414,4410,254845,33177,87640,216,1100,50,3901,48,560,374,75,85,252,-326,27819,37,0.0,0.0,1.0,-0.06923585532972149,-5.325406851698497,0.004866370720221054
U1456,C,4,H,3,146,-6157,-2502,849,643,429,430143,52680,12014,-2327,18291,2315,208026,31238,75830,169,878,29,2944,182,469,495,64,98,54,-262,27465,13,0.0,0.0,1.0,0.07768072450652193,-5.286255043386026,0.005060676831884389
U1456,C,4,H,3,148,-10383,-3850,961,-76,801,365957,64269,21556,-1173,23391,4384,247983,28573,59434,214,1066,44,3439,111,483,363,34,97,155,154,20282,46,0.0,0.0,1.0,-0.12988840134602153,-5.341570152382058,0.004788346371201945
U1456,C,4,H,4,4,-33638,-3558,1117,-1979,621,1018895,82728,29137,-3815,17091,5181,350097,60195,99302,287,1214,53,4170,189,585,1289,70,128,200,-194,68646,27,0.0,0.0,1.0,-0.37579949858900785,-5.407103015670179,0.0044846132652631085
U1456,C,4,H,4,6,-43277,-3296,655,-1957,374,1044428,76816,26278,-4027,16630,4649,356192,71276,106635,292,1196,76,4621,226,697,1296,68,107,99,-57,74837,32,0.0,0.0,1.0,-0.3439425306612225,-5.398613450345997,0.004522847749971706
U1456,C,4,H,4,8,-24638,-3641,329,-1546,575,1030822,78140,24146,-4319,16350,3919,292619,57440,106264,261,1083,66,4196,409,620,1118,72,128,22,-73,72684,35,0.0,0.0,1.0,-0.07357815002419804,-5.326564030076213,0.004860742718174821
U1456,C,4,H,4,10,-25683,-5231,991,210,820,638552,82728,14186,-3286,28453,3973,228140,53795,94770,220,989,27,6131,219,484,565,51,90,330,118,40885,14,0.0,0.0,1.0,0.2750809875560122,-5.233649835257988,0.005334021431864774
U1456,C,4,H,4,12,-11244,-2802,858,546,898,621447,60490,14318,-3035,16427,2363,206306,37345,118050,210,909,36,4675,-5,452,567,66,80,90,88,42975,40,0.0,0.0,1.0,0.1704014497100445,-5.261545891676886,0.005187279545004512
U1456,C,4,H,4,14,-24062,-3925,713,1114,542,750588,65866,11298,-4548,21778,1908,251855,53411,120320,217,957,52,5236,209,469,588,86,156,252,-39,52016,22,0.0,0.0,1.0,0.721310778208277,-5.114734031157423,0.006007575449845129
U1456,C,4,H,4,16,-15226,-4698,1272,1133,1087,687710,56319,10299,-4006,26249,1345,232995,47233,127842,173,652,35,6731,96,557,560,48,135,347,-259,51067,16,0.0,0.0,1.0,1.2507428731829187,-4.9736456399083115,0.006917881900778179
U1456,C,4,H,4,18,-32539,-5006,1333,-1474,768,669769,110584,48165,-1725,29672,8575,477845,51000,97508,380,1923,102,4168,208,700,1377,68,112,207,113,39501,29,0.0,0.0,1.0,-0.5382138000424211,-5.450384812760716,0.004294651735942864
U1456,C,4,H,4,20,-22228,-5579,1181,-615,555,639257,101368,49136,-1778,30287,7343,476616,43972,110971,358,2016,116,4113,272,674,1369,62,162,191,62,38448,19,0.0,0.0,1.0,-0.2747379296060822,-5.380171111994042,0.004607033543847205
U1456,C,4,H,4,22,-14705,-4767,1194,-915,717,730171,124813,45827,-2227,28930,9578,390957,34819,91911,367,1764,63,4661,-25,564,959,106,106,297,66,42966,27,0.0,0.0,1.0,-0.697751625697729,-5.492900057640547,0.004115890529725819
U1456,C,4,H,4,24,-39444,-4613,1040,-1730,362,616748,114661,45198,-1367,31012,8954,453324,59109,96667,439,2054,90,4359,435,675,1210,98,89,226,187,26040,6,0.0,0.0,1.0,-0.6632219552430904,-5.48369824365713,0.004153938977652706
U1456,C,4,H,4,26,-30385,-5959,1291,-983,921,636581,115840,46149,-1486,36638,8729,443176,51356,97610,395,1870,98,5226,296,707,792,118,140,137,247,36880,-6,0.0,0.0,1.0,-0.3817481339883709,-5.408688267880217,0.004477509654168406
U1456,C,4,H,4,30,-18508,-5827,1230,-671,715,644263,106439,48640,-1453,31210,7874,451920,44389,106906,410,2077,102,4331,239,597,1176,63,122,153,230,37227,37,0.0,0.0,1.0,-0.3010639043606086,-5.387186722610469,0.0045748255020500415
U1456,C,4,H,4,32,-18964,-4649,986,-1646,966,820868,101296,39617,-2557,24106,6772,377788,43645,109574,324,1773,132,3911,291,712,1164,67,120,271,130,39927,37,0.0,0.0,1.0,-0.3761443215624412,-5.40719490756538,0.004484201184584648
U1456,C,4,H,4,34,-23328,-3892,1140,-1581,773,855651,94784,38333,-3397,22773,6314,402545,50863,108829,319,1666,105,4303,342,778,1199,53,161,185,-126,52295,37,0.0,0.0,1.0,-0.48384622581204123,-5.4358963945913406,0.004357327385321439
U1456,C,4,H,4,36,-8966,-5221,1090,-1132,585,857248,97904,41500,-2439,23974,6754,392636,36486,106523,290,1561,126,4288,302,719,1255,62,138,155,-5,50890,37,0.0,0.0,1.0,-0.25744596753496063,-5.3755629759680765,0.00462831237130464
U1456,C,4,H,4,38,-13098,-5050,1358,-636,690,739167,106790,34003,-2684,28303,6386,332725,40032,102624,334,1394,85,5099,279,650,779,126,135,109,67,46089,15,0.0,0.0,1.0,-0.23471985100532178,-5.369506691789347,0.0046564277978636106
U1456,C,4,H,4,40,-19288,-4515,697,386,1304,652038,89420,24771,-3245,25095,4364,304739,42662,108164,270,1408,49,4696,311,594,726,59,149,263,22,36668,18,0.0,0.0,1.0,0.03401611889812433,-5.297891226795176,0.005002131152816518
U1456,C,4,H,4,42,-45033,-5061,836,-1193,529,716003,92133,35497,-1982,28492,6586,425348,66188,101558,329,1760,79,4721,365,698,1018,90,132,115,-21,52501,32,0.0,0.0,1.0,-0.26338209172223165,-5.377144894064442,0.00462099654825091
U1456,C,4,H,4,44,-16224,-5466,1723,-626,659,736525,101784,38596,-2700,31207,6327,381476,44802,107869,325,1521,101,5049,181,634,812,78,144,141,-11,49447,32,0.0,0.0,1.0,-0.146279102658871,-5.345938111373636,0.004767476682767856
U1456,C,4,H,4,46,-8806,-5645,1325,47,1112,576440,113685,27889,-1735,34751,6259,302768,38129,104745,293,1343,51,5786,261,579,571,74,142,227,236,32101,29,0.0,0.0,1.0,-0.10325023034093908,-5.334471344567798,0.0048224588575790156
