Site,Hole,Core,Core Type,Section,Interval (cm),Ar,Ba,Cr,S,Mn,Ca,Si,K,P,Ti,Al,Fe,Rh,Cl,Zn,Rb,Cu,Zr,Mo,Ni,Br,Ga,Pb,Nb,Y,Sr,Bi,ln(Al/Al),predicted_ln(Al/Al),predicted_Al/Al,ln(Ba/Al),predicted_ln(Ba/Al),predicted_Ba/Al
U1456,A,4,H,1,66,-43555,-977,-22,-3074,393,1381708,38020,562,-5218,3926,750,145590,87814,124465,207,737,100,4429,-15,586,1195,64,66,-5,-818,125107,24,0.0,0.0,1.0,0.26441344551242657,-5.236492629187177,0.005318879441097288
U1456,A,4,H,1,68,-36125,-724,245,-3185,165,1456802,32822,2288,-5093,2190,279,123881,83858,110749,146,665,31,4652,-65,639,1197,85,78,-77,-1343,129355,20,0.0,0.0,1.0,0.9535796105643508,-5.052836695870265,0.0063911778796232645
U1456,A,4,H,1,70,-32244,-304,-215,-3490,48,1487076,30549,-185,-5847,850,-388,103425,76149,131112,160,246,65,5235,-194,521,1223,93,89,-333,-999,147586,47,0.0,0.0,1.0,-0.24397763821705176,-5.371973800067496,0.004644954045611179
U1456,A,4,H,1,72,-35898,-970,-13,-3087,7,1402007,35919,4964,-5340,2887,313,136561,71843,127112,184,582,104,4806,-158,617,1195,55,56,-100,-1153,135075,61,0.0,0.0,1.0,1.1310928809572753,-5.005531173627028,0.0067007811245503235
U1456,A,4,H,1,74,-30139,-1457,-149,-2445,1065,1310457,36218,6789,-4860,5304,305,145594,68601,133338,209,667,53,3653,361,549,1026,44,56,-4,-991,79726,20,0.0,0.0,1.0,1.5638230295877933,-4.890212889951398,0.007519821410159477
U1456,A,4,H,1,76,-43100,-1204,11,-3571,110,1333910,24263,-4311,-5474,3197,-406,110173,87208,129028,136,508,46,5203,-169,509,1280,51,116,-40,-1005,141815,40,0.0,0.0,1.0,1.0870514662670339,-5.017267772911358,0.006622596450174404
U1456,A,4,H,1,78,-33285,-1827,15,-2413,359,1275257,36119,5914,-4383,4312,334,136608,68915,125479,151,691,53,4611,-174,624,1241,59,96,-7,-1207,119309,24,0.0,0.0,1.0,1.6992895634013063,-4.854112405101197,0.007796250195083578
U1456,A,4,H,1,80,-40729,-1293,-293,-2962,81,1368352,33844,3023,-5192,4575,486,136214,80298,123237,172,649,101,5095,-109,573,1191,71,77,-59,-767,131463,22,0.0,0.0,1.0,0.9785117548713637,-5.046192527214725,0.006433783325512516
U1456,A,4,H,1,82,-16694,-751,-49,-2573,393,1515540,35998,8253,-5604,2751,614,141806,60493,122911,187,579,51,4728,50,606,1282,95,104,-146,-644,133855,26,0.0,0.0,1.0,0.20141072361699236,-5.253282228383969,0.005230323080265228
U1456,A,4,H,1,84,-33778,-1245,-263,-3292,74,1478511,33566,3637,-5957,3044,-123,135928,72506,129542,190,553,36,5181,-314,653,1247,59,38,-129,-1420,139115,54,0.0,0.0,1.0,2.3147064535263904,-4.690109920553224,0.009185676406117237
U1456,A,4,H,1,86,-35280,-1426,-144,-3271,362,1407077,29291,342,-6156,3871,150,128346,78052,139666,164,614,44,4791,-17,568,1328,35,58,83,-1144,140838,39,0.0,0.0,1.0,2.2519933068779854,-4.70682235082479,0.009033437117352387
U1456,A,4,H,1,88,-22469,-925,-348,-2283,377,1385559,27349,3806,-5448,2909,-213,127204,69953,150279,200,370,57,4532,-23,566,1497,65,81,-101,-1361,141971,64,0.0,0.0,1.0,1.4685015718030001,-4.915615111044588,0.0073312069988104725
U1456,A,4,H,1,90,-45210,-871,-92,-2742,62,1350431,22222,-2415,-5562,3199,-57,126523,89154,144029,132,535,69,4573,-99,627,1333,57,41,36,-1686,141935,45,0.0,0.0,1.0,2.7265907090179526,-4.5803468602103745,0.010251339897739534
U1456,A,4,H,1,92,-32453,-1386,173,-2535,239,1230668,17462,-2496,-5965,3351,-329,120764,85560,179763,148,454,32,4800,-105,617,1442,29,66,117,-1989,142610,34,0.0,0.0,1.0,1.4381194289844765,-4.923711650135539,0.007272089242323756
U1456,A,4,H,1,94,-54365,-1039,-271,-4216,363,1489343,30709,-4004,-5905,3733,354,129178,101422,131636,166,589,83,4258,79,594,1272,82,102,-16,-1025,132299,43,0.0,0.0,1.0,1.076717077965453,-5.020021784679542,0.0066043828333840725
U1456,A,4,H,1,96,-54049,-1029,-305,-3631,192,1496411,30307,-3739,-5776,3020,-57,129561,102654,129721,183,515,38,4635,156,617,1283,39,60,66,-1515,147289,29,0.0,0.0,1.0,2.8932914679994997,-4.535922764791983,0.010717013379746608
U1456,A,4,H,1,98,-23719,-733,-307,-2534,653,1393590,21448,-2020,-5962,1765,-607,104455,71827,172319,149,394,53,5151,-240,575,1357,38,110,-19,-1464,153976,52,0.0,0.0,1.0,0.18861691082715323,-5.256691652333885,0.005212521056057899
U1456,A,4,H,1,100,-29289,-789,-264,-3282,1005,1495759,13961,-5578,-6960,1151,-691,92898,84251,177668,162,175,50,5263,-121,566,1324,67,99,-101,-1331,161333,30,0.0,0.0,1.0,0.13262649707820426,-5.271612541105446,0.005135322973394349
U1456,A,4,H,1,102,-40464,-799,-335,-3033,834,1362161,21813,-5666,-5791,1861,-401,106279,92809,164924,152,392,6,4879,108,547,1237,40,84,-26,-1351,134984,19,0.0,0.0,1.0,0.6893995184597055,-5.123238064712234,0.005956703441850352
U1456,A,4,H,1,104,-29620,-1433,-112,-1883,322,1166937,27488,-529,-5377,4040,-16,130498,71387,164422,208,612,53,4783,119,572,1291,65,107,-19,-1102,129550,30,0.0,0.0,1.0,4.49493670558839,-4.109100227835583,0.01642254442886858
U1456,A,4,H,1,106,-26382,-734,-220,-1929,859,1205840,28860,1531,-5163,3034,13,126833,66697,169267,145,637,39,4954,-131,592,1228,95,68,-91,-1053,133423,13,0.0,0.0,1.0,4.033559671152979,-4.232052621854869,0.014522550629048114
U1456,A,4,H,1,108,-38693,-983,-389,-2708,787,1447202,37274,1121,-6505,3437,-218,125205,86058,119283,169,495,42,4135,66,538,1067,29,81,231,-624,102627,16,0.0,0.0,1.0,1.5061140573580776,-4.905591757477214,0.007405059786620471
U1456,A,4,H,1,110,-56342,-1511,-142,-3612,856,1340789,50787,6606,-4656,5163,1736,161745,105308,94911,219,860,80,3232,51,477,1041,38,93,82,-186,67207,28,0.0,0.0,1.0,-0.1388119329475559,-5.3439481848622785,0.0047769730564203704
U1456,A,4,H,1,112,-45823,-1651,236,-3512,30,1496307,60219,10317,-5054,4978,2678,171241,79343,100068,273,879,98,4363,169,627,1010,68,111,97,-453,117329,39,0.0,0.0,1.0,-0.4836890823309899,-5.435854517415501,0.004357509861707318
U1456,A,4,H,1,114,-56541,-1707,-210,-3926,-27,1540899,48926,2276,-5419,4955,1392,158247,94520,103123,222,692,38,5275,-63,575,1052,45,66,60,-923,129793,32,0.0,0.0,1.0,0.20399588190007562,-5.252593309395591,0.005233927590615826
U1456,A,4,H,1,116,-26467,-1223,41,-2943,283,1544641,45682,5788,-5909,4256,879,143476,71694,124806,164,643,22,4824,37,682,1070,45,101,-82,-1487,139290,44,0.0,0.0,1.0,0.33027723800199527,-5.218940583113424,0.005413060777796817
U1456,A,4,H,1,118,-21982,-1509,-242,-3131,407,1510342,33022,212,-5718,4991,-89,112527,67084,142042,115,577,49,5127,162,591,1048,51,66,-72,-1672,146254,48,0.0,0.0,1.0,2.830566089035709,-4.552638454854022,0.010539360041326051
U1456,A,4,H,1,120,-31474,-1044,-239,-3880,-71,1514485,31014,-1068,-5999,2823,199,104004,71473,137713,129,408,50,5303,48,525,1034,28,124,86,-920,139918,16,0.0,0.0,1.0,1.6575099437180916,-4.86524625849629,0.00770992932206475
U1456,A,4,H,1,122,-29424,-1459,-364,-3473,221,1458056,60735,13191,-4698,5248,2003,174307,61193,112889,220,803,58,4696,-112,578,1158,62,92,-31,-504,108047,55,0.0,0.0,1.0,-0.31689478714303265,-5.3914054955277635,0.0045555660064050645
U1456,A,4,H,1,124,-30094,-1388,-75,-3661,625,1416284,66442,16026,-4403,6509,2906,181690,65258,104262,231,835,73,4679,180,590,1062,49,95,132,-449,95115,46,0.0,0.0,1.0,-0.7389137030634785,-5.503869342145831,0.004070988875256457
U1456,A,4,H,1,126,-43278,-1785,17,-3212,596,1381693,61412,12151,-4739,6525,2321,179490,80249,102675,269,869,106,4291,77,622,1068,71,105,-55,-391,92999,27,0.0,0.0,1.0,-0.2625797120606976,-5.37693106785955,0.004621984744052958
U1456,A,4,H,1,128,-30103,-1519,-603,-3030,457,1324580,51427,10960,-5157,5305,1539,170537,65995,126960,276,727,122,4030,84,627,1001,53,121,69,-544,91040,54,0.0,0.0,1.0,-0.013080631243106369,-5.310442042610009,0.004939742658254292
U1456,A,4,H,1,130,-28941,-1279,-151,-2537,689,1380027,32102,3455,-5315,4270,128,143497,66644,152112,213,714,58,4662,-39,595,1138,71,56,60,-774,123357,50,0.0,0.0,1.0,2.3018035376592256,-4.693548419388865,0.009154145708689764
U1456,A,4,H,1,132,-35093,-892,-199,-2643,531,1312620,21760,-3066,-5284,2867,-81,110424,81653,164069,159,533,48,5062,-188,552,1135,81,94,-89,-1132,136053,60,0.0,0.0,1.0,2.3990169779075705,-4.667642003773681,0.00939439537926894
U1456,A,4,H,1,134,-22589,-973,-24,-2536,112,1314104,17839,-2208,-5815,3496,147,92331,67689,177580,133,447,4,5416,-149,666,1207,50,61,-12,-1934,151105,24,0.0,0.0,1.0,1.8899514954072687,-4.803302895223529,0.008202609897055966
U1456,A,4,H,1,136,-28246,-841,-233,-1794,217,1203716,19483,-2379,-5213,3488,-357,107966,66430,172140,148,593,37,5102,-188,505,1151,76,75,-164,-1149,142207,78,0.0,0.0,1.0,0.856855878193309,-5.078612609203387,0.006228544449442382
U1456,A,4,H,1,138,-23377,-2076,253,-2793,555,1296648,56228,17119,-4993,7442,2156,184710,57119,130652,215,998,65,3680,157,561,1078,52,98,88,-770,78706,33,0.0,0.0,1.0,-0.037811687743108495,-5.317032623363605,0.004907293930795246
U1456,A,4,H,1,140,-42354,-1160,-200,-3210,546,1322708,25608,-1768,-5193,3695,166,130126,88322,153137,190,709,38,4827,215,602,1255,87,76,-193,-1397,138891,33,0.0,0.0,1.0,1.9441874957438672,-4.7888495401891245,0.008322026033189612
U1456,A,4,H,1,142,-17666,-1516,-341,-2745,164,1333711,52496,15860,-4618,6643,1864,187106,56002,132280,235,809,79,4748,-153,636,1049,58,118,-64,-532,110917,13,0.0,0.0,1.0,-0.20664942904321953,-5.362026203330282,0.0046913907592434365
U1456,A,4,H,1,144,-6371,-1495,-128,-2491,167,1370090,42472,14300,-4779,5554,833,167525,40569,149098,165,638,70,4832,49,593,1272,79,58,29,-575,122297,18,0.0,0.0,1.0,0.5848478436579441,-5.151100046900692,0.005793028617299273
U1456,A,4,H,1,146,-4759,-1065,454,-1661,490,894292,30015,5542,-3163,3766,612,108637,36776,81420,116,474,56,2391,107,415,717,48,45,97,-373,73571,14,0.0,0.0,1.0,0.5539977956311994,-5.159321278079092,0.005745598025888964
U1456,A,4,H,2,4,-46911,-1616,-39,-2860,876,1261443,49465,8846,-5044,6726,1318,190476,85767,130446,167,1021,59,3676,193,610,1234,51,80,180,-655,74345,33,0.0,0.0,1.0,0.20383852401858812,-5.252635243707017,0.005233708114068091
U1456,A,4,H,2,6,-28994,-1270,-61,-2796,314,1456222,31958,-691,-6347,4582,112,129139,76569,159651,131,508,8,5340,-97,538,1151,60,157,-134,-1345,143525,34,0.0,0.0,1.0,2.4282733081575425,-4.659845482542721,0.00946792524842483
U1456,A,4,H,2,8,-38462,-1264,-312,-3098,388,1442221,44782,6236,-5574,5927,951,167741,77407,150958,252,703,43,5084,-213,650,1260,70,111,-99,-1099,134566,28,0.0,0.0,1.0,0.2845225121614124,-5.231133762790605,0.005347459114332291
U1456,A,4,H,2,10,-53666,-1480,56,-3872,424,1303744,31625,-980,-4554,5790,311,157870,90497,147394,179,728,98,4576,56,659,1321,70,84,108,-917,129712,15,0.0,0.0,1.0,1.5600044545789267,-4.891230502238184,0.007512173039695956
U1456,A,4,H,2,12,-27436,-1301,281,-3348,-119,1375858,39313,7743,-5506,5214,567,164938,73588,139644,140,779,45,4516,85,618,1246,70,71,-45,-1536,126752,55,0.0,0.0,1.0,0.8305291747847532,-5.085628413998871,0.006184999128773634
U1456,A,4,H,2,14,-39307,-857,-3,-3040,94,1385113,28050,-2508,-5861,2667,71,127075,84269,159344,165,502,25,5064,-234,597,1249,52,73,-34,-1709,143496,68,0.0,0.0,1.0,2.4907580415564645,-4.6431939221319265,0.009626900900695588
U1456,A,4,H,2,16,-30097,-1112,55,-2624,353,1194125,51740,7344,-5013,7097,1245,158132,71749,129464,206,757,63,4837,23,600,949,91,78,-47,-919,112458,25,0.0,0.0,1.0,-0.11297533408828035,-5.337062988057997,0.004809976944794377
U1456,A,4,H,2,18,-30401,-1858,-379,-2989,213,1453564,55901,11805,-5467,7836,1683,199799,68208,118570,236,843,86,4630,-80,638,1168,112,115,-118,-722,118746,29,0.0,0.0,1.0,0.0989227251829779,-5.280594261331441,0.0050894054570050935
U1456,A,4,H,2,20,-45139,-2173,99,-4159,257,1509641,49845,5983,-5327,6719,1161,189224,85277,116581,217,851,94,4980,55,641,1206,37,66,220,-492,129737,23,0.0,0.0,1.0,0.6268269985585382,-5.1399130193533615,0.005858199241133902
U1456,A,4,H,2,22,-40121,-1482,-495,-3387,194,1480760,46314,7132,-5656,5564,1211,187607,79598,119562,225,600,111,4979,186,603,1406,68,102,-28,-710,127789,55,0.0,0.0,1.0,0.20194606230293996,-5.253139565944931,0.00523106930414061
U1456,A,4,H,2,24,-39980,-1451,-103,-2329,113,1328032,31981,3457,-5316,5732,486,178137,75901,144550,172,608,108,4338,21,673,1423,34,111,-45,-1122,127389,52,0.0,0.0,1.0,1.093799628983694,-5.015469454617818,0.006634516701512058
U1456,A,4,H,2,26,-38639,-1172,42,-2431,154,1468961,34152,2313,-6062,4207,401,154333,74815,129077,200,559,24,4832,-43,548,1361,78,74,-201,-982,132423,51,0.0,0.0,1.0,1.0725055428303887,-5.021144116934302,0.00659697467949004
U1456,A,4,H,2,28,-60340,-1423,19,-2549,673,1203344,44392,-603,-5512,8108,717,167930,99378,124176,207,673,38,6038,38,580,1096,60,82,62,-499,117494,9,0.0,0.0,1.0,0.685446757490232,-5.124291436223839,0.005950432123735436
U1456,A,4,H,2,30,-43568,-1604,104,-2029,116,1414771,30311,-4441,-6250,5027,-120,124847,91887,133306,142,440,43,4867,-61,477,1045,35,88,64,-1509,138161,70,0.0,0.0,1.0,2.592764045644414,-4.616010335887106,0.009892183927977463
U1456,A,4,H,2,32,-38329,-794,-4,-3259,293,1430898,15739,-8009,-6627,1629,-595,78087,85932,159612,145,310,32,4980,-92,601,1145,53,82,-171,-1591,155156,36,0.0,0.0,1.0,0.2885220557015059,-5.230067924188905,0.005353161681145427
U1456,A,4,H,2,34,-55580,-797,-252,-3281,248,1326415,19346,-8859,-5261,3018,-305,107592,94718,155436,172,294,95,4972,-187,605,1331,71,55,-84,-963,142032,52,0.0,0.0,1.0,0.9605429021828034,-5.050981047862576,0.006403048666717228
U1456,A,4,H,2,36,-33460,-884,-40,-2019,309,1317314,16564,-6523,-6563,2926,-607,90555,78472,159758,116,463,24,4629,30,476,1082,52,94,-58,-1323,136694,7,0.0,0.0,1.0,0.3759282715781452,-5.20677503639411,0.005479315818835764
U1456,A,4,H,2,38,-33704,-1012,167,-649,692,1032343,18324,-6892,-4992,2921,36,101493,71980,158400,132,337,21,3954,-14,452,880,57,119,-23,-888,96815,31,0.0,0.0,1.0,3.336164911391301,-4.417901393877369,0.012059513917093236
U1456,A,4,H,2,40,-30687,-983,458,658,705,946271,16546,-5791,-5442,3643,-508,104297,73163,157090,122,387,23,4818,185,513,790,24,97,200,-1029,94670,24,0.0,0.0,1.0,0.6601276725686847,-5.1310387207073225,0.005910418010505844
U1456,A,4,H,2,42,-18016,-833,446,1843,905,691995,12189,-4367,-4774,3307,-165,102856,60980,192054,104,278,35,3924,89,555,825,43,152,67,-774,76168,40,0.0,0.0,1.0,1.6190881682662621,-4.8754852797775605,0.007631389960909212
U1456,A,4,H,2,44,-52555,-1170,102,-487,601,1099826,27470,-9473,-6696,4291,-488,118548,93565,96805,110,304,38,3473,119,493,592,36,95,21,-769,72823,34,0.0,0.0,1.0,0.8744436219386545,-5.073925650301035,0.006257805901342699
U1456,A,4,H,2,48,-46489,-2902,510,-1280,526,1067148,74031,19044,-3986,16667,3886,311129,77455,95715,266,1251,105,4412,-104,653,1222,56,118,57,-299,70656,31,0.0,0.0,1.0,-0.29198019649325224,-5.3847660047474095,0.004585913278638244
U1456,A,4,H,2,50,-25944,-3469,316,-955,607,1025021,67551,24777,-4273,16130,2926,315183,51332,113526,267,1170,105,3908,353,628,1259,60,85,59,-135,70740,39,0.0,0.0,1.0,0.17023006538968008,-5.2615915638948625,0.005187042635852552
U1456,A,4,H,2,52,-26820,-3481,515,-158,514,991730,62329,25331,-4308,16307,3432,311584,49569,115677,268,1210,126,4361,125,755,1249,84,130,173,-44,70097,6,0.0,0.0,1.0,0.014176427203586032,-5.303178307443725,0.004975754271788792
U1456,A,4,H,2,54,-31569,-2905,434,-376,727,979727,62154,24537,-3832,15552,2842,309145,53304,111013,283,1173,128,3962,-57,710,1195,54,134,160,-506,68827,59,0.0,0.0,1.0,0.021925360628965683,-5.301113293703038,0.004986039889045737
U1456,A,4,H,2,56,-36200,-3201,441,-584,642,966336,71402,19640,-4495,16185,3131,258520,57450,93545,264,926,66,4466,-88,477,908,44,96,-12,-7,67660,25,0.0,0.0,1.0,0.022110818643457323,-5.301063870985455,0.004986286318776591
U1456,A,4,H,2,58,-27149,-3393,459,-567,796,924675,65665,15189,-3774,17176,3221,236936,49491,104454,229,965,69,4354,-145,542,816,74,110,94,-396,66038,30,0.0,0.0,1.0,0.05202261545303139,-5.293092674431088,0.005026191823109894
U1456,A,4,H,2,60,-25949,-2788,336,-225,409,967832,48792,3251,-4531,11942,1620,160228,66510,95992,214,458,39,3841,3,531,682,65,78,48,-542,66398,36,0.0,0.0,1.0,0.5428983436539847,-5.162279171712811,0.005728628267808529
U1456,A,4,H,2,62,-29959,-2761,526,-532,848,962910,54890,2317,-4801,13301,1402,159376,65454,78466,191,506,41,4077,-113,483,489,95,100,-50,-339,70966,50,0.0,0.0,1.0,0.677693144335619,-5.126357697065854,0.005938149672588939
U1456,A,4,H,2,64,-26368,-4340,697,-1075,541,815162,81087,28520,-3135,23404,3990,335538,47818,96944,278,1343,108,4304,208,743,960,75,114,155,-376,51981,59,0.0,0.0,1.0,0.08408311721054144,-5.2845488693642215,0.005069318597309164
U1456,A,4,H,2,66,-4768,-3388,795,-775,770,845394,77849,34479,-3924,18607,4543,322554,21360,115805,293,1454,94,3070,286,629,1032,45,79,324,-172,32316,31,0.0,0.0,1.0,-0.2933478099874583,-5.385130460150812,0.0045842422222955636
U1456,A,4,H,2,68,-17057,-4078,1445,-1015,565,907289,89848,33286,-3603,19607,5630,329427,38047,101016,309,1467,81,3487,58,621,1052,77,80,156,-178,41996,35,0.0,0.0,1.0,-0.3225027699993355,-5.392899967220845,0.004548762926733719
U1456,A,4,H,2,70,-44806,-3447,663,-922,703,841245,84174,23779,-3838,19896,4261,299722,69693,91785,254,1265,112,4183,72,679,1069,35,89,126,-55,63420,17,0.0,0.0,1.0,-0.21199958698304663,-5.363451967245662,0.004684706709656594
U1456,A,4,H,2,72,-19640,-2447,417,60,451,774122,73979,12533,-3855,13341,3264,189112,45829,71983,223,858,60,3179,299,524,490,51,93,208,-413,48108,30,0.0,0.0,1.0,-0.28809065264132605,-5.383729479969312,0.004590669155748188
U1456,A,4,H,2,74,-29647,-3786,341,129,788,867092,66862,8225,-4230,19147,2710,209084,56946,91493,213,646,62,4494,247,571,772,51,119,65,-406,64151,60,0.0,0.0,1.0,0.33436141789552154,-5.217852189764741,0.005418955524463008
U1456,A,4,H,2,80,-16517,-4589,1111,594,638,676799,74926,34152,-2885,22770,4848,371730,30088,99965,306,1417,105,3421,228,630,1287,70,95,335,113,38356,29,0.0,0.0,1.0,-0.05490411335431691,-5.321587584906211,0.004884992225925252
U1456,A,4,H,2,82,-28200,-4149,795,-32,578,712280,73071,31326,-2855,21478,4060,357333,42345,88269,287,1412,67,3405,122,653,1241,21,130,344,-163,38131,9,0.0,0.0,1.0,0.021684367737089642,-5.301177515913478,0.00498571968482494
U1456,A,4,H,2,84,-19682,-4173,994,-354,1133,720854,85104,35507,-2847,22734,6086,350171,31175,85360,275,1270,125,3459,239,585,1199,79,112,90,27,38093,23,0.0,0.0,1.0,-0.37735584986536375,-5.407517767816647,0.004482753647952055
U1456,A,4,H,2,86,-19717,-4243,1299,-100,990,735105,83341,34875,-2815,21948,5600,348918,35944,83100,270,1251,59,3577,243,602,1179,57,111,318,21,39518,20,0.0,0.0,1.0,-0.27749603152091573,-5.380906118741383,0.004603648587242612
U1456,A,4,H,2,88,-50108,-3345,1219,-1204,678,691494,64759,27745,-1534,20458,3288,348306,72871,66417,271,1271,73,3286,172,584,1202,52,125,136,-13,39523,-2,0.0,0.0,1.0,0.01718721638625839,-5.302375962050981,0.004979748147323748
U1456,A,4,H,2,90,-15687,-3673,1026,-240,746,727390,74210,35048,-2140,20689,4200,349994,39849,83635,279,1373,102,3385,168,634,1171,52,114,181,-99,40508,45,0.0,0.0,1.0,-0.1340757584517924,-5.3426860414323185,0.004783006088053358
U1456,A,4,H,2,92,-18089,-2850,794,-978,1394,882118,65416,25523,-3549,14770,3010,274152,41279,83303,299,1110,104,3402,240,595,935,31,105,282,260,37990,43,0.0,0.0,1.0,-0.05462108448022522,-5.321512160524309,0.004885360687339801
U1456,A,4,H,2,94,-33220,-2224,812,-1842,1384,1002001,68518,19461,-3505,12473,3472,231041,63797,72218,236,1021,122,2743,112,505,801,55,95,65,-106,41649,33,0.0,0.0,1.0,-0.4454234204097678,-5.4256570988385135,0.004402172548748913
U1456,A,4,H,2,96,-26075,-2547,429,-1568,1409,990417,61839,21797,-3091,13300,2618,253403,50251,87780,220,890,60,3116,48,574,815,55,76,24,-423,52056,20,0.0,0.0,1.0,-0.027494471490388278,-5.31428318777577,0.0049208047844683436
U1456,A,4,H,2,98,-27162,-2929,578,-1355,947,1069149,61614,16239,-4088,14253,2057,236526,58922,92157,249,910,95,3541,-22,536,1004,105,113,-18,-204,55412,19,0.0,0.0,1.0,0.3534124571747763,-5.212775277146396,0.005446537043381246
U1456,A,4,H,2,100,-43475,-4528,801,404,1016,779047,79357,-182,-4466,27495,2715,188779,73404,47216,146,541,40,5486,205,468,410,64,120,-49,-249,49308,37,0.0,0.0,1.0,0.5114883875149832,-5.1706496128381625,0.005680877249510568
U1456,A,4,H,2,102,-29368,-3288,777,-1965,1313,877298,99076,33648,-3133,15857,6195,276668,49807,77477,284,1556,127,3075,119,597,799,62,89,200,29,17643,38,0.0,0.0,1.0,-0.6334630378871722,-5.475767787957684,0.00418701257771433
U1456,A,4,H,2,104,-25962,-3848,849,-1393,1113,796132,110130,40911,-2695,18820,7475,317874,42756,80651,352,1745,139,3257,175,534,749,60,104,214,321,17849,32,0.0,0.0,1.0,-0.66401058647329,-5.48390840604172,0.004153066067661359
U1456,A,4,H,2,106,-25216,-4198,1175,-1231,934,700441,101165,40765,-2113,20970,6822,343643,40785,88354,362,1595,114,3438,251,545,891,74,136,490,294,15441,18,0.0,0.0,1.0,-0.48554446259801276,-5.436348957815912,0.004355355865341796
U1456,A,4,H,2,108,-27018,-3623,814,-1509,737,773708,99496,40203,-2530,19598,6928,336901,46345,84152,354,1678,145,3150,160,669,1079,69,96,341,190,25756,38,0.0,0.0,1.0,-0.6482687593471939,-5.4797133655717065,0.0041705249426294
U1456,A,4,H,2,110,-29702,-3216,981,-1099,266,831560,89448,35198,-3250,17822,5691,320436,54298,83266,257,1530,111,3484,122,588,1266,68,136,237,-73,41715,22,0.0,0.0,1.0,-0.570747628304267,-5.459054754636564,0.004257578299512108
U1456,A,4,H,2,112,-18929,-3556,1194,-1029,534,900624,89051,35761,-3040,17441,5645,298904,37076,87496,268,1499,57,3471,204,501,1275,77,101,238,-320,45168,52,0.0,0.0,1.0,-0.4621338799499672,-5.430110270219582,0.0043826125043793605
U1456,A,4,H,2,114,-20194,-3338,1136,-662,736,908368,92098,32907,-3404,17567,6003,283022,44577,76416,215,1350,92,3305,144,695,1209,62,126,102,-128,45804,35,0.0,0.0,1.0,-0.5868875190300626,-5.463355875099516,0.004239305267791145
U1456,A,4,H,2,116,-32391,-3075,851,-909,393,928707,84775,28462,-3468,16407,5288,287906,55284,76842,281,1309,101,3793,193,650,1296,57,144,-23,-299,54014,37,0.0,0.0,1.0,-0.542135201290904,-5.451429827218363,0.004290166106970021
U1456,A,4,H,2,118,-23518,-3047,571,-759,292,933135,83446,31591,-3744,16433,5340,294267,46329,83872,301,1404,76,3829,154,662,1321,42,155,52,-68,55000,37,0.0,0.0,1.0,-0.5610681529685315,-5.456475270664555,0.00426857483108641
U1456,A,4,H,2,120,-15866,-2993,635,-432,482,941428,86821,34332,-4429,16916,5471,297151,33240,90839,356,1411,109,4100,4,608,1294,69,136,215,-164,55491,2,0.0,0.0,1.0,-0.603185186211127,-5.467699041419647,0.004220933185315758
U1456,A,4,H,2,122,-41080,-2921,481,-548,528,960213,90921,31118,-4339,17009,5827,299633,55487,77117,301,1390,48,3713,127,696,1201,66,133,68,-134,55460,36,0.0,0.0,1.0,-0.6905762647553333,-5.490987895265799,0.004123768310132652
U1456,A,4,H,2,124,-21717,-3489,530,-739,598,963003,93964,34584,-3642,16963,6336,298116,45931,80656,302,1274,79,3854,45,684,1348,69,123,141,-69,55376,12,0.0,0.0,1.0,-0.5966324923074877,-5.465952813621997,0.004228310335393644
U1456,A,4,H,2,126,-17263,-3583,778,-540,504,957615,89595,35614,-4042,17650,5692,301128,37257,86954,270,1313,130,3964,392,617,1419,63,142,69,-26,56213,15,0.0,0.0,1.0,-0.4628612419047892,-5.430304104951242,0.004381763084186831
U1456,A,4,H,2,128,-27440,-3521,778,-721,585,961983,90246,33072,-3952,17623,5876,303768,49730,82664,276,1558,125,4080,249,672,1291,61,130,39,-273,56592,36,0.0,0.0,1.0,-0.5121312181387154,-5.443434063919936,0.004324606765861641
U1456,A,4,H,2,130,-33524,-2723,443,-780,165,973994,92466,31891,-4133,16147,5856,307049,58659,77445,306,1608,114,3995,316,614,1228,75,147,62,-106,57080,38,0.0,0.0,1.0,-0.7657325629673879,-5.511016301755748,0.00404199740602696
U1456,A,4,H,2,132,-30583,-2748,676,-747,728,939689,87285,30674,-3807,16992,5676,300066,52903,86773,318,1583,90,4057,-152,633,1296,71,103,37,-147,56369,19,0.0,0.0,1.0,-0.7253733849376933,-5.500260981943452,0.004085705004077725
U1456,A,4,H,2,134,-21236,-3662,985,-352,475,937306,93396,37246,-3734,18223,6310,305733,42947,89241,306,1417,68,4137,11,586,1297,97,109,58,16,55546,38,0.0,0.0,1.0,-0.5441262303008028,-5.451960416660528,0.004287890393916579
U1456,A,4,H,2,136,-20770,-2753,382,4354,660,727903,52889,13362,-5121,13743,1909,237784,46527,128526,193,1199,57,3791,264,630,809,79,139,32,-359,54468,36,0.0,0.0,1.0,0.3661116814168596,-5.209391060104335,0.005465000531467452
U1456,A,4,H,2,138,-34537,-3354,857,11650,498,729641,83829,6674,-7020,18998,2136,250838,68605,83702,174,658,36,5967,305,648,547,63,150,49,-345,48440,23,0.0,0.0,1.0,0.4512187423030687,-5.1867108742630315,0.0055903640189681105
