Site,Hole,Core,Core Type,Section,Interval (cm),Ca,Al,Ti,Fe,P,Ar,Mn,K,Cl,S,Si,Ba,Rh,Cr,Zn,Ga,Ni,Sr,Mo,Y,Cu,Nb,Zr,Br,Bi,Pb,Rb,Al/K,ln(Al/K),predicted_ln(Al/K),predicted_Al/K,Ba/K,ln(Ba/K),predicted_ln(Ba/K),predicted_Ba/K,Br/K,ln(Br/K),predicted_ln(Br/K),predicted_Br/K,Ca/K,ln(Ca/K),predicted_ln(Ca/K),predicted_Ca/K
U1456,A,3,H,1,48,784806,5596,25946,375606,-2885,-39671,865,32726,110527,-997,89043,-4656,73474,928,367,73,719,54539,133,31,89,462,5241,791,53,172,1833,-1.766117812203469,-1.766117812203469,1.0998268399238944,3.003645867365569,-1.950013158577567,-1.950013158577567,-4.197174167239911,0.015038011741470327,-3.722627180221187,-3.722627180221187,-5.558353438130462,0.003855118866271796,3.1772666844751636,3.1772666844751636,2.355994591117611,10.548615205005078
U1456,A,3,H,1,50,808083,7743,27437,431070,-2534,-38745,879,43279,93333,-1792,109411,-4949,61698,1589,347,68,674,54415,329,59,48,258,4833,1018,18,141,1755,-1.7208783195062631,-1.7208783195062631,1.106419454587889,3.023513163914566,-2.1684819929411003,-2.1684819929411003,-4.184400027917456,0.01523134158080555,-3.7498276107825186,-3.7498276107825186,-5.567893949356269,0.00381851395389202,2.9269972471069003,2.9269972471069003,2.2334963629214597,9.33243869608076
U1456,A,3,H,1,52,705407,5875,29696,397349,-2556,-19764,832,40370,117068,-428,91991,-5064,44428,1491,312,81,650,48624,336,260,72,171,5298,898,27,120,1712,-1.9273808748346268,-1.9273808748346268,1.0763264607622935,2.933881999948707,-2.0759302500229744,-2.0759302500229744,-4.189811641258172,0.015149138076913555,-3.805672145544787,-3.805672145544787,-5.587481338224914,0.0037444469934201736,2.8606880063355544,2.8606880063355544,2.2010402844128825,9.03440696539462
U1456,A,3,H,1,54,678003,7458,31891,439761,-2862,-13872,634,46737,110839,-561,109994,-5637,38935,1335,362,101,770,41274,528,82,63,276,4964,1027,38,192,2051,-1.8352488604417723,-1.8352488604417723,1.0897525810146806,2.973538271719273,-2.115184133098963,-2.115184133098963,-4.187516418816852,0.015183948652319297,-3.8178942112519803,-3.8178942112519803,-5.591768209891122,0.003728429386940133,2.674615570510966,2.674615570510966,2.109964266724338,8.247946553213001
U1456,A,3,H,1,56,694030,9030,31774,436894,-1714,-35606,583,44610,87133,-1210,120102,-5113,57395,1251,370,71,729,40760,242,275,91,68,4597,973,52,170,1858,-1.5974056817112794,-1.5974056817112794,1.1244127492514153,3.07840852029084,-2.166171733042311,-2.166171733042311,-4.184535111632734,0.015229284213557686,-3.8253292459363055,-3.8253292459363055,-5.594376037429371,0.003718718953181933,2.7445571380980485,2.7445571380980485,2.1441982435006226,8.535195344950203
U1456,A,3,H,1,58,631120,7331,32188,441362,-1922,-16164,1042,45964,114868,-215,101143,-5806,39228,1947,323,110,687,34989,204,-12,95,82,4704,1043,39,171,2048,-1.8357465491539378,-1.8357465491539378,1.089680054341495,2.9733226187012276,-2.068966615792949,-2.068966615792949,-4.190218813448677,0.015142971024789773,-3.7857573053767517,-3.7857573053767517,-5.5804962371709115,0.0037706938959748953,2.619637537391447,2.619637537391447,2.0830544222076837,8.028955318780568
U1456,A,3,H,1,60,725245,10413,32377,445445,-1873,-21101,843,52638,95018,-989,130520,-5185,40082,1434,385,90,683,38080,285,73,35,205,4980,854,26,153,2084,-1.620383266826543,-1.620383266826543,1.1210642951564953,3.0681178492101346,-2.3176684506928114,-2.3176684506928114,-4.175676913694341,0.015364787498992156,-4.121262377567869,-4.121262377567869,-5.6981741504060395,0.0033520802678064275,2.623071236429024,2.623071236429024,2.0847350990521485,8.042460744018786
U1456,A,3,H,1,62,747671,9929,32089,430726,-1946,-36554,1278,48167,86861,-1819,128671,-5332,58829,932,318,54,788,55281,118,97,118,175,5002,979,40,152,1735,-1.579214371224199,-1.579214371224199,1.127063713997574,3.0865800992507193,-2.200947736959194,-2.200947736959194,-4.182501716249787,0.015260282875350164,-3.8958977757272826,-3.8958977757272826,-5.619127846013483,0.0036278037331057885,2.742288902368831,2.742288902368831,2.1430880206109153,8.52572463398296
U1456,A,3,H,1,64,823590,6666,27625,379915,-3644,-29808,601,40764,119124,-973,99883,-5083,51036,931,316,100,636,53908,210,118,78,118,5406,817,17,142,1676,-1.8107793590808992,-1.8107793590808992,1.0933184475590303,2.984160439722067,-2.0818977005016817,-2.0818977005016817,-4.189462717147156,0.015154424898745866,-3.909915523088581,-3.909915523088581,-5.624044550392829,0.0036100106720584877,3.005873494297059,3.005873494297059,2.2721035561495264,9.69978340762803
U1456,A,3,H,1,66,825312,6314,26233,392460,-3221,-9755,933,44889,116474,-459,98809,-4233,36483,956,332,128,752,51404,47,-235,73,208,5194,890,42,119,1665,-1.961423385733592,-1.961423385733592,1.0713655484449551,2.9193633113442945,-2.3612818143306056,-2.3612818143306056,-4.173126787105104,0.015404019654351548,-3.9207265921253436,-3.9207265921253436,-5.627836517041137,0.0035963475534069632,2.911568720790751,2.911568720790751,2.2259446332445156,9.262228081280579
U1456,A,3,H,1,68,740604,6357,30837,398948,-2372,-22344,943,43242,122343,-973,97912,-5529,50129,1576,379,60,660,50789,243,103,82,310,5406,772,33,135,1760,-1.9172556772160874,-1.9172556772160874,1.077801975236839,2.9382141806179005,-2.056805277814563,-2.056805277814563,-4.190929901719624,0.01513220686329482,-4.02558297412772,-4.02558297412772,-5.664614739626089,0.003466483014037843,2.840653824320763,2.840653824320763,2.1912342456652905,8.946248171338558
U1456,A,3,H,1,70,636038,6128,26482,386258,-2806,-26989,1082,36574,125902,-503,86542,-4911,44493,1058,376,94,672,46713,20,137,84,162,4830,966,18,140,1726,-1.786469173014151,-1.786469173014151,1.0968610975666415,2.9947510240170185,-2.0078600183953337,-2.0078600183953337,-4.193791790761218,0.01508896207670408,-3.63392905022206,-3.63392905022206,-5.527242698796513,0.003976939605577776,2.8559207045304875,2.8559207045304875,2.1987068551674342,9.01335039253198
U1456,A,3,H,1,72,654163,7352,25941,396025,-2284,-35768,1054,38732,101349,-964,100420,-4462,51756,1138,379,103,633,48615,152,186,78,200,4517,881,26,133,1724,-1.6616937466958988,-1.6616937466958988,1.1150442436677175,3.049703106248697,-2.161069035738944,-2.161069035738944,-4.184833472570409,0.01522474106782192,-3.783363784795242,-3.783363784795242,-5.57965671332861,0.003773860812567575,2.826690424127919,2.826690424127919,2.1843996445202047,8.885312605686405
U1456,A,3,H,1,74,647760,8935,29325,433508,-1271,-26264,702,49137,97085,-1858,116455,-4743,45728,1389,369,83,706,31589,141,248,95,412,4220,1083,18,133,2064,-1.704636166556961,-1.704636166556961,1.108786374491812,3.030678053416801,-2.3379424682729075,-2.3379424682729075,-4.1744914671479325,0.01538301243347769,-3.8148773471494986,-3.8148773471494986,-5.590710049220776,0.003732376752384664,2.578907942209507,2.578907942209507,2.063118694947497,7.8704771923846595
U1456,A,3,H,1,76,708560,9214,28941,442118,-1293,-28514,755,45781,94913,-1558,118226,-4765,48537,1189,337,99,786,44865,144,29,87,284,4361,1251,25,113,1728,-1.6031450913719527,-1.6031450913719527,1.1235763624124895,3.075834856358984,-2.2625716207795126,-2.2625716207795126,-4.178898492568913,0.015315368270885482,-3.599925926400904,-3.599925926400904,-5.515316152862001,0.00402465473118929,2.7393655836156494,2.7393655836156494,2.141657157252277,8.513534210493361
U1456,A,3,H,1,78,772374,8612,28611,434401,-2113,-37319,509,42380,86683,-1017,115377,-4910,62996,1104,329,58,779,49196,241,-50,76,367,4586,1192,55,103,1913,-1.5935199733380363,-1.5935199733380363,1.1249790017992258,3.0801521705852766,-2.1554026110337237,-2.1554026110337237,-4.185164795337135,0.015219697600042624,-3.571043984196995,-3.571043984196995,-5.505185853887571,0.004065632896979414,2.902792335832271,2.902792335832271,2.2216488965429577,9.222525325520223
U1456,A,3,H,1,80,782080,8959,28765,428957,-2577,-38142,661,40488,83163,-1488,121710,-5363,68856,1806,347,67,751,49916,131,71,90,137,4673,1135,55,152,1721,-1.5083470202963356,-1.5083470202963356,1.1373909990547366,3.1186212560947952,-2.021482113910989,-2.021482113910989,-4.192995290214641,0.015100985230834247,-3.574372982978411,-3.574372982978411,-5.506353495339908,0.00406088846591515,2.960951403191344,2.960951403191344,2.2501157472297386,9.488834079056124
U1456,A,3,H,1,82,731928,9715,32753,432926,-3126,-33862,744,45093,72267,-328,134114,-5815,66535,1625,350,79,675,47708,266,165,89,180,4606,1047,3,136,1659,-1.5350559409897955,-1.5350559409897955,1.1334987886932786,3.1065065179771216,-2.048286237848571,-2.048286237848571,-4.191428020381428,0.0151246711056685,-3.762798091930799,-3.762798091930799,-5.5724433266435245,0.003801181548957601,2.7869551246486486,2.7869551246486486,2.1649505905956072,8.714171344198267
U1456,A,3,H,1,84,634890,7153,30966,422759,-4903,-39318,761,32252,70809,7473,115717,-5315,71905,1024,252,70,643,35421,690,26,66,272,4414,633,45,176,1320,-1.5060482076965287,-1.5060482076965287,1.1377259980733307,3.1196661661671063,-1.8030470450288645,-1.8030470450288645,-4.205767455228197,0.0149093394267449,-3.9308649136607365,-3.9308649136607365,-5.631392518487554,0.0035835816475473076,2.9798716987176963,2.9798716987176963,2.2593765770909386,9.577116711314451
U1456,A,3,H,1,86,667053,6831,30718,415261,-3377,-21845,551,40105,95335,1568,104308,-5341,46520,1110,329,106,623,38812,200,112,71,121,4359,782,19,170,1731,-1.7700299390691756,-1.7700299390691756,1.0992567374889515,3.001933969567795,-2.0160881134612545,-2.0160881134612545,-4.193310684002734,0.015096223224891374,-3.937401553255714,-3.937401553255714,-5.633685235262545,0.003575374921233891,2.811368488209801,2.811368488209801,2.1769000871541864,8.818925940537337
U1456,A,3,H,1,88,635729,7755,27266,393652,-2054,-15964,872,43655,96526,-91,102725,-4265,42164,1391,298,65,666,47651,161,164,106,73,3867,1027,21,107,1455,-1.7279800266342689,-1.7279800266342689,1.1053845442526902,3.0203857174850723,-2.3258756423191285,-2.3258756423191285,-4.175197029185476,0.015372162591949817,-3.74967589231635,-3.74967589231635,-5.567840734326221,0.003818717161633621,2.678454548641751,2.678454548641751,2.111843313658914,8.263459402021443
U1456,A,3,H,1,90,813071,7889,26950,418049,-2165,-36573,1222,37866,90908,-1578,105824,-4823,67589,1704,310,81,723,53774,304,88,126,234,4443,1250,19,164,1545,-1.5685842277172048,-1.5685842277172048,1.1286128127116917,3.0913652218702303,-2.0606574707433225,-2.0606574707433225,-4.190704659298606,0.015135615662092688,-3.4109100605159477,-3.4109100605159477,-5.449019114428549,0.0043005209415257805,3.066764824777843,3.066764824777843,2.3019077550754483,9.993228914229471
U1456,A,3,H,1,92,833274,7954,26817,410893,-2452,-8331,1029,44524,100477,-1012,111935,-5456,37236,736,296,86,697,54825,44,-48,64,141,4420,1171,40,113,1546,-1.7223534228454804,-1.7223534228454804,1.1062044922325387,3.0228632922548924,-2.0993124490898185,-2.0993124490898185,-4.188444455547608,0.0151698639268342,-3.638170285015399,-3.638170285015399,-5.528730305695452,0.0039710278810351695,2.929334150022363,2.929334150022363,2.2346401960223803,9.34311955576955
U1456,A,3,H,1,94,817938,6699,27164,402345,-3221,-25885,726,36910,104787,-648,98692,-4792,51570,1166,354,69,636,55499,348,59,87,287,4304,1105,34,128,1609,-1.7065242555157767,-1.7065242555157767,1.108511228989184,3.0298442906887826,-2.041534656228759,-2.041534656228759,-4.191822793597066,0.0151187014690245,-3.508637182072191,-3.508637182072191,-5.4832967593419575,0.004155607053829223,3.0983040220672553,3.0983040220672553,2.3173451006311376,10.148694744637803
U1456,A,3,H,1,96,765447,6691,26935,388573,-2502,-40046,701,32120,100878,-638,94454,-4582,62422,758,293,72,706,54387,305,77,77,306,4653,1144,-8,175,1596,-1.568715549277881,-1.568715549277881,1.1285936756171975,3.0913060626879325,-1.947343305047257,-1.947343305047257,-4.197330276833603,0.015035664346797612,-3.3349479961209547,-3.3349479961209547,-5.4223755314726905,0.004416642303275716,3.1709810878286704,3.1709810878286704,2.3529180090928623,10.516211397125263
U1456,A,3,H,1,98,728497,5659,27391,365464,-3443,-23489,995,33058,111295,222,88677,-5118,51290,1032,352,41,704,52099,65,25,122,187,4484,929,12,163,1613,-1.765016396334775,-1.765016396334775,1.0999873459325649,3.0041280092675002,-1.8654998567575645,-1.8654998567575645,-4.202115763121057,0.014963883271905475,-3.5719101346634603,-3.5719101346634603,-5.505489654896527,0.004064397941203172,3.0927199130808294,3.0927199130808294,2.314611872538709,10.12099392064044
U1456,A,3,H,1,100,736397,7701,32014,417808,-2717,-25405,791,40590,103007,-203,110754,-5176,46910,1429,377,93,673,46852,39,20,32,219,4792,1136,36,72,1657,-1.6621715402936934,-1.6621715402936934,1.1149746162494734,3.049490770687272,-2.059489173652207,-2.059489173652207,-4.190772971055088,0.015134581756915719,-3.5760084105518466,-3.5760084105518466,-5.506927119168698,0.004058559711503406,2.898247644626923,2.898247644626923,2.219424427481901,9.202032904097669
U1456,A,3,H,1,102,658597,7475,25378,358723,-3854,-40309,1157,30086,71088,3243,107879,-4350,63384,910,229,88,532,36278,18,-27,97,172,3851,622,32,141,1222,-1.392495827998882,-1.392495827998882,1.154273643479894,3.17171878201815,-1.9338841021750393,-1.9338841021750393,-4.198117252848556,0.015023836294395028,-3.8788751335185894,-3.8788751335185894,-5.613157179162503,0.0036495289330225416,3.0860518675393425,3.0860518675393425,2.3113480950157608,10.088015095221794
U1456,A,3,H,1,104,669818,8686,26955,376318,-2256,-9622,324,41317,84895,-100,115887,-4398,36017,772,295,64,703,36418,131,92,73,226,4158,1068,36,128,1725,-1.5595615034371773,-1.5595615034371773,1.1299276670756833,3.0954325903355,-2.240124145417238,-2.240124145417238,-4.180211023843914,0.015295279557458073,-3.6554862970118043,-3.6554862970118043,-5.534803871570279,0.003946982675593861,2.7857319961428457,2.7857319961428457,2.1643519115223944,8.708955913514481
U1456,A,3,H,1,106,742848,9786,28562,446058,-2280,-28652,1227,46773,93834,-877,120242,-4518,52919,1613,352,56,722,44119,22,-63,63,209,4450,1236,54,143,1948,-1.5643533204955924,-1.5643533204955924,1.1292293700453004,3.0932718134697557,-2.3372366953167125,-2.3372366953167125,-4.17453273455387,0.015382377629557496,-3.633425754327025,-3.633425754327025,-5.52706616849764,0.003977641717885173,2.7651853343836335,2.7651853343836335,2.1542950316759533,8.621809933131399
U1456,A,3,H,1,108,749452,10343,28217,446813,-1696,-40014,919,45917,83699,-1455,129351,-5386,68801,1429,422,99,694,43871,219,87,86,332,4237,1377,16,128,1976,-1.490525456471028,-1.490525456471028,1.1399880817363752,3.126731099758556,-2.1430324244772874,-2.1430324244772874,-4.185888095239279,0.015208693174487578,-3.5069281991201766,-3.5069281991201766,-5.482697336071739,0.004158098768120328,2.7925068539300066,2.7925068539300066,2.1676679699430115,8.737883255977385
U1456,A,3,H,1,110,749118,9862,28344,443107,-2020,-16411,786,50260,95306,-1136,126733,-5085,42371,1057,308,62,702,44030,498,-11,102,147,4098,1369,20,136,1943,-1.6285205443135118,-1.6285205443135118,1.1198784742799297,3.06448176730977,-2.290914502614923,-2.290914502614923,-4.177241249683812,0.015340770599085087,-3.603128985809134,-3.603128985809134,-5.516439621263438,0.004020135697743064,2.7016869823843046,2.7016869823843046,2.1232147859412427,8.35796340805001
U1456,A,3,H,1,112,921212,8007,23989,381742,-2638,-47972,292,34989,77299,-2474,112412,-4183,77059,1180,416,65,598,44736,315,139,88,114,4596,1032,42,131,1662,-1.4747175672865256,-1.4747175672865256,1.1422917176931726,3.133942252693817,-2.124005033916961,-2.124005033916961,-4.187000649982698,0.01519178207975877,-3.5235350593176515,-3.5235350593176515,-5.488522167990563,0.004133948944307353,3.2706564679718544,3.2706564679718544,2.4017056580791474,11.041994194308892
U1456,A,3,H,1,114,1026611,6177,22533,336378,-3826,-31789,1158,32085,88944,-1425,102405,-4288,68256,1034,309,71,768,70246,422,-16,81,160,4612,1011,3,124,1465,-1.6475559144887166,-1.6475559144887166,1.1171045072641728,3.05599277550199,-2.012568207433978,-2.012568207433978,-4.193516497203164,0.015093116542584136,-3.4574486911641444,-3.4574486911641444,-5.465342471043499,0.004230891840947678,3.4656297338478113,3.4656297338478113,2.4971383240353875,12.147681445373472
U1456,A,3,H,1,116,955625,5883,22799,295881,-3494,-37427,857,27729,87270,-2137,104888,-4384,70781,681,247,67,514,60053,-23,29,56,124,4800,609,73,115,1284,-1.5504119610684313,-1.5504119610684313,1.1312610022567995,3.0995625922355297,-1.844517247305036,-1.844517247305036,-4.203342641898875,0.014945535658535618,-3.81841580822299,-3.81841580822299,-5.59195115926562,0.0037277473355082765,3.5398867797325764,3.5398867797325764,2.533484578087092,12.597326111791245
U1456,A,3,H,1,118,854860,5899,23631,337199,-3231,-34228,983,31541,99669,-864,96807,-4760,59243,992,298,94,651,67329,-21,-110,41,50,4882,901,36,121,1262,-1.676505441781787,-1.676505441781787,1.1128857800687686,3.043127532227788,-1.8910406185593966,-1.8910406185593966,-4.200622363613485,0.014986247022665907,-3.555538308176524,-3.555538308176524,-5.499747260707824,0.004087804456721361,3.2996494260366784,3.2996494260366784,2.415896707655369,11.199808810400256
U1456,A,3,H,1,120,831800,8969,27212,405788,-2423,-44682,1114,38224,82906,-1934,116819,-5394,74358,1227,322,59,706,39541,545,92,89,222,4492,909,12,126,2111,-1.4496894034475878,-1.4496894034475878,1.1459389964334938,3.1453934838671667,-1.9581763658659155,-1.9581763658659155,-4.196696854548959,0.0150451912886294,-3.738873775388112,-3.738873775388112,-5.56405190761688,0.00383321306309939,3.080128436725358,3.080128436725358,2.3084487806320872,10.058809127054136
U1456,A,3,H,1,122,732571,10633,32135,479801,-1702,-37435,745,50051,90908,-2013,127385,-5609,59123,1205,397,124,750,47034,32,31,135,228,4641,1120,35,164,1994,-1.5490801129126626,-1.5490801129126626,1.131455088466844,3.1001642329750494,-2.188670035055412,-2.188670035055412,-4.18321960846144,0.0152493315685256,-3.7997138002746085,-3.7997138002746085,-5.585391457338316,0.0037522806244493006,2.683517778940009,2.683517778940009,2.114321589660202,8.283963932593458
U1456,A,3,H,1,124,738025,7968,30057,414185,-2281,-9119,856,45349,109900,-652,110976,-5220,38434,1347,313,85,621,45311,314,140,69,208,5127,892,27,178,1865,-1.7389546053190796,-1.7389546053190796,1.1037852520401779,3.0155590987439655,-2.161890723706829,-2.161890723706829,-4.184785427472297,0.015225472559572403,-3.928677272003504,-3.928677272003504,-5.630625206376748,0.003586332428364287,2.7895895737640926,2.7895895737640926,2.1662400622638556,8.725415269062173
U1456,A,3,H,1,126,740164,8210,27799,398963,-2256,-14005,1101,45077,107573,-905,107248,-5476,39231,1330,316,75,534,44489,98,33,92,318,4167,1008,41,149,1763,-1.7030192151343246,-1.7030192151343246,1.1090220079400293,3.031392266679926,-2.107997231172459,-2.107997231172459,-4.1879366457420035,0.01517756928874952,-3.8004039689494844,-3.8004039689494844,-5.585633532991329,0.0037513723986009676,2.7984996446667316,2.7984996446667316,2.1706012336084384,8.76355139875604
U1456,A,3,H,1,128,734790,7500,28347,411471,-2180,-32089,1271,41144,98726,-1084,104683,-4646,53604,1241,325,89,695,50790,-100,14,102,223,4906,903,17,146,1801,-1.7021750879303503,-1.7021750879303503,1.1091450200485082,3.0317651875706995,-2.1810714741243977,-2.1810714741243977,-4.183663905590894,0.01524255783916929,-3.8191108340377666,-3.8191108340377666,-5.592194938553346,0.0037268386986759232,2.8825066356304045,2.8825066356304045,2.211719748347406,9.131406618995705
U1456,A,3,H,1,130,767321,7599,31179,392075,-2047,-30030,1177,41469,99889,-1211,114428,-5248,51652,1408,285,29,646,50778,84,-76,81,149,5046,710,36,135,1862,-1.6969295004626819,-1.6969295004626819,1.1099094436704104,3.034083626517991,-2.067099108508542,-2.067099108508542,-4.190328008878342,0.015141317571838718,-4.067436469097106,-4.067436469097106,-5.679294791755938,0.0034159665619640338,2.9179590673541993,2.9179590673541993,2.229072486728399,9.291244329282712
U1456,A,3,H,1,132,681725,8081,33970,411101,-2018,-15946,677,44098,98970,-935,112204,-5755,40977,1578,365,129,664,41066,154,258,148,92,6102,914,27,119,1802,-1.6968988026991576,-1.6968988026991576,1.1099139171627928,3.034097199498341,-2.036345387776622,-2.036345387776622,-4.192126216455445,0.0151141148052943,-3.8763391374784555,-3.8763391374784555,-5.612267682261527,0.0036527766218889444,2.7382119207691566,2.7382119207691566,2.1410924792152093,8.508728161769657
U1456,A,3,H,1,134,747539,7933,30958,448429,-2342,-33773,1388,46692,99764,-1588,114559,-5598,56640,1290,324,102,662,51056,256,56,66,110,5129,956,65,154,1893,-1.772541569470551,-1.772541569470551,1.0988907251747668,3.000835425821098,-2.121163452697155,-2.121163452697155,-4.187166800703937,0.015189258163890338,-3.8885702097211525,-3.8885702097211525,-5.616557712956887,0.0036371396635557136,2.773213634026457,2.773213634026457,2.158224606505446,8.655756634799024
U1456,A,3,H,1,136,678749,6545,36570,400890,-2081,-37942,1250,34812,98292,-981,104892,-5776,66406,2349,333,71,717,49106,414,169,90,180,5328,840,38,185,2008,-1.671260755565404,-1.671260755565404,1.1136500723540423,3.0454542601606165,-1.796250753336742,-1.796250753336742,-4.206164842696319,0.014903415819160397,-3.724315542072045,-3.724315542072045,-5.558945628579617,0.003852836577540324,2.970289243023292,2.970289243023292,2.25468629666087,9.532302525929808
U1456,A,3,H,1,138,643371,6929,30424,338260,-2698,-13566,1248,38192,92688,-376,104497,-5056,36287,747,321,111,667,46619,213,-3,67,99,4733,757,49,211,1504,-1.7069105669512301,-1.7069105669512301,1.108454932990215,3.0296737273787784,-2.022050412751918,-2.022050412751918,-4.192962061087969,0.015101487031722503,-3.9210180951411626,-3.9210180951411626,-5.627938761297474,0.0035959798663231027,2.8240954711432065,2.8240954711432065,2.183129504841056,8.87403418168745
U1456,A,3,H,1,140,691586,9611,35244,460124,-2149,-15893,1142,52847,98390,-1243,127312,-5767,46770,1440,424,140,641,42818,-228,345,94,152,5004,934,5,133,1931,-1.704492670436313,-1.704492670436313,1.1088072857481681,3.0307414293651416,-2.215248931644185,-2.215248931644185,-4.1816655079461365,0.015273048987427162,-4.035679787030754,-4.035679787030754,-5.668156181980432,0.003454228376625248,2.5715865644118048,2.5715865644118048,2.0595351338958396,7.842323332526996
U1456,A,3,H,1,142,676555,9101,32314,429763,-1711,-16162,257,50694,109105,-966,118665,-4836,36497,933,375,63,718,33307,121,296,104,235,4513,1224,18,152,1992,-1.7174232628035442,-1.7174232628035442,1.106922949568165,3.0250358709208944,-2.3497196276462167,-2.3497196276462167,-4.173802842268802,0.015393609206737461,-3.7236833763086286,-3.7236833763086286,-5.558723897362943,0.0038536909664011504,2.591206184720356,2.591206184720356,2.069138259035496,7.917996914764229
U1456,A,3,H,1,144,702147,8876,31417,420724,-1674,-34318,500,43634,92664,-1930,116152,-5089,63047,983,324,69,612,47563,13,160,67,253,4722,973,30,126,1745,-1.592485657899485,-1.592485657899485,1.1251297294648304,3.080616469722139,-2.148755315363137,-2.148755315363137,-4.185553470826071,0.01521378322609702,-3.8032078597659646,-3.8032078597659646,-5.586616993593184,0.0037476848852033414,2.7783061208439026,2.7783061208439026,2.1607172025603587,8.677358851254356
U1456,A,3,H,1,146,532449,4639,19325,275797,-1413,-488,875,29888,76172,-370,67947,-3794,18888,841,249,35,489,34802,332,-6,47,114,2736,613,33,115,1247,-1.8629582362768256,-1.8629582362768256,1.0857145773464478,2.9615553231478833,-2.0640361905336095,-2.0640361905336095,-4.190507101429731,0.015138606117451277,-3.886847405092358,-3.886847405092358,-5.615953441753759,0.0036393381464892203,2.880030056302576,2.880030056302576,2.210507548476593,9.120344235336454
U1456,A,3,H,1,148,528022,3410,19898,246942,-2219,-5934,1248,24358,77255,440,63406,-3389,27479,719,204,104,465,35644,71,29,54,43,3165,492,29,107,1071,-1.9661480463694934,-1.9661480463694934,1.0706770379172372,2.9173539907687616,-1.9723254450400045,-1.9723254450400045,-4.195869540624843,0.015057643535121686,-3.9021369001547477,-3.9021369001547477,-5.621316209778726,0.00361987345919568,3.076277611839978,3.076277611839978,2.306563935121133,10.03986768228172
U1456,A,3,H,2,4,851969,8418,27574,397127,-2746,-29076,1424,43181,90183,-2230,117576,-5424,56442,507,310,94,719,58939,309,-123,59,179,4515,908,46,106,1517,-1.635028313339967,-1.635028313339967,1.1189301167507935,3.0615769205871852,-2.0745670330502515,-2.0745670330502515,-4.189891350217973,0.01514793060299944,-3.8619114840691897,-3.8619114840691897,-5.607207203935539,0.0036713082687651714,2.9821495575024946,2.9821495575024946,2.260491510133315,9.587800509939914
U1456,A,3,H,2,6,854415,7065,25517,351747,-2513,-35086,723,35823,88239,-2102,110651,-4542,56518,1016,272,109,626,57789,318,-58,79,95,5272,749,31,142,1694,-1.6234371290828664,-1.6234371290828664,1.1206192650314315,3.066752748118075,-2.0652227015359905,-2.0652227015359905,-4.1904377246836315,0.015139656421117085,-3.8676064406842747,-3.8676064406842747,-5.6092047016366955,0.0036639821583183954,3.1718268790122406,3.1718268790122406,2.353331994605839,10.520565857574653
U1456,A,3,H,2,8,730122,6529,26270,410035,-2398,-34461,805,37114,101459,-1127,95059,-4503,60910,1180,304,71,813,48962,225,60,75,207,4729,1034,58,99,1657,-1.7377404647176506,-1.7377404647176506,1.1039621850837624,3.0160926979976934,-2.1092504156027125,-2.1092504156027125,-4.187863370519222,0.01517868146926758,-3.58055948083591,-3.58055948083591,-5.508523400412726,0.0040520862768439175,2.9792173865444203,2.9792173865444203,2.2590563139267408,9.574050004715385
U1456,A,3,H,2,10,845728,7868,26934,383060,-2369,-24170,976,40153,116989,-1563,105320,-4882,49192,1083,371,86,762,60114,-63,-130,82,372,5280,736,45,127,1746,-1.62989325687532,-1.62989325687532,1.1196784330233887,3.063868805837226,-2.107142185431364,-2.107142185431364,-4.187986641309818,0.015176810496523165,-3.9992223176553936,-3.9992223176553936,-5.655368777933432,0.003498682611929102,3.0475006375053404,3.0475006375053404,2.2924786021060113,9.899444080767102
U1456,A,3,H,2,12,762988,7303,29136,374947,-2232,-25054,783,36558,110600,-1183,106169,-4692,51972,1011,286,79,577,50284,235,20,54,373,5385,811,29,186,1538,-1.6106148178564397,-1.6106148178564397,1.122487821727755,3.0724885066276566,-2.0530411097031833,-2.0530411097031833,-4.191149997222161,0.015128876699111272,-3.8083872653611364,-3.8083872653611364,-5.5884336625283435,0.003740882762966452,3.038342263274494,3.038342263274494,2.2879958948756225,9.855167085756507
U1456,A,3,H,2,14,749209,8342,29663,427142,-1132,-14004,819,47726,104604,-1457,115879,-5172,33778,1482,411,92,743,49116,45,143,66,202,5104,939,50,162,1919,-1.7441733269962711,-1.7441733269962711,1.1030247434887972,3.013266612100518,-2.2222168618614138,-2.2222168618614138,-4.181258084564018,0.015279272852488868,-3.9284161225448986,-3.9284161225448986,-5.630533608586197,0.0035866609435363074,2.7535416605404235,2.7535416605404235,2.1485958562972662,8.572812481398191
U1456,A,3,H,2,16,679721,8828,29640,395977,-1815,-27148,585,44384,94241,-1538,114319,-5229,47286,1596,336,117,776,41830,107,334,122,271,4904,917,2,147,1680,-1.6149505557379311,-1.6149505557379311,1.1218559877386323,3.0705478171193397,-2.1386589889264274,-2.1386589889264274,-4.186143815352435,0.015204804502974994,-3.879526850858093,-3.879526850858093,-5.6133857680658865,0.0036486947865478213,2.7288033757264225,2.7288033757264225,2.1364873220303844,8.469634217112112
