Site,Hole,Core,Core Type,Section,Interval (cm),Ca,Al,Ti,Fe,P,Ar,Mn,K,Cl,S,Si,Ba,Rh,Cr,Zn,Ga,Ni,Sr,Mo,Y,Cu,Nb,Zr,Br,Bi,Pb,Rb,Al/K,ln(Al/K),predicted_ln(Al/K),predicted_Al/K,Ba/K,ln(Ba/K),predicted_ln(Ba/K),predicted_Ba/K,Br/K,ln(Br/K),predicted_ln(Br/K),predicted_Br/K,Ca/K,ln(Ca/K),predicted_ln(Ca/K),predicted_Ca/K
U1456,C,3,H,2,96,1613976,1188,5192,161286,-7106,-47920,-142,3362,95007,-2600,52627,-1348,100644,-170,199,42,628,119321,-97,-1460,47,44,5038,1181,50,139,526,-1.0402648140459707,-1.0402648140459707,1.2056032055340455,3.3387724367825933,-0.9139140224963085,-0.9139140224963085,-4.257756147982091,0.014154026345522213,-1.0461744977711986,-1.0461744977711986,-4.619591575347467,0.009856821007882802,6.173919943844436,6.173919943844436,3.8227526525536266,45.729913793711155
U1456,C,3,H,2,98,995853,2567,11963,221143,-5098,-26516,1585,22049,131651,-223,60765,-1823,57869,313,298,49,581,35102,126,38,67,172,3420,1190,-3,120,1204,-2.1505293475015197,-2.1505293475015197,1.043807707667554,2.8400103816231828,-2.4927837536939967,-2.4927837536939967,-4.165437708250927,0.015522918903199644,-2.919313942267085,-2.919313942267085,-5.276592495146138,0.005109812873286518,3.8103324069401006,3.8103324069401006,2.665858352946265,14.380287612271589
U1456,C,3,H,2,100,867913,1523,12675,243526,-4195,-23122,2230,24617,136242,17,52646,-2462,53264,445,344,68,663,31240,154,-254,122,356,3769,1172,32,120,1330,-2.782755187265985,-2.782755187265985,0.9516753451301464,2.590045246189644,-2.3024632334167476,-2.3024632334167476,-4.1765659813019855,0.01535113323480986,-3.0447255700241884,-3.0447255700241884,-5.320580440107727,0.00488991459879126,3.5626542180431904,3.5626542180431904,2.5446284511981805,12.738494234421744
U1456,C,3,H,2,102,939693,3286,12720,245033,-3908,-38116,1419,25252,109670,-1610,68818,-2163,67138,171,338,39,657,21027,361,270,90,382,3734,1134,19,120,1281,-2.039234340890303,-2.039234340890303,1.0600263929106752,2.8864471700049648,-2.4574092135344574,-2.4574092135344574,-4.16750610077832,0.015490844596300441,-3.1031541551998187,-3.1031541551998187,-5.341074180878454,0.0047907218435860556,3.6166478656699845,3.6166478656699845,2.5710564730840373,13.079635426960085
U1456,C,3,H,2,104,920665,2472,11470,229302,-4377,-27278,1507,25418,122810,-598,62429,-2599,56518,644,378,81,649,20424,42,212,94,215,3192,1208,48,86,1258,-2.330430044864434,-2.330430044864434,1.017591322275354,2.7665230697165053,-2.2803308288005257,-2.2803308288005257,-4.177860090006013,0.01533128004853529,-3.0464914849472553,-3.0464914849472553,-5.321199832183501,0.004886886762243341,3.5896386505572067,3.5896386505572067,2.5578363970289035,12.907859598371827
U1456,C,3,H,2,106,978023,3415,11867,235766,-3452,-36085,1182,25154,107016,-1475,73067,-2617,64007,396,287,47,617,26446,70,58,100,162,3273,1023,14,109,1158,-1.9968394366022104,-1.9968394366022104,1.066204474295429,2.904335075104346,-2.262988306076955,-2.262988306076955,-4.178874128471129,0.015315741420561337,-3.2022774426554745,-3.2022774426554745,-5.375841528938524,0.004627023320688226,3.660516257515737,3.660516257515737,2.5925285326827963,13.363519014084085
U1456,C,3,H,2,108,879458,715,10652,236059,-4265,-17720,885,20500,147973,708,41352,-2112,46662,215,299,60,572,38944,309,83,95,206,3323,1032,8,127,1324,-3.355897622432492,-3.355897622432492,0.8681530287344645,2.3825063664969988,-2.2727895203003476,-2.2727895203003476,-4.1783010395159765,0.015324521218371715,-2.9889262190849912,-2.9889262190849912,-5.301008899398921,0.004986560430380554,3.75888092248706,3.75888092248706,2.640674631954057,14.02266055228591
U1456,C,3,H,2,110,1070113,1440,10137,213434,-4666,-26587,319,18182,118607,-1599,50769,-2252,54770,260,262,37,505,54850,-60,-253,103,59,3535,1129,29,105,928,-2.5357889801117572,-2.5357889801117572,0.9876649847508532,2.6849577298139526,-2.0886133834222225,-2.0886133834222225,-4.1890700429722685,0.01516037681854499,-2.7790998085321417,-2.7790998085321417,-5.227412592868535,0.005367394987729764,4.075087435656844,4.075087435656844,2.7954467767860463,16.369940829154093
U1456,C,3,H,2,112,1253669,1812,8434,200131,-4400,-36003,213,17549,85956,-1756,60275,-2052,75029,192,228,23,575,76517,-25,-362,50,109,4281,1009,35,87,770,-2.270565760610682,-2.270565760610682,1.026315163651347,2.7907633586228386,-2.1461820409229464,-2.1461820409229464,-4.185703933322517,0.01521149429449593,-2.8560372268599976,-2.8560372268599976,-5.2543982797894255,0.005224489026997741,4.26883276277615,4.26883276277615,2.890278409217759,17.99831980221204
U1456,C,3,H,2,114,1226789,162,7619,217856,-4485,-40808,394,15680,84353,-585,40857,-1527,84522,82,228,90,656,76377,126,-352,83,112,4008,1085,64,129,821,-4.572544958672014,-4.572544958672014,0.6908546862555318,1.9954202629075184,-2.3290809886857664,-2.3290809886857664,-4.175009608672233,0.015375043920554068,-2.6708060279298387,-2.6708060279298387,-5.189428707753491,0.0055751909686654255,4.359769450860942,4.359769450860942,2.9347887708725926,18.81752790535785
U1456,C,3,H,2,116,1321843,44,5816,160396,-5491,-32244,126,12188,93956,-102,25599,-1888,73892,382,198,38,599,104645,-32,-835,69,115,3991,1279,44,79,673,-5.6240175061873385,-5.6240175061873385,0.5376267669697526,1.711939206675761,-1.8649337934001537,-1.8649337934001537,-4.202148861536279,0.014963387999280023,-2.254373338526757,-2.254373338526757,-5.043365551176437,0.006451997209786349,4.686330392780336,4.686330392780336,3.0946290502285114,22.079046800912653
U1456,C,3,H,2,118,1309052,-530,6472,148978,-4575,-37162,621,9578,85594,100,21196,-1608,77477,-7,162,35,559,106017,17,-703,94,251,4303,1390,35,89,653,-2.894347074356387,-2.894347074356387,0.9354133963912643,2.548266684275242,-1.784477631163643,-1.784477631163643,-4.206853231515427,0.014893160004742962,-1.9301650547778173,-1.9301650547778173,-4.929649969960471,0.007229033217356665,4.917589688181367,4.917589688181367,3.2078224718400827,24.72518777055456
U1456,C,3,H,2,120,1179894,344,9208,138124,-7163,-45357,255,2006,85974,4722,34805,-1819,87296,392,252,89,632,101087,33,-407,98,-149,4595,1095,44,93,462,-1.7632563111484825,-1.7632563111484825,1.1002438378319481,3.004898642592966,-0.09785579000375856,-0.09785579000375856,-4.305472068595969,0.013494513701811315,-0.6053883262712796,-0.6053883262712796,-4.46498647055351,0.011504851413209142,6.37703719337649,6.37703719337649,3.9221715166602324,50.51000910090632
U1456,C,3,H,2,122,900938,2245,12463,214995,-4327,-41384,1539,20447,86361,-185,57163,-2050,66693,742,384,68,561,23757,235,249,138,115,3081,991,3,135,1110,-2.2091306512666997,-2.2091306512666997,1.03526791662442,2.815860550426322,-2.2999963793106004,-2.2999963793106004,-4.176710221271645,0.015348919147501609,-3.0268769171130665,-3.0268769171130665,-5.314320051211303,0.004920623390041829,3.785600270349104,3.785600270349104,2.653752828021765,14.207256113770326
U1456,C,3,H,2,124,1026982,2800,10856,228807,-4553,-41509,1727,20383,83916,-869,69423,-2268,71502,365,265,36,490,30293,264,-115,80,367,3165,1124,39,109,1163,-1.9850818029204351,-1.9850818029204351,1.0679178787481083,2.909315641397858,-2.195802834236088,-2.195802834236088,-4.182802544989854,0.015255692834122482,-2.897807468630094,-2.897807468630094,-5.26904913098142,0.0051485037990077216,3.9196784628963486,3.9196784628963486,2.719379463057556,15.170905216311956
U1456,C,3,H,2,126,1151949,1673,9260,198427,-4597,-31249,292,14071,96990,-1239,53934,-1887,62879,186,236,54,542,74916,-75,-458,64,145,4092,1082,34,77,860,-2.129497519801432,-2.129497519801432,1.0468726124098384,2.8487280955671057,-2.0091276754197054,-2.0091276754197054,-4.1937176693081994,0.015090080533948077,-2.565304761381829,-2.565304761381829,-5.152424292857609,0.005785362299739846,4.4050946276364025,4.4050946276364025,2.956973876277617,19.239661976180063
U1456,C,3,H,2,128,1098332,2698,9212,202268,-4720,-24427,735,20306,88894,-940,70666,-1815,60346,145,296,55,485,33194,354,110,74,248,3180,1288,13,84,977,-2.0184056510934667,-2.0184056510934667,1.063061694979721,2.895221719038989,-2.414830941162217,-2.414830941162217,-4.169995704318235,0.015452326502044127,-2.757825781196869,-2.757825781196869,-5.219950758904082,0.005407595395808779,3.9906315354281836,3.9906315354281836,2.754108536497847,15.707032413579046
U1456,C,3,H,2,130,1226627,3597,11001,195843,-4436,-40861,896,16497,68225,-2491,82118,-2442,77114,417,217,49,490,49047,263,-212,63,65,3274,996,19,115,1026,-1.5230783814803004,-1.5230783814803004,1.1352442422727358,3.111933515807098,-1.9103611705052743,-1.9103611705052743,-4.199492667366135,0.015003186496117538,-2.807186567591326,-2.807186567591326,-5.237263982518286,0.005314778287645165,4.308844858821708,4.308844858821708,2.9098629454821,18.35428285723877
U1456,C,3,H,2,132,1467503,1513,8076,159006,-6821,-33072,43,6363,72773,-1058,65707,-1540,76063,-178,218,72,591,93899,138,-463,90,-35,4279,965,17,121,615,-1.4364055294444362,-1.4364055294444362,1.147874815279518,3.1514882931714507,-1.4187175478251173,-1.4187175478251173,-4.228239669891277,0.014578030120086485,-1.8861271418938061,-1.8861271418938061,-4.914203736442818,0.007341561383407816,5.440817631742522,5.440817631742522,3.463924442192316,31.942085731107824
U1456,C,3,H,2,134,915383,5485,14401,259413,-3508,-43774,829,30837,81206,-1739,100443,-2384,63370,618,343,50,633,21180,443,18,102,333,3522,932,34,99,1391,-1.7266981739717011,-1.7266981739717011,1.1055713447704787,3.0209499798016255,-2.5599355184957915,-2.5599355184957915,-4.1615112626239075,0.015583988615238414,-3.4991377319954404,-3.4991377319954404,-5.479964841125005,0.004169476289422757,3.39062728923175,3.39062728923175,2.4604272231016844,11.709813174202365
U1456,C,3,H,2,136,877806,3509,13695,240868,-4281,-28678,753,25314,117169,-624,69853,-2629,46855,1150,252,55,616,27367,216,-164,127,296,3557,1142,14,107,1204,-1.9760265057691786,-1.9760265057691786,1.069237479858266,2.9131573117267875,-2.2647540566225124,-2.2647540566225124,-4.17877088288215,0.015317322784938005,-3.098576491136438,-3.098576491136438,-5.339468571905237,0.004798420048065581,3.5460680101305098,3.5460680101305098,2.536510076445107,12.635497015143667
U1456,C,3,H,2,138,1210812,999,11577,176678,-5722,-23990,637,7026,119759,-1202,50507,-2234,60216,274,216,40,642,88528,335,-203,137,227,4906,1072,9,68,864,-1.950618054177219,-1.950618054177219,1.0729401767845048,2.923963844662281,-1.1458238531966263,-1.1458238531966263,-4.244196097203025,0.014347262848957818,-1.880091491195025,-1.880091491195025,-4.912086740790234,0.0073571198997847585,5.149428934057592,5.149428934057592,3.3212997591381708,27.696325726382156
U1456,C,3,H,2,140,1251704,582,6685,163541,-5624,-34167,347,254,116480,-1262,39661,-1354,73119,83,167,60,528,100236,-61,-899,47,22,4002,965,75,54,402,0.8291361807129012,0.8291361807129012,1.4780253675910089,4.384279786799786,1.6734841864536838,1.6734841864536838,-4.409044478421027,0.012166798415842747,1.3347938343204493,1.3347938343204493,-3.784470416166114,0.022720892208358944,8.502682113946383,8.502682113946383,4.962601140357382,142.96518518263912
U1456,C,3,H,2,142,886149,1579,12786,196304,-4495,-20610,856,10770,131520,475,46950,-2319,46966,196,204,71,529,57995,224,-267,54,88,4594,1026,17,71,642,-1.919972755894792,-1.919972755894792,1.077406023565578,2.9370510200954345,-1.5356284328949026,-1.5356284328949026,-4.2214037477857556,0.014678025790347644,-2.3510967444197193,-2.3510967444197193,-5.077291144289362,0.006236780693152752,4.410120616855094,4.410120616855094,2.9594339240593075,19.287050729344514
U1456,C,3,H,2,144,811419,2802,13728,233702,-4166,-4963,742,23495,127922,1067,62353,-2132,31237,534,339,78,582,23448,473,401,128,262,3367,1170,3,97,1211,-2.1264541846399636,-2.1264541846399636,1.0473161084531568,2.8499917754037707,-2.399727126251181,-2.399727126251181,-4.170878842805865,0.015438685981907464,-2.9997838837451143,-2.9997838837451143,-5.3048172093939545,0.004967606177196766,3.541996934260886,3.541996934260886,2.5345174256998737,12.610343951558347
U1456,C,3,H,2,146,554290,1312,10287,159829,-3226,-10766,524,8880,76083,282,36239,-1888,37938,607,178,34,410,21600,205,-59,85,65,2237,647,21,58,658,-1.9122488664821815,-1.9122488664821815,1.0785316026463487,2.9403587644975393,-1.5482834892807698,-1.5482834892807698,-4.220663791197085,0.014688890911603168,-2.619210541485315,-2.619210541485315,-5.171331666366038,0.005677003908204317,4.133886458486798,4.133886458486798,2.8242268635280636,16.847914212501216
U1456,C,3,H,2,148,673187,1885,10825,197240,-3185,-9700,465,15424,89706,-111,46821,-2164,38524,666,197,47,507,28357,199,-114,74,123,2349,879,38,70,770,-2.101996916968216,-2.101996916968216,1.0508801922189317,2.860167507632502,-1.9639663768839548,-1.9639663768839548,-4.196358305539722,0.015050285685536806,-2.86489511916515,-2.86489511916515,-5.257505172556573,0.005208282289162676,3.7760984135074014,3.7760984135074014,2.6491019979407056,14.141333994779881
U1456,C,3,H,2,150,290492,462,3637,70394,-1810,17109,299,2012,62320,628,17556,-639,13950,805,133,38,367,16894,95,-390,37,230,865,408,10,60,412,-1.471319640137891,-1.471319640137891,1.1427868873560423,3.1354944700963046,-1.146980076842095,-1.146980076842095,-4.244128491395641,0.01434823284003461,-1.5956173568154681,-1.5956173568154681,-4.812307854335467,0.008129077306200274,4.972446784948941,4.972446784948941,3.234673122197859,25.398068357056964
U1456,C,3,H,3,4,994957,424,15587,197423,-5527,-38192,546,2109,135577,-681,32907,-3256,82352,379,215,14,652,108868,165,-637,83,116,4887,1306,34,77,646,-1.6042357252468167,-1.6042357252468167,1.123417427631222,3.0753460380650175,0.43428554664365626,0.43428554664365626,-4.336587021872373,0.013081097602985588,-0.4792448706423983,-0.4792448706423983,-4.420741838036542,0.012025308144017158,6.156485618647712,6.156485618647712,3.8142191537418975,45.34133794249876
U1456,C,3,H,3,6,1001494,2003,19408,235138,-4797,-37827,1060,10723,116725,-1232,61039,-3883,67920,434,234,15,577,46923,279,-50,77,162,5139,1254,35,81,1038,-1.6777449105543274,-1.6777449105543274,1.1127051560272898,3.0425779198722784,-1.0157829164884784,-1.0157829164884784,-4.251799749449223,0.014238584949651469,-2.1460525250272795,-2.1460525250272795,-5.005372184312257,0.006701846561844071,4.536857196836438,4.536857196836438,3.0214670938246986,20.52137639483341
U1456,C,3,H,3,8,875521,1621,12959,245804,-3939,-46187,1340,12928,128709,-1781,48622,-2469,83426,678,245,46,525,28447,552,18,82,224,3357,1389,16,77,1094,-2.0763522590252004,-2.0763522590252004,1.0546173107834527,2.870876290254801,-1.6555822914156972,-1.6555822914156972,-4.214389899309497,0.014781337120655031,-2.230811438006533,-2.230811438006533,-5.0351012490394655,0.006505539403811038,4.215423635953047,4.215423635953047,2.864136490036047,17.533905963124667
U1456,C,3,H,3,10,1160516,554,11188,224908,-4453,-49517,407,5802,117234,-2401,41168,-1933,91098,126,236,41,615,95812,8,-372,60,68,5246,1436,7,83,697,-2.3487932779340657,-2.3487932779340657,1.0149153037703835,2.759129699597182,-1.0991294854730185,-1.0991294854730185,-4.246926373860622,0.014308144278661068,-1.3963412150731798,-1.3963412150731798,-4.742412039155594,0.00871759362870953,5.298417327080944,5.298417327080944,3.394224421290573,29.791538829246168
