Site,Hole,Core,Type,Section,Interval,Depth CSF,TotalCPS,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Mo,Ag,Ba,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Ba/Ca,ln(Ba/Ca),ln(Ba/Ca) predicted
U1523,B,10,F,3,68,83.07,150027,221,7757,204734,483,1985,24403,-4281,43785,20365,14120,862,2593,135223,4529,368,938,1928,5891,6172,1245,6922,204,495801,5696,0.380898601,-0.96522208,1.933223307,2.150012276,0.765473552,1.064002706,0.693346428,-0.366225509,-1.057505923,0.127326295,-2.061002235,-3.003126854,6.639970538,1.893107526,1.23561126,0.303068991,-1.193794807,-4.287134646,0.339896882,-1.079112996,-6.385732047,0.279695556,-1.274053567,-0.822962868
U1523,B,10,F,3,70,83.09,152522,218,8027,200575,589,1965,23906,-4334,44694,22265,14676,745,2671,141299,4499,311,938,1926,6162,7061,1308,8183,35,495466,5070,0.360520997,-1.02020508,1.900618388,2.007365821,0.696823326,1.004318199,0.659151134,-0.416802432,-1.100774481,0.119964069,-2.120563005,-3.063199846,6.346238491,1.847862274,1.194854336,0.317134516,-1.148429254,-4.25521998,0.36752751,-1.000957107,-6.339565363,0.227711655,-1.479675121,-0.913045671
U1523,B,10,F,3,72,83.11,132080,202,5989,163802,412,1715,20510,-3438,37696,20130,12603,887,2201,119802,4285,279,880,1642,5959,6789,1522,8003,155,208133,1651,0.297516145,-1.212286786,1.786713936,1.872627919,0.627342748,0.943911785,0.626080477,-0.468276359,-1.144810425,0.109339295,-2.213299437,-3.156733812,5.951415797,1.78362914,1.13699313,0.337257824,-1.086907584,-4.211939486,0.397565822,-0.922394768,-6.29315859,0.08201689,-2.500830075,-1.360413656
U1523,B,10,F,3,74,83.13,143882,119,7102,190266,357,1613,23132,-3309,41865,19306,13348,789,2451,129672,4473,288,885,1838,5835,5762,1299,6579,366,207891,1883,0.367864912,-1.000039494,1.91257658,2.16849684,0.774034227,1.071445357,0.691391277,-0.369049368,-1.059921734,0.126955351,-2.063919824,-3.006069534,6.716668393,1.904592257,1.245956705,0.298456438,-1.209131292,-4.297923864,0.340774889,-1.07653317,-6.384208144,0.097534445,-2.327549679,-1.284499514
U1523,B,10,F,3,76,83.15,133029,166,6287,167391,429,1547,20802,-2373,38679,19433,12545,557,2159,117587,4292,389,889,1739,5609,6522,1261,7318,242,498418,4742,0.323521844,-1.128488642,1.836406235,1.990377193,0.688324165,0.996929029,0.645551382,-0.437650472,-1.118609979,0.111099676,-2.1973275,-3.140624517,6.050892811,1.800205833,1.151925415,0.335614676,-1.091791575,-4.215375373,0.376575928,-0.976635585,-6.32519864,0.244017908,-1.410513664,-0.882746036
U1523,B,10,F,3,78,83.17,145912,247,7404,193034,480,2024,23544,-3699,42984,21892,13679,775,1782,131915,4405,262,888,1757,5789,6850,1305,7993,62,210251,1818,0.338205737,-1.084100879,1.862728179,1.963456971,0.67470668,0.985089988,0.624840124,-0.470259463,-1.146506971,0.081399598,-2.508384944,-3.454357055,6.025717157,1.796036502,1.148169681,0.312899689,-1.161872621,-4.264677389,0.365110543,-1.007555115,-6.343462806,0.083044034,-2.488384278,-1.354961152
U1523,B,10,F,3,81,83.2,150065,245,7338,202835,494,1784,24569,-4299,42983,20989,13619,687,1926,135214,4527,354,921,2016,5758,6333,1288,6838,76,205680,1969,0.349611701,-1.050932165,1.882397226,2.047882224,0.716806198,1.021691308,0.648863691,-0.432532614,-1.114231652,0.091762352,-2.388553178,-3.333494735,6.442136357,1.862860218,1.208364484,0.301729477,-1.198224433,-4.290250889,0.325789699,-1.1215032,-6.41077194,0.093811044,-2.366472691,-1.301551686
U1523,B,10,F,3,82,83.21,149168,241,7261,201488,519,2264,26132,-4148,42139,19691,13266,884,2296,134602,4513,277,862,1896,5834,6135,1397,7283,123,499976,5478,0.368747143,-0.997644118,1.913997038,2.140013204,0.760811999,1.059949952,0.673708801,-0.394957307,-1.082085977,0.116601493,-2.1489932,-3.091874542,6.835711746,1.922160597,1.261782266,0.311563659,-1.1661516,-4.267687651,0.369864405,-0.994618813,-6.335821333,0.278198162,-1.279421608,-0.825314606
U1523,B,10,F,3,84,83.23,147250,200,7037,194913,554,2297,25654,-4155,41530,19037,13234,848,2342,134098,4548,350,975,1921,5750,6013,1152,6714,308,500300,5107,0.369648579,-0.995202511,1.915444911,2.181541209,0.780031604,1.076659476,0.695172559,-0.363595178,-1.055255675,0.123023586,-2.095379189,-3.03779945,7.04407207,1.952186422,1.288829529,0.315858591,-1.152460662,-4.258056076,0.35268162,-1.042189555,-6.36392137,0.268267059,-1.315772306,-0.841239847
U1523,B,10,F,3,86,83.25,150040,133,7493,202837,477,1960,26284,-4539,43117,20374,13780,799,2401,133105,4531,389,959,1845,5918,6741,1266,7237,280,500838,5544,0.367772651,-1.000290327,1.912427836,2.116275645,0.749657773,1.050252468,0.676352214,-0.391041313,-1.078735843,0.117846275,-2.138374261,-3.08116428,6.533081378,1.876878712,1.220992344,0.330862864,-1.106051296,-4.225407087,0.355207618,-1.035052822,-6.359705702,0.272111515,-1.301543316,-0.835006127
U1523,B,10,F,3,88,83.27,145058,192,7239,192987,541,1925,24121,-4161,43161,20293,13407,673,2517,127913,4457,331,890,1866,6269,6979,1440,8135,-101,183818,3587,0.356723993,-1.030792924,1.894339796,2.126891046,0.754661311,1.054602544,0.660671167,-0.41449904,-1.098803929,0.124032918,-2.087208283,-3.029558274,6.303306559,1.841074346,1.188739771,0.343911694,-1.067370359,-4.198195048,0.40087715,-0.914100258,-6.288259023,0.176760459,-1.7329598,-1.024009689
U1523,B,10,F,3,90,83.29,146200,233,7132,194331,403,1875,24135,-4335,41537,20776,13109,788,2105,126253,4501,389,916,1840,6153,7352,1393,9257,81,503560,5362,0.343280709,-1.069206774,1.871560383,1.999278013,0.692786122,1.000808254,0.630968425,-0.460499457,-1.138157286,0.101318829,-2.289483007,-3.233572561,6.076867539,1.804489356,1.155784012,0.35386985,-1.038826089,-4.178114154,0.445562187,-0.808418452,-6.22583278,0.258086253,-1.354461435,-0.858189554
U1523,B,10,F,3,92,83.31,145989,203,7111,195083,556,2146,23751,-4441,42699,20108,13249,797,2279,127383,4505,324,868,1740,5986,6657,1514,8778,145,215585,1876,0.353640342,-1.039474865,1.889191405,2.123483191,0.753057755,1.053208412,0.658891983,-0.417195668,-1.101110894,0.113337975,-2.177380996,-3.120506472,6.334941317,1.84608055,1.19324936,0.331062264,-1.105448813,-4.22498324,0.43654267,-0.828869155,-6.23791301,0.093296201,-2.371975895,-1.30396264
U1523,B,10,F,3,94,83.33,143497,195,7076,187694,449,2642,22562,-2942,40743,19940,13146,780,2430,131795,4448,330,878,1841,5721,6223,1340,7428,197,209732,1764,0.354864594,-1.036018988,1.89124074,2.04327984,0.714556281,1.019735231,0.659277834,-0.416610235,-1.100610056,0.121865597,-2.104836507,-3.047338101,6.609578736,1.888519921,1.231478744,0.312086259,-1.164475659,-4.266508626,0.372517553,-0.987471121,-6.331599191,0.088465396,-2.425143807,-1.327255502
U1523,B,10,F,4,4,83.39,127023,101,5042,146446,444,5365,17002,-1441,34276,17268,10756,851,1814,123921,4525,300,1075,1507,5881,7632,1171,8447,-164,210055,1838,0.291985175,-1.231052249,1.775586016,1.984943248,0.685590323,0.994552227,0.622886264,-0.473391339,-1.149186291,0.105049803,-2.253320726,-3.197099284,7.176337735,1.970789188,1.305586901,0.441973593,-0.816505144,-4.021711368,0.48917072,-0.715043729,-6.170676331,0.106439657,-2.240177054,-1.246221567
U1523,B,10,F,4,5,83.4,147684,158,6641,174840,374,15433,20164,-4048,39087,20321,12464,536,1988,165643,4338,293,841,1426,5826,7061,1218,8301,328,504630,5304,0.326804783,-1.11839228,1.842393378,1.923478175,0.654135097,0.967205053,0.613355642,-0.488810345,-1.16237725,0.097829831,-2.324525726,-3.268916647,8.151321293,2.098180036,1.420340576,0.347473057,-1.05706815,-4.190947443,0.408493676,-0.895278845,-6.277141214,0.261010777,-1.343193581,-0.853253108
U1523,B,10,F,4,6,83.41,156185,200,7493,201145,520,13124,23295,-4031,42723,22082,12896,548,2174,165861,4580,317,863,1397,5879,6741,1341,7705,572,209081,1690,0.339326148,-1.080793546,1.864689427,1.93474323,0.65997462,0.972281935,0.584005072,-0.537845611,-1.20432692,0.098451227,-2.318194008,-3.262530477,7.511140295,2.016387291,1.346661672,0.305271262,-1.186554515,-4.282041101,0.348926728,-1.052893328,-6.370244089,0.076532923,-2.570034268,-1.390732013
U1523,B,10,F,4,7,83.42,150589,111,7542,210722,556,2672,25042,-4218,42609,19732,13614,826,2302,133245,4413,316,849,1923,6027,6369,1376,7109,222,208516,1808,0.382221772,-0.961754285,1.935279709,2.159385769,0.769823815,1.067784825,0.689945267,-0.371143008,-1.061712844,0.116663288,-2.148463373,-3.091340158,6.752736671,1.909947856,1.250781028,0.322775188,-1.130799212,-4.242817246,0.360277721,-1.020880096,-6.351333873,0.091627813,-2.390020421,-1.311867947
U1523,B,10,F,4,8,83.43,152681,176,7712,212345,465,2349,25219,-4542,43740,20170,13680,853,2393,135418,4534,310,874,1864,5883,6575,1485,7221,519,500226,4832,0.382350025,-0.961418795,1.935478655,2.168567179,0.774066663,1.071473557,0.678235002,-0.38826144,-1.076357662,0.118641547,-2.131648543,-3.074380721,6.713832424,1.904169939,1.245576281,0.325979177,-1.120921774,-4.235868468,0.358006941,-1.027202904,-6.355068756,0.239563708,-1.428935891,-0.890816814
U1523,B,10,F,4,10,83.45,134175,99,6554,180658,367,1897,21128,-3473,40365,19164,11529,845,1797,109500,4374,318,743,1318,6927,7124,1570,7073,62,210488,1812,0.341995408,-1.072957969,1.869335925,2.106293049,0.744929554,1.046141754,0.601596744,-0.508167919,-1.178937655,0.093769568,-2.366914911,-3.311670379,5.713838447,1.74289103,1.10029624,0.371738677,-0.989564154,-4.143458382,0.369077437,-0.996748801,-6.337079517,0.094552286,-2.358602311,-1.298103673
U1523,B,10,F,4,12,83.47,143276,154,7122,196366,437,2225,23400,-3916,40940,20148,12831,853,1985,121897,4403,277,858,1746,5703,6663,1397,7556,61,196418,2171,0.353484217,-1.039916443,1.888929549,2.03196347,0.709002552,1.014906819,0.636837403,-0.45124091,-1.130236598,0.098520945,-2.317486114,-3.261816494,6.050079412,1.800071398,1.151804315,0.330702799,-1.106535194,-4.225747509,0.375024816,-0.980763078,-6.32763675,0.107752631,-2.227917137,-1.240850498
U1523,B,10,F,4,14,83.49,134764,141,6385,175389,325,1824,20451,-3186,38290,19360,12379,675,2019,119321,4328,305,857,1713,5776,6544,1527,8047,42,179087,1599,0.329803719,-1.109257592,1.847810248,1.977789256,0.681979684,0.991413137,0.639411157,-0.447207593,-1.126786096,0.10428719,-2.260606743,-3.204447961,6.163274793,1.818608259,1.168502319,0.338016529,-1.084660483,-4.210358649,0.415650826,-0.877909731,-6.266881278,0.082592975,-2.493830648,-1.357347207
U1523,B,10,F,4,15,83.5,133154,89,6312,170820,419,2783,19306,-3419,36952,18934,12085,759,1913,117314,4604,357,875,1772,5771,6775,1460,8242,57,494078,2495,0.333368543,-1.098506664,1.854185548,1.951621422,0.668660525,0.979833461,0.638269779,-0.448994234,-1.128314567,0.101035175,-2.292286557,-3.236400222,6.195943805,1.823894853,1.173264484,0.357821908,-1.027719881,-4.170300936,0.435301574,-0.831716215,-6.239594768,0.131773529,-2.026670519,-1.152684354
U1523,B,10,F,4,16,83.51,140961,161,5975,163311,317,13390,17951,-3313,36999,21367,12060,842,2039,153740,4336,300,849,1531,5840,7150,1570,9286,102,500298,4856,0.279636823,-1.274263578,1.749961698,1.731595451,0.549043209,0.875838166,0.564421772,-0.571953484,-1.233506206,0.095427528,-2.349388184,-3.293992923,7.195207563,1.973415188,1.307952401,0.334628165,-1.094735319,-4.217446297,0.434595404,-0.833339786,-6.240553812,0.227266345,-1.481632622,-0.913903252
U1523,B,10,F,4,18,83.53,132272,155,5668,162610,381,2420,19735,-1373,37899,17409,12353,677,1834,118968,4384,329,865,1660,5630,6265,1294,7293,41,208262,1651,0.325578724,-1.122150992,1.840164462,2.176977425,0.777937413,1.074838787,0.709575507,-0.343088365,-1.037712097,0.105347809,-2.25048794,-3.194242136,6.833706703,1.921867236,1.261518006,0.359871331,-1.022008726,-4.166283138,0.418921248,-0.87007233,-6.262251725,0.094836004,-2.355606149,-1.296791054
U1523,B,10,F,4,20,83.55,132469,204,5808,164936,393,1982,20094,-1818,38366,18320,12407,747,2146,118466,4382,354,983,1727,5517,6082,1419,7132,207,204300,1625,0.317030568,-1.148757082,1.824387051,2.094213974,0.739178291,1.041141607,0.677237991,-0.38973253,-1.077616179,0.117139738,-2.144387715,-3.087229449,6.466484716,1.86663264,1.211762682,0.3319869,-1.10265977,-4.223021148,0.38930131,-0.943401659,-6.30556736,0.088700873,-2.422485543,-1.326090917
U1523,B,10,F,4,22,83.57,137363,122,6204,176037,389,2933,20988,-2340,39034,17903,12604,545,2091,126382,4407,312,903,1862,5560,5858,1151,6523,51,207958,1753,0.3465341,-1.059774051,1.877153988,2.180304977,0.779464765,1.076166666,0.704016087,-0.350954073,-1.044441209,0.116796068,-2.147325876,-3.090192879,7.059263811,1.95434077,1.290770166,0.327207731,-1.117160048,-4.233222094,0.364352343,-1.009633904,-6.344690747,0.09791655,-2.323639691,-1.282786548
U1523,B,10,F,4,24,83.59,136523,155,6369,174310,412,1845,20916,-2988,39459,19389,12993,753,2194,125020,4442,268,892,1721,5940,7432,1563,7981,144,210103,1739,0.328485224,-1.113263424,1.84543479,2.035123008,0.710556263,1.016257615,0.670122234,-0.400295144,-1.086652496,0.113156945,-2.178979533,-3.122118757,6.447985971,1.86376783,1.209182061,0.383310124,-0.958910893,-4.121893814,0.411625148,-0.887642178,-6.272630235,0.08969003,-2.41139566,-1.321232438
U1523,B,10,F,4,26,83.61,132498,124,5508,164920,401,1798,20290,-799,36650,16224,11820,819,2016,121294,4349,268,798,1947,5036,5078,1010,5090,-1344,209922,1603,0.339497041,-1.080290047,1.864988002,2.258999014,0.814921801,1.106993014,0.728550296,-0.316698615,-1.015135666,0.124260355,-2.085376277,-3.027710513,7.476208087,2.011725723,1.342462531,0.312993097,-1.161574144,-4.26446741,0.313732742,-1.159213797,-6.43304759,0.098804241,-2.314614754,-1.278832724
U1523,B,10,F,4,28,83.63,124819,145,5017,144778,374,1879,18174,-60,35121,17534,11647,654,1841,116445,4359,274,1026,1450,5088,5696,1252,6471,-1443,206993,1369,0.286129805,-1.251309708,1.763573343,2.003022699,0.694657389,1.002435134,0.66425231,-0.409093217,-1.094179247,0.104996008,-2.253832951,-3.197615914,6.641097297,1.893277205,1.235764107,0.324854568,-1.124377679,-4.238299697,0.369054409,-0.996811197,-6.337116374,0.078076879,-2.550061307,-1.381981859
U1523,B,10,F,4,30,83.65,126482,130,5139,146790,338,1676,18651,-954,35916,16647,11816,609,1900,118854,4492,265,909,1627,5417,5564,1151,5899,-1468,209076,1527,0.308704271,-1.175371512,1.808604693,2.157505857,0.768952859,1.067027615,0.709797561,-0.342775475,-1.037444419,0.114134679,-2.170376134,-3.113441369,7.139664804,1.965665829,1.300971779,0.334234397,-1.095912746,-4.218274617,0.354358143,-1.037447175,-6.361120046,0.091728239,-2.388924994,-1.31138804
U1523,B,10,F,4,32,83.67,138129,147,6724,173605,475,1706,19803,-2781,42008,19540,13525,1003,2123,129809,4334,289,864,1790,6011,6657,1334,7417,258,205896,1738,0.344114637,-1.066780431,1.872999204,2.149846469,0.76539643,1.063935656,0.692169908,-0.367923822,-1.05895883,0.108648925,-2.219633464,-3.163122312,6.643244626,1.893600493,1.236055324,0.340685773,-1.076794714,-4.204825081,0.379580348,-0.968688984,-6.320504583,0.088945752,-2.41972862,-1.324883108
U1523,B,10,F,4,44,83.79,121459,162,6457,133702,389,983,16243,-2723,40872,26529,12741,811,1536,107826,4427,297,797,763,6384,10305,1394,11431,17,184057,1566,0.243394022,-1.413073661,1.667647319,1.540653624,0.432206758,0.774260555,0.480266878,-0.733413334,-1.371635107,0.057898903,-2.84905684,-3.797958728,4.064457763,1.402280343,0.793474133,0.388442836,-0.94560926,-4.112536114,0.430886954,-0.841909511,-6.245615948,0.059029741,-2.829713877,-1.504497649
U1523,B,10,F,4,46,83.81,140471,156,7834,150392,564,826,18372,-3616,48994,31243,15599,657,2249,146449,4281,207,862,1164,6907,11026,1587,12877,41,494138,5665,0.250744167,-1.383322116,1.685289985,1.568159268,0.449902491,0.789645225,0.499279839,-0.694588541,-1.338420497,0.071984124,-2.631309678,-3.578338941,4.687417982,1.544881894,0.92192961,0.352911052,-1.041539231,-4.180022849,0.412156323,-0.886352577,-6.271868467,0.181320616,-1.707488457,-1.012850693
U1523,B,10,F,4,48,83.83,150958,320,10090,171135,775,967,18918,-3444,55873,33978,18754,904,2562,152376,4477,289,977,1254,7127,10421,1507,13890,289,203069,1804,0.296956854,-1.214168422,1.785598126,1.644387545,0.497368002,0.830911741,0.551945376,-0.594306193,-1.252628948,0.075401731,-2.584925053,-3.531555408,4.484548826,1.500637894,0.882074615,0.306698452,-1.181890255,-4.278759795,0.408793925,-0.8945441,-6.2767072,0.053093178,-2.935706835,-1.550933164
U1523,B,10,F,4,50,83.85,150313,219,9955,174400,600,1166,20093,-3791,55714,29191,18920,761,2424,149797,4448,320,1096,1277,7405,10587,1648,13122,-118,210442,2051,0.341029769,-1.075785505,1.867659195,1.908601966,0.646371019,0.960454964,0.648144976,-0.433640879,-1.115179772,0.083039293,-2.488441374,-3.43424197,5.131615909,1.635420602,1.003486878,0.362680278,-1.014233609,-4.160813344,0.449522113,-0.799570232,-6.220606136,0.070261382,-2.655532963,-1.428188991
U1523,B,10,F,4,52,83.87,153078,201,10408,185374,696,1112,20737,-4134,55707,30974,18557,780,2408,148430,4497,328,920,1352,7128,10839,1536,11708,209,494480,5188,0.336023762,-1.090573402,1.858889973,1.798508426,0.586957669,0.908800998,0.599115387,-0.512301067,-1.182473562,0.077742623,-2.554351615,-3.500719039,4.792083683,1.566965324,0.941822364,0.349938658,-1.049997402,-4.185973172,0.377994447,-0.972875774,-6.32297772,0.167495319,-1.786799876,-1.047597026
U1523,B,10,F,4,54,83.89,148583,205,9552,173179,559,1390,19895,-3554,52921,29022,17573,553,2618,147925,4492,296,1058,1258,7221,11158,1514,13464,-87,205754,2203,0.329129626,-1.111303606,1.846596961,1.82347874,0.600746072,0.920788635,0.605506168,-0.50169053,-1.173396248,0.090207429,-2.405643496,-3.35073203,5.096995383,1.628651225,0.997389024,0.384466956,-0.955897434,-4.119773845,0.46392392,-0.768034706,-6.201978101,0.075907932,-2.578234095,-1.394324357
U1523,B,10,F,4,56,83.91,146846,195,9493,171818,528,1119,18258,-4000,52366,34686,17136,1056,2931,146599,4332,254,918,1071,7008,10807,1453,11708,187,498825,5770,0.273683907,-1.295781462,1.737201593,1.509715735,0.411921378,0.756624446,0.494032174,-0.705154634,-1.347459789,0.084500951,-2.470992486,-3.416643021,4.226460243,1.441364821,0.828681431,0.311566626,-1.166142075,-4.26768095,0.337542524,-1.086063778,-6.389837874,0.166349536,-1.793664067,-1.050604228
U1523,B,11,F,1,4,84.34,137068,167,4856,125748,270,1690,30167,-1468,34991,111594,10880,1382,7334,84570,4039,214,670,1110,4954,19235,1093,9609,111,214767,1980,0.043514884,-3.134652231,0.646751227,0.313556284,-1.159776399,-0.609809602,0.097496281,-2.327941044,-2.735753563,0.065720379,-2.722346215,-3.670158393,0.757836443,-0.277287691,-0.719480752,0.172365898,-1.758135749,-4.684148499,0.08610678,-2.452167126,-7.196795121,0.017742889,-4.03177044,-2.03111863
U1523,B,11,F,1,6,84.36,151180,166,5582,145229,367,2278,40678,-4037,37462,127757,11701,876,8089,90744,4162,257,622,1113,4887,20706,1246,10365,274,210216,1697,0.043692322,-3.130582887,0.649164348,0.293228551,-1.226802936,-0.668082473,0.091587936,-2.390455714,-2.789234863,0.063315513,-2.759624908,-3.707757682,0.710285933,-0.342087667,-0.77785257,0.162073311,-1.819706509,-4.727463529,0.081130584,-2.511695276,-7.2319584,0.01328303,-4.321268036,-2.157947527
U1523,B,11,F,1,8,84.38,148762,167,5777,147875,533,2291,37272,-3569,37877,120937,11364,1083,7621,91910,4248,279,678,1153,5334,20446,1292,10949,96,217033,2247,0.047768673,-3.041385232,0.702058557,0.313196127,-1.160925681,-0.610808787,0.09396628,-2.364819285,-2.767302898,0.063016281,-2.764362154,-3.712535669,0.75998247,-0.274459911,-0.716933488,0.169063231,-1.777482485,-4.697758928,0.090534741,-2.402021621,-7.167174171,0.018579922,-3.985673756,-2.010923672
U1523,B,11,F,1,10,84.4,151993,211,5741,149685,328,2418,40226,-3725,38614,119483,11818,1010,7952,93446,4206,294,657,1065,5564,19512,1402,10917,224,215173,1764,0.048048676,-3.035540691,0.70552437,0.323175682,-1.129559197,-0.583538766,0.098909468,-2.313550309,-2.723442289,0.066553401,-2.709750632,-3.657454488,0.782086155,-0.245790372,-0.691107968,0.163303566,-1.812144441,-4.722143614,0.091368647,-2.392852895,-7.161758205,0.014763607,-4.215590144,-2.111650042
U1523,B,11,F,1,11,84.41,152962,140,5402,139523,367,2762,47022,-4104,39097,117694,11650,853,7561,95850,4180,248,655,1114,5316,20989,1054,10073,307,499579,5653,0.045898686,-3.081318781,0.678377963,0.332191955,-1.102042298,-0.559615574,0.098985505,-2.312781856,-2.722784878,0.064242867,-2.745084579,-3.693092307,0.814400054,-0.205303566,-0.654637453,0.178335344,-1.724089545,-4.660196995,0.085586351,-2.458229459,-7.200376141,0.048031335,-3.035901658,-1.594828516
U1523,B,11,F,1,14,84.44,142678,207,5184,131465,396,1883,34207,-2840,35029,128353,11228,1037,7048,84539,4160,191,590,1081,4821,20296,1243,10061,30,211565,1741,0.040388616,-3.209207322,0.602540058,0.272911424,-1.298607991,-0.730509787,0.087477503,-2.436373622,-2.828517634,0.054911066,-2.902040392,-3.851397939,0.658644519,-0.417571314,-0.84584824,0.158126417,-1.844360458,-4.744807582,0.07838539,-2.546117717,-7.252291736,0.013564155,-4.30032462,-2.148772216
U1523,B,11,F,1,16,84.46,141156,151,5153,125320,274,1453,31052,-1744,35830,129373,10742,940,6185,85932,4144,225,667,1028,5003,20596,1012,9947,9,215331,1788,0.039830567,-3.223120636,0.594289463,0.276951141,-1.283914174,-0.717734983,0.083031235,-2.488538413,-2.873144613,0.047807502,-3.040572699,-3.991121624,0.664218964,-0.409143419,-0.838256392,0.159198596,-1.837602823,-4.740053586,0.076886213,-2.565428707,-7.263698737,0.013820504,-4.281602028,-2.140569849
U1523,B,11,F,1,18,84.48,139074,171,4699,118551,364,1435,29858,-1132,34112,136173,10287,661,6071,81826,4204,319,640,1038,5159,20437,1099,10833,228,210334,1818,0.034507575,-3.366576416,0.509220185,0.250504872,-1.384276908,-0.804990343,0.07554361,-2.583045174,-2.953995146,0.044582994,-3.1104028,-4.061552264,0.600897388,-0.509331095,-0.92850545,0.150081147,-1.896579153,-4.781543434,0.079553215,-2.531329105,-7.243556102,0.013350664,-4.31618914,-2.155722462
U1523,B,11,F,1,22,84.52,130309,99,4104,106959,308,1009,25881,-524,31881,129984,9713,731,5692,75482,4055,234,614,828,4457,18323,994,9765,-1125,499123,4350,0.031573117,-3.455449258,0.45651859,0.245268648,-1.405401145,-0.823355755,0.074724581,-2.593946172,-2.96332095,0.043790005,-3.128349686,-4.079653493,0.58070224,-0.543517149,-0.959300248,0.140963503,-1.959254265,-4.825635375,0.075124631,-2.588606802,-7.277390038,0.033465657,-3.397235521,-1.753128882
U1523,B,11,F,1,24,84.54,128073,159,4041,104870,210,928,25805,-564,31557,126639,9607,892,5087,74287,3995,206,621,839,4146,20435,723,8673,-1391,501078,4274,0.031909601,-3.444848333,0.462804939,0.249188639,-1.389545085,-0.809570497,0.075861307,-2.57884852,-2.950404909,0.0401693,-3.214652253,-4.166698263,0.586604443,-0.533404549,-0.950190818,0.161364193,-1.824091402,-4.730548301,0.068486011,-2.681125767,-7.332040991,0.033749477,-3.388790362,-1.749429058
U1523,B,11,F,1,30,84.6,122670,117,4248,105614,300,1010,23500,-882,31919,101001,9739,744,5185,76919,4005,255,616,825,5556,13237,1250,11293,-1082,500374,5390,0.04205899,-3.168682134,0.626571495,0.316026574,-1.151928974,-0.60298705,0.096424788,-2.338991975,-2.745207634,0.051336125,-2.969360576,-3.919297077,0.761566717,-0.272377498,-0.71505765,0.131058108,-2.032114479,-4.876892536,0.111810774,-2.190947353,-7.042492601,0.053365808,-2.930585033,-1.548689303
U1523,B,11,F,1,32,84.62,130067,106,4160,107100,315,1151,26449,-1148,31506,135048,9678,1086,6983,72896,4113,285,616,850,4277,18285,954,9339,-1323,496724,4996,0.030803862,-3.480115197,0.441891688,0.233294829,-1.455452267,-0.866870201,0.071663409,-2.635775002,-2.999105515,0.051707541,-2.962151647,-3.912026151,0.539778449,-0.616596503,-1.02513013,0.135396304,-1.999549219,-4.853982876,0.06915319,-2.671431091,-7.326314345,0.036994254,-3.296992679,-1.709212492
U1523,B,11,F,1,34,84.64,133101,179,4716,112826,438,1111,27909,-1474,32137,137814,10147,791,5059,75121,4068,233,561,932,4322,17762,1337,18283,211,212562,1774,0.034220036,-3.374943967,0.504258227,0.233191113,-1.455896936,-0.867256796,0.073628224,-2.608726855,-2.975965824,0.036708897,-3.304736115,-4.257556845,0.545089759,-0.606804803,-1.016309767,0.128883858,-2.048843606,-4.888661477,0.132664316,-2.019933284,-6.941474591,0.012872422,-4.352668066,-2.17170388
U1523,B,11,F,1,36,84.66,138675,108,4893,113892,273,1296,31166,-1916,34743,147227,10519,1127,5353,82978,4170,256,664,932,4421,19896,1176,8969,219,499878,5058,0.033234393,-3.404170001,0.486927189,0.23598253,-1.443997501,-0.856911427,0.071447493,-2.638792468,-3.001686956,0.03635882,-3.314318462,-4.267221601,0.56360586,-0.573400101,-0.986218811,0.135138256,-2.001456907,-4.855324934,0.060919532,-2.798201426,-7.401197582,0.034355111,-3.371004465,-1.741637056
U1523,B,11,F,1,38,84.68,135000,175,5465,116792,373,938,27424,-1665,37612,121799,11572,879,3024,87531,4000,257,605,854,4887,17457,1133,12180,125,212265,1691,0.044869005,-3.104008023,0.664923242,0.308803849,-1.175048997,-0.623087598,0.09500899,-2.353783758,-2.757862005,0.02482779,-3.695791687,-4.651975495,0.71865122,-0.330379129,-0.767305519,0.1433263,-1.942631431,-4.813941212,0.100000821,-2.302576883,-7.108432165,0.013883529,-4.277052075,-2.138576514
U1523,B,11,F,1,40,84.7,145421,108,6491,142511,443,1085,30401,-2206,41267,115388,12640,1254,3294,97560,4184,276,682,983,5125,18383,1155,12106,232,214200,1786,0.056253683,-2.87788376,0.79901493,0.357636843,-1.028237213,-0.495449433,0.109543453,-2.211433974,-2.636081765,0.028547163,-3.556197731,-4.511181031,0.845495199,-0.167832789,-0.620883776,0.15931466,-1.836874038,-4.739540886,0.104915589,-2.254599165,-7.080091727,0.015478213,-4.16832188,-2.090941816
