Site,Hole,Core,Type,Section,Interval,Depth CSF,TotalCPS,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Br,Rb,Sr,Y,Zr,Mo,Ag,Ba,Al/Ca,ln(Al/Ca),ln(Al/Ca) predicted,K/Ca,ln(K/Ca),ln(K/Ca) predicted,Ti/Ca,ln(Ti/Ca),ln(Ti/Ca) predicted,Mn/Ca,ln(Mn/Ca),ln(Mn/Ca) predicted,Fe/Ca,ln(Fe/Ca),ln(Fe/Ca) predicted,Sr/Ca,ln(Sr/Ca),ln(Sr/Ca) predicted,Zr/Ca,ln(Zr/Ca),ln(Zr/Ca) predicted,Ba/Ca,ln(Ba/Ca),ln(Ba/Ca) predicted
U1523,B,5,F,3,6,59.19,140070,174,3494,118149,280,3808,52064,-3647,33780,24679,11739,666,2264,127925,4433,284,901,1995,5182,6181,1145,6460,57,213364,1487,0.14157786,-1.954905468,1.346341058,1.368775072,0.313916232,0.671418772,0.475667572,-0.743036048,-1.379867339,0.091737915,-2.388819519,-3.333763367,5.18355687,1.645491475,1.012558721,0.250455853,-1.384472609,-4.42127648,0.261761011,-1.340323362,-6.54002901,0.060253657,-2.809192012,-1.495507021
U1523,B,5,F,3,8,59.21,140540,143,3750,127734,343,3590,46520,-3643,34392,25104,12191,1087,2201,130431,4527,266,907,2120,5163,6012,1098,6558,184,216349,1520,0.149378585,-1.901271356,1.378146086,1.36998088,0.314796783,0.672184323,0.485619822,-0.722329221,-1.362152649,0.087675271,-2.434115393,-3.379448786,5.195626195,1.647817155,1.014653694,0.239483748,-1.429269724,-4.452791251,0.26123327,-1.342341518,-6.541221134,0.06054812,-2.804316861,-1.493371217
U1523,B,5,F,3,10,59.23,137697,147,3428,117131,303,3438,48626,-3613,33252,24837,11487,440,1930,126013,4364,305,998,2042,5057,6463,1124,6314,533,506939,4074,0.13801989,-1.980357476,1.331248017,1.338809035,0.291780439,0.652173914,0.46249547,-0.771118516,-1.40389189,0.077706647,-2.554814474,-3.501185878,5.073599871,1.624050599,0.99324478,0.260216612,-1.346240871,-4.394380452,0.254217498,-1.369565087,-6.557302097,0.164029472,-1.807709159,-1.056757383
U1523,B,5,F,3,12,59.25,143858,195,4823,148061,378,3014,38465,-2911,37360,27142,12759,715,2263,134483,4514,299,895,2087,5061,5946,1110,5893,100,214385,1417,0.177695085,-1.727686203,1.481082082,1.37646452,0.31951827,0.676289184,0.470083266,-0.754845439,-1.389970273,0.083376317,-2.484390977,-3.430156739,4.954793309,1.600355453,0.971900192,0.219070076,-1.518363619,-4.515468806,0.217117383,-1.527317138,-6.650486233,0.052206912,-2.952540383,-1.558307942
U1523,B,5,F,3,14,59.27,140711,131,4112,133234,309,3615,41145,-3301,35529,28787,12293,704,2220,131862,4511,298,1019,1943,5277,6589,1283,6994,160,209501,1343,0.142842255,-1.946014368,1.35161348,1.234202939,0.210425368,0.581443815,0.427033036,-0.850893902,-1.472139733,0.077118144,-2.5624167,-3.508853484,4.580609303,1.521832025,0.901166288,0.22888804,-1.474522304,-4.484626441,0.24295689,-1.414871258,-6.584064452,0.046653003,-3.065017979,-1.607584377
U1523,B,5,F,3,16,59.29,144702,106,4415,144487,722,3526,39020,-3556,38044,29213,12462,854,2333,137589,4507,330,965,1930,5254,6635,1268,6723,176,505500,4230,0.151131346,-1.889605982,1.385063653,1.302296923,0.264129569,0.628134247,0.426590901,-0.851929802,-1.473025945,0.079861705,-2.527458823,-3.473594969,4.709855201,1.549657165,0.926231174,0.22712491,-1.482255148,-4.490066497,0.230137268,-1.469079332,-6.616085162,0.144798549,-1.932411823,-1.111389619
U1523,B,5,F,3,18,59.31,146138,105,4850,155039,432,2860,36797,-3831,38261,28698,12781,651,2383,136605,4530,187,927,2145,5226,6082,1076,6439,206,214352,1479,0.169001324,-1.777848729,1.451335704,1.333228796,0.287603667,0.648542628,0.445362046,-0.808867741,-1.436186352,0.083037145,-2.488467236,-3.434268054,4.760087811,1.560266116,0.935787717,0.211931145,-1.551493845,-4.53877592,0.224371036,-1.494454185,-6.631074087,0.051536692,-2.96546125,-1.563968574
U1523,B,5,F,3,20,59.33,147033,192,5403,161650,402,2777,34997,-3541,39306,28467,13373,786,2374,136570,4472,317,1016,2100,5289,6159,1038,5757,267,214881,1388,0.189798714,-1.661791167,1.520157838,1.380756666,0.322631657,0.678995963,0.469772017,-0.755507773,-1.3905369,0.083394808,-2.484169225,-3.429933081,4.797484807,1.568091782,0.942837077,0.21635578,-1.530831095,-4.524239675,0.202234166,-1.598329016,-6.69243295,0.048758211,-3.02088166,-1.588248255
U1523,B,5,F,3,22,59.35,142461,79,4212,138748,473,2980,38585,-3028,37359,27012,12579,752,1925,134359,4360,325,1003,2016,5489,6455,1202,6346,266,217209,1678,0.155930697,-1.858343617,1.403602235,1.383051977,0.324292635,0.680440017,0.465681919,-0.764252455,-1.398017975,0.071264623,-2.641355244,-3.588470899,4.974048571,1.60423411,0.975394087,0.238967866,-1.431426187,-4.454308323,0.234932623,-1.448456519,-6.603903266,0.062120539,-2.778678604,-1.482139096
U1523,B,5,F,3,24,59.37,142474,112,3967,130335,353,3392,40965,-3080,35897,30867,12619,661,2120,136088,4381,340,1004,2049,5321,6689,1238,6662,243,212094,1353,0.12851913,-2.051677511,1.288955236,1.162957203,0.150966074,0.529749905,0.408818479,-0.894484037,-1.509431094,0.068681764,-2.678271563,-3.625704699,4.408850876,1.483614083,0.866739566,0.216703923,-1.529223266,-4.523108568,0.215829203,-1.533267912,-6.654001356,0.04383322,-3.127363303,-1.634897863
U1523,B,5,F,3,26,59.39,145967,189,4476,143170,379,3356,40875,-3903,37858,30709,12840,1065,2535,138846,4549,286,901,2086,5131,6840,1246,6379,214,216782,1604,0.145755316,-1.925825981,1.363585193,1.232798202,0.209286547,0.580453724,0.418118467,-0.871990473,-1.49018785,0.08254909,-2.494362134,-3.440213649,4.521345534,1.508809634,0.889435718,0.222736006,-1.50176804,-4.503793816,0.20772412,-1.571544426,-6.676611292,0.052232245,-2.952055262,-1.55809541
U1523,B,5,F,3,28,59.41,146199,106,4767,150977,401,3291,39170,-3337,38258,29498,13014,329,2010,137828,4452,341,974,1995,5289,6479,1217,6351,69,211325,1721,0.161604177,-1.822605288,1.424795064,1.296969286,0.260030224,0.624570277,0.441182453,-0.818296763,-1.444252881,0.068140213,-2.686187742,-3.633688957,4.67245237,1.541684067,0.919049007,0.21964201,-1.515756287,-4.513634548,0.215302732,-1.535710184,-6.655444005,0.058342939,-2.841416947,-1.509624765
U1523,B,5,F,3,30,59.43,144721,134,4444,144249,362,2828,39223,-3173,38856,26993,13379,880,2079,136749,4570,211,966,1986,5570,6128,1200,5964,-94,212483,1539,0.164635276,-1.804022701,1.435814538,1.439484311,0.364284932,0.71520932,0.49564702,-0.70189126,-1.344667973,0.077019968,-2.563690564,-3.510138303,5.066091209,1.622569556,0.991910656,0.22702182,-1.482709141,-4.49038588,0.220946171,-1.509836176,-6.640160229,0.057014782,-2.864444718,-1.519713231
U1523,B,5,F,3,32,59.45,147976,189,5136,160531,461,2752,39485,-4069,38351,27709,12862,1055,2363,136436,4423,311,895,2207,5300,6026,1137,5800,22,506413,4276,0.185354939,-1.685482704,1.506108757,1.38406294,0.325023333,0.681075286,0.464181313,-0.767480042,-1.400779176,0.085279151,-2.461825272,-3.407396969,4.923887546,1.59409837,0.966263812,0.217474467,-1.525673829,-4.520611539,0.209318272,-1.563899353,-6.672095348,0.154318092,-1.868739277,-1.083494677
U1523,B,5,F,3,34,59.47,144673,125,4437,140602,332,3143,44127,-4444,36855,26213,12600,914,2241,136532,4650,262,962,2067,5403,6106,992,6188,62,211610,1293,0.169267158,-1.776276999,1.45226774,1.405981765,0.340735824,0.694735725,0.480677526,-0.732558657,-1.370903931,0.085491931,-2.459333276,-3.404883542,5.208560638,1.650303548,1.016893436,0.232937855,-1.456983577,-4.472287946,0.236066074,-1.443643538,-6.601060238,0.04932667,-3.009290371,-1.583170112
