FileName,Site,Hole,Core,Core Type,Section,Interval (cm),Depth (CSF-A),Depth (CCSF),Core_ID , Section_ID , Depth , LiveTime , RealTime , MeasurementDate , MeasurementTime , Sample_ID , User_ID,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ba_Area
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1   40.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,4,4.54,6.06,0,0,40,15,18,10/26/2015 9:29,,40,,1091,57916,-5494,-1275,122914,-41431,5356,1068409,15132,23,493,196162,96908,-2954
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1   60.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,6,4.56,6.08,0,0,60,15,18,10/26/2015 9:30,,60,,1347,58912,-4919,-1701,122886,-33351,8569,1102856,15112,312,708,199787,72625,-2697
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1   80.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,8,4.58,6.1,0,0,80,15,18,10/26/2015 9:30,,80,,1157,56054,-4769,-2886,108481,-43674,4111,1232058,11516,-134,218,171930,84549,-2416
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,10,4.6,6.12,0,0,100,15,18,10/26/2015 9:31,,100,,2030,52053,-4930,59,167125,-4980,14811,880959,16902,464,730,216431,40358,-3477
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,12,4.62,6.14,0,0,120,15,18,10/26/2015 9:31,,120,,3593,71832,-4813,-1456,135983,-30574,21316,1034775,14682,1,237,253888,61906,-2847
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,14,4.64,6.16,0,0,140,15,18,10/26/2015 9:32,,140,,4554,79857,-3252,-1144,125653,-24099,31021,816002,17325,816,829,291642,50933,-3270
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,16,4.66,6.18,0,0,160,15,18,10/26/2015 9:32,,160,,4617,75058,-3674,-314,140958,-11552,29856,804724,16328,365,469,290286,42734,-3290
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,18,4.68,6.2,0,0,180,15,18,10/26/2015 9:33,,180,,4501,81650,-3767,-1567,116974,-30503,27565,932755,17841,1034,131,290417,66603,-3216
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,20,4.7,6.22,0,0,200,15,19,10/26/2015 9:33,,200,,4380,89894,-3809,-2255,92054,-47165,21126,1124719,17305,297,743,255673,84000,-3787
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,22,4.72,6.24,0,0,220,15,19,10/26/2015 9:34,,220,,3116,67597,-5915,-2171,104282,-45755,13769,1263719,10427,-197,179,249132,90000,-1882
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,24,4.74,6.26,0,0,240,15,19,10/26/2015 9:34,,240,,3876,78257,-4816,-2150,107701,-36265,20516,1200765,14404,-285,540,261235,80729,-2693
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,26,4.76,6.28,0,0,260,15,18,10/26/2015 9:34,,260,,2548,67702,-4576,-1459,120722,-28018,14921,1106397,13263,258,670,228747,69471,-2482
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,28,4.78,6.3,0,0,280,15,18,10/26/2015 9:35,,280,,2220,67905,-4899,-933,108969,-31231,12747,1040693,15616,311,632,213474,69919,-3467
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,30,4.8,6.32,0,0,300,15,18,10/26/2015 9:35,,300,,2699,69296,-3997,-929,110165,-33187,12663,951231,19066,576,750,229646,81397,-3942
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,32,4.82,6.34,0,0,320,15,18,10/26/2015 9:36,,320,,4135,86106,-4183,-1105,99802,-36882,23079,1033306,17934,255,562,277164,73451,-3440
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,34,4.84,6.36,0,0,340,15,19,10/26/2015 9:36,,340,,4290,88165,-4029,-2620,107587,-23039,25837,1177465,17243,247,435,270849,61287,-3351
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,36,4.86,6.38,0,0,360,15,19,10/26/2015 9:37,,360,,5823,95494,-4149,-2125,109213,-9829,35708,1122282,16203,618,360,310051,43419,-2965
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,38,4.88,6.4,0,0,380,15,19,10/26/2015 9:37,,380,,4651,90887,-4218,-2050,113351,-23424,31508,1106454,16652,684,1231,287664,57986,-3790
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,40,4.9,6.42,0,0,400,15,19,10/26/2015 9:38,,400,,4205,79774,-4509,-2364,109797,-33527,25018,1232341,14710,697,-138,268450,68467,-3509
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,42,4.92,6.44,0,0,420,15,19,10/26/2015 9:38,,420,,2817,69850,-4751,-1643,121926,-36729,18043,1118658,16159,-73,654,247215,73130,-3693
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,44,4.94,6.46,0,0,440,15,19,10/26/2015 9:39,,440,,3483,73657,-4915,-1708,96658,-50771,18045,1175883,14109,273,238,263363,92380,-3081
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,46,4.96,6.48,0,0,460,15,19,10/26/2015 9:39,,460,,3045,70280,-4516,-2127,116632,-38131,18227,1081795,15039,535,827,264399,77880,-3018
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  480.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,48,4.98,6.5,0,0,480,15,19,10/26/2015 9:40,,480,,2486,67697,-4718,-2532,115950,-26231,17644,1273098,11220,-200,88,229896,67388,-2790
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  500.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,50,5,6.52,0,0,500,15,19,10/26/2015 9:40,,500,,2000,64159,-5009,-2231,124854,-17093,19526,1261137,12643,-76,333,242968,61512,-2346
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  520.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,52,5.02,6.54,0,0,520,15,18,10/26/2015 9:41,,520,,3944,79084,-3415,-759,105749,-31181,20509,883558,39025,1015,1447,285410,62958,-6185
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  540.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,54,5.04,6.56,0,0,540,15,18,10/26/2015 9:41,,540,,4510,73361,-4220,-882,124857,-19241,27951,954261,18917,455,451,278434,48568,-3611
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  560.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,56,5.06,6.58,0,0,560,15,18,10/26/2015 9:42,,560,,4887,84580,-3739,-1665,118731,-22321,30648,1041245,15483,241,608,294177,50356,-3293
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  580.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,58,5.08,6.6,0,0,580,15,19,10/26/2015 9:42,,580,,4291,81062,-4562,-2365,94365,-43281,20273,1208900,13453,-10,201,278245,85074,-2612
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  600.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,60,5.1,6.62,0,0,600,15,18,10/26/2015 9:43,,600,,3284,78653,-4440,-2296,95569,-37422,17321,1150691,15425,715,1010,238438,81248,-3175
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  620.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,62,5.12,6.64,0,0,620,15,18,10/26/2015 9:43,,620,,3869,89533,-4036,-1460,82003,-44187,12215,980766,15783,4,1034,204951,80632,-2810
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  640.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,64,5.14,6.66,0,0,640,15,18,10/26/2015 9:44,,640,,3404,100164,-4135,-594,85651,-26403,15741,850195,22104,807,1022,224214,69062,-3813
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  660.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,66,5.16,6.68,0,0,660,15,18,10/26/2015 9:44,,660,,2583,78135,-3835,-1013,104601,-30594,10913,795788,28437,735,622,244094,68708,-4988
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  680.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,68,5.18,6.7,0,0,680,15,19,10/26/2015 9:45,,680,,2177,60735,-5160,-1192,116335,-29828,14623,1199326,11597,407,143,241698,70203,-2410
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  700.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,70,5.2,6.72,0,0,700,15,18,10/26/2015 9:45,,700,,4864,100735,-3480,-1099,89179,-37968,15438,895892,26096,609,1045,240997,80087,-4235
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  720.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,72,5.22,6.74,0,0,720,15,18,10/26/2015 9:46,,720,,3882,86914,-4250,-743,87406,-35240,13503,990544,21934,477,942,221358,74800,-4376
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  740.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,74,5.24,6.76,0,0,740,15,18,10/26/2015 9:46,,740,,3642,83658,-3242,-1081,84961,-25084,13481,779492,18767,443,742,217694,61609,-3625
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  760.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,76,5.26,6.78,0,0,760,15,18,10/26/2015 9:46,,760,,2472,76365,-3285,-802,95546,-34677,11991,755315,18449,970,732,222236,72881,-3443
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  780.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,78,5.28,6.8,0,0,780,15,18,10/26/2015 9:47,,780,,8070,116243,-1899,-653,96432,-12382,41416,542231,33391,1307,1178,329281,39131,-4888
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  800.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,80,5.3,6.82,0,0,800,15,18,10/26/2015 9:47,,800,,8192,111046,-1555,-759,113327,-20755,48601,541958,27065,1433,923,379332,39474,-4452
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  820.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,82,5.32,6.84,0,0,820,15,18,10/26/2015 9:48,,820,,9007,126715,-1309,-681,99455,-18704,53440,548819,25150,1119,351,407524,41614,-3845
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  840.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,84,5.34,6.86,0,0,840,15,18,10/26/2015 9:48,,840,,9027,118232,-1483,-828,114237,-11359,52613,565322,26903,1655,969,389626,36900,-3951
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  860.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,86,5.36,6.88,0,0,860,15,18,10/26/2015 9:49,,860,,9363,122323,-1364,-1167,99753,-26615,51056,559844,24421,919,796,393285,53102,-4030
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  880.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,88,5.38,6.9,0,0,880,15,18,10/26/2015 9:49,,880,,6474,93199,-2102,-722,117954,-24741,38060,590898,21272,1257,687,355264,52433,-3469
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  900.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,90,5.4,6.92,0,0,900,15,18,10/26/2015 9:50,,900,,7222,99279,-3335,-329,101405,-30868,34673,723509,18488,785,896,333231,62571,-3510
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  920.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,92,5.42,6.94,0,0,920,15,18,10/26/2015 9:50,,920,,5907,88914,-2770,-382,116956,-22721,39042,615919,20537,686,1113,315975,49417,-3906
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  940.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,94,5.44,6.96,0,0,940,15,18,10/26/2015 9:51,,940,,6975,99172,-2146,-1679,107787,-17908,40925,643789,19961,858,875,333531,51751,-3856
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  960.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,96,5.46,6.98,0,0,960,15,18,10/26/2015 9:51,,960,,6783,102735,-2347,-1147,106192,-20520,40366,684091,21283,1101,596,357180,54308,-4028
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1  980.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,98,5.48,7,0,0,980,15,18,10/26/2015 9:52,,980,,5284,89798,-3134,-1101,105637,-13536,29868,816201,20650,607,509,280592,44604,-3780
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1000.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,100,5.5,7.02,0,0,1000,15,17,10/26/2015 9:52,,1000,,5052,105242,-2090,-255,91541,-16128,27220,532930,18945,977,756,221491,43281,-3403
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1020.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,102,5.52,7.04,0,0,1020,15,17,10/26/2015 9:53,,1020,,1433,34546,-2390,2118,143346,-1062,20569,360286,18132,1208,666,251985,22999,-3153
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1040.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,104,5.54,7.06,0,0,1040,15,18,10/26/2015 9:53,,1040,,7746,106818,-2153,-1583,98906,-32981,39738,718287,24995,1270,840,349345,61549,-4092
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1060.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,106,5.56,7.08,0,0,1060,15,18,10/26/2015 9:54,,1060,,9238,113876,-1617,-1917,91658,-45530,40827,670871,27438,1189,623,385038,64943,-4752
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1080.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,108,5.58,7.1,0,0,1080,15,18,10/26/2015 9:54,,1080,,9083,136128,-1206,-1805,79331,-34508,37859,636888,41192,1152,1313,350146,67576,-5883
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,110,5.6,7.12,0,0,1100,15,18,10/26/2015 9:55,,1100,,9092,122800,-1119,-1755,91078,-30793,48359,612700,32182,1495,705,400769,60549,-5266
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,112,5.62,7.14,0,0,1120,15,18,10/26/2015 9:55,,1120,,10752,136525,-831,-1674,94409,-23799,54364,581673,33520,1343,349,425001,45822,-5335
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,114,5.64,7.16,0,0,1140,15,18,10/26/2015 9:55,,1140,,10348,124654,-1018,-1709,98378,-27877,52476,592342,28449,2200,166,447447,54056,-4763
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,116,5.66,7.18,0,0,1160,15,18,10/26/2015 9:56,,1160,,9736,120304,-1343,-1454,106067,-16007,52518,591522,30478,1156,518,442239,40778,-4828
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,118,5.68,7.2,0,0,1180,15,18,10/26/2015 9:56,,1180,,9601,120212,-1304,-1758,105174,-29132,50416,603579,30552,1259,78,438820,50528,-4845
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,120,5.7,7.22,0,0,1200,15,18,10/26/2015 9:57,,1200,,9662,119404,-1394,-1226,105785,-12867,51967,611625,28588,1124,1022,426301,37551,-4266
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,122,5.72,7.24,0,0,1220,15,18,10/26/2015 9:57,,1220,,9399,117245,-1820,-1329,98067,-36833,45976,648441,28776,1624,402,412823,63897,-4761
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,124,5.74,7.26,0,0,1240,15,18,10/26/2015 9:58,,1240,,10785,131275,-894,-1191,103279,-10540,59787,506356,35825,1466,700,435088,38627,-5020
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,126,5.76,7.28,0,0,1260,15,18,10/26/2015 9:58,,1260,,10150,130092,-440,-1544,89979,-39814,52888,470090,35075,1801,770,480369,68200,-4770
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,128,5.78,7.3,0,0,1280,15,18,10/26/2015 9:59,,1280,,9627,118250,-1092,-705,113118,-12247,52662,544477,31346,1632,670,472820,37216,-4569
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,130,5.8,7.32,0,0,1300,15,18,10/26/2015 9:59,,1300,,9498,121156,-1411,-612,109623,-16952,51924,541044,32169,1683,1032,420725,47714,-4926
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,132,5.82,7.34,0,0,1320,15,18,10/26/2015 10:00,,1320,,7186,94942,-2218,-329,111044,-19315,43132,539123,28991,1453,753,407946,41896,-4730
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,134,5.84,7.36,0,0,1340,15,17,10/26/2015 10:00,,1340,,4089,70991,-1862,1905,140924,-16752,41124,327902,18122,1059,1682,232944,36224,-2666
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,136,5.86,7.38,0,0,1360,15,17,10/26/2015 10:01,,1360,,4730,81217,-1785,2041,145454,-7640,62762,311794,14545,922,2153,244281,23017,-2354
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,138,5.88,7.4,0,0,1380,15,18,10/26/2015 10:01,,1380,,5272,82182,-2956,-428,115204,-19321,35377,607904,20833,1662,1118,345893,49998,-3030
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,140,5.9,7.42,0,0,1400,15,18,10/26/2015 10:02,,1400,,4792,80772,-3049,775,126660,-11452,34737,641877,20203,1304,993,348437,31784,-2469
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,142,5.92,7.44,0,0,1420,15,18,10/26/2015 10:02,,1420,,4576,77001,-3146,65,135453,-22386,32176,661205,21073,862,2084,324008,55579,-4265
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,144,5.94,7.46,0,0,1440,15,18,10/26/2015 10:03,,1440,,5826,91006,-2715,170,125682,-11556,38782,718303,23399,1258,1223,361182,38926,-4403
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,146,5.96,7.48,0,0,1460,15,16,10/26/2015 10:03,,1460,,1685,34783,-1855,375,58756,1648,11653,326470,10917,724,252,167493,19973,-1855
C:\_XRF Data\__Kulhanek_Oct_2015\U1456A-2H-1\Run 1 at  10kV\U1456A-2H-1 1480.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,A,2,H,1,148,5.98,7.5,0,0,1480,15,17,10/26/2015 10:03,,1480,,2592,48909,-1548,392,64320,-364,17255,437391,13949,881,326,203503,24029,-2217
