FileName,Site,Hole,Core,Type,Section,Interval,Depth (CSF-A),Depth (CCSF),Core_ID , Section_ID , Depth , LiveTime , RealTime , MeasurementDate , MeasurementTime , Sample_ID , User_ID,Al_Area,Si_Area,P_Area,S_Area,Cl_Area,Ar_Area,K_Area,Ca_Area,Ti_Area,Cr_Area,Mn_Area,Fe_Area,Rh_Area,Ba_Area
C:\_XRF Data\__Kulhanek_Lyle_Dec_2015\U1456C-1H-1\Run 1 at  10kV\U1456C-1H-1 1460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,1,146,1.46,1.46,0,0,1460,15,17,12/8/2015 13:21,,1460,,-55,19421,-3699,-846,50472,-24050,-3939,681775,3383,520,147,73512,56462,-660
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2   40.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,4,1.54,1.54,0,0,40,15,18,10/20/2015 12:28,,40,,-382,19977,-6665,-1387,162330,-44432,-3601,1212921,2842,-199,619,126504,84496,-913
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2   60.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,6,1.56,1.56,0,0,60,15,19,10/20/2015 12:28,,60,,-411,17948,-6446,-1369,160825,-42210,-5887,1402505,2297,174,293,101490,87780,-989
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2   80.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,8,1.58,1.58,0,0,80,15,18,10/20/2015 12:29,,80,,64,27929,-5621,354,179807,-13008,5635,1090037,4570,-25,822,153068,62631,-1168
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,10,1.6,1.6,0,0,100,15,18,10/20/2015 12:29,,100,,488,27184,-4338,2005,200144,-10830,9351,597380,8118,114,1151,195677,42912,-1576
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,12,1.62,1.62,0,0,120,15,17,10/20/2015 12:30,,120,,860,31538,-4517,1309,169013,-20969,5527,584375,6971,572,823,162849,61916,-1383
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,14,1.64,1.64,0,0,140,15,18,10/20/2015 12:30,,140,,1320,44227,-4474,973,177677,-4360,19120,752901,10080,793,832,212516,37537,-1789
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,16,1.66,1.66,0,0,160,15,18,10/20/2015 12:31,,160,,861,35536,-4851,619,168897,-23223,12728,766096,10011,493,1092,205637,59109,-1781
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,18,1.68,1.68,0,0,180,15,18,10/20/2015 12:31,,180,,1292,44729,-4429,63,156422,-12697,20482,900192,10827,533,977,237493,48602,-2172
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,20,1.7,1.7,0,0,200,15,18,10/20/2015 12:31,,200,,898,38693,-4770,272,170204,-18956,13694,797398,10122,871,497,229981,54375,-1874
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,22,1.72,1.72,0,0,220,15,18,10/20/2015 12:32,,220,,1416,40145,-4318,382,163910,-19283,15201,744140,9149,151,409,244132,58211,-2080
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,24,1.74,1.74,0,0,240,15,18,10/20/2015 12:32,,240,,1029,39244,-4549,93,155805,-29845,11371,763603,7347,490,394,212395,68427,-964
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,26,1.76,1.76,0,0,260,15,18,10/20/2015 12:33,,260,,1676,45619,-5214,-772,150461,-22764,15545,929676,8994,401,534,209423,63537,-1908
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,28,1.78,1.78,0,0,280,15,18,10/20/2015 12:33,,280,,1469,44089,-4555,-788,146967,-29271,10694,983236,8231,-29,553,189319,70087,-2023
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,30,1.8,1.8,0,0,300,15,18,10/20/2015 12:34,,300,,1283,40652,-5474,-250,146209,-36746,8081,936375,7768,98,737,184387,70747,-1984
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,32,1.82,1.82,0,0,320,15,18,10/20/2015 12:34,,320,,1325,41696,-5145,-978,136814,-40781,8454,1081496,6805,481,260,193596,77485,-1293
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,34,1.84,1.84,0,0,340,15,18,10/20/2015 12:35,,340,,224,29523,-5629,-422,160835,-14905,7500,1032460,5390,-236,531,168947,50561,-1473
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,36,1.86,1.86,0,0,360,15,18,10/20/2015 12:35,,360,,934,39583,-5492,-1251,138564,-23736,10384,1108874,6708,34,987,178311,65381,-2198
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,38,1.88,1.88,0,0,380,15,18,10/20/2015 12:36,,380,,1932,55875,-5162,-1273,124392,-21874,14675,1121341,7186,-127,332,210827,59828,-1531
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,40,1.9,1.9,0,0,400,15,18,10/20/2015 12:36,,400,,67,27416,-5417,283,160824,-16210,7655,1034711,4916,89,659,162571,57116,-1364
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,42,1.92,1.92,0,0,420,15,18,10/20/2015 12:37,,420,,-64,22223,-6440,-1243,142236,-42723,-2486,1210632,2698,-290,489,127953,92392,-493
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,44,1.94,1.94,0,0,440,15,18,10/20/2015 12:37,,440,,-332,20432,-6368,-74,154035,-40069,-2607,1154742,2690,-149,133,146676,85527,-524
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,46,1.96,1.96,0,0,460,15,18,10/20/2015 12:38,,460,,-288,23487,-6557,688,170294,-10503,7311,1122929,5333,-65,586,150870,51806,-1326
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  480.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,48,1.98,1.98,0,0,480,15,18,10/20/2015 12:38,,480,,-543,10243,-6118,700,182332,-28301,-1047,1005748,2875,318,496,103351,75886,-901
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  500.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,50,2,2,0,0,500,15,18,10/20/2015 12:39,,500,,-211,17196,-4557,1173,179808,-27683,300,731104,5304,369,1023,136353,69560,-1170
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  520.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,52,2.02,2.02,0,0,520,15,18,10/20/2015 12:39,,520,,-239,16758,-5014,2408,201663,-23036,1726,695890,4652,107,1249,138945,66988,-1047
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  540.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,54,2.04,2.04,0,0,540,15,17,10/20/2015 12:40,,540,,-235,10344,-4998,2721,221387,-20921,-1111,645883,1907,277,1151,111102,63651,-336
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  560.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,56,2.06,2.06,0,0,560,15,18,10/20/2015 12:40,,560,,-265,8599,-5249,2313,222013,-29635,-4380,713156,1816,213,956,91125,73475,-298
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  580.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,58,2.08,2.08,0,0,580,15,17,10/20/2015 12:41,,580,,-475,6479,-5033,2521,231790,-33112,-6089,687761,1866,337,608,73259,79694,-583
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  600.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,60,2.1,2.1,0,0,600,15,18,10/20/2015 12:41,,600,,-536,5044,-5620,2286,228470,-21700,-5277,830406,991,-65,774,53832,69816,-379
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  620.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,62,2.12,2.12,0,0,620,15,18,10/20/2015 12:42,,620,,-665,9277,-6868,-1901,160634,-61249,-13933,1290175,701,-281,182,56824,116454,-606
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  640.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,64,2.14,2.14,0,0,640,15,18,10/20/2015 12:42,,640,,-450,9440,-6389,-248,183491,-56107,-11978,1143190,2366,-5,624,69339,115957,-936
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  660.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,66,2.16,2.16,0,0,660,15,18,10/20/2015 12:42,,660,,-295,6448,-6799,235,198254,-18605,-6798,1164928,-379,-467,611,50003,85813,190
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  680.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,68,2.18,2.18,0,0,680,15,17,10/20/2015 12:43,,680,,-357,6311,-5673,852,179608,-37442,-9465,864111,-10,-427,1119,32414,89648,75
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  700.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,70,2.2,2.2,0,0,700,15,18,10/20/2015 12:43,,700,,354,34788,-6207,-1394,137273,-29153,3858,1183455,5070,-154,807,138832,71941,-1271
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  720.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,72,2.22,2.22,0,0,720,15,18,10/20/2015 12:44,,720,,836,45035,-5137,-1241,139371,-37476,9092,1135776,7074,-244,913,182199,72856,-1455
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  740.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,74,2.24,2.24,0,0,740,15,18,10/20/2015 12:44,,740,,564,38786,-5220,-1189,146414,-34358,9930,1096461,7500,466,1093,182166,72055,-1949
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  760.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,76,2.26,2.26,0,0,760,15,18,10/20/2015 12:45,,760,,1095,40157,-5682,-527,154527,-18015,12018,1091130,6923,131,546,181793,53062,-1672
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  780.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,78,2.28,2.28,0,0,780,15,18,10/20/2015 12:45,,780,,845,36288,-5442,1223,141610,-43733,6904,935513,6052,192,1100,191274,80426,-1186
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  800.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,80,2.3,2.3,0,0,800,15,18,10/20/2015 12:46,,800,,247,30435,-5708,-158,162776,-19560,8455,1019606,5878,138,871,166962,61634,-1647
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  820.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,82,2.32,2.32,0,0,820,15,18,10/20/2015 12:46,,820,,611,41568,-5698,-1287,136825,-38936,6179,1154545,5105,-140,475,207352,83801,-908
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  840.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,84,2.34,2.34,0,0,840,15,18,10/20/2015 12:47,,840,,1366,44408,-5769,-143,148734,-19381,13094,1009141,8587,389,1136,191468,61751,-2226
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  860.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,86,2.36,2.36,0,0,860,15,18,10/20/2015 12:47,,860,,1344,46762,-4833,-385,142671,-27907,12510,980015,8911,195,895,193090,69462,-1987
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  880.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,88,2.38,2.38,0,0,880,15,18,10/20/2015 12:48,,880,,2147,53613,-4531,-623,145226,-24324,16064,932967,9700,414,1455,206926,53183,-1999
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  900.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,90,2.4,2.4,0,0,900,15,18,10/20/2015 12:48,,900,,524,41462,-6040,1107,189024,-8577,15656,854296,9624,134,1322,198489,43542,-1959
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  920.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,92,2.42,2.42,0,0,920,15,18,10/20/2015 12:49,,920,,1710,49021,-5012,197,165544,-21735,14320,877350,8609,435,494,208622,52085,-1940
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  940.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,94,2.44,2.44,0,0,940,15,18,10/20/2015 12:49,,940,,1482,47092,-4914,777,167300,-13875,17081,784925,11856,606,775,256128,45310,-2697
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  960.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,96,2.46,2.46,0,0,960,15,18,10/20/2015 12:50,,960,,383,28818,-5019,1918,175456,-24789,9187,757044,10029,508,706,207992,57251,-1929
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2  980.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,98,2.48,2.48,0,0,980,15,18,10/20/2015 12:50,,980,,573,26373,-5199,2588,190066,-8616,9869,729497,7951,364,974,188697,41707,-1479
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1000.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,100,2.5,2.5,0,0,1000,15,18,10/20/2015 12:51,,1000,,228,29656,-6001,1381,169867,-31696,5876,955696,7467,351,802,182917,64841,-1599
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1020.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,102,2.52,2.52,0,0,1020,15,18,10/20/2015 12:51,,1020,,-119,19620,-6462,1317,174701,-44357,-331,944402,7507,463,858,163958,87443,-1728
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1040.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,104,2.54,2.54,0,0,1040,15,18,10/20/2015 12:52,,1040,,-136,21955,-5627,2457,182823,-25899,4864,958110,6411,43,1031,166353,68939,-1273
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1060.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,106,2.56,2.56,0,0,1060,15,18,10/20/2015 12:52,,1060,,-45,24896,-5565,1790,169780,-38844,3241,917294,6454,340,972,171333,76468,-1420
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1080.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,108,2.58,2.58,0,0,1080,15,18,10/20/2015 12:53,,1080,,1470,48488,-5563,-165,138295,-30743,12922,1017778,8950,-109,1675,205752,75456,-1965
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1100.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,110,2.6,2.6,0,0,1100,15,18,10/20/2015 12:53,,1100,,1988,53570,-4536,356,146667,-14347,17970,876045,10624,269,1818,221010,58743,-2564
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1120.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,112,2.62,2.62,0,0,1120,15,18,10/20/2015 12:53,,1120,,1018,42214,-4827,479,159474,-32371,11903,822733,10116,623,1305,206188,76995,-2403
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1140.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,114,2.64,2.64,0,0,1140,15,18,10/20/2015 12:54,,1140,,38,26674,-5004,3622,200211,-10469,10711,728229,8345,257,941,181212,49505,-1591
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1160.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,116,2.66,2.66,0,0,1160,15,18,10/20/2015 12:54,,1160,,753,31271,-6090,2357,169120,-21586,6203,915745,6313,294,893,154726,60003,-980
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1180.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,118,2.68,2.68,0,0,1180,15,18,10/20/2015 12:55,,1180,,-661,12977,-7471,-831,159356,-32312,-7578,1386830,-201,-249,485,64329,85506,-125
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1200.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,120,2.7,2.7,0,0,1200,15,19,10/20/2015 12:55,,1200,,-588,12819,-7405,-1591,164945,-44571,-10590,1402985,1282,-375,630,64914,110921,-309
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1220.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,122,2.72,2.72,0,0,1220,15,19,10/20/2015 12:56,,1220,,-358,10650,-8310,-1256,161351,-46534,-11732,1626844,-49,-528,-85,47662,101120,-117
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1240.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,124,2.74,2.74,0,0,1240,15,19,10/20/2015 12:56,,1240,,-359,21133,-7540,-1898,145553,-58582,-10572,1446071,1986,-241,80,70507,109365,-874
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1260.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,126,2.76,2.76,0,0,1260,15,18,10/20/2015 12:57,,1260,,631,43937,-5907,-305,159493,-5034,11706,1126946,6718,-173,881,170552,42254,-1643
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1280.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,128,2.78,2.78,0,0,1280,15,19,10/20/2015 12:57,,1280,,-428,37459,-6014,-1428,137445,-35903,-136,1297557,6451,-258,492,142100,86493,-1435
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1300.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,130,2.8,2.8,0,0,1300,15,18,10/20/2015 12:58,,1300,,1342,44287,-5179,563,148723,-20951,10078,959945,9165,173,574,199903,61994,-1611
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1320.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,132,2.82,2.82,0,0,1320,15,18,10/20/2015 12:58,,1320,,860,38332,-5266,427,150220,-23589,11737,985643,10802,584,321,231991,64553,-2088
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1340.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,134,2.84,2.84,0,0,1340,15,18,10/20/2015 12:59,,1340,,-157,27499,-5722,1497,174551,-17757,9186,899196,9642,474,299,215919,55838,-2162
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1360.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,136,2.86,2.86,0,0,1360,15,18,10/20/2015 12:59,,1360,,79,27769,-5179,1385,166022,-27270,8000,861366,8950,279,670,180154,65333,-1927
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1380.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,138,2.88,2.88,0,0,1380,15,18,10/20/2015 13:00,,1380,,-114,27657,-5932,2416,178246,-12138,8535,872114,11030,73,1063,196897,50745,-2321
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1400.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,140,2.9,2.9,0,0,1400,15,18,10/20/2015 13:00,,1400,,452,31452,-5184,2248,159314,-15711,8302,804477,9447,453,622,184018,58751,-2131
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1420.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,142,2.92,2.92,0,0,1420,15,18,10/20/2015 13:01,,1420,,788,32690,-5164,1703,166279,-12078,12926,822316,9371,259,836,207613,41224,-2073
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1440.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,144,2.94,2.94,0,0,1440,15,18,10/20/2015 13:01,,1440,,217,28424,-5612,2647,159704,-25677,6623,868613,8393,686,658,193549,60805,-1884
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-2\Run 1 at  10kV\U1456C-1H-2 1460.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,2,146,2.96,2.96,0,0,1460,15,17,10/20/2015 13:02,,1460,,398,24057,-3935,1813,117798,-9259,6096,678198,6673,623,783,146763,38843,-1346
C:\_XRF Data\__Kulhanek_Oct_2015\U1456C-1H-3\Run 1 at  10kV\U1456C-1H-3   20.0mm  15s  10kV 800uA No-Filter   0.0mm Run1 Rep0.wax,U1456,C,1,H,3,2,3.02,3.02,0,0,20,15,18,10/20/2015 14:06,,20,,1156,43846,-6446,33,122583,-44870,6853,1099074,8170,668,293,208171,87120,-1935
